victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
73991326,68045006,1,1,,,,,,,,,,,,,
73991327,68045007,1,4,,,,5,36,F,1,2,R,,,,
73991328,68045008,1,4,,,,5,1,M,1,2,R,,,,
73991329,68045009,1,4,,,,5,37,M,1,2,R,,,,
73991330,68045010,1,4,,,,5,12,M,1,2,R,,,,
73991331,68045011,1,4,,,,5,19,F,1,2,R,,,,
73991332,68045012,1,8,,,,,,,,,,,,,
73991333,68045013,1,4,,,,5,40,F,1,2,R,,,,
73991334,68045014,1,8,,,,,,,,,,,,,
73991336,68045015,2,4,,,,5,13,F,1,2,R,,,,
73991335,68045015,1,1,,,,,,,,,,,,,
73991337,68045016,1,4,,,,5,36,F,1,2,R,,,,
73991338,68045017,1,1,,,,,,,,,,,,,
73991339,68045018,1,1,,,,,,,,,,,,,
73991353,68045031,1,1,,,,,,,,,,,,,
73991364,68045041,1,4,,,,5,62,F,1,2,R,,,,
73991366,68045043,1,8,,,,,,,,,,,,,
73992404,68045945,1,4,,,,5,14,F,1,2,R,,,,
73992407,68045948,1,4,,,,5,69,M,1,2,R,,,,
73992416,68045957,1,4,,,,5,35,F,1,2,R,,,,
73991340,68045019,1,8,,,,,,,,,,,,,
73991341,68045020,1,4,,,,5,23,F,2,2,R,,,,
73991342,68045021,1,1,,,,,,,,,,,,,
73991343,68045022,1,4,,,,5,55,M,1,2,R,,,,
73991344,68045022,2,4,,,,5,54,M,1,2,R,,,,
73991345,68045023,1,8,,,,,,,,,,,,,
73991346,68045024,1,4,,,,5,34,M,2,2,R,,,,
73991347,68045025,1,4,,,,5,46,F,1,2,R,,,,
73991348,68045026,1,4,,,,5,43,F,1,2,R,,,,
73991349,68045027,1,4,,,,5,41,F,2,2,R,,,,
73991350,68045028,1,8,,,,,,,,,,,,,
73991351,68045029,1,4,,,,5,15,M,1,1,R,,,,
73991352,68045030,1,4,,,,5,26,F,1,2,R,,,,
73991354,68045032,1,4,,,,5,21,F,1,2,R,,,,
73991355,68045032,2,4,,,,5,21,M,1,2,R,,,,
73991367,68045044,1,8,,,,,,,,,,,,,
73991371,68045048,1,4,,,,5,40,F,1,2,R,,,,
73991377,68045842,1,8,,,,,,,,,,,,,
73992424,68045965,1,1,,,,,,,,,,,,,
73991356,68045033,1,1,,,,,,,,,,,,,
73991357,68045034,1,4,,,,5,9,F,1,1,R,,,,
73991358,68045035,1,4,,,,5,26,F,2,2,R,,,,
73991359,68045036,1,8,,,,,,,,,,,,,
73991360,68045037,1,8,,,,,,,,,,,,,
73991361,68045038,1,4,,,,5,37,F,1,2,R,,,,
73991362,68045039,1,4,,,,5,44,M,1,2,R,,,,
73991363,68045040,1,6,,,,,,,,,,,,,
73991365,68045042,1,8,,,,,,,,,,,,,
73991368,68045045,1,1,,,,,,,,,,,,,
73991369,68045046,1,1,,,,,,,,,,,,,
73991370,68045047,1,4,,,,5,43,M,1,2,R,,,,
73991378,68045843,1,4,,,,5,34,F,1,2,R,,,,
73991379,68045844,1,4,,,,5,34,F,1,2,R,,,,
73991380,68045845,1,4,,,,5,23,F,1,2,R,,,,
73991381,68045846,1,8,,,,,,,,,,,,,
73991382,68045847,1,4,,,,5,30,M,1,2,R,,,,
73991385,68045850,1,1,,,,,,,,,,,,,
73991390,68045855,1,1,,,,,,,,,,,,,
73992417,68045958,1,4,,,,5,55,M,1,2,R,,,,
73992402,68045943,1,8,,,,,,,,,,,,,
73991372,68045049,1,4,,,,5,32,F,1,2,R,,,,
73991373,68045049,2,8,,,,,,,,,,,,,
73991374,68045050,1,4,,,,5,51,F,1,2,R,,,,
73991375,68045051,1,4,,,,5,12,M,2,2,R,,,,
73991376,68045052,1,8,,,,,,,,,,,,,
73991383,68045848,1,4,,,,5,26,F,1,2,R,,,,
73991384,68045849,1,8,,,,,,,,,,,,,
73991386,68045851,1,4,,,,4,,M,1,2,R,,,,
73991387,68045852,1,8,,,,,,,,,,,,,
73991388,68045853,1,4,,,,5,44,M,1,2,R,,,,
73991389,68045854,1,4,,,,5,26,M,1,2,R,,,,
73991391,68045856,1,4,,,,5,51,F,1,2,R,,,,
73991392,68045857,1,4,,,,5,23,F,1,2,R,,,,
73991393,68045858,1,4,,,,5,29,F,1,2,R,,,,
73991394,68045858,2,4,,,,5,34,M,1,2,R,,,,
73991395,68045859,1,1,,,,,,,,,,,,,
73991396,68045860,1,4,,,,5,70,M,1,2,N,,,,
73991397,68045860,2,8,,,,,,,,,,,,,
73991399,68045862,1,4,,,,5,21,F,1,2,R,,,,
73991406,68045868,1,4,,,,5,70,M,1,2,N,,,,
73992403,68045944,1,4,,,,5,30,M,1,2,R,,,,
73991398,68045861,1,4,,,,5,27,F,1,2,R,,,,
73992422,68045963,1,8,,,,,,,,,,,,,
73992433,68045974,1,4,,,,5,45,M,1,2,R,,,,
73991400,68045863,1,4,,,,5,47,F,1,2,R,,,,
73991401,68045864,1,4,,,,5,76,M,1,2,R,,,,
73991402,68045865,1,1,,,,,,,,,,,,,
73991403,68045866,1,4,,,,5,21,F,1,2,R,,,,
73991404,68045866,2,4,,,,5,45,M,1,2,R,,,,
73991405,68045867,1,4,,,,5,39,M,1,2,R,,,,
73991407,68045869,1,4,,,,5,31,M,2,2,R,,,,
73991408,68045870,1,4,,,,5,24,F,1,2,R,,,,
73991409,68045870,2,4,,,,5,26,M,1,2,R,,,,
73991410,68045871,1,8,,,,,,,,,,,,,
73991411,68045872,1,4,,,,5,39,M,1,2,R,,,,
73991412,68045873,1,4,,,,5,46,F,0,3,R,,,,
73992321,68045874,1,4,,,,5,27,F,1,2,R,,,,
73992322,68045875,1,1,,,,,,,,,,,,,
73992323,68045876,1,8,,,,,,,,,,,,,
73992324,68045877,1,1,,,,,,,,,,,,,
73992325,68045878,1,4,,,,5,65,M,1,2,R,,,,
73992326,68045879,1,4,,,,5,22,M,2,2,R,,,,
73992327,68045879,2,4,,,,5,45,F,2,2,R,,,,
73992346,68045895,1,8,,,,,,,,,,,,,
73992385,68045928,1,4,,,,5,68,F,1,2,R,,,,
73992413,68045954,1,5,3,1,,4,,M,1,2,R,,,,
73992418,68045959,1,4,,,,5,23,F,1,2,R,,,,
73992423,68045964,1,4,,,,4,,F,1,2,R,,,,
73992426,68045967,1,4,,,,5,26,M,1,2,R,,,,
73992328,68045880,1,4,,,,5,20,F,1,2,R,,,,
73992329,68045881,1,4,,,,5,22,M,1,2,R,,,,
73992330,68045881,2,4,,,,5,55,M,1,2,R,,,,
73992331,68045882,1,8,,,,,,,,,,,,,
73992332,68045883,1,8,,,,,,,,,,,,,
73992333,68045884,1,1,,,,,,,,,,,,,
73992335,68045885,2,8,,,,,,,,,,,,,
73992334,68045885,1,1,,,,,,,,,,,,,
73992336,68045886,1,1,,,,,,,,,,,,,
73992337,68045887,1,1,,,,,,,,,,,,,
73992338,68045888,1,8,,,,,,,,,,,,,
73992339,68045889,1,4,,,,5,26,F,1,2,R,,,,
73992340,68045890,1,4,,,,5,43,M,1,2,R,,,,
73992341,68045891,1,1,,,,,,,,,,,,,
73992342,68045892,1,8,,,,,,,,,,,,,
73992343,68045893,1,8,,,,,,,,,,,,,
73992374,68045919,1,4,,,,5,49,M,1,2,R,,,,
73992431,68045972,1,4,,,,5,38,M,1,2,R,,,,
73992344,68045894,1,4,,,,5,51,M,1,2,R,,,,
73992345,68045894,2,4,,,,5,37,F,1,2,R,,,,
73992347,68045896,1,1,,,,,,,,,,,,,
73992348,68045897,1,4,,,,5,51,M,2,2,R,,,,
73992349,68045898,1,8,,,,,,,,,,,,,
73992350,68045899,1,4,,,,5,20,F,1,2,R,,,,
73992351,68045900,1,4,,,,5,20,F,1,2,R,,,,
73992352,68045901,1,8,,,,,,,,,,,,,
73992380,68045923,1,4,,,,5,33,M,1,2,R,,,,
73992395,68045937,1,8,,,,,,,,,,,,,
73992396,68045938,1,8,,,,,,,,,,,,,
73992401,68045942,1,8,,,,,,,,,,,,,
73992405,68045946,1,4,,,,5,46,M,1,2,R,,,,
73992406,68045947,1,5,3,5,,4,,M,1,2,R,,,,
73992414,68045955,1,4,,,,5,27,M,1,2,R,,,,
73992419,68045960,1,4,,,,5,51,M,1,2,R,,,,
73992420,68045961,1,4,,,,4,,F,1,2,R,,,,
73992421,68045962,1,5,3,1,,4,,M,1,2,R,,,,
73992425,68045966,1,4,,,,5,10,M,1,2,R,,,,
73992427,68045968,1,4,,,,4,,M,1,2,N,,,,
73992428,68045969,1,4,,,,5,26,F,1,2,R,,,,
73992429,68045970,1,4,,,,5,21,M,1,2,R,,,,
73992430,68045971,1,8,,,,,,,,,,,,,
73992432,68045973,1,8,,,,,,,,,,,,,
73992356,68045902,4,8,,,,,,,,,,,,,
73992353,68045902,1,4,,,,5,26,M,1,2,R,,,,
73992354,68045902,2,4,,,,5,60,M,1,2,R,,,,
73992355,68045902,3,4,,,,5,23,M,1,2,R,,,,
73992357,68045903,1,8,,,,,,,,,,,,,
73992358,68045904,1,4,,,,5,4,F,1,2,R,,,,
73992359,68045905,1,4,,,,5,39,M,1,2,R,,,,
73992360,68045905,2,4,,,,5,40,M,1,2,N,,,,
73992361,68045906,1,4,,,,5,18,F,1,2,R,,,,
73992362,68045907,1,4,,,,5,27,M,1,2,R,,,,
73992363,68045908,1,4,,,,5,48,F,1,2,R,,,,
73992364,68045909,1,4,,,,5,32,F,2,2,R,,,,
73992365,68045910,1,4,,,,5,13,M,1,2,R,,,,
73992366,68045911,1,4,,,,5,35,F,1,2,R,,,,
73992367,68045912,1,8,,,,,,,,,,,,,
73992368,68045913,1,8,,,,,,,,,,,,,
73992369,68045914,1,4,,,,5,25,F,1,2,R,,,,
73992370,68045915,1,8,,,,,,,,,,,,,
73992371,68045916,1,4,,,,5,27,F,1,2,R,,,,
73992372,68045917,1,4,,,,5,14,M,1,2,R,,,,
73992373,68045918,1,4,,,,5,34,M,1,2,R,,,,
73992375,68045920,1,1,,,,,,,,,,,,,
73992376,68045920,2,1,,,,,,,,,,,,,
73992377,68045921,1,4,,,,5,24,M,1,2,R,,,,
73992378,68045921,2,1,,,,,,,,,,,,,
73992379,68045922,1,4,,,,5,47,F,1,2,R,,,,
73992381,68045924,1,4,,,,5,43,F,1,2,R,,,,
73992382,68045925,1,8,,,,,,,,,,,,,
73992383,68045926,1,1,,,,,,,,,,,,,
73992384,68045927,1,1,,,,,,,,,,,,,
73992386,68045929,1,4,,,,5,27,F,1,2,R,,,,
73992387,68045930,1,4,,,,5,13,M,1,2,R,,,,
73992388,68045931,1,4,,,,5,50,M,1,2,R,,,,
73992389,68045932,1,4,,,,5,44,M,1,2,R,,,,
73992390,68045933,1,4,,,,5,25,F,1,2,R,,,,
73992391,68045934,1,4,,,,5,13,F,1,2,R,,,,
73992392,68045935,1,5,2,7,,4,,M,1,2,N,,,,
73992393,68045935,2,8,,,,,,,,,,,,,
73992394,68045936,1,4,,,,5,11,F,1,2,R,,,,
73992397,68045939,1,4,,,,5,49,F,1,2,R,,,,
73992398,68045939,2,4,,,,5,14,M,1,2,R,,,,
73992399,68045940,1,4,,,,5,43,M,1,2,R,,,,
73992400,68045941,1,4,,,,5,71,M,1,2,R,,,,
73992434,68045975,1,8,,,,,,,,,,,,,
73992435,68045976,1,4,,,,5,57,M,2,2,R,,,,
73992436,68045977,1,1,,,,,,,,,,,,,
73992437,68045978,1,6,,,,,,,,,,,,,
73992438,68045979,1,1,,,,,,,,,,,,,
73992439,68045980,1,4,,,,5,41,F,1,2,R,,,,
73994488,68047569,1,1,,,,,,,,,,,,,
73992440,68045981,1,4,,,,5,62,M,1,2,R,,,,
73992441,68045982,1,1,,,,,,,,,,,,,
73992442,68045983,1,1,,,,,,,,,,,,,
73994484,68046942,1,1,,,,,,,,,,,,,
73992443,68045984,1,8,,,,,,,,,,,,,
73992444,68045985,1,8,,,,,,,,,,,,,
73992453,68045991,1,4,,,,5,42,M,1,2,R,,,,
73992445,68045986,1,4,,,,5,69,M,1,2,R,,,,
73992446,68045986,2,4,,,,5,68,F,1,2,R,,,,
73992447,68045987,1,1,,,,,,,,,,,,,
73992448,68045988,1,4,,,,5,37,F,1,2,R,,,,
73992449,68045988,2,4,,,,5,16,M,1,2,R,,,,
73992450,68045988,3,4,,,,5,17,F,1,2,R,,,,
73992451,68045989,1,4,,,,5,41,F,2,2,R,,,,
73992452,68045990,1,4,,,,5,49,M,1,2,R,,,,
73992454,68045992,1,7,,,,,,,,,,,,,
73992455,68045993,1,4,,,,5,45,F,1,2,R,,,,
73992456,68045994,1,4,,,,5,22,M,1,2,R,,,,
73992462,68045998,1,4,,,,5,40,F,1,2,N,,,,
73992463,68045998,2,8,,,,,,,,,,,,,
73992469,68046791,1,4,,,,5,31,F,1,2,N,,,,
73992458,68045995,2,1,,,,,,,,,,,,,
73992457,68045995,1,4,,,,5,50,M,1,2,R,,,,
73992459,68045996,1,4,,,,5,18,M,1,2,R,,,,
73992460,68045996,2,4,,,,5,20,M,1,2,R,,,,
73992461,68045997,1,1,,,,,,,,,,,,,
73992464,68045999,1,4,,,,5,54,F,1,2,R,,,,
73992465,68045999,2,4,,,,5,32,M,1,2,R,,,,
73992467,68046789,2,8,,,,,,,,,,,,,
73992466,68046789,1,4,,,,5,43,M,1,2,R,,,,
73992468,68046790,1,4,,,,5,62,M,1,2,R,,,,
73992470,68046792,1,4,,,,5,43,M,1,2,R,,,,
73992471,68046792,2,4,,,,5,42,M,1,2,N,,,,
73992472,68046793,1,4,,,,5,59,M,0,2,R,,,,
73992473,68046793,2,4,,,,5,59,F,1,2,R,,,,
73992474,68046794,1,1,,,,,,,,,,,,,
73992475,68046795,1,4,,,,5,24,M,1,2,R,,,,
73992476,68046795,2,4,,,,5,25,M,1,2,R,,,,
73992477,68046795,3,4,,,,5,21,F,1,2,R,,,,
73992478,68046796,1,4,,,,5,31,F,1,2,R,,,,
73992479,68046797,1,1,,,,,,,,,,,,,
73992480,68046798,1,4,,,,5,48,F,1,2,R,,,,
73992481,68046799,1,1,,,,,,,,,,,,,
73992482,68046800,1,4,,,,5,42,M,1,2,R,,,,
73992483,68046801,1,4,,,,5,2,F,1,2,R,,,,
73992484,68046802,1,4,,,,5,23,M,1,2,R,,,,
73993393,68046803,11,4,,,,5,63,M,1,2,R,,,,
73993394,68046803,12,4,,,,5,54,F,1,2,R,,,,
73993395,68046803,13,4,,,,5,51,F,1,2,R,,,,
73993396,68046803,14,4,,,,5,36,F,1,2,R,,,,
73993397,68046803,15,4,,,,5,83,M,1,2,R,,,,
73993398,68046803,16,4,,,,5,28,M,1,2,R,,,,
73993399,68046803,17,4,,,,5,64,M,1,2,R,,,,
73993400,68046803,18,4,,,,5,44,M,1,2,R,,,,
73993401,68046803,19,4,,,,5,37,M,1,2,R,,,,
73993402,68046803,20,4,,,,5,49,M,1,2,R,,,,
73993403,68046803,21,4,,,,5,77,M,1,2,R,,,,
73993404,68046803,22,4,,,,5,50,F,1,2,R,,,,
73993405,68046803,23,4,,,,5,62,M,1,2,R,,,,
73993406,68046803,24,4,,,,5,71,F,1,2,R,,,,
73992494,68046803,10,4,,,,5,46,M,1,2,R,,,,
73992485,68046803,1,4,,,,5,28,F,1,2,R,,,,
73992486,68046803,2,4,,,,5,30,M,1,2,R,,,,
73992487,68046803,3,4,,,,5,45,F,1,2,R,,,,
73992488,68046803,4,4,,,,5,65,M,1,2,R,,,,
