victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
73994490,68047571,1,7,,,,,,,,,,,,,
73994491,68047572,1,4,,,,5,29,F,1,2,R,,,,
73994492,68047573,1,4,,,,5,62,M,1,2,R,,,,
73994493,68047574,1,4,,,,5,54,M,1,2,R,,,,
73994495,68047575,2,4,,,,5,56,M,1,2,R,,,,
73994494,68047575,1,1,,,,,,,,,,,,,
73994496,68047576,1,1,,,,,,,,,,,,,
73994498,68047578,1,4,,,,5,58,M,1,2,R,,,,
73994509,68047588,1,4,,,,5,62,F,1,2,R,,,,
73994497,68047577,1,1,,,,,,,,,,,,,
73994499,68047579,1,4,,,,5,34,F,1,2,R,,,,
73994500,68047580,1,4,,,,5,32,F,1,2,R,,,,
73994501,68047581,1,4,,,,5,29,F,1,2,R,,,,
73994502,68047582,1,4,,,,5,46,M,1,2,R,,,,
73994503,68047583,1,4,,,,5,49,M,2,2,R,,,,
73994504,68047584,1,4,,,,5,63,M,1,2,N,,,,
73994505,68047585,1,1,,,,,,,,,,,,,
73994506,68047586,1,4,,,,5,62,M,1,2,R,,,,
73994507,68047586,2,4,,,,5,60,F,1,2,R,,,,
73994508,68047587,1,4,,,,5,32,F,1,2,R,,,,
73994510,68047589,1,4,,,,5,48,M,1,2,R,,,,
73988035,68042139,1,4,,,,5,63,M,1,2,R,,,,
73988036,68042140,1,4,,,,5,22,M,1,1,R,,,,
73988037,68042141,1,4,,,,4,,F,1,2,R,,,,
73988038,68042142,1,4,,,,5,58,F,1,2,R,,,,
73988039,68042143,1,4,,,,4,,M,1,2,R,,,,
73988040,68042144,1,4,,,,5,41,F,1,2,R,,,,
73988041,68042145,1,4,,,,5,47,M,1,2,R,,,,
73988042,68042146,1,4,,,,4,,F,1,2,R,,,,
73988043,68042147,1,4,,,,4,,F,1,2,R,,,,
73988044,68042148,1,4,,,,5,33,M,1,2,R,,,,
73988045,68042149,1,4,,,,5,15,F,1,2,R,,,,
73988046,68042150,1,8,,,,,,,,,,,,,
73988047,68042151,1,4,,,,5,20,M,1,2,R,,,,
73988048,68042152,1,4,,,,5,17,F,1,2,R,,,,
73988049,68042153,1,1,,,,,,,,,,,,,
73988050,68042154,1,4,,,,5,18,F,1,2,R,,,,
73988051,68042154,2,4,,,,5,19,M,1,2,R,,,,
73988052,68042155,1,8,,,,,,,,,,,,,
73988057,68042160,1,4,,,,5,39,F,1,2,R,,,,
73988058,68042161,1,1,,,,,,,,,,,,,
73988059,68042161,2,1,,,,,,,,,,,,,
73988060,68042161,3,1,,,,,,,,,,,,,
73988061,68042161,4,1,,,,,,,,,,,,,
73988062,68042161,5,4,,,,5,53,M,1,2,R,,,,
73988053,68042156,1,8,,,,,,,,,,,,,
73988054,68042157,1,4,,,,4,,F,1,2,R,,,,
73988055,68042158,1,4,,,,5,47,F,1,2,R,,,,
73988056,68042159,1,8,,,,,,,,,,,,,
73988063,68042162,1,4,,,,5,74,F,1,2,R,,,,
73988069,68042168,1,4,,,,4,,F,1,2,R,,,,
73988070,68042168,2,4,,,,5,14,F,1,1,R,,,,
73988094,68042190,1,1,,,,,,,,,,,,,
73988095,68042190,2,4,,,,4,,M,1,2,R,,,,
73988064,68042163,1,4,,,,4,,M,1,2,R,,,,
73988065,68042164,1,4,,,,4,,F,1,2,R,,,,
73988066,68042165,1,4,,,,4,,F,1,2,R,,,,
73988067,68042166,1,4,,,,5,20,M,1,2,R,,,,
73988068,68042167,1,8,,,,,,,,,,,,,
73988071,68042169,1,4,,,,5,31,F,1,2,R,,,,
73988072,68042170,1,4,,,,5,18,M,1,3,R,,,,
73988075,68042173,1,4,,,,5,40,M,1,2,R,,,,
73988080,68042177,1,4,,,,5,32,M,1,2,R,,,,
73988081,68042178,1,1,,,,,,,,,,,,,
73988073,68042171,1,1,,,,,,,,,,,,,
73988074,68042172,1,1,,,,,,,,,,,,,
73988076,68042174,1,4,,,,5,79,M,1,2,R,,,,
73988077,68042175,1,4,,,,5,53,M,1,2,R,,,,
73988078,68042175,2,4,,,,5,17,M,1,2,R,,,,
73988079,68042176,1,4,,,,5,46,M,1,2,R,,,,
73988086,68042182,1,4,,,,4,,M,1,2,R,,,,
73988089,68042185,1,1,,,,,,,,,,,,,
73988097,68042192,1,4,,,,5,42,F,1,2,R,,,,
73988111,68042204,1,4,,,,5,16,M,1,2,R,,,,
73988082,68042179,1,8,,,,,,,,,,,,,
73988084,68042180,2,4,,,,5,18,M,1,3,R,,,,
73988083,68042180,1,4,,,,5,42,F,1,2,R,,,,
73988085,68042181,1,4,,,,5,55,M,1,2,N,,,,
73988087,68042183,1,4,,,,5,47,M,1,2,R,,,,
73988088,68042184,1,4,,,,5,14,M,1,2,R,,,,
73988090,68042186,1,4,,,,5,66,M,1,2,R,,,,
73988091,68042187,1,4,,,,5,19,F,1,1,R,,,,
73988092,68042188,1,4,,,,5,22,F,1,2,R,,,,
73988093,68042189,1,4,,,,5,29,M,1,2,R,,,,
73988096,68042191,1,4,,,,5,48,F,1,2,R,,,,
73988098,68042193,1,6,,,,,,,,,,,,,
73988099,68042194,1,1,,,,,,,,,,,,,
73988100,68042195,1,4,,,,5,47,F,1,2,R,,,,
73988101,68042196,1,4,,,,5,21,M,1,1,R,,,,
73988105,68042199,1,4,,,,5,65,M,1,2,R,,,,
73988104,68042198,1,4,,,,5,70,M,1,2,R,,,,
73988103,68042197,2,4,,,,5,19,M,2,1,R,,,,
73988102,68042197,1,4,,,,5,17,F,2,2,R,,,,
73988106,68042200,1,4,,,,5,45,M,1,2,R,,,,
73988107,68042200,2,4,,,,5,24,M,1,2,R,,,,
73988108,68042201,1,4,,,,5,69,M,1,3,R,,,,
73988109,68042202,1,4,,,,4,,M,1,2,R,,,,
73988110,68042203,1,4,,,,5,14,F,1,1,R,,,,
73988112,68042205,1,4,,,,5,27,M,1,2,R,,,,
73988113,68042205,2,4,,,,5,47,F,1,2,R,,,,
73988114,68042206,1,4,,,,5,71,M,1,2,R,,,,
73988115,68042207,1,4,,,,5,15,F,1,2,R,,,,
73988116,68042207,2,4,,,,5,39,F,1,2,R,,,,
73988118,68042209,1,1,,,,,,,,,,,,,
73988138,68043018,1,4,,,,5,55,F,1,2,R,,,,
73988117,68042208,1,4,,,,5,33,F,1,2,R,,,,
73988119,68042210,1,4,,,,5,21,F,1,2,R,,,,
73988133,68043013,1,4,,,,5,58,F,1,2,R,,,,
73988137,68043017,1,1,,,,,,,,,,,,,
73988120,68042211,1,4,,,,5,32,M,1,2,R,,,,
73988121,68042212,1,4,,,,5,31,M,1,2,R,,,,
73988122,68042213,1,8,,,,,,,,,,,,,
73988124,68042215,1,1,,,,,,,,,,,,,
73988125,68042215,2,1,,,,,,,,,,,,,
73988126,68042215,3,1,,,,,,,,,,,,,
73988134,68043014,1,4,,,,5,67,M,1,2,R,,,,
73988135,68043015,1,8,,,,,,,,,,,,,
73988136,68043016,1,4,,,,5,35,F,1,2,R,,,,
73988123,68042214,1,4,,,,5,46,M,1,2,R,,,,
73988127,68042216,1,4,,,,5,71,M,1,2,R,,,,
73988128,68042217,1,4,,,,5,46,F,1,2,R,,,,
73988129,68042218,1,4,,,,5,38,F,1,2,R,,,,
73988130,68042219,1,4,,,,5,34,F,1,2,R,,,,
73988131,68042220,1,8,,,,,,,,,,,,,
73988132,68042221,1,4,,,,5,56,F,1,3,R,,,,
73988139,68043019,1,4,,,,5,14,F,1,2,R,,,,
73988140,68043020,1,4,,,,5,79,F,1,2,R,,,,
73988142,68043021,2,1,,,,,,,,,,,,,
73988141,68043021,1,4,,,,4,,F,1,2,R,,,,
73991257,68044944,1,8,,,,,,,,,,,,,
73991258,68044945,1,5,7,4,,5,27,M,1,2,R,,,,
73991259,68044946,1,8,,,,,,,,,,,,,
73991260,68044947,1,5,2,4,,5,39,M,1,2,R,,,,
73991262,68044948,2,5,7,4,,4,,M,1,2,R,,,,
73991261,68044948,1,5,7,4,,5,24,M,1,2,R,,,,
73991263,68044949,1,5,7,4,,4,,M,1,2,R,,,,
73991264,68044950,1,8,,,,,,,,,,,,,
73991265,68044951,1,4,,,,5,1,F,1,2,N,,,,
73991295,68044979,1,4,,,,4,,M,1,2,R,,,,
73991291,68044975,1,4,,,,4,,M,0,3,R,,,,
73991292,68044976,1,4,,,,5,71,F,1,2,N,,,,
73991266,68044952,1,3,,,,,,,,,,,,,
73991267,68044953,1,4,,,,5,35,F,1,3,R,,,,
73991268,68044954,1,4,,,,4,,F,1,2,R,,,,
73991269,68044955,1,4,,,,5,35,F,1,2,N,,,,
73991270,68044955,2,4,,,,5,46,M,1,2,N,,,,
73991289,68044973,1,4,,,,5,16,M,1,2,N,,,,
73991271,68044956,1,4,,,,5,66,F,1,2,R,,,,
73991275,68044960,1,4,,,,5,40,F,1,2,R,,,,
73991272,68044957,1,4,,,,5,20,M,1,2,R,,,,
73991273,68044958,1,4,,,,5,44,M,1,2,R,,,,
73991274,68044959,1,1,,,,,,,,,,,,,
73991276,68044961,1,4,,,,5,48,F,1,2,R,,,,
73991277,68044961,2,4,,,,5,19,M,1,2,R,,,,
73991278,68044962,1,4,,,,5,46,M,1,2,R,,,,
73991279,68044963,1,4,,,,5,51,M,1,2,R,,,,
73991290,68044974,1,4,,,,5,65,F,1,2,R,,,,
73991280,68044964,1,4,,,,5,82,F,1,2,R,,,,
73991281,68044965,1,4,,,,5,63,F,1,2,R,,,,
73991282,68044966,1,8,,,,,,,,,,,,,
73991283,68044967,1,1,,,,,,,,,,,,,
73991284,68044968,1,4,,,,5,89,M,1,2,R,,,,
73991285,68044969,1,4,,,,5,40,M,1,2,R,,,,
73991286,68044970,1,4,,,,5,48,F,1,2,R,,,,
73991287,68044971,1,4,,,,5,34,M,1,2,R,,,,
73991288,68044972,1,4,,,,5,47,M,1,2,R,,,,
73991293,68044977,1,4,,,,5,51,M,1,2,R,,,,
73991294,68044978,1,1,,,,,,,,,,,,,
73992408,68045949,1,4,,,,5,45,M,1,2,R,,,,
73992409,68045950,1,4,,,,5,22,F,1,2,R,,,,
73992410,68045951,1,4,,,,5,70,M,1,2,R,,,,
73991296,68044980,1,4,,,,5,22,F,1,2,R,,,,
73991297,68044980,2,4,,,,5,22,M,1,2,R,,,,
73991298,68044981,1,4,,,,5,51,F,1,2,R,,,,
73991299,68044981,2,4,,,,5,47,M,1,2,R,,,,
73992411,68045952,1,4,,,,4,,F,1,2,R,,,,
73992412,68045953,1,4,,,,5,60,F,1,2,R,,,,
73991300,68044982,1,4,,,,5,24,M,1,1,R,,,,
73991301,68044983,1,4,,,,5,30,M,1,2,R,,,,
73991302,68044984,1,8,,,,,,,,,,,,,
73991303,68044985,1,1,,,,,,,,,,,,,
73991304,68044986,1,4,,,,5,42,F,1,2,R,,,,
73991305,68044987,1,4,,,,5,45,F,1,2,R,,,,
73991306,68044988,1,4,,,,5,42,F,1,2,R,,,,
73991307,68044989,1,4,,,,5,27,F,1,2,R,,,,
73991308,68044990,1,4,,,,5,25,M,1,2,R,,,,
73991309,68044990,2,4,,,,5,26,F,1,2,R,,,,
73991310,68044991,1,4,,,,5,13,F,1,2,R,,,,
73991311,68044992,1,8,,,,,,,,,,,,,
73991313,68044994,1,4,,,,5,57,M,1,2,R,,,,
73991314,68044995,1,4,,,,5,17,M,1,2,R,,,,
73991312,68044993,1,4,,,,5,33,M,1,2,R,,,,
73991315,68044996,1,4,,,,5,27,F,1,2,R,,,,
73991316,68044997,1,4,,,,5,67,F,1,2,R,,,,
73991317,68044998,1,4,,,,5,38,F,1,2,R,,,,
73991318,68044998,2,4,,,,5,12,F,1,2,R,,,,
73991319,68044999,1,4,,,,5,38,M,1,2,R,,,,
73991320,68045000,1,4,,,,5,43,M,1,2,R,,,,
73991321,68045001,1,4,,,,5,41,F,1,2,R,,,,
73991322,68045002,1,4,,,,5,24,F,1,2,R,,,,
73991323,68045003,1,4,,,,5,22,F,1,2,R,,,,
73991324,68045004,1,1,,,,,,,,,,,,,
73991325,68045005,1,4,,,,5,12,M,1,2,R,,,,
73992415,68045956,1,4,,,,5,24,M,1,2,R,,,,
