property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
82181854,68,,,82205418
82174878,63,1,,82189561
82183741,38,200,,82197271
82183742,68,,,82197272
82183743,20,61,,82197273
82173438,36,100,,82204912
82188328,41,2500,,82196341
82183744,29,1055,,82197274
82188327,16,12,,82196340
82181855,26,160,,82205419
82174879,63,1,2014-01-06 00:00:00,82189562
82188329,20,100,,82196342
82181856,68,,,82205420
82168964,63,125,,82096734
82162913,50,4400,,82095126
82162914,26,200,,82095127
82168965,20,1000,,82096735
82181857,38,400,,82205421
82172353,38,500,,82207185
82168808,30,100,,82093114
82161830,34,100,,82096304
82156938,34,100,,82094806
82173100,34,100,,82199010
82161831,34,100,,82096305
82172354,34,100,,82207186
82173101,34,100,,82200128
82156939,34,100,,82094807
82171388,6,100,,82190555
82168809,63,180,,82093115
82156940,63,50,,82094808
82173959,20,800,,82194267
82171389,38,2133,2013-02-14 00:00:00,82191682
82171390,38,2133,,82191683
82173102,63,2000,,82200129
82156941,10,0,,82094809
82156942,11,40,,82094810
82172355,20,926,,82207187
82172356,45,450,,82207188
82167246,3,30,,82106207
82161832,3,30,,82096306
82171391,3,30,,82191684
82173960,3,800,,82194268
82173103,63,50,,82200130
82173104,42,50,,82200131
82168811,63,36,,82093117
82173105,63,75,,82200132
82173961,57,400,,82194269
82171392,63,140,,82191685
82168810,38,700,,82093116
82173962,39,250,,82194270
82156943,36,3895,2013-05-23 00:00:00,82094811
82156944,36,3895,,82094812
82156945,42,706,,82094813
82173963,63,100,,82194271
82161833,45,650,,82096307
82167247,63,500,,82106208
82156946,63,0,,82094814
82161834,3,300,,82096308
82167248,61,600,,82106209
82172357,20,5784,,82207189
82167249,57,200,,82106210
82161835,15,500,,82096309
82172358,63,200,,82207190
82172359,6,60,,82207191
82173964,25,10,,82194272
82173965,63,250,,82194273
82168812,46,50,,82093118
82171393,63,50,,82191686
82173106,36,350,,82200133
82172360,10,300,,82207192
82156947,63,500,,82094815
82171394,45,200,,82191687
82171396,20,300,,82191689
82167250,54,150,,82106211
82156948,20,160,,82094816
82171395,57,300,,82191688
82173107,20,19,,82200134
82173966,63,2,,82194274
82173968,8,57,,82194276
82172362,63,200,,82207194
82173108,11,1,,82200135
82173109,63,1,,82200136
82173967,38,1,,82194275
82168813,63,100,,82093119
82173969,20,150,,82194277
82172361,11,15,,82207193
82161836,25,40,,82096310
82168814,8,5,2013-10-31 00:00:00,82093120
82167251,20,10,,82106212
82167252,63,100,,82106213
82171458,10,0,,82191751
82161881,11,3,,82097481
82157972,11,120,,82092448
82167956,41,400,,82097890
82167955,61,1,,82097889
82171464,54,179,,82192892
82174132,61,575,,82196686
82174133,63,25,,82196687
82174134,36,1600,,82196688
82167954,27,400,,82097888
82173390,25,120,,82203749
82173391,63,30,,82203750
82168866,63,200,,82094306
82168867,25,400,,82094307
82174824,3,250,,82207405
82171459,38,400,,82191752
82171460,38,25,,82191753
82174823,68,,,82207404
82161882,6,180,,82097482
82161883,17,300,,82097483
82161884,60,125,,82097484
82174008,20,217,,82195438
82171461,38,1554,,82191754
82174138,20,158,,82196692
82171462,63,225,,82191755
82174135,63,61,,82196689
82174136,10,0,,82196690
82174825,8,25,,82207406
82174009,20,300,,82195439
82171463,49,116,,82192891
82174137,63,53,,82196691
82174826,63,250,,82189509
82174827,24,100,,82189510
82171465,45,100,,82192893
82171466,63,15,,82192894
82174828,63,14,,82189511
82174027,38,1697,,82195457
82168900,36,25,,82094340
82167965,63,25,,82099026
82161908,25,20,,82097508
82174854,63,10,,82189537
82174829,63,300,,82189512
82174139,10,0,,82196693
82174140,11,1,,82196694
82161885,20,200,,82097485
82161886,11,1,,82097486
82174010,63,2000,,82195440
82174830,36,400,,82189513
82174831,63,500,,82189514
82168868,68,,,82094308
82161887,20,50,,82097487
82174141,30,100,,82196695
82174142,36,180,,82196696
82174143,63,100,,82196697
82161888,68,,,82097488
82173392,19,10,,82203751
82174855,7,300,,82189538
82174832,63,1,,82189515
82174833,27,240,,82189516
82173393,10,0,,82203752
82174011,10,0,,82195441
82168869,7,150,,82094309
82161889,20,40,,82097489
82161890,16,30,,82097490
82171467,60,100,,82192895
82168870,57,22,,82094310
