arrestee_id,weapon_id,nibrs_arrestee_weapon_id
19152290,1,19159026
19152285,1,19159021
19152274,1,19159010
19151287,1,19159202
19151286,1,19159201
19150128,1,19165498
19150222,1,19162781
19150217,1,19162776
19150211,1,19162770
19150183,1,19162742
19150174,1,19162733
19153364,1,19159110
19150218,1,19162777
19152330,1,19159066
19152312,1,19159048
19152404,1,19159526
19151325,1,19159240
19152289,1,19159025
19152272,1,19159008
19150099,1,19164754
19150093,1,19164749
19150178,1,19162737
19152383,1,19159311
19152382,1,19159310
19152365,1,19159293
19152361,1,19159289
19151299,1,19159214
19152307,1,19159043
19152304,1,19159040
19152295,1,19159031
19152331,1,20645108
19152338,1,19159266
19152316,1,19159052
19151311,1,19159226
19151310,1,19159225
19150129,1,19165499
19150126,1,19165496
19152257,1,19162904
19151275,1,19162843
19151228,1,19162796
19151213,1,19162588
19152260,1,19162907
19152259,1,19162906
19151283,1,19162850
19151278,1,19162846
19151274,1,19162842
19151273,1,19162841
19151272,1,19162840
19151230,1,19162798
19151229,1,19162797
19151226,1,19162794
19151225,1,19162793
19150219,1,19162778
19150172,1,19162731
19151218,1,19162592
19151217,1,19162591
19151215,1,19162590
19151214,1,19162589
19151189,1,19162564
19151169,1,19162544
19150086,1,19164742
19151259,1,19162827
19151253,1,19162821
19150197,1,19162756
19151207,1,19162582
19150101,1,19165471
19150095,1,19164751
19150090,1,19164746
19150068,1,19164724
19150158,1,19165528
19151305,1,19159220
19153363,1,19159109
19153359,1,19159105
19150118,1,19165488
19151250,1,19162818
19150072,1,19164728
19150071,1,19164727
19150070,1,19164726
19152351,1,19159279
19152348,1,19159276
19151328,1,19159243
19151326,1,19159241
19151324,1,19159239
19151323,1,19159238
19151321,1,19159236
19151318,1,19159233
19151308,1,19159223
19151307,1,19159222
19151300,1,19159215
19151298,1,19159213
19153373,1,19159119
19153369,1,19159115
19150176,1,19162735
19150186,1,19162745
19151249,1,19162817
19150169,1,19162728
19151209,1,19162584
19151327,1,19159242
19151187,1,19162562
19150117,1,19165487
19153366,1,19159112
19152256,1,19162903
19151241,1,19162809
19151240,1,19162808
19151239,1,19162807
19150091,1,19164747
19152428,1,19159550
19151289,1,19159204
19150149,1,19165519
19150107,1,19165477
19151258,1,19162826
19150216,1,19162775
19152397,1,20645112
19152424,1,19159546
19152423,1,19159545
19151306,1,19159221
19150100,1,19164755
19152398,1,19159325
19152350,1,19159278
19151291,1,19159206
19150210,1,19162769
19150162,1,19165532
19150199,1,19162758
19150184,1,19162743
19151177,1,19162552
19150110,1,19165480
19150109,1,19165479
19152399,1,19159326
19152392,1,19159320
19152391,1,19159319
19152374,1,19159302
19152373,1,19159301
19152372,1,19159300
19152371,1,19159299
19151202,1,19162577
19151198,1,19162573
19151158,1,19162533
19152414,1,19159536
19153362,1,19159108
19150160,1,19165530
19150138,1,19165508
19150114,1,19165484
19150102,1,19165472
19151271,1,19162839
19150213,1,19162772
19150200,1,19162759
19151206,1,19162581
19150202,1,19162761
19153370,1,19159116
19150182,1,19162741
19151233,1,19162801
19151176,1,19162551
19152427,1,19159549
19152413,1,19159535
19152341,1,19159269
19152332,1,19159067
19150084,1,19164740
19152262,1,19162909
19152261,1,19162908
19150208,1,19162767
19152418,1,19159540
19152417,1,19159539
19152416,1,19159538
19152376,1,19159304
19152366,1,19159294
19151312,1,19159227
19151290,1,19159205
19152327,1,19159063
19152306,1,19159042
19152303,1,19159039
19152291,1,19159027
19152283,1,19159019
19152278,1,19159014
19152334,1,19159069
19152297,1,19159033
19152275,1,19159011
19152379,1,19159307
19150150,1,19165520
19150094,1,19164750
19150080,1,19164736
19151232,1,19162800
19151203,1,19162578
19152402,1,19159524
19152367,1,19159295
19152358,1,19159286
19152357,1,19159285
19152353,1,19159281
19152347,1,19159275
19152337,1,19159265
19151332,1,19159247
19151288,1,19159203
19152296,1,19159032
19150163,1,20646596
19150154,1,19165524
19150130,1,19165500
19150083,1,19164739
19150082,1,19164738
19150081,1,19164737
19151256,1,19162824
19152403,1,19159525
19152315,1,19159051
19152284,3,19159020
19151279,1,19162847
19151270,1,19162838
19151269,1,19162837
19151266,1,19162834
19151264,1,19162832
19151247,1,19162815
19150214,1,19162773
19150194,1,19162753
19150193,1,19162752
19150192,1,19162751
19150190,1,19162749
19151175,1,19162550
19152354,1,19159282
19152378,1,19159306
19152377,1,19159305
19150146,1,19165516
19150127,1,19165497
19150119,1,19165489
19150113,1,19165483
19150145,1,19165515
19150125,1,19165495
19150124,1,19165494
19150122,1,19165492
19150121,1,19165491
19150112,1,19165482
19150111,1,19165481
19150108,1,19165478
19151320,1,19159235
19151292,1,19159207
19151285,1,19162852
19152370,1,19159298
19150161,1,19165531
19150148,1,19165518
19150098,1,19164753
19150229,1,19162787
19150221,1,19162780
19150215,1,19162774
19150203,1,19162762
19151167,1,19162542
19152421,1,19159543
19153365,1,19159111
19150157,1,19165527
19150123,1,19165493
19151186,1,19162561
19152435,1,19159557
19153360,1,19159106
19153357,1,19159103
19151314,1,19159229
19151179,1,19162554
19150201,1,19162760
19150226,1,19162785
19150195,1,19162754
19151263,1,19162831
19151238,1,19162806
19151210,1,19162585
19151197,1,19162572
19152355,1,19159283
19150097,1,20645878
19152271,1,19162917
19152263,1,19162910
19151276,1,19162844
19151260,1,19162828
19150206,1,19162765
19150180,1,19162739
19150151,1,19165521
19150064,1,19164720
19150228,1,19162786
19151219,1,19162593
19152364,1,19159292
19150065,1,19164721
19150059,1,19164715
19152305,1,19159041
19151254,1,19162822
19150177,1,19162736
19152429,1,19159551
19152405,1,19159527
19152320,1,19159056
19152292,1,19159028
19151178,1,19162553
19150062,1,19164718
19150052,1,19164708
19150051,1,19164707
19151265,1,19162833
19151246,1,19162814
19151245,1,19162813
19151244,1,19162812
19150168,1,19162727
19151163,1,19162538
19151333,1,19159248
19152318,1,19159054
19152317,1,19159053
19152375,1,19159303
19151192,1,19162567
19151191,1,19162566
19151190,1,19162565
19153361,1,19159107
19151242,1,19162810
19152268,1,20645856
19152273,1,19159009
19150133,1,19165503
19150096,1,19164752
19150057,1,19164713
19150054,1,19164710
19150053,1,19164709
19152389,1,19159317
19152346,1,19159274
19152345,1,19159273
19152344,1,19159272
19152343,1,19159271
19151302,1,19159217
19150088,1,19164744
19150085,1,19164741
19151164,1,19162539
19151280,1,20645855
19150139,1,19165509
19150136,1,19165506
19150135,1,19165505
19150132,1,19165502
19150131,1,19165501
19151212,1,19162587
19152363,1,19159291
19150134,1,19165504
19150115,1,19165485
19151181,1,19162556
19150227,1,20645854
19152302,1,19159038
19153367,1,19159113
