victim_id,offense_id
73994490,77774028
73994491,77757180
73994492,77757181
73994493,77765691
73994495,77765692
73994494,77765692
73994496,77769194
73994498,77770902
73994509,77765693
73994497,77770901
73994499,77774029
73994500,77774030
73994501,77757182
73994502,77770903
73994503,77774031
73994504,77766010
73994505,77776771
73994506,77776772
73994507,77776772
73994508,77766011
73994510,77774032
73988035,77768162
73988036,77746267
73988037,77773005
73988038,77751174
73988039,77764991
73988040,77752522
73988041,77751175
73988042,77768163
73988043,77752523
73988044,77764992
73988045,77764315
73988046,77752524
73988047,77768164
73988048,77764316
73988049,77773006
73988050,77751176
73988051,77751176
73988052,77764993
73988052,77764994
73988057,77746269
73988058,77764317
73988058,77764318
73988059,77764317
73988059,77764318
73988060,77764317
73988060,77764318
73988061,77764317
73988061,77764318
73988062,77764317
73988062,77764318
73988053,77768165
73988054,77746268
73988055,77769864
73988055,77769865
73988056,77764995
73988056,77764996
73988063,77768166
73988069,77764997
73988070,77764997
73988094,77768168
73988095,77768168
73988064,77756166
73988065,77751177
73988066,77764319
73988067,77746270
73988068,77769866
73988068,77769867
73988071,77769868
73988072,77751178
73988075,77769869
73988080,77773008
73988081,77769870
73988073,77746271
73988074,77764320
73988076,77773007
73988077,77764998
73988078,77764998
73988079,77746272
73988086,77765000
73988086,77765001
73988089,77765002
73988097,77746273
73988111,77765005
73988082,77769871
73988084,77764999
73988083,77764999
73988085,77751179
73988087,77768167
73988088,77756167
73988090,77765003
73988091,77751180
73988092,77765004
73988093,77756168
73988096,77768169
73988098,77756169
73988099,77751181
73988100,77768170
73988100,77768171
73988101,77746274
73988105,77746275
73988104,77773009
73988103,77751182
73988102,77751182
73988106,77764321
73988107,77764321
73988108,77764322
73988109,77769872
73988110,77756170
73988112,77746276
73988113,77746276
73988114,77768172
73988115,77765006
73988116,77765006
73988118,77764323
73988138,77764325
73988117,77756171
73988119,77751183
73988133,77765007
73988137,77764324
73988120,77769873
73988121,77746277
73988122,77746278
73988122,77746279
73988124,77746281
73988125,77746281
73988126,77746281
73988134,77768175
73988135,77769874
73988135,77769875
73988136,77756172
73988123,77746280
73988127,77773010
73988128,77746282
73988129,77768173
73988130,77773011
73988131,77768174
73988132,77751184
73988139,77773012
73988139,77773013
73988140,77756173
73988142,77756174
73988141,77756174
73991257,77765269
73991258,77770833
73991259,77775808
73991260,77775809
73991262,77773059
73991261,77773059
73991263,77768238
73991264,77765058
73991265,77765059
73991295,77765062
73991291,77765061
73991292,77765275
73991266,77770834
73991267,77770835
73991268,77765060
73991269,77768239
73991269,77768240
73991270,77768239
73991289,77768241
73991271,77773060
73991271,77773061
73991275,77756222
73991272,77765270
73991273,77765271
73991274,77756221
73991276,77775810
73991277,77775810
73991278,77765619
73991279,77765272
73991290,77770839
73991280,77765273
73991281,77770836
73991282,77770837
73991283,77756223
73991284,77765620
73991285,77765274
73991286,77770838
73991287,77756224
73991288,77756225
73991293,77765276
73991294,77756226
73992408,77765648
73992409,77773102
73992410,77765077
73991296,77775811
73991297,77775811
73991298,77765277
73991299,77765277
73992411,77776739
73992412,77757155
73991300,77768242
73991301,77756227
73991302,77770840
73991302,77770841
73991303,77775812
73991304,77765278
73991305,77756228
73991306,77765621
73991307,77765279
73991308,77756229
73991309,77756229
73991310,77765622
73991311,77775813
73991313,77765623
73991314,77773062
73991312,77756230
73991315,77773063
73991315,77773064
73991315,77773065
73991316,77775814
73991317,77773066
73991318,77773066
73991319,77770842
73991320,77770843
73991321,77776712
73991322,77776713
73991323,77776714
73991323,77776715
73991324,77768243
73991325,77776716
73992415,77757156
73991326,77756231
73991327,77770844
73991328,77765624
73991329,77773067
73991330,77756232
73991331,77773068
73991332,77768244
73991333,77770845
73991334,77765625
73991336,77773069
73991335,77773069
73991337,77776717
73991338,77776718
73991339,77765280
73991353,77773071
73991364,77756237
73991366,77765283
73992404,77770863
73992407,77765647
73992416,77757157
73991340,77768245
73991340,77768246
73991341,77770846
73991342,77770847
73991343,77765063
73991344,77765064
73991345,77765626
73991346,77765281
73991347,77765282
73991348,77773070
73991349,77765627
73991350,77768247
73991351,77765065
73991352,77768248
73991354,77756233
73991355,77756234
73991367,77765631
73991371,77773073
73991377,77773074
73991377,77773075
73992424,77776740
73991356,77768249
73991357,77765628
73991357,77765629
73991357,77765630
73991358,77776719
73991359,77770848
73991359,77770849
73991360,77756235
73991360,77756236
73991361,77768250
73991361,77768251
73991361,77768252
73991362,77776720
73991363,77773072
73991365,77768253
73991368,77776721
73991369,77776722
73991370,77770850
73991378,77765068
73991379,77756240
73991380,77776723
73991381,77776724
73991382,77770851
73991385,77773076
73991385,77773077
73991390,77765287
73992417,77765649
73992402,77765646
73991372,77765066
73991373,77765067
73991374,77768254
73991375,77756238
73991376,77756239
73991383,77765069
73991384,77776725
73991386,77765284
73991387,77765285
73991388,77756241
73991389,77765286
73991391,77773078
73991392,77765632
73991393,77773079
73991394,77773079
73991395,77765288
73991396,77773080
73991397,77773081
73991397,77773082
73991399,77765289
73991406,77770852
73992403,77757154
73991398,77765070
73991398,77765071
73992422,77757158
73992422,77757159
73992433,77773105
73992433,77773106
73991400,77765290
73991401,77765633
73991402,77776726
73991403,77756242
73991404,77756242
73991404,77756243
73991405,77765072
73991405,77765073
73991407,77765074
73991408,77765634
73991409,77765634
73991410,77765291
73991410,77765292
73991411,77770853
73991412,77768255
73992321,77765635
73992322,77765636
73992323,77773083
73992323,77773084
73992324,77768256
73992325,77765637
73992326,77765294
73992327,77765293
73992346,77770854
73992385,77770860
73992413,77765078
73992418,77765080
73992423,77768265
73992426,77757160
73992328,77776727
73992329,77773085
73992330,77773085
73992331,77773086
73992332,77773087
73992332,77773088
73992333,77776728
73992335,77765639
73992334,77765638
73992336,77765295
73992337,77776729
73992338,77756244
73992339,77776730
73992340,77776731
73992341,77765075
73992342,77768257
73992342,77768258
73992343,77765640
73992374,77765076
73992431,77776741
73992431,77776742
73992344,77773089
73992345,77773089
73992347,77773090
73992348,77756245
73992349,77776732
73992349,77776733
73992350,77756246
73992351,77776734
73992352,77756247
73992380,77770859
73992395,77757152
73992396,77765644
73992401,77773100
73992401,77773101
73992405,77765300
73992406,77765301
73992414,77765079
73992419,77768264
73992420,77765081
73992421,77773103
73992425,77770864
73992427,77757161
73992428,77765650
73992429,77773104
73992430,77765651
73992432,77770865
73992432,77770866
73992356,77773093
73992353,77773091
73992354,77773091
73992355,77773092
73992357,77765296
73992357,77765297
73992358,77773094
73992359,77756249
73992360,77756248
73992361,77776735
73992362,77768259
