property_id,incident_id,prop_loss_id,stolen_count,recovered_count,ff_line_number
82181854,68047571,1,,,
82174878,68047573,4,,,
82183741,68047574,4,,,
82183742,68047575,1,,,
82183743,68047575,7,,,
82173438,68047576,4,,,
82188328,68047578,4,,,
82183744,68047588,4,,,
82188327,68047577,7,,,
82181855,68047579,7,,,
82174879,68047581,5,,,
82188329,68047582,7,,,
82181856,68047583,1,,,
82168964,68047584,7,,,
82162913,68047585,4,,,
82162914,68047586,7,,,
82168965,68047587,7,,,
82181857,68047589,7,0,,
82172353,68042139,4,,,
82168808,68042141,4,,,
82161830,68042142,4,,,
82156938,68042143,4,,,
82173100,68042144,4,,,
82161831,68042145,4,,,
82172354,68042146,4,,,
82173101,68042147,4,,,
82156939,68042148,4,,,
82171388,68042149,7,,,
82168809,68042153,7,,,
82156940,68042155,6,,,
82173959,68042160,7,,,
82171389,68042161,5,,0,
82171390,68042161,7,0,,
82173102,68042158,4,,,
82156941,68042159,6,,,
82156942,68042159,6,,,
82172355,68042162,7,,,
82172356,68042190,7,,,
82167246,68042163,4,,,
82161832,68042164,4,,,
82171391,68042165,4,,,
82173960,68042166,4,,,
82173103,68042167,6,,,
82173104,68042173,4,,,
82168811,68042177,7,,,
82173105,68042178,7,,,
82173961,68042171,7,,,
82171392,68042172,7,,,
82168810,68042174,7,0,,
82173962,68042176,7,,,
82156943,68042182,5,,,
82156944,68042182,7,,,
82156945,68042185,4,,,
82173963,68042192,4,,,
82161833,68042181,7,,,
82167247,68042184,7,,,
82156946,68042186,7,,,
82161834,68042187,4,,,
82167248,68042189,7,,,
82172357,68042191,7,,,
82167249,68042193,7,,,
82161835,68042194,4,,,
82172358,68042195,4,,,
82172359,68042195,7,,,
82173964,68042196,7,,,
82173965,68042199,4,,,
82168812,68042198,4,,,
82171393,68042201,7,,,
82173106,68042202,7,,,
82172360,68042206,7,,,
82156947,68042207,7,,,
82171394,68042209,7,,,
82171396,68043018,7,,,
82167250,68042208,7,,,
82156948,68043013,7,,,
82171395,68043017,7,,,
82173107,68042211,7,,,
82173966,68042213,6,,,
82173968,68042215,7,,,
82172362,68043014,4,,,
82173108,68043015,6,,,
82173109,68043015,6,,,
82173967,68042214,4,,,
82168813,68042216,4,,,
82173969,68042217,7,,,
82172361,68042220,6,,,
82161836,68042221,7,,,
82168814,68043019,5,,,
82167251,68043020,7,,,
82167252,68043021,7,,,
82171458,68044944,6,,,
82161881,68044946,6,,,
82157972,68044950,6,,,
82167956,68044979,7,,,
82167955,68044975,7,,,
82171464,68044976,7,,,
82174132,68044952,7,,,
82174133,68044952,7,,,
82174134,68044953,7,,,
82167954,68044954,7,,,
82173390,68044955,7,,,
82173391,68044955,7,,,
82168866,68044956,4,,,
82168867,68044956,7,,,
82174824,68044960,4,,,
82171459,68044957,4,,,
82171460,68044958,7,0,,
82174823,68044959,1,,,
82161882,68044961,7,,,
82161883,68044961,7,,,
82161884,68044961,7,,,
82174008,68044962,7,,,
82171461,68044963,7,0,,
82174138,68044974,7,,,
82171462,68044964,7,,,
82174135,68044965,7,,,
82174136,68044966,6,,,
82174825,68044967,7,,,
82174009,68044968,7,,,
82171463,68044969,7,,,
82174137,68044970,7,,,
82174826,68044971,7,,,
82174827,68044972,4,,,
82171465,68044977,7,,,
82171466,68044977,7,,,
82174828,68044978,7,,,
82174027,68045949,7,0,,
82168900,68045950,7,,,
82167965,68045951,7,,,
82161908,68045952,7,,,
82174854,68045953,7,,,
82174829,68044983,7,,,
82174139,68044984,6,,,
82174140,68044984,6,,,
82161885,68044985,7,,,
82161886,68044992,6,,,
82174010,68044994,7,,,
82174830,68044993,7,,,
82174831,68044993,7,,,
82168868,68044996,1,,,
82161887,68044997,7,,,
82174141,68044999,4,,,
82174142,68045000,7,,,
82174143,68045000,7,,,
82161888,68045003,1,,,
82173392,68045004,7,,,
82174855,68045956,7,,,
82174832,68045006,4,,,
82174833,68045010,7,,,
82173393,68045012,6,,,
82174011,68045014,6,,,
82168869,68045015,7,,,
82161889,68045016,7,,,
82161890,68045017,4,,,
82171467,68045018,7,,,
82168870,68045031,7,,,
82174837,68045041,7,,,
82171468,68045043,6,,,
82174026,68045948,7,,,
82174856,68045957,7,,,
82173394,68045019,6,,,
82173395,68045019,6,,,
82174144,68045021,7,,,
82167957,68045022,5,,,
82167958,68045022,7,,,
82174012,68045023,6,,,
82173396,68045028,6,,,
82174834,68045032,4,,,
82174013,68045044,6,,,
82168872,68045048,7,,,
82168873,68045842,6,,,
82168874,68045842,6,,,
82161909,68045965,7,,,
82173397,68045033,5,,,
82173398,68045033,7,,,
82174145,68045036,6,,,
82174835,68045037,6,,,
82174836,68045037,6,,,
82161891,68045039,7,,,
82168871,68045040,7,,,
82173399,68045042,6,,,
82161892,68045045,7,,,
82161893,68045046,7,,,
82161894,68045846,6,,,
82168875,68045850,2,,,
82168876,68045850,4,,,
82171472,68045855,7,,,
82174028,68045958,7,,,
82174025,68045943,6,,,
82167959,68045049,6,,,
82174838,68045052,6,,,
82161895,68045849,6,,,
82171469,68045851,7,,,
82171470,68045852,6,,,
82174839,68045853,7,,,
82171471,68045854,7,,,
82168877,68045856,7,,,
82168878,68045858,7,,,
82168879,68045858,7,,,
82168880,68045858,7,,,
82171473,68045859,5,,,
82171474,68045859,7,,,
82168881,68045860,6,,,
82168882,68045860,6,,,
82168883,68045860,7,,,
82171475,68045862,7,,,
82174146,68045868,7,,,
82174852,68045944,7,,,
82174853,68045944,7,,,
82167960,68045861,7,,,
82174857,68045963,6,,,
82174858,68045963,6,,,
82168902,68045974,4,,,
82168903,68045974,7,,,
82174014,68045864,7,,,
82161896,68045865,7,,,
82174840,68045866,1,,,
82174841,68045866,4,,,
82167961,68045867,4,,,
82167962,68045869,7,,,
82171476,68045871,6,,,
82171477,68045871,6,,,
82174015,68045875,7,,,
82168884,68045876,6,,,
82168885,68045876,6,,,
82173400,68045877,7,,,
82174016,68045878,4,,,
82174147,68045895,6,,,
82167967,68045959,7,,,
82173409,68045964,7,,,
82174859,68045967,7,1,,
82168886,68045882,6,,,
82168887,68045883,6,,,
82168888,68045883,6,,,
82161897,68045884,7,,,
82174017,68045885,6,,,
82174018,68045885,7,,,
82171478,68045886,4,,,
82161898,68045887,7,,,
82174842,68045888,6,,,
82161899,68045889,7,,,
82161900,68045890,7,,,
82167963,68045891,4,,,
82173401,68045892,6,,,
82173402,68045892,6,,,
82167964,68045919,7,,,
82161910,68045972,4,,,
82161911,68045972,7,,,
82168889,68045896,7,,,
82168890,68045896,7,,,
82161901,68045898,6,,,
82161902,68045898,6,,,
82174843,68045899,7,,,
82174844,68045901,6,,,
82174152,68045923,7,,,
82174023,68045938,6,,,
82168896,68045942,6,,,
82168897,68045942,6,,,
82168898,68045942,6,,,
82168899,68045942,6,,,
82167966,68045955,7,0,,
82173408,68045960,7,,,
82167968,68045961,7,,,
82174860,68045968,2,,,
82174029,68045969,7,,,
82168901,68045970,4,,,
82174030,68045971,6,,,
82174154,68045973,6,,,
82174155,68045973,6,,,
82168891,68045902,5,,,
82171479,68045903,6,,,
82171480,68045903,6,,,
82161903,68045906,7,,,
82173403,68045907,7,,,
82174845,68045908,7,,,
82173404,68045909,7,,,
82168892,68045910,7,,,
82174846,68045911,7,,,
82174148,68045912,6,,,
82174149,68045912,6,,,
82174019,68045913,6,,,
82174020,68045914,4,,,
82174847,68045915,6,,,
82174150,68045916,7,,,
82174848,68045917,7,,,
82174849,68045918,4,,,
82174151,68045920,7,,,
82173405,68045921,7,,,
82161904,68045922,7,,,
82161905,68045922,7,,,
82173406,68045924,7,,,
82173407,68045924,7,,,
82168893,68045926,7,,,
82174021,68045927,5,,,
82174022,68045927,7,,,
82168894,68045929,7,,,
82168895,68045931,7,,,
82161906,68045932,7,,,
82161907,68045933,7,,,
82174850,68045935,6,,,
82171481,68045936,7,,,
82174024,68045939,7,,,
82174851,68045940,7,,,
82174153,68045941,4,,,
82174861,68045975,1,,,
82168904,68045976,7,,,
82167969,68045977,7,,,
82174031,68045978,7,,,
82174156,68045979,7,,,
82161912,68045980,7,,,
82188325,68047569,4,,,
82188326,68047569,7,0,,
82174032,68045981,7,,,
82174033,68045981,7,,,
82174862,68045982,5,,,
82174863,68045982,7,,,
82167970,68045983,7,,,
82168963,68046942,7,,,
82168905,68045984,6,,,
82161913,68045985,6,,,
82168906,68045991,4,,,
82168907,68045991,4,,,
82168908,68045991,5,,,
82168909,68045991,7,,,
82171482,68045986,1,,,
82171483,68045986,4,,,
82171484,68045986,4,,,
82161914,68045987,4,,,
82161915,68045987,7,,,
82171485,68045989,7,,,
82174034,68045990,3,,,
82174035,68045990,7,,,
82168910,68045992,1,,,
82168911,68045992,4,,,
82174036,68045993,1,,,
82174037,68045993,4,,,
82167971,68045994,7,0,,
82173410,68045998,5,,,
82173411,68045998,7,,,
82161916,68046791,7,,,
82168912,68045995,4,,,
82174157,68045997,1,,,
82174158,68045997,4,,,
82174038,68045999,7,,,
82172428,68046789,4,,,
82172429,68046789,6,,,
82172430,68046790,5,,,
82172431,68046790,5,,,
82172432,68046790,7,,,
82172433,68046790,7,,,
82168924,68046793,7,,,
82167972,68046793,7,,,
82167973,68046793,7,,,
82168925,68046794,7,,,
82174039,68046796,4,,,
82174040,68046796,7,,,
82174041,68046796,7,,,
82174042,68046797,4,,,
82174043,68046797,7,,,
82174044,68046797,7,,,
82161917,68046798,1,,,
82168926,68046799,3,,,
82168927,68046799,7,,,
82173412,68046800,7,0,,
82161918,68046802,7,,,
82174045,68046803,4,,,
82168928,68046804,1,,,
82168929,68046804,4,,,
82174864,68046807,7,,,
82168930,68046812,7,,,
82172434,68046808,7,,,
82173413,68046809,4,,,
82174159,68046810,5,,0,
82173414,68046813,7,0,,
82174046,68046816,7,0,,
82174865,68046818,7,,,
82168931,68046819,4,,,
82168932,68046819,7,,,
82168913,68046820,5,,0,
82168914,68046820,7,0,,
82168915,68046821,4,,,
82168916,68046821,5,,,
82168917,68046821,7,,,
82168918,68046821,7,,,
82173415,68046823,7,,,
82168933,68046824,5,,,
82168934,68046824,6,,,
82168935,68046824,6,,,
