nibrs_month_id,agency_id,month_num,data_year,reported_status,report_date,prepared_date,update_flag,orig_format,ff_line_number,data_home,ddocname,did
6130827,15887,1,2013,U,,,N,F,,C,2013_01_PA0060000_NIBRS,
6153159,15887,2,2013,U,,,N,F,,C,2013_02_PA0060000_NIBRS,
6175491,15887,3,2013,U,,,N,F,,C,2013_03_PA0060000_NIBRS,
6197823,15887,4,2013,U,,,N,F,,C,2013_04_PA0060000_NIBRS,
6220155,15887,5,2013,U,,,N,F,,C,2013_05_PA0060000_NIBRS,
6242487,15887,6,2013,U,,,N,F,,C,2013_06_PA0060000_NIBRS,
6264819,15887,7,2013,U,,,N,F,,C,2013_07_PA0060000_NIBRS,
6287151,15887,8,2013,U,,,N,F,,C,2013_08_PA0060000_NIBRS,
6309483,15887,9,2013,U,,,N,F,,C,2013_09_PA0060000_NIBRS,
6331815,15887,10,2013,U,,,N,F,,C,2013_10_PA0060000_NIBRS,
6354147,15887,11,2013,U,,,N,F,,C,2013_11_PA0060000_NIBRS,
6376479,15887,12,2013,U,,,N,F,,C,2013_12_PA0060000_NIBRS,
6130828,15888,1,2013,U,,,N,F,,C,2013_01_PA0060100_NIBRS,
6153160,15888,2,2013,U,,,N,F,,C,2013_02_PA0060100_NIBRS,
6175492,15888,3,2013,U,,,N,F,,C,2013_03_PA0060100_NIBRS,
6197824,15888,4,2013,U,,,N,F,,C,2013_04_PA0060100_NIBRS,
6220156,15888,5,2013,U,,,N,F,,C,2013_05_PA0060100_NIBRS,
6242488,15888,6,2013,U,,,N,F,,C,2013_06_PA0060100_NIBRS,
6264820,15888,7,2013,U,,,N,F,,C,2013_07_PA0060100_NIBRS,
6287152,15888,8,2013,U,,,N,F,,C,2013_08_PA0060100_NIBRS,
6309484,15888,9,2013,U,,,N,F,,C,2013_09_PA0060100_NIBRS,
6331816,15888,10,2013,U,,,N,F,,C,2013_10_PA0060100_NIBRS,
6354148,15888,11,2013,U,,,N,F,,C,2013_11_PA0060100_NIBRS,
6376480,15888,12,2013,U,,,N,F,,C,2013_12_PA0060100_NIBRS,
6130829,15889,1,2013,U,,,N,F,,C,2013_01_PA0060200_NIBRS,
6153161,15889,2,2013,U,,,N,F,,C,2013_02_PA0060200_NIBRS,
6175493,15889,3,2013,U,,,N,F,,C,2013_03_PA0060200_NIBRS,
6197825,15889,4,2013,U,,,N,F,,C,2013_04_PA0060200_NIBRS,
