victim_id,injury_id
73994491,5
73994500,5
73988036,4
73988047,4
73988048,4
73988050,5
73988051,5
73988054,4
73988055,5
73988069,4
73988070,5
73988071,4
73988072,5
73988077,5
73988078,5
73988084,5
73988083,5
73988087,4
73988090,4
73988092,4
73988103,4
73988102,4
73988106,4
73988107,4
73988112,5
73988113,5
73988119,4
73988129,4
73988130,4
73988139,4
73991258,5
73991260,5
73991262,5
73991261,5
73991263,5
73991265,5
73991289,4
73991296,4
73991297,4
73991298,4
73991299,4
73991300,4
73991304,4
73991305,5
73991306,4
73991307,4
73991308,4
73991309,4
73991310,5
73991314,4
73991315,4
73991316,5
73991321,5
73991322,4
73991323,4
73991325,4
73991328,4
73991329,4
73991331,5
73991333,5
73992404,4
73991341,4
73991346,5
73991347,4
73991348,4
73991349,5
73991352,4
73991354,5
73991357,5
73991358,5
73991361,5
73991370,4
73991378,4
73991379,4
73991380,5
73991382,4
73991372,4
73991374,4
73991383,4
73991392,5
73991399,5
73991398,4
73991400,4
73991405,4
73991408,4
73991409,4
73991411,4
73991412,4
73992321,4
73992327,4
73992385,4
73992413,5
73992329,4
73992330,4
73992344,4
73992345,4
73992351,4
73992405,4
73992406,4
73992421,5
73992425,5
73992353,5
73992354,5
73992358,4
73992360,5
73992373,4
73992387,4
73992392,4
73992448,5
73992449,4
73992450,5
73992457,5
73992459,5
73992460,5
73992465,5
73992470,5
73992471,5
73992475,4
73992476,5
73992477,5
73992483,4
73993408,4
73993409,4
73993414,4
73993415,5
73993416,5
73993417,5
73993420,5
73993421,4
73993422,5
73993424,4
73993425,4
73993432,5
73993433,5
73993441,5
73993442,5
73993443,5
73993444,5
73993448,4
73993447,4
73993452,5
73993453,5
73993471,4
73993472,4
73993475,5
73993476,5
73993488,4
73993489,4
73993501,5
73993502,4
73993504,5
73993505,5
73993510,4
73993511,4
73993523,5
73993533,4
73993558,5
73993559,5
73993560,4
73993561,5
73993563,4
73993564,1
73994513,4
73994514,4
73994515,4
73989242,5
73989139,4
73989171,4
73989176,4
73989177,4
73989183,4
73989184,4
73989229,4
73989249,5
73989250,5
73989251,5
73990172,4
73990176,4
73990183,4
73990193,4
73990205,4
73990206,4
73990207,4
73990213,5
73990220,4
73990239,4
73990253,4
73990254,4
73990259,4
73990265,5
73990280,5
73990281,5
73990283,5
73990302,5
73990306,4
73994562,5
73994563,5
73994564,5
73994522,4
73994530,4
73994537,4
73994549,4
73994557,4
73990319,5
73990326,5
73991249,5
73991251,1
73991252,5
73991253,4
