property_id,incident_id,prop_loss_id,stolen_count,recovered_count,ff_line_number
99582209,86471158,7,,,
99582186,86471126,7,,,
99582218,86471178,7,,,
99581637,86471167,7,,,
99582185,86471125,7,,,
99581599,86471125,4,,,
99581614,86470491,4,,,
99581628,86471152,7,,,
99581636,86471165,1,,,
99582182,86471119,4,,,
99581617,86471138,5,,,
99581630,86471160,4,,,
99582195,86470495,4,,,
99581631,86471161,7,,,
99582212,86471166,7,,,
99581590,86471116,7,,,
99581598,86470481,3,,,
99582183,86470481,7,,,
100062701,87004591,7,,,
99581648,86471182,1,,,
100061982,87005534,4,,,
99582198,86471143,4,,,
99581624,86470498,4,,,
102145258,89283559,7,,,
104701365,92064935,7,,,
100454332,87430806,7,,,
100454329,87430801,1,,,
99581664,86471199,4,,,
99582239,86471206,7,,,
99582243,86471213,7,,,
99581681,86471218,7,,,
99582251,86471541,4,,,
99581708,86471241,4,,,
99581716,86471249,4,,,
99581722,86471255,7,,,
99582264,86471287,4,,,
100454335,87430810,6,,,
99581674,86471210,6,,,
99581677,86471215,7,,,
99581683,86471220,1,,,
99581693,86471228,4,,,
99581703,86471235,7,,,
99581710,86471243,1,,,
99581734,86471270,7,,,
99581738,86471273,1,,,
99581746,86471281,7,,,
99581753,86471291,7,,,
99581662,86471195,4,,,
99581661,86471195,1,,,
100062716,87005539,7,,,
99581668,86471202,4,,,
99582244,86471214,7,,,
99581687,86471223,4,,,
99581707,86471240,4,,,
99581720,86471253,7,1,,
99581745,86471280,4,,,
99582233,86471198,7,,,
99581669,86471203,4,,,
99581678,86471216,7,,,
99581686,86471222,4,,,
99582255,86471544,4,,,
99582257,86471546,4,,,
99581718,86471251,4,,,
99582261,86471262,5,,,
99581727,86471262,7,,,
99582266,86471555,7,,,
99582234,86471523,7,,,
99581672,86471529,7,,,
99582247,86471536,7,,,
99582250,86471540,4,,,
99582259,86471548,6,,,
99581737,86471551,7,,,
99581736,86471551,5,,,
99582265,86471554,4,,,
99582238,86471528,1,,,
99581680,86471537,7,,,
99582252,86471542,4,,,
99582256,86471545,7,,,
99582263,86471550,4,,,
99581748,86471553,4,,,
99582232,86471521,1,,,
99582237,86471527,7,,,
99582246,86471535,7,,,
99582249,86471539,4,,,
99582258,86471547,6,,,
99582262,86471549,6,,,
99582267,86471557,1,,,
100062699,87004590,6,,,
99582236,86471526,6,,,
99582240,86471530,7,,,
99582242,86471532,2,,,
99582248,86471538,7,,,
99582254,86471543,7,,,
99582253,86471543,4,,,
99582260,86471261,7,,,
99581729,86471265,7,,,
100454334,87430809,7,,,
100453874,87430813,7,,,
100062703,87004593,3,,,
100062702,87004593,1,,,
100454339,87430299,4,,,
100062718,87005541,7,,,
100062724,87005542,3,,,
100062726,87005542,6,,,
101516675,88604838,6,,,
103762921,91056766,7,1,,
103411368,90675432,6,,,
102144843,89284537,1,,,
102144844,89284537,3,,,
100062002,87005554,7,,,
100062780,87005562,7,,,
100062794,87005568,7,,,
100062016,87005573,4,,,
100062819,87005581,5,,,
100062030,87005584,7,,,
100062031,87005586,4,,,
100062035,87005589,7,,,
100062752,87004645,6,,,
100062781,87004668,7,,,
100062835,87004719,7,,,
100062834,87004719,6,,,
100062749,87004641,4,,,
100062811,87004692,3,,,
100062826,87004711,4,,,
100062831,87004716,6,,,
100062032,87005587,7,,,
100062765,87004654,7,1,,
100062007,87004665,7,,,
100062791,87004676,4,,,
100062813,87004695,7,,,
100062822,87004704,7,,,
100062838,87004722,4,,,
100062829,87004713,4,,,
100062766,87004655,4,,,
100062009,87004667,6,,,
100062008,87004667,5,,,
100062795,87004679,7,,,
100062027,87004707,4,,,
100062809,87004688,7,,,
100062821,87004703,4,,,
100062751,87004644,7,,,
100062790,87004675,4,,,
100062019,87004694,6,,,
102811746,90016537,6,,,
100062750,87004642,7,,,
100062771,87005560,7,,,
100062778,87004664,7,,,
100062012,87005566,4,,,
100062824,87005582,7,,,
102144835,89284526,6,,,
102145262,89283563,1,,,
100062004,87005558,7,,,
102145278,89283575,7,,,
100454356,87430837,6,,,
101516676,88605625,6,,,
101515885,88604844,6,,,
102144838,89283564,6,,,
103763998,91056062,7,1,,
103410793,90675433,6,,,
104025910,91337077,7,,,
104294218,91619276,7,,,
100453891,87430860,4,,,
100454378,87430863,4,,,
100454383,87430329,7,,,
102813613,90016534,7,,,
102813611,90016534,3,,,
100453921,87430352,4,,,
100453934,87430363,1,,,
100454411,87430895,7,,,
100454371,87430315,4,,,
100453892,87430862,4,,,
100454405,87430889,4,,,
102144858,89283589,7,,,
102144855,89283589,5,,,
102145320,89283621,4,,,
100454386,87430336,6,,,
100453926,87430902,7,,,
100453901,87430326,7,,,
100453912,87430875,7,,,
100454413,87430897,4,,,
102144873,89283622,7,,,
102144874,89283625,7,,,
102813614,90015786,7,,,
102811744,90015786,5,,,
102144860,89284555,6,,,
100453895,87430865,7,,,
100454393,87430341,4,,,
100454423,87430912,7,,,
100454410,87430348,6,,,
100454419,87430358,2,,,
102145300,89284557,4,,,
102145286,89284549,1,,,
100454370,87430314,7,,,
100454406,87430345,4,,,
100454426,87430914,4,,,
100454429,87430366,7,,,
102145308,89283608,5,,,
102145309,89283608,7,,,
102145304,89283603,7,,,
101515880,88604837,4,,,
102145295,89284554,7,,,
102145322,89284570,4,,,
103763999,91056765,7,,,
103763997,91056061,4,,,
103762933,91056775,7,,,
104294212,91619268,1,,,
104293587,91619269,7,,,
103411369,90674335,4,,,
102811747,90016541,6,,,
102144916,89284612,4,,,
102145359,89283671,7,,,
102144917,89284613,7,,,
102145383,89284619,7,,,
102813619,90016540,4,,,
102144945,89284642,7,,,
102144950,89284648,7,,,
102145343,89283655,7,,,
102145347,89284593,7,,,
102144908,89284606,7,1,,
102144907,89284606,5,,1,
102145375,89283687,4,,,
102144920,89283691,7,,,
102144909,89284607,7,,,
102144932,89284629,4,,,
102144956,89283734,5,,,
102144957,89283734,7,,,
101515884,88604843,7,,,
103410791,90675429,4,,,
102144889,89284585,7,,,
102145341,89283652,1,,,
102144914,89284608,7,,,
102144955,89284652,7,,,
102144952,89284650,7,,,
102145406,89283725,7,1,,
102145358,89283670,7,,,
102145389,89283704,7,,,
103762927,91056772,7,,,
103762924,91056772,5,,,
102144930,89284626,7,,,
103411367,90675425,7,,,
103410789,90675428,7,,,
104293580,91619258,6,,,
104293591,91618146,3,,,
104293592,91618146,7,,,
104294216,91619273,7,1,,
96435358,83068565,4,,,
96434499,83067236,4,,,
96435360,83068568,1,,,
96795309,83457454,7,,,
97194720,83887558,4,,,
97193916,83887560,7,,,
97193913,83887557,4,,,
97193914,83887556,1,,,
97194719,83886668,4,,,
97544630,84260495,7,,,
97544631,84263695,1,,,
97918093,84662830,7,,,
97918094,84661321,7,,,
98338824,85116165,6,,,
98338829,85116169,4,,,
98338827,85116166,4,,,
98339813,85116577,1,,,
98338825,85116578,4,,,
98804054,85621030,7,,,
98809934,85621029,7,,,
99190397,86039586,7,,,
99189982,86039581,4,,,
99189983,86039582,6,,,
99189981,86038949,4,,,
99190399,86039592,4,,,
99581552,86471077,4,,,
99581548,86471071,4,,,
99581542,86470439,4,,,
99581156,86470446,4,,,
99581540,86471066,4,,,
100062637,87004525,7,,,
100062635,87004525,5,,,
100061946,87003492,4,,,
100062621,87004508,5,,,
100062625,87004512,7,,,
100062633,87004520,7,,,
100061947,87004516,7,,,
100061944,87004507,4,,,
100061953,87004521,7,,,
101516670,88604830,4,,,
101516669,88605616,4,,,
101515870,88605618,7,,,
101515874,88605621,7,,,
101516679,88605627,7,,,
101516668,88605615,7,,,
101515862,88604823,7,,,
101516677,88604846,7,,,
101516674,88604835,7,,,
101515878,88605622,7,,,
101515864,88605609,4,,,
101515863,88605607,7,,,
101515869,88605617,7,,,
101516683,88605630,4,,,
101516682,88604852,7,,,
101516680,88605628,7,,,
97193966,83886711,4,,,
96434550,83067288,7,,,
96434549,83067288,5,,,
96795378,83458525,7,,,
96795152,83458105,4,,,
96434547,83067287,7,,,
96435405,83067283,7,,,
96434548,83068618,5,,,
96435411,83068618,7,,,
96434545,83067284,6,,,
96435404,83067282,7,,,
96434546,83068616,7,,,
96435409,83068616,5,,,
96435412,83068622,5,,,
96435414,83068622,7,,,
96435400,83068609,4,,,
96434541,83067276,7,,,
96435406,83068613,4,,,
96435408,83068615,7,,,
96435416,83067289,7,,,
96435415,83067289,5,,,
97919584,84662916,7,,,
97920196,84662916,5,,,
97920201,84661438,7,,,
96435413,83068621,6,,,
96435401,83068610,7,,,
96435403,83068612,7,,,
96435407,83068614,7,,,
101516725,88605677,7,,,
97919610,84662941,7,,,
97919592,84661439,5,,,
97919594,84661439,7,,,
96795164,83458544,5,,,
96795397,83458544,7,,,
96795465,83458225,5,,,
96796284,83458225,7,,,
96796324,83458266,5,,,
96795492,83458266,7,,,
97920230,84661471,6,,,
96795423,83458570,7,,,
96795422,83458570,5,,,
96796322,83458264,7,,,
96796321,83458264,5,,,
96796207,83458568,5,,,
96795420,83458568,7,,,
96796285,83458228,7,,,
96796243,83458188,7,,,
96796242,83458188,5,,,
97193990,83887647,7,,,
96795169,83458122,7,,,
96796281,83458223,7,,,
96795415,83458562,6,,,
96795489,83458658,6,,,
96795170,83458550,7,,,
96795167,83458545,6,,,
96795459,83458218,7,,,
96795457,83458218,5,,,
97545898,84263775,7,,,
97545895,84263775,5,,,
97920217,84661455,7,,,
97920216,84661455,5,,,
96795437,83458589,7,,,
96795163,83458115,7,,,
96795395,83458115,5,,,
96795470,83458627,6,,,
96796206,83458154,7,,,
96795411,83458560,4,,,
96795463,83458623,5,,,
96795486,83458655,6,,,
100454387,87430873,7,,,
98339885,85116239,7,,,
100062672,87004564,7,,,
101516730,88605684,6,,,
102813628,90015792,7,,,
97920238,84662957,5,,,
97919624,84662957,7,,,
97919622,84662957,6,,,
97920244,84662961,3,,,
97544766,84264631,7,,,
97194037,83887711,7,,,
97194041,83887716,4,,,
98339889,85116241,6,,,
97193995,83886734,7,,,
97194006,83887670,6,,,
97194805,83887698,6,,,
97194032,83887705,5,,,
97194033,83887705,7,,,
97194038,83887712,7,,,
97194042,83887717,6,,,
97194798,83887693,5,,,
97194802,83887693,7,,,
97194039,83887714,6,,,
97194013,83887677,7,,,
97194045,83887720,7,,,
97194044,83887720,5,,,
97194012,83886746,7,,,
97920248,84661490,7,,,
97193997,83887658,7,,,
98339884,85116632,4,,,
97920250,84661491,7,,,
97920249,84661491,5,,,
100454389,87430338,7,,,
97193992,83886732,7,,,
97194808,83887707,7,,,
97194034,83887707,5,,,
97545907,84263793,7,,,
97544750,84263793,5,,,
97194777,83886735,7,,,
97194035,83887709,7,,,
97193998,83887657,7,,,
97194007,83887673,7,,,
97194795,83886753,7,,,
97544755,84263795,7,,,
97920234,84661476,7,,,
97194785,83886742,6,,,
97920253,84661495,7,,,
97919609,84661458,7,,,
97920218,84661458,5,,,
98804082,85621070,6,,,
100062671,87005517,7,,,
100454377,87430864,7,,,
100454375,87430864,5,,,
100453908,87430337,6,,,
102144883,89284579,7,,,
101515949,88604906,7,,,
101516729,88605683,7,,,
97920282,84663519,7,,,
97919650,84663519,5,,,
97919645,84662984,6,,,
97919642,84662984,5,,,
97920262,84662978,7,,,
97919636,84662978,5,,,
97545961,84264712,7,,,
97544845,84264729,7,,,
97544804,84264682,6,,,
97545949,84263841,5,,,
97545951,84263841,7,,,
97544824,84264706,1,,,
97544859,84264746,7,,,
97545927,84263821,4,,,
97545929,84263821,7,,,
97544827,84264711,5,,,
97544828,84264711,7,,,
97544846,84264732,6,,,
97544818,84264699,7,,,
97544817,84264699,5,,,
97544865,84264751,5,,,
97544867,84264751,7,,,
97544823,84263846,1,,,
97545966,84263857,7,,,
97545968,84263864,7,,,
98339886,85116238,6,,,
97920276,84661515,7,,,
97920275,84661515,4,,,
97920270,84661509,7,,,
97545960,84263850,4,,,
97545931,84263823,5,,,
97545933,84263823,7,,,
97920274,84661514,1,,,
97919651,84663521,7,,,
97544787,84264654,7,,,
97544806,84264687,6,,,
97544826,84264709,7,,,
97544821,84264702,6,,,
97544853,84264739,4,,,
97544786,84264653,4,,,
97544832,84264718,5,,,
97544833,84264718,7,,,
97544858,84264747,5,,,
97544860,84264747,7,,,
98804084,85621587,6,,,
101516727,88605680,7,,,
102144881,89283641,7,,,
97920311,84663016,7,,,
97920298,84663007,7,,,
97919675,84663035,4,,,
97920296,84663004,5,,,
97920318,84663552,4,,,
97919676,84663040,6,,,
97919688,84663054,5,,,
97919689,84663054,7,,,
97919698,84663065,7,,,
97919687,84663052,4,,,
97919659,84663010,4,,,
97919673,84663033,6,,,
97919680,84663046,4,,,
97919664,84663019,7,,,
97920320,84663555,7,,,
97920319,84663555,5,,,
97919669,84663559,7,1,,
97920327,84663562,6,,,
97920312,84663549,4,,,
97920337,84663573,4,,,
97920343,84663579,7,,,
98339897,85116254,7,,,
98339900,85116640,7,,,
98339898,85116640,5,,,
97920321,84663556,7,,,
97919671,84663031,7,,,
97919679,84663566,7,,,
97919685,84663569,7,,,
97919684,84663569,5,,,
97920307,84663541,6,,,
98339902,85116257,7,,,
98339907,85116261,7,,,
98339894,85116638,7,,,
97920304,84663539,7,,,
97919668,84663025,6,,,
97919677,84663041,4,,,
97919691,84663055,4,,,
