bias_id,offense_id
21,91124963
21,91124972
21,91618994
21,92509421
21,92508047
21,93031329
21,93031330
21,93031331
21,94576413
21,94576424
21,94576417
21,100101587
21,94575769
21,95178131
21,95177237
21,95177238
21,95657729
21,97745908
21,97746612
21,92509457
21,92509456
21,91124993
21,91125000
21,92508095
21,91125241
21,91124999
21,93031377
21,93031378
21,93031380
21,91125247
21,91125246
21,92509477
21,91124997
21,91125005
21,91125254
21,91125264
21,91125056
21,91125032
21,91125275
21,91619004
21,91125053
21,91125038
21,91125279
21,93032141
21,91619112
21,91125269
21,91125054
21,91125039
21,91125273
21,91125255
21,91125027
21,91125257
21,91125256
21,91125263
21,91619114
21,91619006
21,91619005
21,91619008
21,91619117
21,92510105
21,91619003
21,94086456
21,92509478
21,92510109
21,92510108
21,92508104
21,92510113
21,92510114
21,92509520
21,92509496
21,92510132
21,92509524
21,92509525
21,92509497
21,92510160
21,92510130
21,93031386
21,92509492
21,92509491
21,92510135
21,92509493
21,92510166
21,92510116
21,92510173
21,92510117
21,92510165
21,92510176
21,92510139
21,95177284
21,97746661
21,97745966
21,93031402
21,93031416
21,93032151
21,93032156
21,93032143
21,93031403
21,93031398
21,93031392
21,93031395
21,93032160
21,93032159
21,93613109
21,93031381
21,93031390
21,93031379
21,93031399
21,93031414
21,93613111
21,95177286
21,95177278
21,95177281
21,95177279
21,93613107
21,93612360
21,93613110
21,93612358
21,93613114
21,94576421
21,94087374
21,94087375
21,93613113
21,94575778
21,94086457
21,94086458
21,93613106
21,93612359
21,93612362
21,94576419
21,93613108
21,93613119
21,93613112
21,94575770
21,94576416
21,94575768
21,95177276
21,95177287
21,97745984
21,94575787
21,94576418
21,94575771
21,95658289
21,95177282
21,95177280
21,94576420
21,95177295
21,95177317
21,95178162
21,95178158
21,95178157
21,95177321
21,95177319
21,95178164
21,95177303
21,95178166
21,95177306
21,95177299
21,95178167
21,95177300
21,95177302
22,97746656
21,97746667
21,95658280
21,95177322
21,95177330
21,95178177
21,95177337
21,95177332
21,95177335
21,95177345
21,95177331
21,95178179
21,95178175
21,95177336
21,95177323
21,95657743
21,95657745
21,95657752
21,95658304
21,97745979
21,95657747
21,95658296
21,95658282
21,97745969
21,100100973
21,97746709
21,97745968
21,97746016
21,97746044
21,97746008
21,97746704
21,97745999
21,97746694
21,97746695
21,97746674
21,97746011
21,97746673
21,97746698
21,97746676
21,97746706
21,97746707
21,97746004
21,97746700
21,97746689
21,100101628
21,100100957
21,93611925
21,93611926
21,93611928
21,91124720
21,91124729
21,91123974
21,93611929
21,91618789
21,91618788
21,93612174
21,93612176
21,93611935
21,93611938
21,93612187
21,93612182
21,93611940
21,93611939
21,95657566
21,95657038
21,94086246
21,95657033
21,95657040
21,95657035
21,95657039
21,95657567
21,95657041
21,95175886
21,95657568
21,95657569
21,98578606
21,98578609
21,98578610
21,97745504
21,98578607
21,95657085
21,91124732
21,91123986
21,91617982
21,91617974
21,91617979
21,91618809
21,91617975
21,91618801
21,91618808
21,95175935
21,96968988
21,95175930
21,95175931
21,96968987
21,95175945
21,95176969
21,95175953
21,95176966
21,95176964
21,95175944
21,95176981
21,96969311
21,96969307
21,96969312
21,100430827
21,100101488
21,100430817
21,100430815
21,98578703
21,90677578
21,90678138
21,90678151
21,91125152
21,91124908
21,91618047
21,91124890
21,93612239
21,93612015
21,93612019
21,93611989
21,93612231
21,93612237
21,93612016
21,94087328
21,94087335
21,94087326
21,94087312
21,94086404
21,94087314
21,94086433
21,94087340
21,94086430
21,94086399
21,94087315
21,94087313
21,94087310
21,94086442
21,94087349
21,94087348
21,94086447
21,94086437
21,94087365
21,93612242
21,94086453
21,94087355
21,94087359
21,94087362
21,94575732
21,94576386
21,94576394
21,94575733
21,94575746
21,94575723
21,94576387
21,94575728
21,94575754
21,94575756
21,94576401
21,97746578
21,97746576
21,97746580
21,95176086
21,97745861
21,97745862
21,95658188
21,97745882
21,97746577
21,97745879
21,97746588
21,96970231
21,96969554
21,97746603
21,97745892
21,91618988
21,91618092
21,91125280
21,91125071
21,91125267
21,91125312
21,91125047
21,91125232
21,91125231
21,91125272
21,91125317
21,91125318
21,91125086
21,91125338
21,91125003
21,91125284
21,91125011
21,91125059
21,91125058
21,90678222
21,91124994
21,91125235
21,91125024
21,91125051
21,91618104
21,91618102
21,91125028
21,91125236
21,91125049
21,91125314
21,91125348
21,91125360
21,90678224
21,91124988
21,91125044
21,91125282
21,90677666
21,90678223
21,91125303
21,91125341
21,91125104
21,91125292
21,91125004
21,91125065
21,91125376
21,91125250
21,91125333
21,91125351
21,91125043
21,91125057
21,91125026
21,93612382
21,91619110
21,94087371
21,94087370
21,91618091
21,91125528
21,91125560
21,91125588
21,91125610
21,91125627
21,91125658
21,91125423
21,91125513
21,91125538
21,91125576
21,91125598
21,91125630
21,91125405
21,91125517
21,91125549
21,91125582
21,91125602
21,91126238
21,91126136
21,91125527
21,91125553
21,91125594
21,91125623
21,91125644
21,91125663
21,91126132
21,91126134
21,91125489
21,91125475
21,91126218
21,91126223
21,91125597
21,91126243
21,91125479
21,91619111
21,91125442
21,91126186
21,91126204
21,91126227
21,91126242
21,91125415
21,91125488
21,91125464
21,91125512
21,91126226
21,91126240
21,91126165
21,91126195
21,91126210
21,91126225
21,91126244
21,91126255
21,91126137
21,91126178
21,91126133
21,95177267
21,98579115
21,91619169
21,91619120
21,91619018
21,91619141
21,91619015
21,92051396
21,91619094
21,91619125
21,91619033
21,91619045
21,91619143
21,91619085
21,91619153
21,91620109
21,91620115
21,91619142
21,91620113
21,91620128
21,91619130
21,91619172
21,92051378
21,91619134
21,91620116
21,91619063
21,91619152
21,92050437
21,91619041
21,91620112
21,91619127
21,91619126
21,91619123
21,91619124
21,91619092
21,91619088
21,91619089
21,91619087
21,91619158
21,91619118
21,91619136
21,92509435
21,91620130
21,91619051
21,91620119
21,91619035
21,91619168
21,91619145
21,91619016
21,91619099
21,91619098
21,91619097
21,91619060
21,91620114
21,93613166
21,93613157
21,92508067
21,92509433
21,92051452
21,92050684
21,92050548
21,92050549
21,92050603
