victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
95554966,87430618,1,4,,,,4,,M,1,2,R,,,,
95555853,87430151,1,1,,,,,,,,,,,,,
95554973,87430623,1,4,,,,5,14,M,1,2,R,,,14,0
95554972,87430152,1,1,,,,,,,,,,,,,
95074010,87004263,1,4,,,,5,48,M,1,2,R,,,48,0
95555854,87430153,1,4,,,,5,16,F,1,1,R,,,16,0
95555856,87430154,2,1,,,,,,,,,,,,,
95555855,87430154,1,1,,,,,,,,,,,,,
98479757,90015621,1,4,,,,5,29,M,1,1,U,,,29,0
98479759,90015623,1,8,,,,,,,,,,,,,
97646665,89282234,1,4,,,,5,14,F,1,2,R,,,14,0
98479756,90015620,1,4,,,,4,,F,1,2,R,,,,
95555015,87430657,1,4,,,,5,37,F,1,2,R,,,25,50
91037085,83457833,1,1,,,,,,,,,,,,,
91037089,83457837,1,8,,,,,,,,,,,,,
91527746,83886600,1,4,,,,5,21,F,1,2,R,,,21,0
91527733,83886424,1,4,,,,5,21,M,1,1,R,,,21,0
91526812,83886595,1,8,,,,,,,,,,,,,
91527743,83886434,1,4,,,,5,24,M,2,2,R,,,24,0
91526808,83886425,1,8,,,,,,,,,,,,,
91527742,83886433,1,4,,,,5,24,F,1,2,R,,,24,0
95073398,87003353,1,4,,,,5,45,F,1,2,N,,,45,0
96874502,88604558,1,4,,,,5,65,M,1,2,R,,,65,0
95073393,87003350,1,4,,,,5,52,F,1,2,R,,,52,0
95073394,87004300,1,4,,,,5,24,F,1,2,R,,,24,0
96874501,88604336,1,4,,,,5,67,M,1,2,R,,,67,0
95073408,87003363,1,4,,,,5,52,F,1,2,R,,,52,0
95074073,87004323,1,4,,,,5,23,M,1,2,R,,,23,0
95073414,87003368,1,4,,,,5,28,M,1,2,R,,,28,0
95074069,87004319,1,4,,,,5,34,M,1,2,R,,,34,0
95073407,87003362,1,4,,,,5,22,M,1,2,R,,,22,0
95073424,87003378,1,4,,,,5,35,F,1,2,R,,,35,0
96874503,88604557,1,4,,,,5,39,M,1,2,N,,,39,0
96874784,88604333,1,4,,,,5,50,M,1,2,R,,,50,0
96874788,88604559,1,4,,,,5,79,M,1,2,N,,,79,0
100309297,91619202,1,8,,,,,,,,,,,,,
99982458,91337022,1,5,1,4,,5,27,M,1,2,R,,,27,0
100309284,91619191,1,8,,,,,,,,,,,,,
98479855,90012446,1,4,,,,4,,M,1,2,R,,,,
90592909,83068538,1,1,,,,,,,,,,,,,
90591932,83067208,1,1,,,,,,,,,,,,,
90592924,83068552,1,4,,,,5,35,M,1,2,R,,,35,0
91037960,83457984,1,4,,,,5,71,M,1,2,R,,,71,0
91037275,83457421,1,4,,,,5,54,M,1,2,R,,,54,0
91527864,83887529,1,4,,,,5,48,M,1,2,R,,,48,0
91037954,83457410,1,4,,,,5,34,F,1,3,R,,,34,0
93506680,85614486,1,4,,,,5,49,M,1,2,R,,,49,0
93506714,85614510,1,1,,,,,,,,,,,,,
93506272,85620967,1,4,,,,5,26,F,1,2,N,,,26,0
93506255,85620953,1,1,,,,,,,,,,,,,
93506677,85614483,1,4,,,,5,25,F,1,2,R,,,25,0
93506247,85620944,1,1,,,,,,,,,,,,,
93506713,85614511,1,1,,,,,,,,,,,,,
93980758,86039583,1,4,,,,5,53,F,1,2,N,,,53,0
93981678,86038954,1,1,,,,,,,,,,,,,
93980754,86039578,1,1,,,,,,,,,,,,,
93981658,86038936,1,1,,,,,,,,,,,,,
93981662,86038940,1,4,,,,5,18,M,1,2,N,,,18,0
93981659,86039564,1,4,,,,5,26,M,1,2,N,,,26,0
93980770,86039595,1,1,,,,,,,,,,,,,
93981683,86038960,1,4,,,,5,43,F,2,3,R,,,43,0
93981679,86038955,1,1,,,,,,,,,,,,,
93980734,86039558,1,4,,,,5,30,F,2,2,N,,,30,0
93980743,86039567,1,4,,,,5,33,F,2,2,R,,,33,0
93980738,86039563,1,4,,,,5,45,F,1,2,R,,,45,0
93980736,86039561,1,8,,,,,,,,,,,,,
93980778,86039600,1,4,,,,5,25,F,2,2,R,,,25,0
93980775,86038967,1,1,,,,,,,,,,,,,
93980782,86039604,2,4,,,,5,31,M,1,2,N,,,31,0
93981692,86039604,1,4,,,,5,26,M,1,2,N,,,26,0
93981686,86038963,1,4,,,,5,29,F,1,2,R,,,29,0
93980791,86039612,1,4,,,,5,63,M,1,2,R,,,63,0
93506251,85620947,1,4,,,,5,31,M,1,2,R,,,31,0
93981702,86038979,1,4,,,,5,10,M,1,2,R,,,10,0
93981695,86038972,1,4,,,,5,27,M,1,2,R,,,27,0
93981699,86038976,1,1,,,,,,,,,,,,,
93980788,86039609,1,4,,,,5,56,F,2,2,R,,,56,0
94470907,86470441,1,7,,,,,,,,,,,,,
94470280,86470440,1,1,,,,,,,,,,,,,
94470915,86470449,1,4,,,,5,52,M,2,2,R,,,52,0
94470288,86471075,1,4,,,,5,42,M,1,2,R,,,42,0
94470294,86471081,1,1,,,,,,,,,,,,,
94470904,86471069,1,4,,,,5,30,F,1,2,R,,,30,0
94470905,86471069,2,4,,,,5,27,F,1,2,R,,,27,0
94470282,86471069,3,4,,,,5,63,F,1,2,N,,,63,0
94470908,86470442,1,4,,,,5,47,F,1,2,R,,,47,0
94470302,86471087,1,4,,,,5,74,M,1,2,R,,,74,0
94470304,86471089,1,4,,,,5,46,F,1,2,N,,,46,0
97647074,89283533,1,4,,,,5,34,F,1,2,R,,,34,0
97646448,89283499,1,1,,,,,,,,,,,,,
97646450,89283501,1,4,,,,5,16,M,1,2,N,,,16,0
95073522,87003468,1,4,,,,5,37,F,1,2,R,,,37,0
97646442,89283492,1,1,,,,,,,,,,,,,
97647066,89283491,1,4,,,,5,26,M,1,2,R,,,26,0
95555120,87430742,1,8,,,,,,,,,,,,,
97647088,89283547,1,4,,,,5,28,M,1,2,R,,,28,0
97646449,89283500,1,4,,,,5,53,M,1,2,R,,,53,0
97646465,89283511,2,4,,,,5,49,M,0,3,R,,,49,0
97646464,89283511,1,4,,,,5,44,F,1,2,R,,,44,0
96875727,88604765,1,4,,,,5,49,M,1,2,R,,,49,0
96875011,88605543,1,8,,,,,,,,,,,,,
97646479,89284523,1,1,,,,,,,,,,,,,
97647098,89284525,3,4,,,,5,51,F,0,3,N,,,51,0
97646481,89284525,2,4,,,,5,23,F,0,3,R,,,23,0
97647095,89284525,1,4,,,,5,41,M,1,2,N,,,41,0
91526919,83886685,1,4,,,,5,52,F,1,2,R,,,52,0
91526918,83886683,1,4,,,,5,28,M,1,2,R,,,28,0
91038108,83458538,1,4,,,,5,62,M,1,2,R,,,62,0
91038124,83458126,1,3,,,,,,,,,,,,,
91038096,83458529,1,4,,,,5,43,F,1,2,R,,,43,0
91037422,83458134,1,4,,,,5,37,F,1,2,R,,,37,0
91038100,83458097,1,4,,,,5,13,F,1,2,R,,,13,0
91038045,83457485,1,8,,,,,,,,,,,,,
91037386,83458100,1,4,,,,5,63,M,1,2,R,,,63,0
91038128,83458139,1,4,,,,5,54,M,1,2,R,,,54,0
91038129,83458139,2,1,,,,,,,,,,,,,
91037450,83458163,1,4,,,,5,21,M,1,2,R,,,21,0
91037441,83458567,1,4,,,,5,42,F,1,2,R,,,42,0
91038059,83457499,1,4,,,,5,28,F,1,2,R,,,28,0
91037394,83458111,1,8,,,,,,,,,,,,,
91037360,83458075,1,4,,,,5,39,M,1,2,N,,,39,0
91038113,83458543,1,4,,,,5,54,M,1,2,R,,,54,0
90591995,83067277,1,4,,,,5,35,M,1,2,R,,,35,0
91038054,83457492,2,4,,,,5,34,M,1,2,N,,,34,0
91038052,83457492,1,4,,,,5,33,M,1,2,R,,,33,0
91037366,83458082,1,4,,,,5,48,F,1,2,R,,,48,0
91037387,83458102,1,4,,,,5,21,M,1,2,R,,,21,0
91527928,83887592,1,4,,,,5,28,F,2,1,R,,,28,0
91527929,83887592,2,4,,,,5,48,F,1,2,R,,,48,0
91038078,83458517,1,4,,,,5,19,F,1,2,R,,,19,0
91037345,83458062,1,4,,,,5,29,F,1,2,R,,,29,0
91038101,83458533,1,4,,,,4,,F,1,2,R,,,,
91037423,83458557,1,1,,,,,,,,,,,,,
91037446,83458160,1,4,,,,5,47,F,1,2,R,,,47,0
91037461,83458170,1,4,,,,5,31,F,1,2,R,,,31,0
90591997,83067279,1,4,,,,5,40,F,1,2,R,,,40,0
91038044,83457484,1,4,,,,5,32,M,1,2,R,,,32,0
91037382,83458096,1,4,,,,5,28,M,1,2,R,,,28,0
91038112,83458542,1,4,,,,5,20,M,1,2,R,,,20,0
90593002,83068611,1,4,,,,5,28,F,1,2,R,,,28,0
90591996,83067278,1,8,,,,,,,,,,,,,
91037414,83458555,1,4,,,,5,63,M,1,2,R,,,63,0
91037443,83458155,1,4,,,,5,44,F,1,2,R,,,44,0
91038166,83458594,1,4,,,,5,44,F,1,2,R,,,44,0
91037401,83458546,1,4,,,,5,59,F,1,2,R,,,59,0
91037354,83458067,1,4,,,,5,70,M,1,2,R,,,70,0
91037403,83458119,1,4,,,,5,12,F,0,3,R,,,12,0
91038160,83458588,1,4,,,,5,18,F,1,2,R,,,18,0
91038067,83457506,1,4,,,,5,29,F,1,2,R,,,29,0
91038136,83458564,1,1,,,,,,,,,,,,,
91037452,83458165,1,4,,,,5,69,F,1,2,R,,,69,0
91038095,83458528,1,4,,,,5,75,F,1,2,R,,,75,0
91038110,83458541,1,4,,,,5,29,M,1,2,R,,,29,0
91038077,83458516,1,1,,,,,,,,,,,,,
93506804,85621586,1,4,,,,5,24,F,1,2,R,,,24,0
93506805,85621586,2,4,,,,5,26,M,1,2,R,,,26,0
91527939,83887599,1,4,,,,5,14,F,0,2,R,,,14,0
93981705,86038982,1,4,,,,5,25,F,1,2,R,,,25,0
91527917,83887581,1,1,,,,,,,,,,,,,
91037626,83458323,2,4,,,,5,32,F,1,2,N,,,32,0
91037625,83458323,1,4,,,,5,63,M,1,2,R,,,63,0
91037653,83458349,1,1,,,,,,,,,,,,,
91038673,83458374,1,4,,,,5,60,M,1,2,R,,,60,0
91038690,83458386,1,4,,,,5,30,F,1,2,R,,,30,0
91038311,83458408,1,4,,,,5,22,F,1,2,R,,,22,0
91038736,83458442,1,8,,,,,,,,,,,,,
91038192,83458626,1,4,,,,5,44,M,1,2,R,,,44,0
91037604,83458301,1,1,,,,,,,,,,,,,
91037635,83458330,1,4,,,,5,60,F,1,2,R,,,60,0
91038665,83458364,1,1,,,,,,,,,,,,,
91038681,83458378,1,4,,,,5,53,M,1,2,N,,,53,0
91038709,83458411,1,4,,,,5,23,M,1,2,R,,,23,0
91037507,83458613,1,4,,,,5,34,M,1,2,R,,,34,0
91037607,83458303,1,1,,,,,,,,,,,,,
91037644,83458340,1,4,,,,5,50,F,1,2,R,,,50,0
91038669,83458369,1,4,,,,5,28,F,1,2,R,,,28,0
91038684,83458382,1,1,,,,,,,,,,,,,
91038706,83458407,1,4,,,,5,58,M,1,2,R,,,58,0
91037521,83458221,1,8,,,,,,,,,,,,,
91037621,83458317,1,4,,,,5,54,M,1,2,R,,,54,0
91037646,83458343,1,1,,,,,,,,,,,,,
91038679,83458376,1,4,,,,5,72,M,1,2,R,,,72,0
91038705,83458405,1,4,,,,5,14,M,1,2,R,,,14,0
91038725,83458430,1,4,,,,5,16,F,0,3,R,,,16,0
91038740,83458446,1,4,,,,5,33,F,1,2,R,,,33,0
91037518,83458219,1,4,,,,5,20,F,1,2,R,,,20,0
91037574,83458664,1,4,,,,5,42,M,1,2,R,,,42,0
91037565,83458263,1,4,,,,5,24,M,1,3,R,,,24,0
91038270,83458697,1,4,,,,5,97,M,1,2,R,,,97,0
91038277,83458700,4,4,,,,5,53,F,1,2,R,,,53,0
91038279,83458700,6,4,,,,5,39,M,1,2,R,,,39,0
91038276,83458700,3,4,,,,5,50,M,1,2,R,,,50,0
91038278,83458700,5,4,,,,5,49,F,1,2,R,,,49,0
91038274,83458700,1,4,,,,5,49,M,1,2,R,,,49,0
91038275,83458700,2,4,,,,5,26,M,0,2,R,,,26,0
91038293,83458708,1,4,,,,5,35,M,1,2,R,,,35,0
91038313,83458722,1,4,,,,5,67,M,1,2,R,,,67,0
91037567,83458265,1,4,,,,5,51,M,1,2,R,,,51,0
91526936,83886699,1,4,,,,5,40,F,1,2,R,,,40,0
91037544,83458641,1,4,,,,5,71,F,1,2,R,,,71,0
91038237,83458671,1,8,,,,,,,,,,,,,
91038251,83458684,1,3,,,,,,,,,,,,,
91038294,83458709,1,4,,,,4,,F,1,2,R,,,,
91038312,83458721,1,4,,,,5,21,F,1,3,R,,,21,0
91037512,83458213,1,4,,,,5,60,F,1,2,R,,,60,0
91038230,83458663,1,4,,,,4,,F,1,2,N,,,,
91038219,83458654,1,4,,,,5,40,M,1,2,N,,,40,0
91037603,83458674,1,4,,,,5,65,M,1,2,R,,,65,0
91038282,83458704,1,4,,,,5,14,F,1,2,R,,,14,0
91038310,83458719,1,4,,,,5,37,F,1,2,R,,,37,0
91038216,83458651,1,4,,,,5,41,F,1,2,R,,,41,0
91038245,83458678,1,4,,,,5,54,M,1,2,R,,,54,0
91038261,83458692,1,4,,,,5,54,M,1,2,R,,,54,0
91038287,83458707,6,4,,,,5,43,M,1,2,R,,,43,0
91038288,83458707,7,4,,,,5,37,F,0,3,R,,,37,0
91038290,83458707,8,4,,,,5,35,M,1,1,R,,,35,0
91038286,83458707,5,4,,,,5,35,F,1,2,R,,,35,0
91038283,83458707,2,4,,,,5,18,F,2,2,R,,,18,0
91038285,83458707,4,4,,,,5,32,F,1,2,R,,,32,0
91038281,83458707,1,4,,,,5,53,M,1,2,R,,,53,0
91038284,83458707,3,4,,,,5,54,M,1,2,R,,,54,0
91038314,83458723,1,4,,,,5,27,F,1,2,R,,,27,0
91038328,83458731,1,4,,,,5,30,F,1,2,R,,,30,0
91038189,83458622,1,4,,,,5,52,M,1,2,R,,,52,0
91038231,83458271,1,4,,,,5,11,F,0,2,R,,,11,0
91038188,83458620,1,4,,,,5,40,F,1,2,R,,,40,0
95074352,87004572,1,4,,,,5,24,F,2,2,R,,,24,0
98481104,90016536,1,4,,,,5,24,M,1,2,R,,,24,0
91527009,83887700,1,4,,,,5,7,M,1,3,R,,,7,0
91527955,83887613,1,4,,,,5,53,F,1,2,R,,,53,0
91527957,83887615,1,4,,,,5,69,F,1,2,R,,,69,0
