offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
95466014,84662917,1,5,30,F,1,,,30,0
95466008,84661429,2,5,34,M,1,,,34,0
95466009,84661429,3,5,35,M,1,,,35,0
95466973,84661429,1,5,42,M,1,,,42,0
95466981,84661436,1,5,21,M,1,,,21,0
95467070,84662956,0,,,,,,,,
95466042,84661460,1,5,18,M,1,,,18,0
95466999,84662935,1,5,48,M,1,,,48,0
95467079,84661489,1,5,32,M,1,,,32,0
95467006,84662942,0,,,,,,,,
95467021,84661478,1,5,22,M,1,,,22,0
95466997,84661450,0,,,,,,,,
95992453,85116256,1,5,19,F,1,,,19,0
95467001,84661456,1,5,32,M,1,,,32,0
95466035,84661452,0,,,,,,,,
95467003,84662940,1,5,25,M,1,,,25,0
95467072,84661483,0,,,,,,,,
95466019,84661437,0,,,,,,,,
95467029,84661488,0,,,,,,,,
95466984,84662924,1,5,30,M,1,,,30,0
95467025,84661482,1,5,29,M,2,,,29,0
95467085,84661492,0,,,,,,,,
95466038,84661454,0,,,,,,,,
98162536,87005529,1,5,25,M,1,,,25,0
100783780,89283626,1,5,73,M,1,,,73,0
100783763,89284565,1,5,49,F,1,,,49,0
95992463,85116271,0,,,,,,,,
95991721,85116280,0,,,,,,,,
95992457,85116644,1,5,37,M,1,,,37,0
95991709,85116275,0,,,,,,,,
95991683,85116639,1,5,16,F,1,,,16,0
95991705,85116272,0,,,,,,,,
95991701,85116268,1,5,32,M,1,,,32,0
95992460,85116263,1,5,63,M,1,,,63,0
95991690,85116263,2,5,56,F,1,,,56,0
95991691,85116263,3,5,45,F,1,,,45,0
95992461,85116263,4,5,70,F,1,,,70,0
95991694,85116265,0,,,,,,,,
95992465,85116279,1,5,56,F,1,,,56,0
96578178,85621565,0,,,,,,,,
95991681,85116250,1,5,57,F,1,,,57,0
95991689,85116260,1,5,21,M,1,,,21,0
95992449,85116248,0,,,,,,,,
95991700,85116269,3,5,18,M,1,,,18,0
95991699,85116269,2,5,18,M,1,,,18,0
95991698,85116269,1,5,19,M,1,,,19,0
95991702,85116269,4,5,17,M,1,,,17,0
95991718,85116654,1,5,14,M,1,,,14,0
96578180,85621050,0,,,,,,,,
98162538,87005531,1,5,78,M,1,,,78,0
98163392,87004581,1,5,27,M,1,,,27,0
98163393,87005528,1,5,48,M,3,,,48,0
98162533,87004582,0,,,,,,,,
96578176,85621048,1,5,49,M,1,,,49,0
96578183,85621052,1,5,32,M,1,,,32,0
96578179,85621049,0,,,,,,,,
96576816,85621045,1,5,53,M,1,,,53,0
96578185,85621567,2,5,16,M,1,,,16,17
96578184,85621567,1,5,16,M,1,,,16,17
96578186,85621567,3,5,17,M,1,,,17,0
97552537,86471108,1,5,40,M,1,,,40,0
97056477,86039617,1,5,24,M,1,,,24,0
96578182,85621051,0,,,,,,,,
97553371,86470471,1,5,54,M,1,,,54,0
97057312,86038984,0,,,,,,,,
97057313,86038985,1,5,24,M,2,,,24,0
96578175,85621046,0,,,,,,,,
96576817,85621564,0,,,,,,,,
96576819,85621053,1,5,65,F,1,,,65,0
97552535,86471105,1,5,30,M,1,,,30,0
96578177,85621047,1,5,41,M,1,,,41,0
96578189,85621056,1,5,24,M,1,,,24,0
96578181,85621566,0,,,,,,,,
97553366,86471107,0,,,,,,,,
97552531,86471102,1,5,33,F,1,,,33,0
98162531,87004579,1,5,41,F,1,,,41,0
98162539,87004587,0,,,,,,,,
100783786,89283631,1,5,28,F,1,,,28,0
97553382,86471121,1,5,23,M,1,,,23,0
97552532,86471103,0,,,,,,,,
97553367,86471106,1,5,46,M,1,,,46,0
98654341,87430303,0,,,,,,,,
98162535,87004584,0,,,,,,,,
97552536,86470467,0,,,,,,,,
98162548,87005536,0,,,,,,,,
98162567,87004609,1,5,14,M,1,,,14,0
98163404,87004604,1,5,21,M,1,,,21,0
98163399,87004597,1,5,42,M,1,,,42,0
98162571,87004613,1,5,51,F,1,,,51,0
98162570,87004612,0,,,,,,,,
98162564,87004610,1,5,19,M,1,,,19,0
98162556,87004598,0,,,,,,,,
98162566,87004608,1,5,14,M,1,,,14,0
98162558,87004600,1,5,14,M,1,,,14,0
98162550,87004594,0,,,,,,,,
98163408,87004611,0,,,,,,,,
98162552,87004595,2,5,22,M,1,,,22,0
98162553,87004595,3,5,26,M,1,,,26,0
98162551,87004595,1,5,42,M,1,,,42,0
98162555,87005537,0,,,,,,,,
100782900,89283619,1,5,33,M,1,,,33,0
100782905,89284572,1,5,60,M,2,,,60,0
98655225,87430300,0,,,,,,,,
98162572,87004614,0,,,,,,,,
98162580,87004622,1,5,44,M,1,,,44,0
98162591,87004632,1,5,22,M,1,,,22,0
98162588,87004629,1,5,39,M,1,,,39,0
98162582,87004624,0,,,,,,,,
98162585,87004626,0,,,,,,,,
98162598,87005552,1,5,41,M,1,,,41,0
98162581,87004623,0,,,,,,,,
98162597,87004636,1,5,49,M,1,,,49,0
98162587,87004628,0,,,,,,,,
98162586,87004627,1,5,20,F,1,,,20,0
98163410,87005543,0,,,,,,,,
98654339,87430302,0,,,,,,,,
98655230,87430825,1,5,29,M,1,,,29,0
98654350,87430840,1,5,21,F,1,,,21,0
98654352,87430845,0,,,,,,,,
100783778,89284569,1,5,29,M,1,,,29,0
98654342,87430827,2,5,21,F,1,,,21,0
98655232,87430827,1,5,27,M,1,,,27,0
98655241,87430835,1,5,38,F,1,,,38,0
98655226,87430301,1,5,25,M,2,,,25,0
100783766,89283617,1,5,24,M,1,,,24,0
103149771,91336280,0,,,,,,,,
100782940,89283686,1,5,20,M,1,,,20,0
100783765,89283616,0,,,,,,,,
100783822,89284594,0,,,,,,,,
100782942,89284610,1,5,26,F,1,,,26,0
100783814,89283656,1,5,39,M,1,,,39,0
100782936,89284603,1,5,55,M,1,,,55,0
100783805,89283648,1,5,23,M,2,,,23,0
100782927,89283664,1,5,23,M,1,,,23,0
100782928,89283664,2,5,19,F,1,,,19,0
100782912,89283646,0,,,,,,,,
100783818,89284590,2,5,17,M,1,,,17,0
100783817,89284590,1,5,18,M,1,,,18,0
100782910,89283645,0,,,,,,,,
100783825,89283665,1,5,31,F,1,,,31,0
100783826,89283665,2,5,37,M,1,,,37,0
100782913,89284580,1,5,47,F,1,,,47,0
100782937,89283679,0,,,,,,,,
100783811,89284587,0,,,,,,,,
100782934,89284601,0,,,,,,,,
100782923,89283660,0,,,,,,,,
103151021,91336271,0,,,,,,,,
103151020,91336270,0,,,,,,,,
96576660,85614430,0,,,,,,,,
96578004,85620896,1,5,17,F,1,,,17,0
94070846,83457256,1,5,17,M,1,,,17,0
94072104,83457266,1,5,22,M,1,,,22,0
94070855,83457830,1,5,13,M,1,,,13,0
96578006,85614432,0,,,,,,,,
94570363,83886419,1,5,24,F,1,,,24,0
96576663,85614437,1,5,16,M,1,,,16,0
96576664,85620898,1,5,15,M,1,,,15,0
96576665,85614442,1,5,28,M,1,,,28,0
96578022,85620904,1,5,61,M,2,,,61,0
96576673,85620906,0,,,,,,,,
96576669,85614448,0,,,,,,,,
96578023,85614447,1,5,31,F,2,,,31,0
96578024,85614446,1,5,50,F,1,,,50,0
98654016,87430622,0,,,,,,,,
98654014,87430621,0,,,,,,,,
97057126,86038394,0,,,,,,,,
98654010,87430616,0,,,,,,,,
98654015,87430150,1,5,22,M,2,,,22,0
98654012,87430618,0,,,,,,,,
98654017,87430151,0,,,,,,,,
98654139,87430623,1,5,17,F,1,,,17,0
98654141,87430623,3,5,14,M,1,,,14,0
98654140,87430623,2,5,13,M,1,,,13,0
98654019,87430152,2,5,10,M,1,,,10,0
98654018,87430152,1,5,8,M,1,,,8,0
98163124,87004263,1,5,13,M,1,,,13,0
98654020,87430153,0,,,,,,,,
98654143,87430154,1,5,21,F,1,,,21,0
101629653,90015621,0,,,,,,,,
101629656,90015623,1,5,14,M,1,,,14,0
100782537,89282234,1,5,32,M,1,,,32,0
101629654,90015620,0,,,,,,,,
98654188,87430657,0,,,,,,,,
94072112,83457833,0,,,,,,,,
94070863,83457837,1,5,33,M,1,,,33,0
94571181,83886600,1,5,27,M,1,,,27,0
94571176,83886424,0,,,,,,,,
94570380,83886595,1,5,22,M,1,,,22,0
94570387,83886434,1,5,24,F,1,,,24,0
94570376,83886425,1,5,57,M,1,,,57,0
94570386,83886433,1,5,24,M,2,,,24,0
98163183,87003353,0,,,,,,,,
100006514,88604558,1,5,41,M,1,,,41,0
98163179,87003350,0,,,,,,,,
98163180,87004300,1,5,23,M,1,,,23,0
100005550,88604336,1,5,73,M,1,,,73,0
98163193,87003363,0,,,,,,,,
98162250,87004323,0,,,,,,,,
98163200,87003368,1,5,20,M,1,,,20,0
98162245,87004319,0,,,,,,,,
98163192,87003362,0,,,,,,,,
98162258,87003378,1,5,31,F,1,,,31,0
100005551,88604557,1,5,22,M,1,,,22,0
100006508,88604333,1,5,42,M,1,,,42,0
100006515,88604559,1,5,19,M,1,,,19,0
100006516,88604559,2,5,19,M,1,,,19,0
100006517,88604559,3,5,19,M,1,,,19,0
100006518,88604559,4,5,19,M,1,,,19,0
103476850,91619202,1,5,29,M,1,,,29,0
103149689,91337022,1,5,39,M,2,,,39,0
103476835,91619191,1,5,19,M,1,,,19,0
101630218,90012446,1,5,24,M,1,,,24,0
93617791,83068538,0,,,,,,,,
93616735,83067208,1,5,21,F,1,,,21,0
93616752,83068552,1,5,13,M,1,,,13,0
94071021,83457984,0,,,,,,,,
94072315,83457421,0,,,,,,,,
94571233,83887529,1,5,48,F,1,,,48,0
94072293,83457410,0,,,,,,,,
96578077,85614486,0,,,,,,,,
96578101,85614510,1,5,23,F,1,,,23,0
96576752,85620967,1,5,25,M,1,,,25,0
96576723,85620953,1,5,44,F,1,,,44,0
96576716,85614483,0,,,,,,,,
96576722,85620944,1,5,25,M,2,,,25,0
96578102,85614511,0,,,,,,,,
97056427,86039583,0,,,,,,,,
97056435,86038954,1,5,27,F,1,,,27,0
97056425,86039578,0,,,,,,,,
97056404,86038936,1,5,30,F,1,,,30,0
97057274,86038940,0,,,,,,,,
97057271,86039564,1,5,37,M,1,,,37,0
97056438,86039595,1,5,56,M,1,,,56,0
97056443,86038960,1,5,38,F,1,,,38,0
97057292,86038955,0,,,,,,,,
97057265,86039558,1,5,32,M,2,,,32,0
97056408,86039567,1,5,32,M,2,,,32,0
97056405,86039563,1,5,59,M,2,,,59,0
97056402,86039561,1,5,45,M,1,,,45,0
97056453,86039600,1,5,29,M,1,,,29,0
97057297,86038967,1,5,32,F,1,,,32,0
97056458,86039604,0,,,,,,,,
97057295,86038963,1,5,27,M,1,,,27,0
97056470,86039612,0,,,,,,,,
96578078,85620947,1,5,30,F,1,,,30,0
97057308,86038979,1,5,17,M,1,,,17,0
97056460,86038972,0,,,,,,,,
97056464,86038976,0,,,,,,,,
97056467,86039609,1,5,20,M,2,,,20,0
97553327,86470441,0,,,,,,,,
97553323,86470440,1,5,31,F,1,,,31,0
97553337,86470449,0,,,,,,,,
97553328,86471075,0,,,,,,,,
97553340,86471081,0,,,,,,,,
97553320,86471069,2,5,51,M,1,,,51,0
97553317,86471069,1,5,34,F,1,,,34,0
97553325,86470442,1,5,50,M,1,,,50,0
97553352,86471087,0,,,,,,,,
97552516,86471089,1,5,12,M,1,,,12,0
100783658,89283533,1,5,46,F,1,,,46,0
100782835,89283499,0,,,,,,,,
100783657,89283501,1,5,15,M,1,,,15,0
98162386,87003468,1,5,43,M,1,,,43,0
100783648,89283492,0,,,,,,,,
100783649,89283491,0,,,,,,,,
98655144,87430742,1,5,34,M,2,,,34,0
100783676,89283547,0,,,,,,,,
100783656,89283500,1,5,12,M,1,,,12,0
100782843,89283511,0,,,,,,,,
100005788,88604765,0,,,,,,,,
100006747,88605543,1,5,25,M,1,,,25,0
100782852,89284523,1,5,28,F,1,,,28,0
100783687,89284525,1,5,1,U,0,,,1,0
94570559,83886685,0,,,,,,,,
94571276,83886683,1,5,26,F,1,,,26,0
94073143,83458538,0,,,,,,,,
94072476,83458126,0,,,,,,,,
94073131,83458529,1,5,20,F,1,,,20,0
94072479,83458134,1,5,25,M,1,,,25,0
94072480,83458134,2,5,20,M,1,,,20,0
94072447,83458097,0,,,,,,,,
94073104,83457485,1,5,23,M,1,,,23,0
94072451,83458100,1,5,50,U,0,,,1,99
94073177,83458139,1,5,22,M,1,,,22,0
94072499,83458163,1,5,18,M,1,,,18,0
94072494,83458567,0,,,,,,,,
94072402,83457499,1,5,47,M,1,,,47,0
94072463,83458111,1,5,21,M,1,,,21,0
94072412,83458075,0,,,,,,,,
94072461,83458543,0,,,,,,,,
93616812,83067277,0,,,,,,,,
94072388,83457492,1,5,38,M,1,,,38,0
94072429,83458082,0,,,,,,,,
94072453,83458102,0,,,,,,,,
94571288,83887592,1,5,29,M,1,,,29,0
94073120,83458517,1,5,15,F,1,,,15,0
94072394,83458062,1,5,17,F,1,,,17,0
94072450,83458533,1,5,22,F,1,,,22,0
94073175,83458557,1,5,42,F,1,,,42,0
94073201,83458160,0,,,,,,,,
94072507,83458170,1,5,18,F,1,,,18,0
93616814,83067279,1,5,30,M,1,,,30,0
94072383,83457484,0,,,,,,,,
94072445,83458096,1,5,28,F,1,,,28,0
94072460,83458542,1,5,20,M,2,,,20,0
93617876,83068611,0,,,,,,,,
93616813,83067278,1,5,34,F,1,,,34,0
94073165,83458555,1,5,50,U,0,,,1,99
94073194,83458155,0,,,,,,,,
94072521,83458594,0,,,,,,,,
94072466,83458546,1,5,29,F,1,,,29,0
94072403,83458067,0,,,,,,,,
94072470,83458119,1,5,16,M,2,,,16,0
94073229,83458588,1,5,19,M,1,,,19,0
94073114,83457506,3,5,28,M,1,,,28,0
94072417,83457506,1,5,18,M,1,,,18,0
94073113,83457506,2,5,19,F,1,,,19,0
94073187,83458564,1,5,50,U,0,,,1,99
94073204,83458165,0,,,,,,,,
94072442,83458528,0,,,,,,,,
94072459,83458541,0,,,,,,,,
94072430,83458516,0,,,,,,,,
96578211,85621586,1,5,24,M,1,,,24,0
94571295,83887599,1,5,18,M,0,,,18,0
97056475,86038982,1,5,32,M,2,,,32,0
94571275,83887581,1,5,51,M,1,,,51,0
94073373,83458323,0,,,,,,,,
94073403,83458349,1,5,50,U,0,,,1,99
94073431,83458374,0,,,,,,,,
94073451,83458386,0,,,,,,,,
94073470,83458408,1,5,43,F,1,,,43,0
94073506,83458442,1,5,22,M,1,,,22,0
94073273,83458626,0,,,,,,,,
94073358,83458301,0,,,,,,,,
94072618,83458330,0,,,,,,,,
94073421,83458364,0,,,,,,,,
94073442,83458378,0,,,,,,,,
94072651,83458411,1,5,18,F,1,,,18,0
94073255,83458613,0,,,,,,,,
94073363,83458303,0,,,,,,,,
94073393,83458340,1,5,50,M,0,,,1,99
94073427,83458369,0,,,,,,,,
94073447,83458382,0,,,,,,,,
94072647,83458407,1,5,50,U,0,,,1,99
94072549,83458221,1,5,15,M,1,,,15,0
94073372,83458317,0,,,,,,,,
94072621,83458343,1,5,50,U,0,,,1,99
94073437,83458376,0,,,,,,,,
94073468,83458405,1,5,18,M,1,,,18,0
94073493,83458430,1,5,13,M,0,,,10,17
94073510,83458446,1,5,31,F,1,,,31,0
94072546,83458219,1,5,16,F,1,,,16,0
94073336,83458664,1,5,42,M,1,,,42,0
94072580,83458263,1,5,32,F,1,,,32,0
94073322,83458263,2,5,26,M,1,,,26,0
94072629,83458697,0,,,,,,,,
94072632,83458700,0,,,,,,,,
94073441,83458708,1,5,50,U,0,,,1,99
94072653,83458722,0,,,,,,,,
94073328,83458265,0,,,,,,,,
94570578,83886699,1,5,40,M,1,,,40,0
94073288,83458641,1,5,11,M,1,,,11,0
94072594,83458671,1,5,50,M,1,,,50,0
94072617,83458684,0,,,,,,,,
94072637,83458709,1,5,19,M,1,,,19,0
94072652,83458721,1,5,15,F,2,,,15,0
94072541,83458213,0,,,,,,,,
94073335,83458663,1,5,39,M,1,,,39,0
94073311,83458654,1,5,21,M,1,,,21,0
94072597,83458674,0,,,,,,,,
94072635,83458704,1,5,12,F,1,,,12,0
94072649,83458719,1,5,50,U,0,,,1,99
94072574,83458651,1,5,16,M,1,,,16,0
94072606,83458678,0,,,,,,,,
94072624,83458692,0,,,,,,,,
94072634,83458707,0,,,,,,,,
94072654,83458723,0,,,,,,,,
94072662,83458731,0,,,,,,,,
94072550,83458622,0,,,,,,,,
94073337,83458271,1,5,35,M,1,,,30,40
94072545,83458620,1,5,31,M,1,,,31,0
98163388,87004572,0,,,,,,,,
101630331,90016536,1,5,35,M,1,,,35,0
94571360,83887700,1,5,39,M,1,,,39,0
94571305,83887613,1,5,25,M,1,,,25,0
94570595,83887615,0,,,,,,,,
94571322,83887644,1,5,18,F,1,,,18,0
94570592,83887612,0,,,,,,,,
95006222,84264530,1,5,83,M,1,,,83,0
94571337,83886743,1,5,18,F,1,,,18,0
94570598,83886708,1,5,30,F,2,,,30,0
94570613,83887629,0,,,,,,,,
94570628,83887638,1,5,50,U,0,,,1,99
94571324,83887649,0,,,,,,,,
94570664,83886739,0,,,,,,,,
94571338,83887674,0,,,,,,,,
94570686,83887682,0,,,,,,,,
94570692,83887685,1,5,16,M,2,,,16,0
94570642,83887648,0,,,,,,,,
94570690,83886752,0,,,,,,,,
94570705,83887701,0,,,,,,,,
94571312,83886712,1,5,19,F,1,,,19,0
94571364,83886760,1,5,19,M,1,,,19,0
95005909,84263713,1,5,15,F,1,,,15,0
94570619,83886718,1,5,21,M,1,,,21,0
94570693,83887687,2,5,21,M,2,,,21,0
94571353,83887687,1,5,18,F,1,,,18,0
94571326,83887652,1,5,29,M,1,,,29,0
94571335,83886741,2,5,24,M,1,,,24,0
94571334,83886741,1,5,18,M,1,,,18,0
95006201,84260514,2,5,22,M,1,,,22,0
95006200,84260514,1,5,21,M,2,,,21,0
94570621,83886720,0,,,,,,,,
94571349,83886749,1,5,50,U,0,,,1,99
94570596,83887623,1,5,30,M,2,,,30,0
94571336,83887668,1,5,42,M,1,,,42,0
94570667,83887669,1,5,18,M,1,,,18,0
94571351,83886750,1,5,42,M,1,,,42,0
94570593,83886706,0,,,,,,,,
94571317,83887634,1,5,25,M,1,,,25,0
94570624,83887634,3,5,43,M,2,,,43,0
94570622,83887634,2,5,21,M,1,,,21,0
95466937,84661396,1,5,60,F,1,,,60,0
94570709,83887704,1,5,35,M,2,,,35,0
94570636,83886727,1,5,9,M,2,,,9,0
94570695,83886755,1,5,18,M,1,,,18,0
94570615,83886716,1,5,18,M,1,,,18,0
94571361,83887699,0,,,,,,,,
94570646,83886731,1,5,50,U,0,,,1,99
94571304,83887614,1,5,18,F,1,,,18,0
94570674,83886744,1,5,35,M,2,,,35,0
94570643,83887650,1,5,50,U,0,,,1,99
94570691,83887686,0,,,,,,,,
96578239,85621603,1,5,35,M,1,,,35,0
96578229,85621080,1,5,51,F,1,,,51,0
95466935,84662886,1,5,27,M,2,,,27,0
95005988,84264600,0,,,,,,,,
95006417,84264698,0,,,,,,,,
95006299,84264607,1,5,21,M,1,,,21,0
95006345,84264638,1,5,16,M,1,,,16,0
95006444,84264724,0,,,,,,,,
95006269,84264572,0,,,,,,,,
95005963,84264574,1,5,26,M,1,,,26,0
95006275,84264575,0,,,,,,,,
95006295,84264604,1,5,35,M,2,,,35,0
95006341,84263804,1,5,50,U,0,,,1,99
95006440,84264715,1,5,37,F,1,,,37,0
95006276,84264576,0,,,,,,,,
95006306,84264613,1,5,35,M,2,,,35,0
95006406,84264686,1,5,50,M,1,,,1,99
95007051,84264701,0,,,,,,,,
95006363,84264650,1,5,50,U,0,,,1,99
95006395,84263832,0,,,,,,,,
95006421,84263845,1,5,35,M,2,,,35,0
95006422,84263845,2,5,32,F,1,,,32,0
95005999,84263787,1,5,24,M,1,,,24,0
95006357,84264646,1,5,53,F,1,,,53,0
95006031,84263831,1,5,50,U,0,,,1,99
95005953,84264566,0,,,,,,,,
95007063,84263852,1,5,25,M,1,,,20,30
95007049,84263842,1,5,25,M,0,,,20,30
95005996,84264612,1,5,21,M,1,,,21,0
95005997,84264612,2,5,43,M,2,,,43,0
95006015,84263809,0,,,,,,,,
95006030,84263830,1,5,26,F,1,,,26,0
95006019,84263818,0,,,,,,,,
95466941,84662891,1,5,23,M,1,,,23,0
95006264,84264564,0,,,,,,,,
95006394,84264672,2,5,21,M,1,,,21,0
95006393,84264672,1,5,43,M,2,,,43,0
95006268,84264569,2,5,21,M,1,,,21,0
95005956,84264569,1,5,46,M,2,,,46,0
95005993,84264603,1,5,26,M,1,,,26,0
95006411,84264693,1,5,50,U,0,,,1,99
95007058,84264710,1,5,14,M,1,,,14,0
95006256,84263751,1,5,34,M,1,,,34,0
95006449,84264728,1,5,50,U,0,,,1,99
95006315,84263791,1,5,50,U,0,,,1,99
95006037,84264677,1,5,46,M,2,,,46,0
95006425,84264705,1,5,32,F,1,,,32,0
95006335,84264630,1,5,39,M,1,,,39,0
95991602,85116601,1,5,41,M,1,,,41,0
97057315,86038988,1,5,18,M,1,,,18,0
96578244,85621091,1,5,17,M,1,,,17,0
98163391,87004578,1,5,26,M,1,,,26,0
95467067,84661480,1,5,50,U,0,,,1,99
95467049,84662945,1,5,18,M,1,,,18,0
95468075,84662997,1,5,22,M,1,,,22,0
95467143,84663012,1,5,16,F,1,,,16,0
95466030,84662934,0,,,,,,,,
95467028,84662962,0,,,,,,,,
95468057,84662982,0,,,,,,,,
95468081,84663000,0,,,,,,,,
95467063,84662952,1,5,44,M,1,,,44,0
95468078,84663528,1,5,24,M,1,,,24,0
95467027,84661485,1,5,25,M,1,,,25,0
95467095,84662971,1,5,37,F,1,,,37,0
95468067,84662991,0,,,,,,,,
95467061,84661470,0,,,,,,,,
95468094,84663537,1,5,28,M,1,,,28,0
95467091,84662966,2,5,46,F,1,,,46,0
95467089,84662966,1,5,46,M,1,,,46,0
95467138,84663009,1,5,46,M,2,,,46,0
95468096,84663542,1,5,45,F,1,,,45,0
95468097,84663542,2,5,26,F,1,,,26,0
95466992,84662927,0,,,,,,,,
95466044,84661462,1,5,46,M,2,,,46,0
95466046,84661462,3,5,19,M,1,,,19,0
95466045,84661462,2,5,29,F,1,,,29,0
95466022,84661443,1,5,50,U,0,,,1,99
95991630,85116613,1,5,25,M,1,,,25,0
95466027,84662929,0,,,,,,,,
95467109,84661503,1,5,42,M,2,,,42,0
95467031,84662964,1,5,25,M,1,,,25,0
95468061,84661508,0,,,,,,,,
96576865,85621110,1,5,28,F,1,,,28,0
95466029,84662930,0,,,,,,,,
95467057,84661468,1,5,18,M,1,,,18,0
95467115,84661512,1,5,42,M,2,,,42,0
95466989,84661445,1,5,22,F,1,,,22,0
95468051,84661501,0,,,,,,,,
95468080,84663529,0,,,,,,,,
95467151,84663544,1,5,50,M,2,,,50,0
95467130,84663526,1,5,28,M,1,,,28,0
95467092,84661498,0,,,,,,,,
95467050,84661463,1,5,35,F,1,,,35,0
95468088,84663006,0,,,,,,,,
95467117,84661510,1,5,29,M,1,,,29,0
97057323,86038996,0,,,,,,,,
95992425,85116197,1,5,18,M,1,,,18,0
97057334,86039010,0,,,,,,,,
97057327,86039633,0,,,,,,,,
97553351,86470453,1,5,50,M,0,,,1,99
96578255,85621101,0,,,,,,,,
96578265,85621108,1,5,18,F,1,,,18,0
97553363,86470462,1,5,42,M,1,,,42,0
96576858,85621094,1,5,22,M,1,,,22,0
96578254,85621100,0,,,,,,,,
97056490,86039628,1,5,27,M,1,,,27,0
97057320,86038993,0,,,,,,,,
97056505,86039637,1,5,18,M,1,,,18,0
97552517,86470457,1,5,26,F,1,,,26,0
97552525,86470463,1,5,21,M,1,,,21,0
98162522,87004571,1,5,28,F,2,,,28,0
97057347,86039016,0,,,,,,,,
97057352,86039645,1,5,28,M,1,,,28,0
97056591,86039707,1,5,30,M,1,,,30,0
97056542,86039674,0,,,,,,,,
97056569,86039070,1,5,23,M,2,,,23,0
97057339,86039642,1,5,15,M,1,,,15,0
97056516,86039651,0,,,,,,,,
97056557,86039683,1,5,9,M,1,,,9,0
97056576,86039074,1,5,15,M,2,,,15,0
97057360,86039654,1,5,53,F,1,,,53,0
97056551,86039679,1,5,14,M,1,,,14,0
97057416,86039713,1,5,21,M,1,,,21,0
97057411,86039706,0,,,,,,,,
97057350,86039019,1,5,14,M,1,,,14,0
97057367,86039033,1,5,34,M,1,,,34,0
97057368,86039033,2,5,36,M,1,,,36,0
97057387,86039053,1,5,23,M,1,,,23,0
97057399,86039071,0,,,,,,,,
97056590,86039703,0,,,,,,,,
97056594,86039710,1,5,35,F,1,,,35,0
97057356,86039023,0,,,,,,,,
97056520,86039658,0,,,,,,,,
97056526,86039030,0,,,,,,,,
97056539,86039671,0,,,,,,,,
97056550,86039055,0,,,,,,,,
97057400,86039693,0,,,,,,,,
97056511,86039021,0,,,,,,,,
97057403,86039077,1,5,22,F,1,,,22,0
