victim_id,offense_id
91957831,92050505
91957942,92050654
91957836,92050511
91957868,92051454
91957967,92050678
91957989,92051509
91957820,92050499
91958007,92050713
91957175,92050572
91957950,92051490
91957949,92051489
91957980,92050690
91957189,92050593
92932476,93031305
93980802,94086463
93506408,93613172
95074363,95178150
95074363,95178151
92412737,92510161
92412718,92509501
92412795,92509570
92412812,92510229
92412265,92509489
92412294,92509522
92412312,92509549
92412312,92510197
92412333,92509579
92412286,92510156
92412797,92509576
92412797,92510216
92412798,92509575
92412745,92509523
92412763,92509535
92412763,92509534
92412321,92509561
92412726,92510155
92412342,92510228
92412343,92510228
92412297,92510184
92412757,92510184
92412340,92509589
92412818,92509593
92412258,92509484
92412277,92510145
92412277,92509499
92412277,92509500
92412700,92510120
92932497,93031326
92412260,92510124
92412770,92510191
92412295,92509526
92412776,92510198
93506433,93613195
92412262,92510126
92412724,92510154
92412780,92510202
92412780,92510201
92412702,92510123
92412768,92509545
92412799,92509580
92412820,92510235
92412796,92510215
92412794,92510215
92412760,92510185
92412719,92510147
92412337,92509584
92412778,92510203
93981718,94086472
92932483,93031316
93981730,94087403
93980814,94086477
94470919,94576399
93506424,93613186
93506431,93613193
94470930,94576409
93506412,93613178
93506423,93613185
93506423,93613184
93980809,94087387
93980805,94086468
93980822,94087405
94470924,94576402
94470931,94575767
95074351,95177265
95074351,95177266
93981739,94087413
93980828,94087415
93980902,94087497
93980902,94087496
93980860,94087446
93980885,94087476
93980885,94087475
93980825,94086488
93980835,94087421
93980876,94087460
93981805,94087481
93980838,94086502
93980869,94087453
93980911,94086562
93980910,94086562
93980900,94086558
93981742,94086493
93981758,94086510
93981758,94086511
93981782,94086529
93981782,94086530
93981799,94086542
93981815,94087493
93980906,94087500
93981745,94086498
93980841,94087425
93981755,94086507
93980858,94086518
93980867,94087452
93981803,94086543
93980829,94087416
93981808,94086549
93980854,94087442
93981804,94086545
93981822,94086563
93980830,94087417
93981779,94087448
93981750,94087426
93980909,94086561
93981759,94086513
93980898,94086556
93980919,94086568
93980837,94086500
93981765,94087441
93980855,94087440
93981748,94086503
93981767,94087445
93980871,94087455
93980887,94086544
93980903,94087498
93980826,94086487
93981768,94087444
93980840,94087424
93980872,94087457
95074354,95177268
95074353,95177268
100309377,100429947
100309374,100429948
100309378,100429947
100309372,100429946
100309381,100429947
93980937,94087530
93980945,94087538
93980944,94087538
93980948,94087541
93980954,94087546
93981855,94086598
93980962,94087554
93980963,94087553
93980967,94087559
93980978,94087572
93980979,94087572
93980928,94086574
93980942,94087536
93980951,94086592
93980953,94086595
93980965,94087556
93980977,94087571
93981838,94086580
93981841,94086583
93981845,94086587
93981847,94086589
93981848,94087539
93981851,94087544
93981851,94086593
93981853,94086597
93981854,94086596
93981860,94086604
93981861,94086605
93981864,94086608
93981867,94086611
93981869,94086613
93981873,94086618
93981874,94086618
93981875,94086619
93981879,94086624
93981830,94087523
93981843,94086584
93981846,94086588
93981856,94086600
93981859,94086603
93981871,94086615
93981881,94086626
93981842,94086582
93981850,94086591
93981865,94086609
93981872,94086617
93981849,94086590
93980949,94087542
93981852,94086594
93980955,94087547
93981862,94086606
93981878,94086622
93980932,94087528
93980943,94087537
93980950,94087543
93980958,94087549
93980964,94087555
93980968,94087560
93980972,94087565
94470923,94576400
94470309,94575766
93980931,94086575
95074355,95177269
94470310,94576408
95074367,95178152
94470926,94575761
94470926,94575760
95074347,95177259
94470384,94575833
94470389,94575838
94470334,94576437
94470344,94575796
94470352,94575803
94470353,94575804
94470363,94576457
94470365,94575816
94470366,94575817
94470369,94575821
94470974,94576458
94470371,94576460
94470975,94576462
93980982,94087575
94470961,94575797
94470966,94576454
94470386,94575835
94470944,94576425
94470946,94575779
94470990,94575844
94470322,94575772
94470331,94575785
94470373,94575823
94470342,94576441
94470391,94576479
94470380,94576471
94470330,94576432
94470341,94575791
94470338,94575790
94470349,94575800
94470367,94575819
94470981,94576469
95074384,95177301
95074383,95177301
94470951,94576435
94470355,94575805
94470375,94575825
94470321,94575773
94470965,94576452
94470376,94576466
94470982,94576470
94470328,94575780
94470335,94576439
94470335,94576438
94470335,94575788
94470350,94575799
94470962,94575799
95074377,95177294
94470396,94575845
95073598,95177291
94470359,94575810
94470970,94575814
97647103,97745901
100816517,100940756
95556034,95658265
95556033,95658265
95555195,95658262
94470415,94575864
94470422,94576498
94471012,94576503
94471013,94576503
94470435,94575883
94471022,94576509
94470460,94575910
94470468,94575918
94470474,94575924
94471033,94575956
95555203,95658266
95555203,95658268
94470421,94576497
94470429,94575875
94470432,94575880
94470437,94575885
94470446,94575897
94470454,94575904
94470462,94575912
94470489,94575939
94470493,94575943
94470501,94575951
94470513,94575963
94470409,94575857
94470409,94575858
94470410,94575859
95074396,95177314
95074395,95177314
95074397,95177315
95074398,95178165
95074400,95178165
94470418,94575866
94470426,94575874
94470428,94575874
94470427,94575874
94471014,94575878
94470440,94575889
94470459,94575909
94470471,94575921
94470500,94575950
94470414,94576493
94470419,94575869
94471011,94576502
94470433,94576504
94470439,94575888
94470442,94575891
94471025,94576512
94471027,94576514
94470470,94575920
94470481,94575930
94470492,94575942
94471035,94576523
94471002,94576494
94470424,94575872
94471017,94576505
94471021,94576508
94471029,94576517
94471029,94576516
94470491,94575941
94471034,94575959
94471000,94576490
94471004,94576495
94471007,94576496
94471018,94575882
94471023,94576510
94471026,94576513
94471031,94576520
94470505,94575954
95074378,95177298
94471001,94576492
94471006,94575868
94471016,94576506
94471020,94576507
94471028,94576515
94471030,94576519
94471032,94576521
94471037,94576525
95074376,95177293
95074376,95177292
94470413,94575861
94471005,94575867
94471008,94576499
94471010,94576501
94471019,94575886
94471024,94575895
94471024,94576511
94470455,94575905
94470480,94576518
94470484,94575932
94471036,94576524
95555201,95658267
95556039,95658274
95074379,95177297
95074380,95177296
95556038,95658272
95074401,95177316
95074409,95177318
95074408,95177320
96875804,96970311
97646485,97746610
97647108,97746610
97646484,97746610
99665348,99772494
99228548,99330721
99228548,99330720
97646495,97746621
97646495,97746620
95073618,95178181
95073620,95177367
95073628,95178194
95074485,95177392
95073640,95178208
95073649,95177414
95073651,95177428
95073653,95178224
95074541,95177438
95074656,95178228
95074442,95177352
95074472,95178195
95074472,95177377
95074511,95177417
95074513,95177417
95074538,95177433
95074539,95177434
95074459,95178183
95074436,95177351
95074473,95177378
95074438,95177349
95073626,95177375
95074498,95177402
95074530,95177425
95074535,95177430
95073654,95178225
95074460,95177365
95073625,95178192
95074481,95177388
95074501,95177405
95074510,95177416
95074542,95177437
95074533,95177429
95074461,95177366
95074471,95177376
95073627,95178193
95074486,95178201
95074519,95178218
95074545,95177440
95074495,95177400
95074509,95177415
95074441,95177354
95074480,95177387
95073642,95177406
98479944,98579114
98479944,98578794
95074439,95177350
95073623,95177368
95074470,95177373
95073633,95178199
95555240,95658310
95073622,95178188
95073629,95178196
95074518,95177422
97646482,97745903
97647107,97745904
95074440,95177353
95073621,95178186
95073639,95178207
97646501,97746626
95555232,95658298
96875099,96970315
96875812,96970317
97646486,97745907
99664466,99772492
99229388,99331743
99982693,100101546
100309370,100430907
95555328,95658395
95555255,95657762
95555260,95658330
95555264,95658340
98481101,98579108
98481101,98578792
95555301,95657799
95556114,95657817
95556105,95658380
95555296,95658367
95556060,95658321
95555257,95657761
95555256,95657761
95555289,95658361
95555290,95658361
97646511,97746639
97647180,97745976
95555252,95658323
95556081,95658342
95556103,95657804
95556072,95657770
95555273,95657784
95556100,95658371
97646529,97745974
97647164,97745959
97646530,97745975
97647183,97745975
98479943,98579113
98481103,98579112
97646515,97745943
97646515,97745944
95555326,95657824
95556121,95657824
95555316,95658381
95556066,95658331
95556086,95658351
95555319,95658385
95556116,95657819
95555295,95657795
95555298,95657796
95555298,95657797
95555325,95657823
95555313,95657807
95555312,95657807
97647154,97746647
97646508,97745935
95555249,95657760
95556095,95658362
95555297,95658368
95555321,95658388
95556118,95658393
97647165,97745957
97647159,97745951
96875803,96969644
97646517,97746646
97647148,97745941
97647186,97746658
97646507,97745936
99664467,99773619
99664465,99773618
99665357,99772508
100309362,100430900
100308033,100429943
99229387,99331742
98481107,98578798
98481107,98579117
97646568,97746703
97646581,97746712
97647235,97746025
97647236,97746025
97647237,97746025
97646582,97746713
97646589,97746059
97646605,97746732
98479947,98578797
97646613,97746090
97646622,97746746
97647218,97746685
97647224,97746690
97646557,97746690
97646573,97746032
97646573,97746030
97647251,97746045
97647258,97746715
97647264,97746717
97646611,97746737
97646619,97746743
97646575,97746037
97646597,97746066
97646631,97746752
96875811,96970316
97647271,97746727
97647273,97746727
99229385,99331739
97646549,97746684
97647215,97746003
97646577,97746043
97647290,97746739
97646628,97746751
97646629,97746751
97646630,97746751
97646612,97746738
97646625,97746098
97647293,97746096
97647234,97746024
97647274,97746067
99665354,99772498
99665354,99772496
97646595,97746065
99229379,99330717
99229384,99330719
100309353,100429936
100309379,100430909
100309379,100429949
100309379,100430912
100309367,100430904
90592943,90678169
90592941,90678170
90592940,90677608
90592945,90678172
91037303,91124947
91526899,91618070
91527897,91618071
91527895,91618958
91527894,91618960
91527894,91618959
91526897,91618961
91957757,92050418
91957760,92051349
91957763,92050422
91957761,92051354
92410559,92507976
92412151,92507973
92410560,92507977
92931432,93030081
92932452,93030085
92932450,93031277
92931431,93031273
92931433,93031272
93506767,93612345
93506768,93612346
93506341,93612093
93980762,94086425
93981673,94086420
93980757,94086421
93981671,94087324
93981672,94086419
93980767,94087334
94470290,94575740
94470279,94575727
94470284,94576389
94470903,94576385
94470912,94576392
94470278,94575724
95073561,95177212
95073551,95177190
95074284,95177191
95074289,95177197
95074301,95178117
95074296,95177202
95074283,95178112
95073557,95178119
96875092,96969637
96875091,96970301
96875093,96969639
96875096,96970308
96875101,96969648
96875090,96969636
96875786,96970293
96875814,96969647
96875787,96969626
96875801,96969641
96875800,96970310
96875789,96970296
96875083,96970294
96875794,96969638
96875788,96970295
96875106,96969653
96875820,96969652
96875107,96969656
96875102,96969649
96875822,96969655
91957838,92050515
91526948,91619027
91527967,91619028
91527967,91619027
90591991,90678218
90592002,90678230
90593015,90678236
91038092,91125040
91037391,91125276
90591992,90678220
90591999,90678226
90592005,90678233
90593004,90677669
90593010,90678234
91038103,91125052
90592001,90678229
90592001,90678228
90592000,90677668
90593008,90677672
90593011,90677674
90592006,90677674
90593014,90678235
90592007,90678239
90593019,90678239
90593000,90677664
90591994,90678219
90591993,90678221
90593005,90678227
90593007,90677671
90593020,90678240
90591998,90678225
92412243,92509473
92412697,92510115
90593013,90677676
90593001,90677665
90593003,90677667
90593006,90677670
96875881,96970379
96875150,96969707
92412274,92509495
92412252,92509480
91038116,91125289
91038142,91125083
91037526,91126141
91037570,91125481
92412727,92510152
92412727,92510153
91038141,91125081
91037566,91125477
91037393,91125283
91038139,91125340
91037528,91125424
91037480,91125381
91037463,91125363
91526971,91619059
91038119,91125293
91037408,91125293
91037406,91125293
91037407,91125293
91038161,91125100
91037477,91125100
91037523,91125420
91038134,91125078
91038134,91125077
91038225,91126170
91038225,91126171
91038121,91125297
91037400,91125291
91037517,91126131
91957156,92051445
92412712,92509490
91038162,91125101
91038114,91125287
91038193,91126144
91038193,91125422
91037442,91125339
91038196,91126149
91038130,91125075
91038190,91126138
91038221,91125461
91038221,91125460
95555269,95658345
91037430,91125321
91037429,91125321
91038167,91125102
91037478,91125102
92932530,93032136
95074343,95178144
96875158,96969714
98479959,98579132
92412291,92509518
92412292,92509519
92412744,92510169
91957898,92050587
91957898,92050588
91528056,91620134
91528061,91620141
92932533,93032138
92932533,93032139
91526976,91619067
91528015,91619151
91528015,91619150
91528017,91619095
91528046,91619166
91528046,91619167
91528051,91619173
91528057,91620135
91528058,91620136
91528062,91620140
91527008,91619162
91528059,91620138
91528059,91620137
91528025,91619103
91528066,91620143
91528024,91619102
92412751,92510174
91528000,91619146
91528002,91619146
91528001,91619146
91526977,91619146
92931497,93031366
92412752,92510175
95556083,95658347
91527993,91619144
91527992,91619144
91527994,91619144
91527014,91619175
91957176,92051461
91957178,92051461
91526978,91619147
91528054,91620133
91527999,91619071
91526991,91619096
91526990,91619096
91527001,91619159
91957886,92051464
91957180,92051464
92412733,92509514
91526988,91619090
91526988,91619091
92412755,92510178
92412755,92510180
92412272,92509494
91528052,91620131
93981722,94087391
93506803,93612381
93506803,93612380
95074342,95177252
95555259,95657763
95556082,95658346
95556082,95658344
97647209,97745995
96875882,96970380
96875883,96970380
96875157,96969713
92412788,92509567
92412313,92509552
92412313,92509551
92412315,92510195
92412766,92509541
92412765,92509543
92412317,92510199
91957237,92051511
91958008,92050714
91957933,92051479
91957955,92050666
91957228,92051497
91957981,92050691
91958028,92050736
91957211,92050637
91957211,92050636
91957990,92050699
91958011,92050716
91957973,92050683
91957930,92050644
91958014,92050720
91958036,92050743
91957233,92050689
91957233,92050688
91957243,92051520
91957248,92051528
91957223,92051488
91957224,92051488
92932529,93032135
91957956,92050668
91957240,92051518
92412783,92510207
92412783,92510206
92412303,92509537
92412777,92509558
91957236,92051510
91957207,92051476
91957213,92051478
92412782,92510205
92412323,92510210
91957923,92050628
91957924,92050628
91957960,92050671
91957986,92051507
91957977,92051504
91958010,92050717
91958021,92050726
91957921,92050630
91957922,92050630
91958001,92050703
91958030,92050735
92932520,93031358
92931494,93031358
93506806,93612384
93506806,93612383
96875154,96969710
97647203,97745991
97647204,97745991
92412825,92510242
92412338,92509586
92412363,92509617
92412804,92509583
92412830,92510245
92412369,92509621
92412369,92509620
92412381,92510266
92412383,92510266
92412391,92509633
92412403,92509646
92412366,92509618
92412377,92510264
92412380,92510264
92412389,92509632
92412805,92510224
92412349,92509603
92412809,92509590
92412341,92509591
92412361,92510256
92412361,92510257
92412382,92509626
92412347,92509601
92412833,92510247
92412353,92509606
92412843,92509611
92412826,92510243
92412842,92510253
92412376,92509625
92412851,92510270
92412857,92510279
92412857,92510278
92932548,93031384
92932547,93031383
92932550,93032145
92932550,93031385
92412836,92510248
92412834,92510248
92412359,92509613
92412372,92509623
92412387,92509630
92412817,92510233
92932553,93032147
92932560,93031391
92932561,93031391
92932540,93032140
92412815,92510231
92412352,92509605
92412368,92509619
92412370,92510261
92412393,92509638
93506808,93613142
93506808,93612387
95556092,95658354
93981720,94086473
93981723,94087392
93506379,93613134
98481124,98579133
96875880,96970378
96875153,96970376
92931522,93031450
92931528,93032168
92932625,93031462
92931544,93032188
92931515,93032158
92931517,93032162
92931518,93031419
92932585,93031419
92931526,93032167
92931529,93032172
92932620,93032172
92931534,93032177
92932642,93031482
92932589,93031425
92932594,93031430
92932632,93031471
92932616,93031456
92932635,93031475
92932643,93031483
95555307,95657805
95555314,95658379
92932586,93031422
92932602,93031437
92932607,93031446
92932611,93031446
92932621,93031460
92932608,93031447
92932610,93031447
92931537,93031474
92932622,93031459
92932624,93032173
92932641,93031481
92932597,93031433
92932628,93031464
92932627,93031464
92932634,93032178
92932634,93032179
92932609,93031448
92932609,93031445
92931541,93032184
93981727,94086479
93980823,94087404
93980818,94087400
93506816,93613156
93506395,93613159
93506393,93613159
93506814,93613154
93506392,93613154
94470932,94576412
95555305,95657803
95555315,95657808
95555315,95657810
96875898,96970393
97646542,97746675
99665371,99772519
99665373,99772522
95556126,95657832
93506425,93613187
93506445,93613207
93506451,93613213
93506460,93612413
93506465,93613225
93506475,93613235
93506482,93613242
93506418,93612399
93981731,94087406
93506420,93612400
93506830,93612400
93506835,93612406
93506838,93612409
93506841,93612414
93506474,93612416
93506474,93612417
93506851,93612424
94470311,94576410
93506435,93612405
93506457,93613217
93506845,93612418
93981740,94086491
93980834,94086497
93506833,93612403
93506447,93613210
93506466,93613221
93506469,93613229
93506428,93613190
93506839,93612411
93506839,93612412
93506839,93612410
93506832,93613191
93506840,93613216
93506459,93613216
93506456,93613216
93506458,93613216
93506467,93613227
93506848,93612421
93506432,93613194
93506444,93613206
93506448,93612408
93506450,93613212
93506461,93613218
93506471,93613230
93506472,93613233
93506484,93613245
93981733,94087407
93981732,94087407
95073588,95177260
94470928,94576406
96875185,96969741
96875193,96969753
96875193,96969752
96875178,96969733
96875915,96969757
97646541,97745988
95555335,95657834
95555318,95657812
95556109,95657812
95555337,95658401
95555330,95658396
97647200,97746672
97647210,97745997
97647210,97745996
95555310,95658378
96875900,96970395
96875175,96969732
96875896,96970390
97646546,97745998
96875177,96969734
96875192,96969751
96875174,96969731
97647189,97746662
99664481,99772520
99229374,99331734
95556140,95658407
93980851,94087437
93980879,94087468
93980849,94087434
93980875,94086536
93980930,94087525
94470929,94576407
94470325,94575777
93980881,94087467
93980881,94087466
93980927,94087522
93980853,94086516
93981766,94086516
93981801,94087478
93980842,94086505
94470934,94576415
93981786,94086537
93980863,94086531
93980864,94086531
93981818,94086560
93981825,94086570
93981751,94086506
93981775,94086526
93980877,94087464
93981819,94087504
93981820,94087505
93981753,94087428
93981752,94087428
93981776,94087447
93981777,94087447
93981807,94087482
93981813,94086554
93980939,94086578
93981840,94086581
93980907,94087502
93981781,94087450
93981789,94086539
94470312,94576411
93981839,94087535
93980912,94087506
93980926,94087521
93980940,94087532
93981836,94087532
95073595,95177283
95073599,95178156
93980846,94086508
94470938,94575776
95074370,95178153
95074370,95178154
97646560,97746017
97646561,97746017
94470933,94576414
95555340,95657847
95555345,95658410
94470323,94575774
94470939,94575774
95074375,95177289
95556138,95658403
95556138,95657846
95556147,95657858
95074369,95177285
95074371,95177285
95074365,95177277
95074348,95177261
97646566,97746027
97646566,97746026
95556130,95657837
95555344,95658409
95555344,95658408
95555339,95657841
95556137,95658402
97646559,97746693
97646559,97746692
96875197,96969758
96875199,96969758
96875196,96969758
96875198,96969759
96875209,96969767
96875201,96969760
95556151,95657864
95073602,95177311
95556141,95657849
95556162,95658429
94470390,94575837
94470403,94575853
94470412,94576491
94470337,94576440
94470354,94576451
94470370,94575820
94470952,94576436
94470987,94576480
94470999,94576489
94471003,94575862
98481130,98578816
98481129,98578815
94470955,94576444
94470362,94575812
94470972,94576459
94470996,94576487
94470997,94576487
94470998,94576487
94470959,94576448
94470405,94575854
94470416,94575863
94470343,94576446
94470980,94576468
94470984,94576475
94470989,94575843
94470417,94575865
94470339,94575792
94470340,94575792
94470956,94576445
94470360,94576456
94470953,94576442
94470971,94575818
94470985,94576476
94470992,94575848
94470356,94575806
94470388,94576478
95073608,95178172
95556163,95658435
94470977,94576465
95074392,95177307
95074393,95177308
95074393,95177310
95074393,95178161
95555349,95657861
95556156,95658419
94470967,94575807
95556154,95657866
95074389,95178160
95073605,95178170
96875224,96969779
95555362,95658433
95074388,95177304
95074388,95177305
95555346,95658411
95555352,95658415
97646562,97746018
97646562,97746019
96875923,96970419
96875923,96970420
