suspect_using_id,offense_id
4,91124963
3,91124972
4,91618994
4,92509421
4,92508047
4,93031329
4,93031330
4,93031331
4,94576413
4,94576424
4,94576417
4,100101587
4,94575769
4,95178131
4,95177237
3,95177238
1,95657729
4,97745908
3,97746612
4,92509457
4,92509456
4,91124993
4,91125000
4,92508095
4,91125241
4,91124999
4,93031377
4,93031378
4,93031380
4,91125247
4,91125246
4,92509477
4,91124997
4,91125005
4,91125254
4,91125264
4,91125056
4,91125032
4,91125275
4,91619004
4,91125053
4,91125038
4,91125279
4,93032141
4,91619112
4,91125269
4,91125054
4,91125039
4,91125273
4,91125255
4,91125027
4,91125257
4,91125256
4,91125263
4,91619114
4,91619006
4,91619005
4,91619008
4,91619117
4,92510105
4,91619003
4,94086456
4,92509478
3,92510109
3,92510108
4,92508104
4,92510113
4,92510114
4,92509520
4,92509496
4,92510132
4,92509524
4,92509525
4,92509497
4,92510160
4,92510130
4,93031386
4,92509492
4,92509491
4,92510135
3,92509493
4,92510166
4,92510116
4,92510173
4,92510117
4,92510165
4,92510176
4,92510139
4,95177284
4,97746661
4,97745966
4,93031402
4,93031416
4,93032151
4,93032156
4,93032143
4,93031403
4,93031398
4,93031392
4,93031395
4,93032160
4,93032159
4,93613109
4,93031381
4,93031390
4,93031379
4,93031399
4,93031414
4,93613111
4,95177286
4,95177278
4,95177281
4,95177279
4,93613107
4,93612360
4,93613110
4,93612358
4,93613114
4,94576421
4,94087374
4,94087375
4,93613113
4,94575778
4,94086457
4,94086458
4,93613106
4,93612359
4,93612362
4,94576419
4,93613108
4,93613119
4,93613112
4,94575770
4,94576416
4,94575768
4,95177276
4,95177287
4,97745984
4,94575787
4,94576418
2,94575771
4,95658289
4,95177282
4,95177280
4,94576420
4,95177295
4,95177317
4,95178162
4,95178158
3,95178157
4,95177321
4,95177319
4,95178164
4,95177303
4,95178166
4,95177306
4,95177299
4,95178167
4,95177300
4,95177302
4,97746656
4,97746667
4,95658280
4,95177322
4,95177330
4,95178177
4,95177337
4,95177332
4,95177335
4,95177345
4,95177331
4,95178179
4,95178175
4,95177336
4,95177323
4,95657743
4,95657745
4,95657752
4,95658304
4,97745979
4,95657747
4,95658296
4,95658282
4,97745969
4,100100973
4,97746709
4,97745968
4,97746016
4,97746044
4,97746008
4,97746704
4,97745999
4,97746694
4,97746695
4,97746674
4,97746011
4,97746673
4,97746698
4,97746676
4,97746706
4,97746707
4,97746004
4,97746700
4,97746689
4,100101628
4,100100957
4,93611925
4,93611926
4,93611928
4,91124720
4,91124729
4,91123974
4,93611929
4,91618789
4,91618788
4,93612174
4,93612176
4,93611935
4,93611938
4,93612187
4,93612182
4,93611940
4,93611939
4,95657566
4,95657038
4,94086246
4,95657033
4,95657040
4,95657035
4,95657039
4,95657567
4,95657041
4,95175886
4,95657568
4,95657569
4,98578606
4,98578609
4,98578610
4,97745504
4,98578607
4,95657085
4,91124732
1,91123986
4,91617982
4,91617974
3,91617979
4,91618809
3,91617975
3,91618801
4,91618808
4,95175935
4,96968988
4,95175930
4,95175931
4,96968987
4,95175945
4,95176969
3,95175953
4,95176966
4,95176964
4,95175944
4,95176981
4,96969311
4,96969307
4,96969312
4,100430827
4,100101488
4,100430817
4,100430815
4,98578703
4,90677578
4,90678138
4,90678151
4,91125152
4,91124908
4,91618047
4,91124890
4,93612239
4,93612015
1,93612019
4,93611989
4,93612231
4,93612237
4,93612016
4,94087328
4,94087335
4,94087326
4,94087312
4,94086404
4,94087314
4,94086433
4,94087340
4,94086430
4,94086399
4,94087315
1,94087313
4,94087310
4,94086442
4,94087349
4,94087348
4,94086447
4,94086437
4,94087365
4,93612242
4,94086453
4,94087355
4,94087359
4,94087362
4,94575732
4,94576386
4,94576394
4,94575733
4,94575746
4,94575723
4,94576387
4,94575728
4,94575754
4,94575756
4,94576401
4,97746578
4,97746576
4,97746580
1,95176086
4,97745861
4,97745862
4,95658188
4,97745882
4,97746577
4,97745879
4,97746588
4,96970231
4,96969554
4,97746603
4,97745892
4,91618988
4,91618092
4,91125280
4,91125071
4,91125267
4,91125312
4,91125047
4,91125232
4,91125231
4,91125272
4,91125317
4,91125318
4,91125086
4,91125338
4,91125003
3,91125284
4,91125011
4,91125059
4,91125058
4,90678222
4,91124994
4,91125235
4,91125024
4,91125051
4,91618104
4,91618102
4,91125028
4,91125236
4,91125049
4,91125314
4,91125348
4,91125360
4,90678224
4,91124988
4,91125044
4,91125282
4,90677666
4,90678223
4,91125303
4,91125341
4,91125104
4,91125292
4,91125004
4,91125065
4,91125376
4,91125250
4,91125333
4,91125351
4,91125043
4,91125057
4,91125026
4,93612382
4,91619110
4,94087371
4,94087370
4,91618091
4,91125528
4,91125560
4,91125588
4,91125610
4,91125627
4,91125658
4,91125423
4,91125513
4,91125538
4,91125576
4,91125598
4,91125630
4,91125405
4,91125517
4,91125549
4,91125582
4,91125602
4,91126238
4,91126136
4,91125527
4,91125553
4,91125594
4,91125623
4,91125644
4,91125663
4,91126132
4,91126134
4,91125489
4,91125475
4,91126218
4,91126223
4,91125597
4,91126243
4,91125479
4,91619111
4,91125442
4,91126186
4,91126204
4,91126227
4,91126242
4,91125415
4,91125488
4,91125464
4,91125512
4,91126226
4,91126240
4,91126165
4,91126195
4,91126210
4,91126225
4,91126244
4,91126255
4,91126137
4,91126178
4,91126133
4,95177267
4,98579115
4,91619169
4,91619120
4,91619018
4,91619141
4,91619015
4,92051396
4,91619094
4,91619125
4,91619033
4,91619045
4,91619143
4,91619085
4,91619153
4,91620109
4,91620115
4,91619142
4,91620113
4,91620128
4,91619130
4,91619172
4,92051378
4,91619134
4,91620116
4,91619063
4,91619152
4,92050437
4,91619041
4,91620112
3,91619127
3,91619126
4,91619123
4,91619124
4,91619092
4,91619088
4,91619089
4,91619087
4,91619158
4,91619118
4,91619136
4,92509435
4,91620130
4,91619051
4,91620119
4,91619035
4,91619168
4,91619145
4,91619016
4,91619099
4,91619098
4,91619097
4,91619060
4,91620114
4,93613166
4,93613157
4,92508067
4,92509433
4,92051452
4,92050684
4,92050548
4,92050549
4,92050603
4,92050709
4,92050512
4,92051428
4,92050522
4,92050544
4,92050598
4,92050704
4,92050523
4,92050562
4,92050670
4,92051503
4,92050623
4,92050656
4,92050686
4,92051460
4,92050615
4,92050614
4,92050657
4,92050507
4,92051514
4,92050681
4,92050561
4,92050559
4,92050560
4,92051469
4,92050655
4,92051474
4,92508075
4,92050505
4,92050654
4,92050511
4,92051454
4,92050678
4,92051509
4,92050499
4,92050713
4,92050572
4,92051489
4,92051490
1,92050690
4,92050593
4,93031305
4,94086463
4,93613172
4,95178151
4,95178150
4,92510161
4,92509501
4,92509570
4,92510229
4,92509489
4,92509522
4,92510197
4,92509549
4,92509579
4,92510156
4,92509576
4,92510216
4,92509575
4,92509523
4,92509534
4,92509535
4,92509561
4,92510155
4,92510228
1,92510184
4,92509589
4,92509593
4,92509484
4,92509500
4,92509499
4,92510145
4,92510120
4,93031326
4,92510124
4,92510191
4,92509526
4,92510198
4,93613195
4,92510126
4,92510154
4,92510202
4,92510201
4,92510123
4,92509545
4,92509580
4,92510235
4,92510215
4,92510185
4,92510147
4,92509584
4,92510203
4,94086472
4,93031316
4,94087403
4,94086477
4,94576399
4,93613186
4,93613193
4,94576409
4,93613178
4,93613185
4,93613184
4,94087387
4,94086468
4,94087405
4,94576402
4,94575767
4,95177265
4,95177266
4,94087413
4,94087415
4,94087496
4,94087497
4,94087446
4,94087476
4,94087475
4,94086488
4,94087421
4,94087460
4,94087481
4,94086502
4,94087453
4,94086562
4,94086558
4,94086493
3,94086510
4,94086511
4,94086529
4,94086530
4,94086542
4,94087493
4,94087500
4,94086498
4,94087425
4,94086507
4,94086518
4,94087452
4,94086543
4,94087416
4,94086549
4,94087442
4,94086545
4,94086563
4,94087417
4,94087448
4,94087426
4,94086561
4,94086513
4,94086556
4,94086568
4,94086500
4,94087441
4,94087440
