nibrs_month_id,agency_id,month_num,data_year,reported_status,report_date,prepared_date,update_flag,orig_format,ff_line_number,data_home,ddocname,did
7292072,16599,1,2016,I,2001-01-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_01_PA0363100_NIBRS,2455210
7315872,16599,2,2016,I,2002-02-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_02_PA0363100_NIBRS,3484953
7315873,16599,3,2016,Z,2003-03-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_03_PA0363100_NIBRS,3483744
7364657,16599,4,2016,I,2004-04-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_04_PA0363100_NIBRS,5227613
7358935,16599,5,2016,I,2005-05-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_05_PA0363100_NIBRS,5228170
7379115,16599,6,2016,I,2006-06-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_06_PA0363100_NIBRS,8795172
7467214,16599,7,2016,I,2007-07-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_07_PA0363100_NIBRS,18807486
7468609,16599,8,2016,I,2008-08-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_08_PA0363100_NIBRS,8794619
7494447,16599,9,2016,I,2009-09-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_09_PA0363100_NIBRS,9868673
7497787,16599,10,2016,Z,2010-10-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_10_PA0363100_NIBRS,9867847
7519397,16599,11,2016,I,2011-11-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_11_PA0363100_NIBRS,10693729
7617789,16599,12,2016,I,2012-12-01 00:00:00,2017-11-07 00:00:00,N,F,,C,2016_12_PA0363100_NIBRS,14854341
7292075,16607,1,2016,I,2001-01-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_01_PA0363900_NIBRS,6178504
7289283,16607,2,2016,I,2002-02-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_02_PA0363900_NIBRS,6178508
7315874,16607,3,2016,I,2003-03-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_03_PA0363900_NIBRS,7994810
7358936,16607,4,2016,I,2004-04-01 00:00:00,2017-11-06 00:00:00,N,F,,C,2016_04_PA0363900_NIBRS,5227689
