property_id,incident_id,prop_loss_id,stolen_count,recovered_count,ff_line_number
92427854,78834047,6,,,
92427855,78834047,6,,,
92425733,78834974,7,,,
92431841,78834976,7,,,
92427856,78834977,4,,,
92425734,78834983,6,,,
92430863,78834972,6,,,
92430864,78834972,6,,,
92418015,78834978,7,,,
92424578,78834979,7,,,
92424579,78834980,1,,,
92431842,78834981,6,,,
92431843,78834981,6,,,
92427853,78834044,4,,,
92430861,78834045,7,,,
92430862,78834045,7,,,
92417714,78834046,7,,,
92417715,78834046,7,,,
92417716,78834046,7,,,
92417717,78834046,7,,,
92417719,78834970,4,,,
92417720,78834970,6,,,
92417721,78834970,6,,,
92417718,78834048,1,,,
92425731,78834051,6,,,
92425732,78834051,6,,,
92427852,78834043,6,,,
92430866,78834993,6,,,
92424580,78834994,4,,,
92430867,78834995,6,,,
92424581,78834997,7,,,
92424582,78834997,7,,,
92431844,78834998,7,,,
92431845,78834999,7,,,
92425735,78835000,7,,,
92424583,78835001,7,,,
92431849,78835024,7,1,,
92424585,78835025,7,0,,
92418023,78835026,7,,,
92425741,78835027,4,,,
92418024,78835028,4,,,
92418025,78835029,6,,,
92424586,78835031,7,,,
92431850,78835035,7,0,,
92431856,78835087,7,,,
92425745,78835088,7,,,
92424602,78835089,7,,,
92424603,78835090,7,,,
92425746,78835091,7,,,
92417732,78835092,7,,,
92418034,78835094,7,,,
92427858,78835002,7,,,
92418019,78835003,1,,,
92417724,78835005,7,,,
92427860,78835006,6,,,
92427861,78835006,6,,,
92417725,78835007,7,,,
92418020,78835008,7,,,
92424587,78835036,6,,,
92417728,78835037,4,,,
92430870,78835038,1,,,
92424588,78835039,4,,,
92425744,78835075,7,,,
92418031,78835080,7,,,
92424600,78835081,7,,,
92418032,78835082,7,,,
92430875,78835083,4,,,
92427866,78835084,7,,,
92424601,78835085,7,,,
92418033,78835086,7,1,,
92427862,78835048,4,,,
92418027,78835051,1,,,
92430873,78835052,7,,,
92424590,78835053,7,1,,
92424591,78835055,4,,,
92418028,78835056,1,,,
92417730,78835057,6,,,
92417731,78835057,6,,,
92425742,78835058,7,,,
92431852,78835059,7,,,
92424592,78835060,6,,,
92424593,78835060,6,,,
92424595,78835065,6,,,
92424596,78835065,6,,,
92424597,78835065,6,,,
92430868,78835009,6,,,
92425736,78835010,6,,,
92418021,78835011,7,,,
92431846,78835012,6,,,
92431847,78835012,6,,,
92431848,78835013,7,,,
92430871,78835046,7,,,
92431851,78835040,4,,,
92418022,78835014,6,,,
92430869,78835015,7,,,
92425737,78835016,7,,,
92425738,78835018,7,,,
92417726,78835019,7,,,
92417727,78835019,7,,,
92424584,78835020,7,,,
