arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
22621539,78835029,1,A00000144056,2015-06-15 00:00:00,3,N,16,5,22,M,1,2,R,,,,,
22621540,78835030,1,A00000144154,2015-06-16 00:00:00,2,N,53,5,17,F,1,2,R,H,,,,
22621541,78835030,2,A00000144155,2015-06-16 00:00:00,2,N,53,5,16,F,1,2,R,H,,,,
22621542,78835031,1,A00000144243,2015-06-18 00:00:00,2,N,23,5,35,M,1,2,N,,,,,
22621543,78835032,1,A00000144238,2015-06-23 00:00:00,3,N,51,5,48,F,1,2,R,,,,,
22621544,78835034,1,A00000144446,2015-07-01 00:00:00,2,N,51,5,24,M,1,2,R,,,,,
22621573,78835087,1,A00000149197,2015-12-24 00:00:00,2,N,48,5,52,F,1,2,R,,,,,
22621574,78835089,1,A00000148789,2015-12-22 00:00:00,2,N,23,5,15,M,1,2,R,H,,,,
22621575,78835092,1,A00000149145,2015-12-30 00:00:00,2,N,47,5,30,F,1,2,R,,,,,
22621580,78835098,1,A00000151366,2015-12-11 00:00:00,2,N,48,5,22,M,1,1,N,,,,,
22621581,78835099,1,A00000151456,2015-12-15 00:00:00,2,N,48,5,48,M,1,2,N,,,,,
22621582,78835100,1,A00000151790,2015-12-18 00:00:00,2,N,48,5,52,M,1,2,N,,,,,
22621583,78835101,1,A00000152107,2015-12-27 00:00:00,2,N,48,5,50,M,1,2,N,,,,,
22621529,78835002,1,A00000141827,2015-03-03 00:00:00,2,N,23,5,36,F,1,2,R,,,,,
22621530,78835003,1,A00000141811,2015-03-12 00:00:00,2,N,10,5,36,M,1,2,R,,,,,
22621569,78835080,1,A00000147745,2015-11-10 00:00:00,2,N,47,5,67,M,1,2,N,,,,,
22621570,78835081,1,A00000148105,2015-11-25 00:00:00,2,N,23,5,67,M,1,2,N,,,,,
22621572,78835083,2,A00000147942,2015-11-19 00:00:00,2,N,5,5,16,M,1,2,R,R,,,,
22621571,78835083,1,A00000147941,2015-11-19 00:00:00,2,N,34,5,16,M,1,2,R,R,,,,
22621579,78835097,1,A00000151205,2015-11-27 00:00:00,2,N,48,5,34,M,1,1,N,,,,,
22621568,78835079,1,A00000147660,2015-11-06 00:00:00,3,N,51,5,43,M,1,2,R,,,,,
22621551,78835050,1,A00000146106,2015-09-04 00:00:00,2,N,51,5,59,F,1,2,R,,,,,
22621552,78835051,1,A00000146207,2015-09-09 00:00:00,1,N,16,5,27,M,1,2,R,,,,,
22621553,78835057,1,A00000146443,2015-09-17 00:00:00,3,N,16,5,26,M,1,2,R,,,,,
22621576,78835093,1,A00000149519,2015-09-05 00:00:00,2,N,48,5,37,M,2,1,N,,,,,
22621577,78835095,1,A00000149778,2015-09-27 00:00:00,2,N,48,5,28,M,1,2,N,,,,,
22621554,78835058,1,A00000146729,2015-09-28 00:00:00,2,N,23,5,43,F,1,2,N,,,,,
22621555,78835058,2,A00000146730,2015-09-28 00:00:00,2,N,23,5,55,M,1,2,N,,,,,
22621556,78835060,1,A00000146661,2015-09-27 00:00:00,3,N,48,5,24,M,1,2,U,,,,,
22621561,78835065,1,A00000146998,2015-09-27 00:00:00,2,N,16,5,23,M,1,2,R,,,,,
22621531,78835009,1,A00000142622,2015-04-16 00:00:00,3,N,34,5,19,M,1,2,R,,,,,
22621532,78835010,1,A00000142689,2015-04-19 00:00:00,1,N,16,5,20,M,2,2,R,,,,,
22621533,78835012,1,A00000142802,2015-04-23 00:00:00,3,N,16,5,31,M,1,2,N,,,,,
22621534,78835014,1,A00000143089,2015-05-02 00:00:00,1,N,16,5,30,M,1,2,R,,,,,
22621535,78835015,1,A00000143664,2015-06-09 00:00:00,2,N,34,5,57,M,1,2,R,,,,,
22621536,78835020,1,A00000143417,2015-05-19 00:00:00,3,N,49,5,57,M,1,2,R,,,,,
22621537,78835022,1,A00000143606,2015-05-23 00:00:00,3,N,52,5,17,M,1,2,R,R,,,,
22621545,78835041,1,A00000145661,2015-08-20 00:00:00,2,N,23,5,38,M,1,2,N,,,,,
22621546,78835042,1,A00000145508,2015-08-13 00:00:00,1,N,16,5,18,M,1,2,R,,,,,
22621547,78835043,1,A00000145534,2015-08-15 00:00:00,3,N,51,5,38,M,1,1,R,,,,,
22621548,78835044,1,A00000145562,2015-08-16 00:00:00,3,N,53,5,51,M,1,2,R,,,,,
22621549,78835045,1,A00000145737,2015-08-23 00:00:00,3,N,10,5,40,M,1,2,N,,,,,
22621550,78835047,1,A00000146382,2015-08-28 00:00:00,2,N,23,5,70,M,1,2,N,,,,,
22621578,78835096,1,A00000150220,2015-10-13 00:00:00,2,N,48,5,44,F,1,2,N,,,,,
22621557,78835062,1,A00000146992,2015-10-06 00:00:00,2,N,34,5,51,M,1,2,N,,,,,
22621558,78835063,1,A00000146961,2015-10-07 00:00:00,2,N,23,5,45,M,1,2,R,,,,,
22621559,78835064,1,A00000146947,2015-10-07 00:00:00,2,N,51,5,20,F,1,2,R,,,,,
22621560,78835064,2,A00000146948,2015-10-07 00:00:00,2,N,51,5,20,F,1,2,N,,,,,
22621562,78835066,1,A00000147022,2015-10-11 00:00:00,3,N,35,5,31,M,1,2,R,,,,,
22621563,78835070,1,A00000147358,2015-10-14 00:00:00,3,N,10,5,52,F,1,2,N,,,,,
22621564,78835071,1,A00000147352,2015-10-13 00:00:00,2,N,23,5,16,M,1,2,R,H,,,,
22621565,78835073,1,A00000147177,2015-10-17 00:00:00,2,N,51,5,27,F,1,2,R,,,,,
22621566,78835077,1,A00000147482,2015-10-30 00:00:00,1,N,16,5,32,M,1,2,R,,,,,
22621567,78835078,1,A00000147498,2015-10-31 00:00:00,1,N,10,5,24,F,1,2,R,,,,,
22620593,78834985,1,A00000140625,2015-01-03 00:00:00,2,N,51,5,19,M,1,2,R,,,,,
22620594,78834986,1,A00000140568,2015-01-10 00:00:00,2,N,51,5,38,M,1,2,N,,,,,
22620595,78834989,1,A00000140643,2015-01-18 00:00:00,1,N,16,5,18,M,1,2,R,,,,,
22620596,78834991,1,A00000140781,2015-01-26 00:00:00,3,N,51,5,36,M,1,2,R,,,,,
22621521,78834992,1,A00000140919,2015-01-30 00:00:00,3,N,23,5,30,M,1,2,R,,,,,
22606419,78802335,1,A00000140574,2015-01-15 00:00:00,2,N,16,5,14,M,1,2,R,R,,,,
22606422,78802338,1,A00000142409,2015-03-24 00:00:00,2,N,28,5,14,F,1,2,R,R,,,,
22606423,78802339,1,A00000142934,2015-05-02 00:00:00,2,N,45,5,38,F,1,2,R,,,,,
22606424,78802343,1,A00000143747,2015-06-03 00:00:00,2,N,5,5,15,M,2,2,R,R,,,,
22606418,78802334,1,BIG15-1457,2015-07-09 00:00:00,1,C,49,5,24,M,2,2,R,,,,,
22606425,78802346,1,A00000144778,2015-07-07 00:00:00,1,N,34,5,25,M,2,2,R,,,,,
22606426,78802348,1,A00000145977,2015-07-23 00:00:00,2,N,48,5,21,M,1,1,N,,,,,
22606435,78802361,1,A00000149188,2016-01-11 00:00:00,2,N,41,5,39,M,1,2,R,,,,,
22606430,78802354,1,A00000147443,2015-10-29 00:00:00,2,N,53,5,16,F,1,2,R,R,,,,
22606431,78802355,1,A00000147612,2015-10-24 00:00:00,2,N,53,5,24,F,1,2,R,,,,,
22606432,78802356,1,A00000147667,2015-10-24 00:00:00,2,N,16,5,24,F,1,2,R,,,,,
22606429,78802353,1,A00000147127,2015-10-15 00:00:00,2,N,35,5,16,M,1,2,R,R,,,,
22606420,78802336,1,A00000142218,2015-03-30 00:00:00,2,N,51,5,14,F,1,2,R,R,,,,
22606421,78802337,1,A00000142410,2015-03-30 00:00:00,2,N,47,5,17,F,1,2,U,R,,,,
22606427,78802350,1,A00000145980,2015-08-27 00:00:00,2,N,51,5,22,M,1,1,N,,,,,
22606428,78802352,1,A00000146228,2015-08-21 00:00:00,3,N,53,5,22,M,1,1,N,,,,,
22606433,78802358,1,A00000149080,2016-01-06 00:00:00,2,N,44,5,58,M,1,2,R,,,,,
22606434,78802359,1,A00000148927,2015-12-16 00:00:00,2,N,16,5,15,M,1,2,R,R,,,,
22606442,78802373,1,A00000141984,2015-03-16 00:00:00,2,N,51,5,28,F,1,2,R,,,,,
22606443,78802374,1,A00000142185,2015-03-22 00:00:00,1,N,35,5,18,M,1,2,R,,,,,
22606444,78802376,1,A00000142468,2015-04-11 00:00:00,3,N,34,5,25,M,1,2,R,,,,,
22606445,78802377,1,A00000142539,2015-04-08 00:00:00,2,N,23,5,32,F,1,2,R,,,,,
22606446,78802378,1,A00000142785,2015-04-21 00:00:00,3,N,16,5,20,M,1,2,R,,,,,
22606447,78802381,1,A00000142918,2015-04-29 00:00:00,2,N,53,5,16,M,1,2,R,R,,,,
22607385,78802404,1,A00000144554,2015-07-07 00:00:00,3,N,5,5,43,M,1,1,R,,,,,
22607386,78802409,1,A00000144796,2015-07-16 00:00:00,2,N,51,5,24,M,1,1,R,,,,,
22607387,78802410,1,A00000145022,2015-07-20 00:00:00,2,N,51,5,64,M,1,2,R,,,,,
22606436,78802362,1,A00000140282,2015-01-03 00:00:00,2,N,44,5,25,M,1,2,R,,,,,
22606437,78802363,1,A00000140458,2015-01-06 00:00:00,1,N,16,5,20,M,1,2,R,,,,,
22606438,78802364,1,A00000140881,2015-01-19 00:00:00,2,N,35,5,27,M,1,2,R,,,,,
22606439,78802365,1,A00000140870,2015-01-20 00:00:00,1,N,16,5,23,M,1,2,R,,,,,
22606440,78802370,1,A00000141359,2015-02-19 00:00:00,2,N,16,5,19,M,1,2,R,,,,,
22606441,78802371,1,A00000141402,2015-02-16 00:00:00,1,N,35,5,21,F,1,2,R,,,,,
22607380,78802398,1,A00000144063,2015-06-13 00:00:00,3,N,16,5,32,M,1,2,N,,,,,
22607381,78802401,1,A00000144391,2015-06-30 00:00:00,1,N,51,5,32,M,1,2,R,,,,,
22607382,78802402,1,A00000144541,2015-06-24 00:00:00,2,N,41,5,19,M,1,2,R,,,,,
22607384,78802403,2,A00000144545,2015-06-27 00:00:00,2,N,52,5,15,F,2,2,R,R,,,,
22607383,78802403,1,A00000144544,2015-06-27 00:00:00,2,N,52,5,20,F,1,2,R,,,,,
22607370,78802383,1,A00000143090,2015-05-06 00:00:00,2,N,51,5,43,M,1,2,R,,,,,
22607371,78802384,1,A00000143336,2015-05-06 00:00:00,1,N,22,5,27,M,1,2,R,,,,,
22607372,78802385,1,A00000143228,2015-05-05 00:00:00,2,N,23,5,28,M,1,2,N,,,,,
22607373,78802386,1,A00000143238,2015-05-12 00:00:00,3,N,35,5,29,M,1,2,R,,,,,
22607374,78802387,1,A00000143321,2015-05-16 00:00:00,3,N,51,5,29,F,1,2,R,,,,,
22607375,78802389,1,A00000143440,2015-05-20 00:00:00,3,N,23,5,19,F,1,2,R,,,,,
22607376,78802390,1,A00000143611,2015-05-27 00:00:00,1,N,23,5,28,M,1,2,R,,,,,
22607377,78802391,1,A00000143633,2015-05-27 00:00:00,2,N,51,5,26,F,1,2,R,,,,,
22607378,78802392,1,A00000143734,2015-06-02 00:00:00,2,N,5,5,16,M,2,3,R,H,,,,
22607379,78802393,1,A00000143738,2015-06-02 00:00:00,2,N,53,5,37,M,1,2,R,,,,,
22607388,78802417,1,A00000140548,2015-01-09 00:00:00,2,N,51,5,12,M,2,2,R,H,,,,
22607401,78802438,1,A00000149051,2015-12-04 00:00:00,2,N,51,5,54,F,1,2,R,,,,,
22607402,78802439,1,A00000148562,2015-12-07 00:00:00,2,N,11,5,53,M,1,2,N,,,,,
22607403,78802440,1,A00000148847,2015-12-24 00:00:00,1,N,10,5,17,M,1,2,R,R,,,,
22607398,78802432,1,A00000149044,2015-09-01 00:00:00,2,N,48,5,20,M,1,2,R,,,,,
22607389,78802421,1,A00000140946,2015-01-09 00:00:00,2,N,23,5,13,F,1,2,R,H,,,,
22607400,78802436,1,A00000148207,2015-11-05 00:00:00,2,N,28,5,42,F,1,2,R,,,,,
22607399,78802433,1,A00000147269,2015-10-18 00:00:00,2,N,39,5,38,M,1,2,N,,,,,
22607395,78802428,1,A00000144757,2015-07-14 00:00:00,2,N,34,5,26,M,1,1,R,,,,,
22607396,78802429,1,A00000144953,2015-07-21 00:00:00,2,N,11,5,37,F,1,2,R,,,,,
22607397,78802430,1,A00000148226,2015-06-22 00:00:00,2,N,35,5,34,M,1,2,R,,,,,
23872694,82808695,1,A00000143499,2015-04-26 00:00:00,1,N,10,5,31,F,1,2,N,,,,31,0
22607392,78802424,2,A00000143959,2015-06-11 00:00:00,2,N,16,5,21,F,1,2,R,,,,,
22607391,78802424,1,A00000143960,2015-06-11 00:00:00,2,N,16,5,19,F,1,1,R,,,,,
22607393,78802425,1,A00000143961,2015-06-11 00:00:00,2,N,16,5,44,F,1,2,R,,,,,
22607390,78802422,1,A00000141469,2015-02-25 00:00:00,1,N,51,5,26,M,1,2,R,,,,,
22617247,78826180,1,A00000145806,2015-08-25 00:00:00,1,N,16,5,24,M,1,2,R,,,,,
22617248,78826180,2,A00000145809,2015-08-26 00:00:00,2,N,16,5,32,F,1,2,R,,,,,
22617246,78826179,1,A00000145257,2015-07-30 00:00:00,2,N,16,5,24,M,1,2,R,,,,,
22617241,78826175,1,A00000141252,2015-02-13 00:00:00,1,N,48,5,18,F,1,2,R,,,,,
22617242,78826176,1,A00000141330,2015-02-18 00:00:00,2,N,48,5,22,M,1,1,R,,,,,
22617243,78826177,2,A00000141479,2015-02-23 00:00:00,3,N,48,5,24,M,1,2,R,,,,,
22617244,78826177,1,A00000141476,2015-02-25 00:00:00,2,N,48,5,19,M,1,2,R,,,,,
22617245,78826178,1,A00000141677,2015-02-25 00:00:00,2,N,35,5,26,M,1,2,R,,,,,
22617265,78826207,1,A00000142386,2015-04-07 00:00:00,3,N,23,5,20,F,1,2,N,,,,,
22617266,78826210,1,A00000142935,2015-04-21 00:00:00,2,N,51,5,11,F,1,2,R,R,,,,
22617267,78826211,1,A00000142889,2015-04-28 00:00:00,2,N,28,5,29,M,2,2,R,,,,,
22617268,78826216,1,A00000143360,2015-05-17 00:00:00,2,N,45,5,31,M,2,2,R,,,,,
22617269,78826217,1,A00000142920,2015-04-23 00:00:00,2,N,14,5,44,M,1,2,R,,,,,
22617275,78826245,1,A00000145340,2015-04-02 00:00:00,2,N,16,5,18,M,1,2,N,,,,,
22617272,78826240,1,A00000144262,2015-06-24 00:00:00,3,N,23,5,29,M,1,2,N,,,,,
22617273,78826241,1,A00000144369,2015-06-29 00:00:00,3,N,14,5,25,M,1,2,N,,,,,
22617274,78826242,1,A00000144380,2015-06-29 00:00:00,1,N,53,5,40,F,1,2,R,,,,,
22617257,78826195,1,A00000141823,2015-03-08 00:00:00,2,N,23,5,29,F,1,2,N,,,,,
22617258,78826196,1,A00000142031,2015-03-10 00:00:00,2,N,48,5,14,M,1,2,R,R,,,,
22617259,78826197,1,A00000141951,2015-03-18 00:00:00,3,N,48,5,33,F,1,2,N,,,,,
22617260,78826199,1,A00000142361,2015-03-12 00:00:00,2,N,23,5,33,F,1,2,N,,,,,
22617261,78826201,1,A00000142093,2015-03-17 00:00:00,2,N,23,5,14,M,1,2,R,H,,,,
22617262,78826201,2,A00000142094,2015-03-17 00:00:00,2,N,23,5,15,M,1,2,R,H,,,,
22617263,78826201,3,A00000142095,2015-03-17 00:00:00,2,N,23,5,15,M,2,2,R,H,,,,
22617264,78826205,1,A00000142367,2015-03-30 00:00:00,2,N,23,5,48,F,1,2,N,,,,,
22617280,78826263,1,A00000147884,2015-11-01 00:00:00,2,N,51,5,33,F,0,3,N,,,,,
22617281,78826263,2,A00000147886,2015-11-01 00:00:00,2,N,51,5,43,M,1,2,N,,,,,
22617282,78826264,1,A00000148029,2015-11-11 00:00:00,2,N,23,5,54,F,1,2,N,,,,,
22617279,78826256,1,A00000146800,2015-10-01 00:00:00,3,N,23,5,41,F,1,2,R,,,,,
22617270,78826225,1,A00000145023,2015-05-11 00:00:00,1,N,16,5,20,M,1,2,R,,,,,
22617271,78826227,1,A00000143571,2015-05-26 00:00:00,2,N,47,5,29,M,2,2,N,,,,,
22617249,78826181,1,A00000140853,2015-01-02 00:00:00,2,N,23,5,32,F,1,3,R,,,,,
22617250,78826184,1,A00000140538,2015-01-12 00:00:00,1,N,45,5,29,M,1,2,R,,,,,
22617251,78826185,1,A00000140551,2015-01-14 00:00:00,1,N,22,5,23,M,1,2,R,,,,,
22617252,78826186,1,A00000140658,2015-01-19 00:00:00,1,N,16,5,23,F,1,2,R,,,,,
22617253,78826188,1,A00000140699,2015-01-20 00:00:00,2,N,51,5,18,F,1,2,R,,,,,
22617276,78826246,1,A00000145013,2015-07-16 00:00:00,2,N,23,5,25,F,1,2,N,,,,,
22617277,78826247,1,A00000144831,2015-07-08 00:00:00,2,N,2,5,35,M,1,2,N,,,,,
22617283,78826267,1,A00000148931,2015-12-30 00:00:00,2,C,48,5,37,M,1,2,R,,,,,
22617284,78826267,2,A00000148932,2015-12-30 00:00:00,2,C,48,5,30,M,1,2,R,,,,,
22617254,78826190,1,A00000141009,2015-02-02 00:00:00,2,N,16,5,14,M,1,2,R,R,,,,
22617255,78826192,1,A00000141221,2015-02-12 00:00:00,2,N,51,5,15,M,1,2,R,R,,,,
22617256,78826193,1,A00000141481,2015-02-21 00:00:00,1,N,51,5,34,M,1,1,N,,,,,
22617278,78826252,1,A00000146202,2015-09-09 00:00:00,2,N,51,5,17,M,1,3,R,R,,,,
22618277,78828328,1,A00000142961,2015-04-02 00:00:00,2,N,51,5,15,M,1,2,R,H,,,,
22618282,78828333,1,A00000143001,2015-05-03 00:00:00,2,N,51,5,29,F,1,2,R,,,,,
22618252,78827346,1,A00000142301,2015-04-02 00:00:00,3,N,16,5,19,M,1,2,R,,,,,
22618253,78827348,1,A00000142322,2015-04-04 00:00:00,2,C,35,5,17,M,1,2,R,R,,,,
22618254,78827355,1,A00000142377,2015-04-02 00:00:00,2,N,51,5,28,F,1,2,R,,,,,
22618287,78828345,1,A00000143150,2015-07-14 00:00:00,2,N,45,5,18,F,1,2,R,,,,,
22618274,78827400,1,A00000142866,2015-04-16 00:00:00,2,N,35,5,20,M,0,2,R,,,,,
22618275,78827401,1,A00000143472,2015-05-22 00:00:00,2,N,43,5,8,M,1,2,R,R,,,,
22618276,78827404,1,A00000142887,2015-04-23 00:00:00,2,N,45,5,37,M,1,2,R,,,,,
22618257,78827361,1,A00000142514,2015-04-11 00:00:00,2,N,48,5,41,M,1,2,R,,,,,
22618258,78827364,1,A00000142541,2015-04-13 00:00:00,1,N,51,5,23,M,1,2,R,,,,,
22618259,78827365,1,A00000142694,2015-04-20 00:00:00,2,N,53,5,17,M,1,2,R,R,,,,
22618260,78827368,1,A00000142604,2015-04-15 00:00:00,2,N,51,5,16,M,1,2,R,H,,,,
22618261,78827370,1,A00000142620,2015-04-17 00:00:00,1,N,48,5,21,M,2,2,R,,,,,
22618262,78827374,1,A00000142654,2015-04-18 00:00:00,3,N,51,5,27,M,1,1,R,,,,,
22618263,78827375,1,A00000142768,2015-04-17 00:00:00,2,N,5,5,12,M,2,2,R,H,,,,
22618264,78827378,1,A00000142723,2015-07-28 00:00:00,2,N,35,5,45,F,1,2,R,,,,,
22618265,78827381,1,A00000142731,2015-04-16 00:00:00,1,N,48,5,21,F,1,2,R,,,,,
22618266,78827386,1,A00000143632,2015-04-19 00:00:00,2,N,45,5,43,M,1,1,R,,,,,
22618267,78827388,1,A00000142798,2015-04-23 00:00:00,2,N,10,5,43,M,1,2,N,,,,,
22618268,78827389,1,A00000143368,2015-04-22 00:00:00,2,N,48,5,35,M,1,2,R,,,,,
22618270,78827392,1,A00000142800,2015-04-24 00:00:00,2,N,27,5,21,M,1,2,R,,,,,
22618278,78828329,1,A00000142967,2015-05-01 00:00:00,1,N,53,5,21,M,1,2,N,,,,,
22618280,78828331,2,A00000142981,2015-05-02 00:00:00,3,N,34,5,18,M,1,2,R,,,,,
22618281,78828331,3,A00000142982,2015-05-02 00:00:00,3,N,34,5,33,M,2,2,R,,,,,
22618279,78828331,1,A00000142980,2015-05-02 00:00:00,3,N,49,5,29,F,1,2,R,,,,,
22618283,78828337,1,A00000143113,2015-05-07 00:00:00,1,N,51,5,59,M,1,2,R,,,,,
22618284,78828339,1,A00000143222,2015-05-07 00:00:00,2,N,51,5,16,F,2,2,R,R,,,,
22618285,78828343,1,A00000143140,2015-05-09 00:00:00,1,N,51,5,25,M,1,2,R,,,,,
22618286,78828344,1,A00000143149,2015-05-05 00:00:00,2,N,51,5,43,M,1,2,R,,,,,
22618289,78828351,1,A00000143226,2015-05-12 00:00:00,2,N,51,5,14,M,1,2,R,R,,,,
22618290,78828352,1,A00000143258,2015-05-13 00:00:00,3,N,51,5,25,F,1,2,R,,,,,
22618291,78828353,1,A00000143268,2015-05-13 00:00:00,2,N,51,5,17,M,1,2,R,R,,,,
22618292,78828356,1,A00000144148,2015-07-18 00:00:00,2,N,45,5,13,M,1,2,R,R,,,,
22618293,78828356,2,A00000144084,2015-09-04 00:00:00,2,N,41,5,22,M,1,2,R,,,,,
22618294,78828357,2,A00000145701,2015-11-09 00:00:00,2,C,16,5,20,F,1,2,R,,,,,
22618295,78828358,1,A00000143332,2015-05-16 00:00:00,1,N,51,5,20,M,1,2,R,,,,,
22618296,78828361,1,A00000143741,2015-05-07 00:00:00,3,N,21,5,18,F,2,2,N,,,,,
22618297,78828364,1,A00000143444,2015-05-20 00:00:00,2,N,2,5,57,M,1,2,R,,,,,
22618298,78828370,1,A00000143512,2015-05-22 00:00:00,2,N,35,5,29,M,1,2,R,,,,,
22618299,78828371,1,A00000143529,2015-05-19 00:00:00,2,N,51,5,43,M,1,2,N,,,,,
22618300,78828372,1,A00000144366,2015-05-24 00:00:00,2,N,28,5,26,M,1,2,R,,,,,
22618301,78828373,1,A00000143548,2015-05-25 00:00:00,1,N,44,5,28,M,1,2,R,,,,,
22618302,78828381,1,A00000143667,2015-05-30 00:00:00,2,N,5,5,18,M,1,2,R,,,,,
22618303,78828382,1,A00000143918,2015-07-17 00:00:00,2,N,45,5,34,M,1,2,R,,,,,
22618318,78828418,1,A00000144348,2015-05-17 00:00:00,2,N,5,5,22,M,1,2,R,,,,,
23974008,83068596,1,A00000147697,2016-01-26 00:00:00,2,N,16,5,52,F,1,2,R,,,,52,0
22619350,78830592,1,A00000148642,2015-12-04 00:00:00,2,N,45,5,18,M,1,2,R,,,,,
22619352,78830596,1,A00000148338,2015-12-06 00:00:00,1,N,51,5,39,M,1,2,R,,,,,
22619353,78830600,1,A00000148380,2015-12-07 00:00:00,2,N,51,5,18,M,1,2,R,,,,,
22619355,78830604,1,A00000148434,2015-12-10 00:00:00,3,N,51,5,21,M,1,2,R,,,,,
22619356,78830610,1,A00000150275,2015-12-12 00:00:00,2,N,45,5,17,M,1,1,R,R,,,,
22619357,78830611,1,A00000148514,2015-12-13 00:00:00,3,N,42,5,19,M,1,2,R,,,,,
22619359,78830625,1,A00000148735,2015-12-23 00:00:00,3,N,44,5,17,M,1,1,R,R,,,,
22619360,78830626,1,A00000148761,2015-12-23 00:00:00,2,N,51,5,14,M,1,2,R,R,,,,
22619364,78830633,1,A00000148950,2015-12-30 00:00:00,3,N,16,5,29,F,1,2,R,,,,,
22619365,78830639,1,A00000149054,2015-12-21 00:00:00,2,N,11,5,17,M,1,1,R,R,,,,
24264593,83457471,1,A00000148408,2016-03-14 00:00:00,1,N,35,5,23,M,1,2,R,,,,23,0
24868133,85621075,1,A00000154090,2015-12-21 00:00:00,2,N,45,5,19,M,1,2,R,,,,19,0
22618346,78829451,1,A00000145405,2015-08-09 00:00:00,2,N,53,5,29,M,1,2,R,,,,,
22618347,78829453,1,A00000145439,2015-08-10 00:00:00,2,N,35,5,36,M,1,2,R,,,,,
22618349,78829458,1,A00000145479,2015-08-12 00:00:00,1,N,51,5,43,F,1,2,R,,,,,
22618338,78828506,1,A00000145219,2015-08-01 00:00:00,1,N,51,5,35,M,1,2,R,,,,,
22618339,78828507,1,A00000145253,2015-08-03 00:00:00,1,N,48,5,26,M,1,2,R,,,,,
22618340,78828511,1,A00000145271,2015-08-02 00:00:00,2,N,35,5,20,M,1,2,R,,,,,
22618341,78828512,1,A00000146212,2015-09-09 00:00:00,2,N,45,5,12,M,1,2,R,H,,,,
22618342,78829439,1,A00000146817,2015-08-03 00:00:00,2,N,48,5,45,F,1,2,R,,,,,
22618343,78829443,1,A00000145343,2015-08-05 00:00:00,2,N,45,5,11,M,1,2,R,R,,,,
22618351,78829467,1,A00000145623,2015-08-19 00:00:00,3,N,40,5,23,F,2,2,R,,,,,
22618352,78829470,1,A00000145718,2015-08-23 00:00:00,3,N,51,5,26,M,1,2,R,,,,,
22618353,78829471,1,A00000145727,2015-08-23 00:00:00,2,N,53,5,14,F,1,2,R,R,,,,
22618354,78829472,1,A00000145734,2015-08-23 00:00:00,1,N,51,5,42,M,2,2,R,,,,,
22618355,78829473,1,A00000145752,2015-08-16 00:00:00,2,N,48,5,38,F,1,2,R,,,,,
22618356,78829476,1,A00000146296,2015-08-24 00:00:00,2,N,5,5,11,M,1,2,R,R,,,,
22618357,78829482,1,A00000145870,2015-08-28 00:00:00,3,N,51,5,23,M,2,2,R,,,,,
22618358,78829486,1,A00000145962,2015-08-31 00:00:00,2,N,35,5,21,M,1,2,R,,,,,
23974981,83067265,1,A00000145369,2015-08-08 00:00:00,1,N,51,5,29,M,1,2,R,,,,29,0
23974983,83067265,2,A00000145375,2015-08-08 00:00:00,3,N,51,5,25,F,1,2,R,,,,25,0
22618206,78826288,1,A00000140692,2015-01-05 00:00:00,2,N,34,5,30,M,1,2,U,,,,,
