property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
92427854,10,0,,88465440
92427855,11,1,,88465441
92425733,20,400,,88469869
92431841,4,600,,88471367
92427856,15,1000,,88465442
92425734,10,0,,88469870
92430863,10,0,,88473638
92430864,11,1,,88473639
92418015,9,0,,88424932
92424578,64,3000,,88469822
92431842,10,0,,88471368
92431843,11,1,,88471369
92427853,29,1,,88465439
92430861,49,50,,88473636
92430862,61,50,,88473637
92417714,20,12,,88438842
92417715,26,400,,88438843
92417716,61,40,,88438844
92417717,63,40,,88438845
92417719,63,1,,88438846
92417720,10,0,,88438847
92417721,63,15,,88438848
92425731,10,0,,88469867
92425732,11,1,,88469868
92427852,63,1,,88465438
92430866,10,0,,88473641
92424580,42,250,,88469823
92430867,10,0,,88473642
92424581,6,88,,88469824
92424582,63,537,,88469825
92431844,63,830,,88471370
92431845,36,100,,88471371
92425735,42,20,,88469871
92424583,20,100,,88469826
92431849,24,2500,,88471375
92424585,38,150,,88469828
92418023,20,10,,88424939
92425741,3,1000,,88469877
92418024,63,151,,88424940
92418025,10,0,,88424941
92424586,36,40,,88469829
92431850,38,1000,,88471376
92431856,62,17,,88471382
92425745,63,150,,88469881
92424602,36,94,,88469845
92424603,4,700,,88469846
92425746,20,263,,88469882
92417732,7,408,,88438858
92418034,45,99,,88424947
92427858,16,31,,88465444
92417724,20,200,,88438850
92427860,10,0,,88465446
92427861,11,1,,88465447
92417725,20,300,,88438851
92418020,36,338,,88424936
92424587,11,1,,88469830
92417728,46,200,,88438854
92424588,42,500,,88469831
92425744,63,2000,,88469880
92418031,20,60,,88424944
92424600,6,14,,88469843
92418032,6,232,,88424945
92430875,63,1,,88474697
92427866,63,200,,88465451
92424601,36,600,,88469844
92418033,24,800,,88424946
92427862,63,1,,88465448
92430873,63,82,,88474696
92424590,37,5000,,88469833
92424591,38,339,,88469834
92417730,11,1,,88438856
92417731,63,1,,88438857
92425742,6,59,,88469878
92431852,63,1000,,88471378
92424592,10,0,,88469835
92424593,11,1,,88469836
92424595,11,1,,88469838
92424596,13,300,,88469839
92424597,63,1,,88469840
92430868,11,1,,88473643
92425736,63,1,,88469872
92418021,63,19,,88424937
92431846,10,0,,88471372
92431847,11,2,,88471373
92431848,63,49,,88471374
92430871,36,550,,88474694
92431851,63,100,,88471377
92418022,10,0,,88424938
92430869,36,7000,,88473644
92425737,36,40,,88469873
92425738,63,250,,88469874
92417726,60,300,,88438852
92417727,63,200,,88438853
92424584,63,600,,88469827
92425739,63,0,,88469875
92425740,63,300,,88469876
92417729,16,6,,88438855
92418026,63,1,,88424942
92424589,11,1,,88469832
92430872,36,71,,88474695
92424599,20,4500,,88469842
92424594,63,10300,,88469837
92427863,8,22,,88465449
92427864,11,1,,88465450
92424598,16,2200,,88469841
92425743,16,150,,88469879
92418029,63,17,,88424943
92431853,50,122,,88471379
92431854,63,755,,88471380
92431855,61,200,,88471381
92427857,25,15,,88465443
92418016,10,0,,88424933
92418017,11,1,,88424934
92430865,63,2400,,88473640
92418018,63,100,,88424935
92417723,36,125,,88438849
92427859,52,0,,88465445
92391534,63,1,2015-03-25 00:00:00,88424394
92398263,20,4211,,88414309
92391114,16,378,,88417384
92398975,20,1600,,88407235
92398266,20,210,,88414311
92391116,63,1027,,88417386
92398264,63,75,,88414310
92398974,3,1,,88407234
92387040,38,100,,88411224
92391786,10,0,,88407999
92387039,11,10,,88411223
92391784,7,400,,88407997
92391115,54,200,,88417385
92398262,63,1,,88414308
92391785,63,50,,88407998
92398976,10,0,,88407236
92399107,11,30,,88408464
92391538,42,500,,88424397
92387046,8,25,,88411230
92399108,10,0,,88408465
92399109,11,15,,88408466
92399110,54,60,,88409568
92398979,11,10,,88407239
92398984,15,125870,,88407244
92398985,63,500,,88407245
92391788,63,400,,88408001
92387049,38,269,,88411233
92391120,38,269,,88417390
92386756,4,125,,88406509
92391541,63,389,,88424400
92398986,25,96,,88407246
92391542,63,43,,88424401
92391117,10,0,,88417387
92391118,11,1,,88417388
92391536,10,0,,88424395
92391537,11,1,,88424396
92387041,10,0,,88411225
92387042,11,3,,88411226
92398977,36,20,,88407237
92387043,61,599,,88411227
92398978,26,200,,88407238
92387044,10,0,,88411228
92387045,11,3,,88411229
92399105,11,30,,88408462
92399106,63,300,,88408463
92387048,63,150,,88411232
92391119,43,250,,88417389
92399113,10,0,,88409571
92399114,11,10,,88409572
92398983,13,400,,88407243
92386755,9,0,,88406508
92391787,63,150,,88408000
92398980,23,129,,88407240
92398981,11,10,,88407241
92399111,63,399,,88409569
92399112,8,42,,88409570
92391539,16,80,,88424398
92391540,3,1,,88424399
92387047,38,299,,88411231
92398982,63,50,,88407242
92386757,63,28,,88406510
92391543,63,25,,88424402
92391789,62,200,,88408002
92387052,20,2,,88411236
92398992,57,100,,88407252
92391122,47,0,,88417392
92391123,20,400,,88417393
92398993,10,0,,88407253
