victim_id,offense_id
90290826,90375277
90289952,90375282
90289967,90374396
90289968,90374391
90290848,90374392
90290846,90374391
90290857,90375306
90290860,90375310
90289974,90374408
90289976,90374408
90289977,90375315
90290890,90375331
90289995,90375333
90289994,90375333
90290893,90375335
90290893,90375334
90290003,90374438
90290005,90374441
90290017,90374456
90290909,90375352
90290909,90375351
90290020,90375359
90290026,90374466
90290027,90374467
90290927,90374468
90290927,90375374
90290957,90374508
90290064,90374514
90290070,90374518
90290967,90375410
90290970,90374520
90290970,90375412
90290077,90375413
90290078,90374525
90290079,90374526
90290080,90374527
90290090,90374538
90290981,90374541
90290101,90374550
90290105,90374556
90290105,90374557
90290105,90374558
90290108,90374561
90290111,90374565
90290118,90374573
90290124,90374577
90290136,90374592
90290140,90374595
90290139,90374596
90290143,90374602
90290156,90374614
90290156,90374613
90290824,90375275
90290825,90375276
90290828,90375279
90290828,90375278
90290834,90374384
90290838,90375288
90290837,90375288
90290839,90375289
90290841,90374388
90290843,90375293
90290845,90375295
90290850,90374399
90290852,90375296
90290852,90375297
90290856,90375302
90290855,90374400
90290859,90375305
90290859,90375308
90289972,90375309
90290862,90374405
90290863,90374406
90290889,90375330
90290891,90375332
90290894,90375340
90290895,90375341
90290896,90375342
90290897,90375343
90290900,90374435
90290900,90374436
90290002,90374437
90290903,90374444
90290903,90374443
90290908,90375354
90290912,90374459
90290914,90375358
90290959,90374512
90290958,90374509
90290958,90374510
90290966,90375408
90290969,90375411
90290968,90375411
90290971,90375414
90290972,90375414
90290973,90375415
90290973,90375416
90290974,90374524
90290975,90375417
90290982,90375424
90290983,90375425
90290985,90375428
90290987,90374545
90290986,90374544
90290995,90375433
90290996,90375434
90291010,90374594
90291011,90375444
90291023,90375454
90291035,90375462
90291035,90375463
90591863,90676065
90592791,90677469
90591865,90676066
90591882,90676081
90591891,90677508
90592831,90677519
90591899,90677522
90591904,90677532
90591904,90677530
90592846,90677529
90591907,90677529
90591906,90677529
90591906,90677531
90592849,90677529
90592847,90677529
90591905,90677529
90592850,90677529
90592857,90677536
90592873,90678115
90592876,90678116
90592878,90677550
90592881,90677556
90592880,90677554
90592884,90678121
90592884,90678120
90592883,90677549
90592883,90677548
90591927,90677564
90592907,90677575
90592907,90677576
90592928,90678152
90591953,90678162
90591953,90678163
90591953,90678164
90592972,90677636
90591985,90677645
90591985,90677647
90592983,90677646
90591986,90677646
90592988,90678211
90591988,90677654
90591988,90678212
90591990,90677659
90591990,90677658
90592792,90677470
90591864,90677471
90592794,90677473
90592793,90677473
90592795,90677472
90592796,90677474
90591866,90676067
90592797,90677475
90592799,90677477
90592802,90677483
90592805,90677485
90591894,90676089
90592825,90677517
90592828,90677512
90592841,90677528
90592845,90676093
90591900,90677523
90592848,90677523
90591897,90677523
90592843,90677523
90592834,90677523
90591902,90677523
90592840,90677523
90591903,90677523
90592851,90677523
90592844,90677523
90592861,90676098
90592867,90676103
90592870,90677546
90592872,90678111
90592874,90677551
90592875,90678117
90591922,90678125
90591924,90677557
90591924,90678119
90591926,90677562
90592892,90678129
90592892,90678130
90592901,90677572
90592908,90677577
90592918,90677589
90592926,90677594
90592925,90677594
90592968,90677632
90591981,90678198
90591981,90677633
90592971,90678200
90592975,90677638
90592980,90677642
90592981,90678207
90592981,90678206
90592982,90678209
90592982,90678208
90592984,90677648
90592995,90677662
90592997,90678215
90592998,90677663
90592998,90678216
91037788,91123980
91037088,91124733
91037088,91124734
91037793,91124739
91037802,91124751
91037809,91124753
91037812,91124753
91037811,91124753
91037806,91124753
91037808,91124753
91037810,91124752
91037100,91123995
91037179,91124069
91037889,91124068
91037893,91124832
91037893,91124833
91037898,91124841
91037901,91124077
91037901,91124840
91037925,91125107
91037929,91124869
91037929,91124868
91037933,91125115
91037933,91125116
91037937,91124875
91037937,91125127
91037964,91125163
91037974,91124909
91037277,91124915
91037982,91124927
91037985,91124928
91037989,91125179
91037989,91124934
91037990,91124939
91037291,91125181
91037991,91124938
91038010,91124952
91037324,91125214
91037324,91125213
91038023,91124969
91038036,91125227
91038034,91125227
91038063,91125009
91037364,91125252
91037083,91124731
91037086,91123984
91037107,91124767
91037113,91124007
91037860,91124807
91037865,91124049
91037163,91124049
91037175,91124822
91037175,91124060
91037191,91124848
91037191,91124849
91037195,91124082
91037228,91125119
91037228,91125118
91037235,91125129
91037939,91125130
91037939,91125131
91037273,91124902
91037273,91125158
91037318,91124955
91037317,91124954
91037321,91124959
91037321,91124958
91037322,91124961
91037326,91125216
91037327,91125218
91037330,91124966
91037330,91124965
91037331,91125222
91038039,91124984
91038039,91125228
91037359,91125008
91038074,91125021
91037367,91125025
91526821,91617990
91526833,91618850
91526833,91617998
91527796,91618858
91527796,91618000
91527796,91618855
91526834,91618859
91527805,91618870
91527810,91618880
91527815,91618860
91527813,91618860
91526848,91618860
91527814,91618860
