bias_id,offense_id
21,86945916
21,86950547
21,86950548
21,86950121
21,86950366
21,86954342
21,86950550
21,86950367
21,86950368
21,86951544
21,86951545
21,86950365
21,86954341
21,86945915
21,86950119
21,86950120
21,86954343
21,86954344
21,86950546
21,86951542
21,86954424
21,86951543
21,86954427
21,86954426
21,86950118
21,86954425
21,86950549
21,86950117
21,86950363
21,86950364
21,86950545
21,86951548
21,86951549
21,86950122
21,86951550
21,86950552
21,86950123
21,86954345
21,86954346
21,86950369
21,86950124
21,86954350
21,86950126
21,86945927
21,86950376
21,86945928
21,86945929
21,86951553
21,86950127
21,86954433
21,86954434
21,86954351
21,86954356
21,86950381
21,86958125
21,86958126
21,86950382
21,86954440
21,86945943
21,86954358
21,86951561
21,86950383
21,86951326
21,86950553
21,86945922
21,86945923
21,86954430
21,86950555
21,86950556
21,86954431
21,86945924
21,86950128
21,86954435
21,86951554
21,86950129
21,86950380
21,86945940
21,86958123
21,86945941
21,86951560
21,86951324
21,86958124
21,86945942
21,86958127
21,86951323
21,86950559
21,86950377
21,86945933
21,86951557
21,86958112
21,86958113
21,86958114
21,86945934
21,86954438
21,86954439
21,86954441
21,86951325
21,86950378
21,86954353
21,86958115
21,86958116
21,86958118
21,86958119
21,86951551
21,86950370
21,86950371
21,86945925
21,86954347
21,86954348
21,86954349
21,86950557
21,86951555
21,86954352
21,86945926
21,86951552
21,86950372
21,86950373
21,86954432
21,86950125
21,86950374
21,86950558
21,86950375
21,86954436
21,86945930
21,86945931
21,86950130
21,86945932
21,86950131
21,86951556
21,86954437
21,86958121
21,86954357
21,86958117
21,86951558
21,86950560
21,86945935
21,86951321
21,86958120
21,86950379
21,86958122
21,86945936
21,86951559
21,86945937
21,86954354
21,86954355
21,86945938
21,86945939
21,86951322
21,86951546
21,86945917
21,86950551
21,86954428
21,86945918
21,86945919
21,86951547
21,86945920
21,86945921
21,86954429
21,86950554
21,86896781
21,86902369
21,86896861
21,86895847
21,86901637
21,86902370
21,86896783
21,86896863
21,86898245
21,86896864
21,86896609
21,86896610
21,86896862
21,86896782
21,86898243
21,86898247
21,86893050
21,86898248
21,86893049
21,86898244
21,86895848
21,86898242
21,86896860
21,86901638
21,86896784
21,86898246
21,86898249
21,86896785
21,86896865
21,86896788
21,86896869
21,86896870
21,86902373
21,86893057
21,86896871
21,86896872
21,86896873
21,86896789
21,86898250
21,86896795
21,86896796
21,86898252
21,86898253
21,86901644
21,86896797
21,86893061
21,86896615
21,86901645
21,86902377
21,86896798
21,86902378
21,86893051
21,86896611
21,86896612
21,86902371
21,86902372
21,86893052
21,86893053
21,86896786
21,86896866
21,86893054
21,86896787
21,86893055
21,86893056
21,86896867
21,86896868
21,86893059
21,86896614
21,86896877
21,86896878
21,86896794
21,86901641
21,86901642
21,86901643
21,86893060
21,86898251
21,86896874
21,86901639
21,86901640
21,86896790
21,86896791
21,86902374
21,86896875
21,86896876
21,86902375
21,86896613
21,86902376
21,86893058
21,86896792
21,86896793
21,86901646
21,86902379
21,86898254
21,86896799
21,86893064
21,86896806
21,86899023
21,86896617
21,86896618
21,86896807
21,86896808
21,86899022
21,86896616
21,86896879
21,86901647
21,86896805
21,86896801
21,86893066
21,86896880
21,86896804
21,86899020
21,86899021
21,86898257
21,86893065
21,90375296
21,90375297
21,86893062
21,86893063
21,86896802
21,86896803
21,86896800
21,86940449
21,86940448
21,86938090
21,86938091
21,86934185
21,86939283
21,86938092
21,86942029
21,86938098
21,86939285
21,86939286
21,86940923
21,86942030
21,86942031
21,86940457
21,86939287
21,86934192
21,86940924
21,86940925
21,86942032
21,86939288
21,86942034
21,86942035
21,86940459
21,86936230
21,86940467
21,86940468
21,86940930
21,86942040
21,86936233
21,86940927
21,86940465
21,86940466
21,86940928
21,86940929
21,86936235
21,86940456
21,86939289
21,86940920
21,86940921
21,86934190
22,86936228
21,86940922
21,86940454
21,86939284
21,86934191
21,86940455
21,86938097
21,86936229
21,86934197
21,86936240
21,86942046
21,86936238
21,86938101
21,86938102
21,86942045
21,86936239
21,86934195
21,86934196
21,86942033
21,86940926
21,86940458
21,86942036
21,86940460
21,86940461
21,86942037
21,86936231
21,86940462
21,86936232
21,86942038
21,86942039
21,86940463
21,86938099
21,86940464
21,86936234
21,86934194
21,86942042
21,86942043
21,86942044
21,86938100
21,86940450
21,86940451
21,86936225
21,86940918
21,86940452
21,86938093
21,86938094
21,86938095
21,86940453
21,86936226
21,86936227
21,86942041
21,86934193
21,86940470
21,86936241
21,86934198
21,86938103
21,86940919
21,86942028
21,86938096
21,86934186
21,86934187
21,86934188
21,86934189
21,86939290
21,86936236
21,86936237
21,86940469
21,86936282
21,86936283
21,86943848
21,86936285
21,86941708
21,86938118
21,86942813
21,86940494
21,86943840
21,86943841
21,86939310
21,86936266
21,86943842
21,86938119
21,86939311
21,86943851
21,86938124
21,86938125
21,86938126
21,86942817
21,86938127
21,86938128
21,86936281
21,86940065
21,86940066
21,86936267
21,86936268
21,86936269
21,86936270
21,86941711
21,86936271
21,86936272
21,86940495
21,86940496
21,86941712
21,86936273
21,86936274
21,86940497
21,86938120
21,86942814
21,86942815
21,86936275
21,86941713
21,86943844
21,86943845
21,86942816
21,86941714
21,86941715
21,86938121
21,86936276
21,86936277
21,86940061
21,86941716
21,86936278
21,86938122
21,86943846
21,86938123
21,86940062
21,86940063
21,86940500
21,86936279
21,86940501
21,86940502
21,86940503
21,86940064
21,86940504
21,86940505
21,86943847
21,86940507
21,86936280
21,86942818
21,86936284
21,86942819
21,86942820
21,86942821
21,86943849
21,86942822
21,86941720
21,86940508
21,86943850
21,86938129
21,86936286
21,86938130
21,86936287
21,86938131
21,86941721
21,86938132
21,86936288
21,86938133
21,86943852
21,86942823
21,86940067
21,86940068
21,86942824
21,86936290
21,86940509
21,86941722
21,86941723
21,86941724
21,86940510
21,86940511
21,86938134
21,86941725
21,86942825
21,86940512
21,86940513
21,86942826
21,86941726
21,86940514
21,86941727
21,86941728
21,86938135
21,86942827
21,86936291
21,86936292
21,86940515
21,86940516
21,86938136
21,86936293
21,86938137
21,86942828
21,86940517
21,86938138
21,86940069
21,86940518
21,86940519
21,86936294
21,86942835
21,86949694
21,93613127
21,90678207
21,90678206
21,86943855
21,86937066
21,86942847
21,86940125
21,86950441
21,86949256
21,86949257
21,86943907
21,86942878
21,86943908
21,86942879
21,86945027
21,86945028
21,86942880
21,86945029
21,86940126
21,86938941
21,86940127
21,86943909
21,86950443
21,86943910
21,86942881
21,86938942
21,86938943
21,86938944
21,86942882
21,86950444
21,86942883
21,86945031
21,86938945
21,86949259
21,86940128
21,86943911
21,86945032
21,86938946
21,86950445
21,86940129
21,86938948
21,86949260
21,86949261
21,86938949
21,86938950
21,86950446
21,86940130
21,86945033
21,86945034
21,86943912
21,86940131
21,86940132
21,86940133
21,86945035
21,86945036
21,86945037
21,86945038
21,86945039
21,86945040
21,86938952
21,86942884
21,95177264
21,91124969
21,93613149
21,86949221
21,86942854
21,86949668
21,86949222
21,86940088
21,86943869
21,86940091
21,86943870
21,86942855
21,86937078
21,86942857
21,92508069
21,86940083
21,86949663
21,86949664
21,86942853
21,86949218
21,86949219
21,86943863
21,86943864
21,86940084
21,86949665
21,86940085
21,86937076
21,86943913
21,86943865
21,86940086
21,86937077
21,86949666
21,86949220
21,86943866
21,86940087
21,86943867
21,86943871
21,86938154
21,86949669
21,86940092
21,86938155
21,86943872
21,86949224
21,86943873
21,86949670
21,86949671
21,86937080
21,86949225
21,86937081
21,86942858
21,86938156
21,86943874
21,86942859
21,86949672
21,86943875
21,86943876
21,86949226
21,86937082
21,86938157
21,86943877
21,86949673
21,86937083
21,86949693
21,90677646
21,86939295
21,86941688
21,86939296
21,86941689
21,86940472
21,86943051
21,86936250
21,86940473
21,86940474
21,86942051
21,86943052
21,86941695
21,86942052
21,86942053
21,86943053
21,86943054
21,86939297
21,86941696
21,86936251
21,86943055
21,86943819
21,86938106
21,86936252
21,86941697
21,86942054
21,86943820
21,86941698
21,86940475
21,86943821
21,86941699
21,86939299
21,86943826
21,86943827
21,86942047
21,86942048
21,86941690
21,86936245
21,86936246
21,86936247
21,86934199
21,86942049
21,86936248
21,86941691
21,86941692
21,86943048
21,86941693
21,86943049
21,86943050
21,86940471
21,86936249
21,86938104
21,86941694
21,86938105
21,86942050
21,86936242
21,86939291
21,86936243
21,86939292
21,86936244
21,86939293
21,86939294
21,86949223
21,86942856
21,86937079
21,86949216
21,86949217
21,86950439
21,86950440
21,86943903
21,86941729
21,86940520
21,86940070
21,86940071
21,86941730
21,86936295
21,86936296
21,86943853
21,86936297
21,86938141
21,86940522
21,86938142
21,86938143
21,86938144
21,86936298
21,86942829
21,86942830
21,86943854
21,86940523
21,86941731
21,86940524
21,86941732
21,86938145
21,86940525
21,86940526
21,86940527
21,86942831
21,86941733
21,86942832
21,86942833
21,86936299
21,86942834
21,86936300
21,86936301
21,86936302
21,86940528
21,86941734
21,86936303
21,86941735
21,91618093
21,90677642
21,91124954
21,91124955
21,86936304
21,86936305
21,86936306
21,86941736
21,86936307
21,86940112
21,86940072
21,86940073
21,86940074
21,86936310
21,86942836
21,86948459
21,86936311
21,86940075
21,86948460
21,86949202
21,86941737
21,86942837
21,86943856
21,86938146
21,86940076
21,86940077
21,86942839
21,86949203
21,86942841
21,86942842
21,86942843
21,86942844
21,86949205
21,86949207
21,86949208
21,93613152
21,86949679
21,86949680
21,86940097
21,86949233
21,86938169
21,86938170
21,86949234
21,86949235
21,86949236
21,86949237
21,86945008
21,86945009
21,86940098
21,86949681
21,86940099
21,86943885
21,86943886
21,86943887
21,86943888
21,86949682
21,86949683
21,86949684
21,86949239
21,86940100
21,86940101
21,86940102
21,86945010
21,86938174
21,86938175
21,86942868
21,86943901
21,86949674
21,86942860
21,86942861
21,86942862
21,86938158
21,86949675
21,86938159
21,86940093
21,86949676
21,86949227
21,86937084
21,86943879
21,86945003
21,86938161
21,86943880
21,86945004
21,86940094
21,86938162
21,86938163
21,86938164
21,86942863
21,86940095
21,86945005
21,86949228
21,86940096
21,86949229
21,86945006
21,86943881
21,86949230
21,86938165
21,86943882
21,86938166
21,86943883
21,86949678
21,86943884
21,86945007
21,86949231
21,86949232
21,86942864
21,86938167
21,92508070
21,86938951
21,86940113
21,86940114
21,91618097
21,91618991
21,91618993
21,91125222
21,92051384
21,92051385
21,93613135
21,93613131
21,86940089
21,86940090
21,86938189
21,86938190
21,90677638
21,86943859
21,86938150
21,86949651
21,86942848
21,86937067
21,86949210
21,86937068
21,86942849
21,86937069
21,86949655
21,86949656
21,86937070
21,86943860
21,86949657
21,86949211
21,86943861
21,86949212
21,86938151
21,86949658
21,86937071
21,86949659
21,86949660
21,86938152
21,86940081
21,86949661
21,86942850
21,86937072
21,86937073
21,86949213
21,86938153
21,86942851
21,86937074
21,86940082
21,86949214
21,86937075
21,86949215
21,86943862
21,86949662
21,86942852
21,86950447
21,86950448
21,86936312
21,86942840
21,86940078
21,86949204
21,86937064
21,86938168
21,86940103
21,86940079
21,86938147
21,86949206
21,86943858
21,86937065
21,86942845
21,86942846
21,86940080
21,86938148
21,90678209
21,90678208
21,93613136
21,93613145
21,93613144
21,93613141
21,86938182
21,86938184
21,86942871
21,86942872
21,86942873
21,86942874
21,86943902
21,86938185
21,86940111
21,86940123
21,86949255
21,86938938
21,86938939
21,86940124
21,86938940
21,86942885
21,86945018
21,86942876
21,86940120
21,86940121
21,90677663
21,90678216
21,86938186
21,86938187
21,86945017
21,86940116
21,86943904
21,86943905
21,86949254
21,90374510
21,90374509
21,92051390
21,91125227
21,90677662
21,86940122
21,86943906
21,86942877
21,86945021
21,86945022
21,86945023
21,90678215
21,91125216
21,95177275
21,92508061
21,86950442
21,86949238
21,86949240
21,86942866
21,86938171
21,86938172
21,86938173
21,86940104
21,86943892
21,86949241
21,86943893
21,86943894
21,86940105
21,86945011
21,86938176
21,86949685
21,86943896
21,86949686
21,86949242
21,86943897
21,86945012
21,86949243
21,86942867
21,86949687
21,86949688
21,86940106
21,86945013
21,86938178
21,86938179
21,86943898
21,86940107
21,86938180
21,86940108
21,86949689
21,86949690
21,86949244
21,86938181
21,86949245
21,86943899
21,86940109
21,86943900
21,86940110
21,86938183
21,86945015
21,86942875
21,90375417
21,90374512
21,90374518
21,90374526
21,92051386
21,92050449
21,92051387
21,86940119
21,90678212
21,90677654
21,86949695
21,86940115
21,90677659
21,90677658
21,86942811
21,86940491
21,86943838
21,86943839
21,86938117
21,86936265
21,86941707
21,86940493
21,86942812
21,86941709
21,86941710
21,86945016
21,86940498
21,86940499
21,86941717
21,86941718
21,86941719
21,86940506
21,86938110
21,86938111
21,86940480
21,86941703
21,86943833
21,86936260
21,86939302
21,86943834
21,86939303
21,86939304
21,86936261
21,86938112
21,86938113
21,86940481
21,86939305
21,86939306
21,86942059
21,86942060
21,86938114
21,86943835
21,86940482
