arrestee_id,weapon_id,nibrs_arrestee_weapon_id
24484814,1,24503545
24484805,1,24503537
24484216,1,24504317
24484923,1,24503665
24484862,1,24503599
24484863,1,24503600
24484265,1,24504359
24484383,1,24504472
24484810,1,24503542
24484938,1,24503679
24484775,1,24503507
24639025,1,24658288
24638425,1,24658301
24484956,1,24503698
24484958,1,24503700
24638987,1,24658244
24958765,1,24978287
24797800,1,24817670
24638986,1,24659098
24639062,5,24659167
24797681,1,24817551
24638394,1,24658268
24639012,1,24658272
24638399,1,24658273
24638440,1,24658316
24639035,1,24658317
24638438,1,24658314
24638492,1,24658371
24639030,1,24658298
24638395,1,24658269
24638486,7,24659169
24638424,1,24658299
24639039,1,24658325
24639042,1,24658327
24638368,1,24658243
24638458,1,24658340
24638460,1,24658341
24797664,1,24817758
24797665,1,24817536
24638401,1,24658275
24638426,1,24658302
24638369,1,24658245
25218218,1,25238573
25218216,1,25238782
25218214,1,25238781
25218197,1,25238557
27309918,1,27333398
27309421,1,27333377
27309865,1,27333901
24797549,1,24817812
24797765,1,24817640
24797676,1,24817773
24797510,1,24817772
24797702,5,24817573
24797702,4,24817575
24797677,1,24817547
24957600,1,24978725
24957974,1,24978154
24797782,1,24817837
24957960,1,24978141
24797545,1,24817808
24797796,1,24817668
24797798,1,24817669
24797523,1,24817784
24797597,1,24817861
24797727,1,24817600
24797750,1,24817622
24797591,1,24817855
24797760,1,24817635
25489823,1,25510444
25489822,1,25510443
25489821,1,25510442
25217293,1,25237528
25218067,1,25237529
25218064,1,25238427
25218069,1,25238430
25218066,1,25238428
25218065,1,25237527
26214060,1,26235990
27309423,1,27333379
25217301,1,25237539
25217304,1,25237542
25217305,1,25237544
24957563,1,24977690
24957562,1,24977688
24958141,1,24978318
24958994,1,24979132
24958995,1,24979133
24957566,1,24977693
24958795,1,24978925
24958859,1,24978994
24958858,1,24978993
24958856,1,24978991
24958857,1,24978992
24958963,1,24979099
24958964,1,24979100
24958688,1,24978817
25043049,1,25064197
25043959,1,25063200
25043958,1,25063199
24958812,3,24978944
24958893,1,24979025
24957977,3,24978755
24958628,1,24978751
24958907,7,24979040
24958094,1,24978878
24958741,8,24978868
24958739,1,24978866
24957564,1,24977691
24957565,1,24977692
24957983,1,24978164
25043206,1,25064356
25044076,1,25063316
25043211,1,25063317
25218078,1,25238436
25218079,1,25238437
25218080,1,25238438
25218095,1,25237563
25218093,1,25238450
25218096,1,25238452
26213594,1,26235935
26940523,1,26964920
27309402,1,27333899
27309864,1,27333362
27309919,1,27333957
27309440,1,27333397
27309412,1,27333369
25043132,1,25064279
25044017,1,25063259
25044052,1,25063295
25043153,1,25063279
25043042,1,25063192
25043041,1,25064191
25043024,1,25064175
25043178,1,25064324
25042994,1,25064143
25044003,1,25063242
25044054,3,25064330
25044053,3,25064328
25043993,1,25063234
25043115,1,25063235
25043994,1,25064263
25044050,1,25063292
25044047,1,25063290
25043954,1,25063194
25043953,1,25063193
25043188,1,25064338
25044063,1,25063304
25043190,1,25063303
25043999,1,25063240
25043945,1,25063183
25043998,1,25063239
25217302,1,25237540
25218077,1,25238435
25218076,1,25237543
25217244,1,25237483
25217243,1,25237482
25217242,1,25237481
25489869,1,25510487
25217278,1,25237512
26214004,1,26235565
26941702,1,26964443
27309886,1,27333380
25217425,1,25237664
25217998,1,25238356
25489726,1,25510352
25489727,1,25510353
25217342,1,25237583
25217417,1,25238520
25217418,1,25237658
25218063,1,25237523
25217503,3,25238741
25217481,1,25238720
25218182,1,25238541
25218184,1,25238543
25217238,1,25237478
25489852,1,25510473
25489854,1,25510474
25217297,2,25237534
25489437,1,25510773
25889278,1,25910901
25888581,1,25910405
25889621,1,25910449
25889620,1,25910448
25889618,1,25910445
25888577,1,25910401
25888578,1,25910402
25217256,8,25238383
25218156,1,25238509
25217426,1,25237665
25217469,1,25238707
25218020,1,25237490
25217410,1,25237651
25218052,1,25238414
25217397,1,25237640
25217273,1,25237508
26214077,1,26236007
26214010,1,26235940
26214011,1,26235942
27309435,1,27333394
27309910,1,27333947
27309439,1,27333956
27309916,1,27333954
26214066,1,26235997
25489856,1,25510476
25489791,1,25510416
25489540,1,25510883
25489436,1,25510772
25489771,1,25510396
25489792,3,25510417
25489839,3,25510460
25489819,1,25510440
25489842,1,25510462
25489522,7,25510864
25489499,1,25510410
25489785,1,25510409
25489853,1,25510472
25489733,1,25510359
25489836,1,25510457
25489766,1,25510821
25889262,1,25910885
26940524,1,26964922
27309880,1,27333919
27309879,1,27333918
27309878,1,27333378
25889439,1,25910579
25889766,1,25910595
25889289,1,25910911
25888586,1,25910411
25889414,1,25911034
25889412,1,25911033
25889822,1,25910655
25889264,1,25910887
25889677,1,25910501
26214920,1,26236893
25889734,1,25910563
25889343,1,25910961
25889448,1,25911068
25889489,1,25911108
25889490,1,25911109
25889493,1,25910602
25889524,1,25910627
25889432,1,25911052
25889769,1,25910598
25889770,1,25910599
25889486,1,25910600
26214068,3,26235998
27309941,1,27333978
27309869,1,27333907
27309403,1,27333900
26215072,1,26237045
26214357,1,26236298
26214955,1,26236927
26214400,1,26236336
26214356,1,26236297
26214777,1,26236753
26214940,1,26236913
26215006,1,26236974
26214337,1,26236275
26214355,1,26236296
26214981,1,26236950
26214979,1,26236948
26214811,1,26236786
26214810,1,26236785
26214354,1,26236295
26214348,1,26236288
26941714,1,26964457
26940549,1,26964461
27113087,3,27135642
27113088,3,27135643
27309443,1,27333959
27309929,1,27333967
27309446,1,27333968
24638441,1,24658318
24639033,7,24658306
24638429,1,24658304
24639060,1,24659165
24638473,1,24659159
24797756,1,24817629
24797759,1,24817633
25489795,1,25510846
25889266,1,25910889
25888567,1,25910391
26214033,1,26235964
24219504,1,24239850
24484716,1,24503442
24639073,1,24659181
24639076,1,24659184
26213967,1,26235552
24484764,1,24503493
24219595,1,24239943
24220048,1,24239942
24219594,1,24239941
24484766,1,24503495
24484765,1,24503494
24484143,1,24503496
24484142,1,24504245
24638516,1,24658395
24797838,1,24818707
24797833,3,24817702
24797834,1,24817703
24958015,1,24978194
25218034,1,25238394
25217266,1,25238395
25489850,1,25510469
25889753,1,25910581
26213929,1,26235861
24041126,3,24060174
24040332,1,24060310
24041206,1,24060251
24041237,1,24060281
24041222,1,24060264
24041223,1,24060265
24040308,1,24060288
24040309,1,24059647
24040198,1,24060177
24220724,1,24240067
24040329,1,24059668
24220753,1,24240098
24220759,1,24240103
24220487,1,24240729
24220490,1,24240732
24041138,1,24060190
24041160,1,24060210
24041207,1,24060252
24040197,1,24060171
24220754,1,24239405
24639684,1,24658566
25044057,1,25064331
25217446,1,25237685
25217444,1,25237683
25217441,1,25237679
27262938,1,27286660
27263847,1,27287783
27263846,1,27287782
27263994,1,27287926
27263706,1,27286638
24221094,1,24240419
24220287,1,24239509
24220221,1,24240142
24220888,1,24240232
24220812,1,24240158
24220810,1,24240156
24220964,1,24240307
24220861,1,24240207
24220272,1,24240196
24220946,1,24240292
24220982,1,24240324
24220369,1,24239592
24221058,1,24240388
24798192,1,24819052
24639693,1,24658575
24799014,1,24818290
25043194,2,25063305
25217452,1,25237689
25217450,1,25238531
27262933,1,27286654
24484914,1,24503656
24484955,1,24504465
24484504,1,24504594
24484320,1,24504410
24484399,1,24504487
24484348,1,24504439
24484988,1,24504733
24484239,1,24504340
24485794,1,24505887
24485241,1,24504979
24485688,1,24505783
24485391,1,24505130
24485190,1,24504930
24485678,1,24505776
24485733,1,24505833
24484841,1,24503572
24484881,1,24504360
24485623,3,24505718
24485622,3,24505717
24484217,1,24503574
24485022,1,24504519
24484568,1,24504659
24485297,1,24505038
24484860,1,24503593
24484244,1,24504343
24484491,1,24504582
24485351,1,24505087
24485758,1,24505090
24639692,1,24658573
24485004,1,24504746
24484408,1,24504498
24485257,1,24505749
24485624,1,24504983
24485079,1,24504821
24485757,3,24505856
24484963,1,24504707
24485413,1,24505153
24484269,1,24504364
24484266,1,24504361
24485068,1,24504811
24485673,1,24505767
24485277,1,24505018
24485670,1,24505764
24485063,1,24504807
24485125,1,24504632
24485151,1,24504895
24485218,1,24504702
24958773,1,24978903
24639688,1,24658570
24639689,1,24658571
24958108,1,24978285
24798201,1,24819060
25044106,1,25063353
26942026,1,26965761
27264004,1,27287935
27264003,1,27287160
27262925,1,27286646
27262926,1,27286899
24485862,3,24505962
24485861,3,24505961
24486060,1,24506169
24486059,1,24506168
24486764,1,24505493
24485870,1,24505973
24485533,1,24505267
24486747,1,24505469
24485905,1,24506007
24485595,1,24505322
24486751,1,24505473
24485519,7,24505251
24639698,1,24659303
24639196,1,24659300
24485802,1,24505155
24486057,1,24506164
24486630,1,24505358
24485601,1,24505328
24485600,1,24505327
24485592,1,24505319
24639726,1,24658610
24799032,1,24818306
25043273,1,25064420
25043253,1,25064396
25044119,1,25063363
25217457,1,25238535
25218175,1,25237693
25217518,1,25238756
25217519,1,25238758
27263711,1,27286893
25217483,1,25238721
25217482,1,25238544
25217476,1,25238715
25217478,1,25238717
25217487,1,25238726
25217491,1,25238730
27262951,1,27286920
24639887,1,24659769
24639812,1,24658696
24799042,1,24818317
24639376,1,24659482
24799031,1,24819069
24799039,1,24818313
24958146,1,24978323
24639743,1,24658625
24640008,1,24659890
24639390,1,24659494
24639763,1,24658645
24639984,1,24659866
24639903,1,24659780
24639738,1,24658622
24639924,1,24659805
24639410,1,24659513
25043295,1,25064440
24639393,1,24659497
24639392,1,24659496
24798236,1,24819100
24639784,1,24658664
24639320,1,24659718
24639382,1,24659806
24639923,1,24659804
25044136,1,25063381
25044135,1,25063380
27262959,1,27286928
27263845,1,27287032
27263018,1,27286985
27265034,1,27289048
27263753,1,27286689
24799166,1,24819234
25489944,1,25510983
25489945,1,25510558
25489946,1,25510559
24799121,1,24818393
24799350,3,24818614
24958847,1,24978370
24798242,1,24819107
24799140,1,24818414
24798524,1,24819394
24798345,1,24819207
24798430,1,24819290
24798336,1,24819198
24798442,1,24819304
24799323,1,24818590
25044190,1,25063430
25044187,1,25063428
24799241,1,24819313
24798403,1,24819267
24799212,1,24819276
24798487,1,24819355
24798411,1,24819275
24798468,1,24819335
24799268,1,24819349
24798381,1,24819242
24798373,1,24819233
24798513,1,24819380
24798306,1,24819170
24799165,1,24818441
24798391,1,24819254
24798410,1,24819274
24798448,1,24819314
25217526,1,25238766
25217525,1,25238765
25218196,1,25238556
25889571,1,25911185
26942781,1,26965730
26941986,1,26965719
26942862,1,26965269
26942876,1,26965283
27263693,2,27286625
27262927,1,27286901
27262909,1,27286882
27263802,1,27287739
25044221,1,25063459
24959712,1,24979873
24959498,1,24979645
24958925,2,24979058
24960640,1,24980786
24958945,1,24979081
24959072,1,24979213
24959344,1,24979490
24959118,1,24979263
24959172,1,24979313
24959422,1,24979568
24959157,1,24979299
24959245,2,24979388
24959119,1,24979264
24958558,1,24979336
24959519,1,24979667
24959521,1,24979669
24958415,1,24978584
24959051,1,24978582
24959536,1,24979685
24959535,1,24979684
24959293,1,24979435
24958971,1,24979106
24959053,1,24979190
24960656,1,24980802
24960654,1,24980799
24959194,1,24979335
24959294,1,24979437
24959461,1,24979610
24959704,1,24979865
24959982,1,24980144
24958310,1,24978481
24958361,1,24978530
24959571,5,24980718
24959674,1,24979447
24959482,1,24979629
24958250,1,24978422
24958606,1,24979772
25044201,1,25063438
24958505,1,24978671
25490625,1,25510974
25218207,1,25238564
25889573,1,25911187
26942011,1,26965747
26942839,1,26965772
26942832,1,26965238
27264006,1,27287938
25044348,1,25064662
25044751,1,25065796
25044486,1,25065733
25044634,1,25064782
25043410,1,25063486
25044318,1,25063560
25043414,1,25063489
25044403,1,25063644
25044432,1,25063672
25044367,1,25063606
25043522,1,25064674
25043520,1,25064673
25044346,1,25063587
25044752,5,25064892
25044490,4,25065736
25044425,1,25063667
25044433,1,25063673
25043371,1,25064523
25044334,1,25063575
25044489,1,25065735
25217542,1,25238787
25218238,1,25238801
25889847,1,25910681
26942458,1,26966183
27263025,1,27286992
27263026,1,27286993
25218491,1,25239839
25218708,1,25238957
25218674,1,25238921
25218723,1,25238971
25218904,1,25239155
25218522,1,25239874
25217609,2,25238849
25217607,1,25238846
25217606,1,25238625
25218265,1,25238845
25490655,1,25511009
25218241,1,25238597
25218647,1,25238890
25218698,1,25238946
25218398,1,25239750
25218916,1,25239167
25218882,1,25239849
25218848,1,25239099
25490669,1,25510597
25490670,1,25511024
25889868,1,25910700
25889589,1,25911205
25217553,1,25238797
25217611,1,25238851
25218902,1,25239861
25218905,1,25239156
25218515,1,25239864
25218514,1,25239863
25218764,1,25239765
25218822,1,25239073
25218823,1,25239075
25218311,1,25238667
25889883,1,25911718
25889900,1,25911735
25889901,1,25911736
25889899,1,25911734
26942861,1,26965793
26942041,3,26965775
27263869,1,27287801
27263775,1,27287710
27263782,1,27287720
27263037,1,27287006
25490110,1,25511709
25490111,1,25511710
25490208,1,25511813
25490105,1,25510703
25490355,1,25511966
25490043,1,25510647
25490897,1,25511253
25490923,1,25511282
25490341,1,25511953
25490943,1,25511297
25490165,1,25511767
25490970,1,25511322
25490745,1,25511109
25490694,1,25511047
25490403,1,25512019
25490404,1,25512020
25490286,1,25511891
27263076,1,27287049
26942782,1,26965189
27263852,1,27287788
25890959,1,25911567
25890947,1,25911555
25890450,1,25912296
25890287,1,25912136
25890488,1,25912328
25891307,1,25912336
25890930,1,25911539
25891075,1,25911674
25891076,1,25911675
25891077,1,25911676
25891078,1,25911677
25890039,1,25911878
25890813,1,25911420
25890004,1,25911843
25891170,1,25912772
25890387,1,25912236
25890903,1,25911509
25890775,1,25911382
25890269,1,25912117
25890705,2,25911311
25889973,2,25911312
25890706,1,25911313
25890575,1,25912409
25890060,1,25911899
25890086,1,25911926
26942078,2,26965812
26942877,1,26965806
26942072,1,26965284
26941999,1,26965733
26942800,1,26965205
27263015,1,27286982
27263073,1,27287044
27263044,1,27287011
27263040,1,27287007
27263043,1,27287010
27263041,1,27287008
27263042,1,27287009
27263098,3,27287073
26942456,1,26966181
26942487,1,26965633
26943152,6,26965570
26942440,1,26965588
26943124,1,26966089
26943135,1,26965556
26942421,2,26966144
26943241,1,26965661
26943191,1,26965608
26943221,1,26965639
26942374,1,26965549
26943208,2,26966194
26943209,2,26965626
26943242,1,26965663
27263119,1,27287091
26942364,1,26966081
26943106,1,26966046
26942501,3,26966224
26942509,1,26966229
