suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,98185755,3000,1,7285413
16,98185859,2000,9,7285435
5,98185621,1000,1,7285383
15,98185004,30000,9,7284971
8,98186194,,,7285013
5,98185163,25000,1,7285447
2,98184936,400,1,7284961
5,98184936,500,1,7284962
5,98184854,500,1,7284948
5,98185073,500,1,7284988
12,104568873,1000,1,8165646
16,98185798,,,7285424
5,98185839,13000,1,7285434
5,98184818,6000,1,7284940
16,104569816,5000,9,8165644
5,104569816,2300,1,8165643
5,104569582,30000,1,8165622
5,104570037,500,1,8165131
6,104568750,5000,9,8165061
18,104568750,,,8165063
8,104568750,15000,9,8165062
5,105548818,15000,1,8314188
12,105548920,300,1,8315197
8,98186333,2000,9,7285047
5,98186280,1000,1,7285033
5,98186013,5,1,7285466
12,98186229,1000,1,7285456
15,104570028,13000,9,8165129
5,105549613,1000,1,8314401
17,104569647,16590,1,8165629
5,104569647,1000,1,8165628
5,98186747,3080,1,7285135
5,98187429,1870,1,7285544
4,98187429,670,1,7285543
12,98186761,10000,1,7285138
5,98187521,4400,1,7285562
5,98186940,1000,1,7285165
5,98187701,3000,1,7285593
15,98187516,4000,9,7285560
5,98187516,6680,1,7285559
12,104569011,100,1,8165671
15,104569837,500,9,8165095
12,104569837,130,1,8165094
15,104568988,4000,9,8165664
8,104568988,1000,9,8165662
5,104568988,2710,1,8165125
12,104568665,500,9,8165620
5,105548820,500,1,8314189
1,104570413,8850,1,8165194
4,104570328,930,1,8165179
12,104570328,200,1,8165181
15,104570328,1000,9,8165182
12,104570270,500,1,8165706
12,104571226,280,1,8165708
7,104570382,10,1,8165188
1,104569072,350,1,8165685
2,104569072,1460,1,8165686
5,104571546,200,1,8165755
5,104571562,300,1,8166234
5,105549733,10900,1,8314412
16,105549733,1000,9,8314414
15,105549733,339000,9,8314413
5,104571032,9620,1,8165786
12,104571032,260,1,8165787
5,104572269,2680,1,8165820
4,104572339,200,1,8166331
5,104571014,3900,1,8166273
5,104571167,3060,1,8166299
12,104572041,550,1,8165823
5,104571868,500,1,8165799
5,105549780,1130,1,8314420
16,105549778,55000,9,8314418
5,105549778,120,1,8314417
12,104573518,700,1,8165893
5,104573538,1000,1,8165895
5,104572858,60,1,8166402
5,104572656,1150,1,8166372
12,104572656,220,1,8166374
8,104572656,2000,9,8166373
5,104574348,500,1,8166465
12,104572863,190,1,8166403
5,104573794,5200,1,8165937
12,104572933,400,1,8165904
5,104574356,300,1,8166468
15,104574349,1000,9,8166466
8,104574349,250,1,8166464
12,104572832,2000,1,8166397
8,104572832,5000,9,8165887
5,104572963,3000,1,8166420
5,104573792,1000,1,8165936
5,104573479,5560,1,8166396
5,104573703,380,1,8165921
5,104574933,62,3,8166529
5,104574428,2500,1,8166474
5,104574968,100,1,8166025
5,104574718,350,1,8166507
12,104574718,600,1,8166508
1,104574774,2300,1,8166513
5,104574038,1000,1,8165982
12,104575207,500,1,8166003
15,105549889,1000,9,8314439
12,104576295,8500,1,8166059
8,104576295,129000,9,8166576
1,104576295,7400,1,8166575
5,104576703,1,1,8166638
8,104576776,2000,9,8166122
16,104576776,50000,9,8166123
6,104576284,2000,9,8166574
5,104576684,14700,1,8166634
16,104575123,57000,9,8166548
17,104575123,2000,7,8166549
5,104576226,800,1,8166566
5,104575847,3000,1,8166078
5,104575886,1000,1,8166086
5,104576273,500,1,8166573
5,104575880,2930,1,8166083
5,104577429,30180,1,8166169
5,104578268,5100,1,8166735
12,104577742,560,1,8167207
5,104577322,1000,1,8166158
5,104577428,30250,1,8166715
17,104577428,500,1,8166168
17,104576945,7000,9,8166683
5,104577727,2400,1,8167201
16,104578464,1000,9,8166756
5,104578604,1000,1,8166774
5,104578091,440,1,8167258
5,104578987,1000,1,8166842
15,104578117,12000,9,8167262
5,104578692,680,1,8166788
5,104578108,10660,1,8167261
12,104578081,5100,1,8167256
6,104579083,25000,5,8166857
5,104579005,1000,1,8166845
5,97058984,1400,1,7116029
5,97059159,2000,1,7116050
5,97059497,5500,1,7116419
16,97058087,16000,9,7116000
12,97057907,380,1,7115978
5,97058702,3000,1,7115984
5,97058751,7000,1,7115989
5,97059371,6000,1,7116399
5,97060397,300,1,7116081
5,97058020,40600,1,7116362
5,97059603,8500,1,7116434
5,97060517,24500,1,7116096
5,97060222,8000,1,7116056
5,97060299,5000,1,7116061
15,97058820,3500,9,7116002
5,97058820,61500,1,7116001
1,97057807,300,1,7115969
5,97060180,2000,1,7116051
5,97060609,3600,1,7116110
5,97060539,1000,1,7116099
5,97059647,3000,1,7116439
5,97059211,1000,1,7116383
5,97059784,1000,1,7116463
5,97060597,1000,1,7116109
5,97058977,28500,1,7116027
12,97059294,12000,7,7116033
5,97058876,4500,1,7116013
5,97059251,5000,1,7116385
5,97059103,3500,1,7116045
16,97059687,3750,9,7116447
8,97059687,1500,9,7116448
5,97060530,2000,1,7116098
16,99284391,1000,3,7438557
5,97767304,10,1,7220241
3,97767304,2000,1,7220240
12,97766740,900,1,7220267
5,97766740,100,1,7219575
5,97767695,2000,1,7219596
16,97767695,1000,9,7219597
5,97768565,56500,1,7220396
5,97766733,400,1,7220266
5,97769550,11800,1,7219723
5,97768235,1000,1,7220352
5,97767126,3000,1,7219623
2,97767403,3900,1,7219556
5,97766668,2000,1,7220259
5,97766766,2000,1,7220274
2,97769221,1800,1,7219674
5,97769566,1000,1,7219727
2,97769615,1000,1,7219734
5,97769615,10000,1,7219733
5,97766892,5700,1,7220303
1,97766892,30,1,7220302
5,97769371,1800,1,7220401
5,97768699,53000,1,7219701
5,97768069,1000,1,7219653
2,97767017,250,1,7220319
5,97767017,3000,1,7220318
5,97768286,4500,1,7220356
16,97768259,13000,9,7219647
5,97767756,1000,1,7219604
5,97768300,2000,1,7219654
5,97766981,200,1,7220313
5,97768306,9300,1,7220361
1,97768306,100,1,7220362
5,97767319,31500,1,7219547
5,97767837,1000,1,7220326
4,97766728,100,1,7220265
5,97768825,3500,1,7219731
16,97768825,8000,9,7220432
5,97768009,29000,1,7219643
5,97767209,4000,1,7219530
5,97768859,23000,1,7220438
5,97768735,2000,1,7220419
5,97768856,2000,1,7220437
2,97766846,6400,1,7220297
8,97766846,2000,9,7220296
12,97769534,300,1,7219720
5,97769534,1000,1,7219721
5,97767156,1000,1,7220337
5,97767153,1000,1,7220336
5,97768233,6100,1,7220351
5,97768363,14000,1,7220369
5,97769638,2800,1,7219735
5,97767285,1000,1,7219538
4,97766979,600,1,7220311
5,97768108,4000,1,7219657
5,97768337,1000,1,7220365
8,97768701,2000,9,7220416
5,97768701,30,1,7220417
5,97771291,3000,1,7219858
5,97773257,1400,1,7220658
5,97771286,1000,1,7219856
5,97773181,1000,1,7219991
5,97773740,2000,1,7220093
16,97771596,87000,9,7219897
5,97770156,1000,1,7219830
5,97771135,6000,1,7220619
5,97769079,1,1,7219771
5,97770454,200,1,7219832
16,97770454,6000,9,7219831
5,97770379,8300,1,7220521
12,97772673,300,1,7220672
12,97771444,1000,9,7219876
2,97771795,2700,1,7219926
5,97771795,6000,1,7220598
5,97772563,1500,1,7220663
5,97771146,500,1,7220621
5,97770216,1870,1,7220499
5,97772825,1500,1,7220700
5,97770927,7500,1,7220583
5,97772522,5500,1,7219998
2,97772522,25,1,7219999
5,97770344,16500,1,7220516
2,97770344,400,1,7220517
5,97770543,1000,1,7220542
5,97772621,1000,1,7220668
5,97769144,7500,1,7220487
5,97770437,8400,1,7220530
5,97770552,1900,1,7220544
8,97770552,4000,9,7220543
5,97769003,1000,1,7220457
5,97772428,13800,1,7219990
5,98183421,10,1,7284685
17,98183942,8000,9,7285210
5,98184360,1000,1,7284867
1,98183642,200,1,7284733
5,98183999,4800,1,7284803
2,98183999,3100,1,7284804
2,98185318,400,1,7285302
5,98185318,2600,1,7285304
5,98185494,2000,1,7285346
12,98182779,,,7284782
5,98182890,1050,1,7285222
12,98183441,4000,1,7284692
2,98184692,12000,1,7285338
3,98182636,300,1,7284744
5,98182820,1000,1,7285212
5,98184257,42500,1,7284846
5,98183016,500,1,7285243
5,98184663,1500,1,7285335
12,98184663,37800,1,7284910
5,98183601,500,1,7284723
5,98184429,4300,1,7284874
5,98183681,3000,1,7284736
12,98183714,500,1,7284748
5,98183714,500,1,7284749
16,98183600,473000,9,7284722
5,98184139,290000,1,7284826
5,98184181,3000,1,7284834
5,98184545,1000,1,7284891
5,98185872,6000,1,7285439
12,98185574,300,1,7285371
16,98185574,13000,9,7285370
5,98185574,200,1,7285369
5,98186693,3000,1,7285125
17,98185887,350,1,7285443
5,98185887,21000,1,7285444
5,98186529,1000,1,7285507
8,98185831,3000,9,7285432
5,98187559,4000,1,7285569
12,98187656,1400,1,7285583
5,98185615,14000,1,7285381
12,98185063,1500,1,7284985
5,98185063,2200,1,7284984
5,98185172,500,1,7285010
5,98184985,1000,1,7284969
5,98185790,11000,1,7285420
5,98185094,11000,1,7284993
5,98184922,9500,1,7284955
5,98186803,2000,1,7285145
12,98187357,1000,9,7285532
17,98187357,1100,1,7285531
12,98187357,100,1,7285530
12,98187458,14000,1,7285131
5,98186198,5000,1,7285014
5,98186477,7000,1,7285071
5,98187335,17000,1,7285527
5,98186249,1000,1,7285022
5,98186329,2500,1,7285044
5,98186062,1720,1,7285059
5,98186827,1000,1,7285151
14,98186253,500,1,7285026
16,98186253,2000,9,7285024
12,98186253,1000,9,7285025
16,98186690,59000,9,7285123
5,98184897,12500,1,7284952
8,98186593,3000,9,7285520
1,98186593,300,1,7285519
17,98186824,4000,9,7285149
8,98186824,1000,9,7285148
16,104571038,2000,9,8166279
5,104571038,5000,1,8166277
12,104571038,4100,1,8166278
5,98600680,7000,1,7346081
12,99284218,700,1,7438527
5,98600670,2000,1,7346076
5,98600726,1000,1,7346087
5,98603059,900,1,7347255
5,98600005,600,1,7346114
5,98603092,3028000,1,7347260
5,98603113,3000,1,7347267
5,98600793,2000,1,7346099
2,98600793,500,1,7346098
5,98602335,2400,1,7346166
5,98601104,2100,1,7346135
5,98602168,18000,1,7347177
8,98601137,10000,9,7346140
5,98602793,3800,1,7347218
5,98603034,100,1,7347247
12,98600727,1700,1,7346088
5,98601113,700,1,7347058
5,98602186,500,1,7347069
5,98601647,1500,1,7347108
5,98600974,10000,1,7346122
5,98602193,5400,1,7346147
17,98603254,20500,9,7348197
15,99284472,1000,9,7438568
5,99284352,100,1,7438551
5,99284751,1000,1,7438610
5,99284502,4000,1,7438573
5,99284573,1000,1,7438038
5,99284838,1000,1,7438068
8,99284781,2000,9,7438618
4,99285096,1000,1,7438108
5,99283689,280,1,7438037
5,99283971,2600,1,7438064
5,99284618,474000,1,7438584
5,99283826,7500,1,7438054
2,99283641,100,1,7438028
5,99283641,500,1,7438027
5,99283777,7200,1,7438588
12,99284342,1440,1,7438550
5,99284403,107900,1,7438559
4,99284802,110,1,7438627
2,99284009,200,1,7438070
5,99283717,1400,1,7438583
5,99284660,1000,1,7438589
5,99284860,15000,1,7438631
12,99283871,500,1,7438612
16,99283871,1000,9,7438611
16,99283543,12000,9,7438020
5,99284766,16000,1,7438614
2,99285708,9000,1,7438137
2,99284003,51300,1,7438069
5,99284364,25000,1,7438017
5,99283598,500,1,7438025
8,99284348,4500,9,7438014
7,99283435,4000,9,7438005
12,99284619,500,1,7438041
5,105550283,9800,1,8315230
5,99285164,7500,1,7438652
5,99286207,600,1,7438656
1,99285487,11000,1,7438661
4,99285487,4000,1,7438662
5,99286776,6000,1,7438185
5,99286942,28000,1,7438737
5,99286748,2000,1,7438180
5,99287185,2800,1,7439198
16,99286983,18000,9,7438744
17,99286606,4500,9,7438691
12,99286868,6000,1,7439204
5,99286327,400,1,7438669
12,99286327,40,1,7438670
5,99286944,2000,1,7438738
5,99286404,1000,1,7438133
5,99287156,700,1,7438763
5,99286525,10,1,7438145
15,99286525,3000,9,7438682
12,99286525,6300,1,7438146
12,99286128,50,1,7438726
4,99286128,200,1,7438724
5,99285399,1000,1,7438117
5,99285991,200,1,7438177
5,99288402,57500,1,7438789
12,99288214,500,6,7439245
5,99288333,1400,1,7438779
5,99286607,800,1,7438692
5,99286374,1000,1,7438674
5,99286305,1500000,1,7438664
8,99287050,3000,9,7438755
5,99286631,13300,1,7438697
12,104571588,1000,1,8166238
5,100553375,1000,1,7608763
2,100556318,1500,1,7608897
5,100553870,,,7609251
2,100554861,400,1,7608843
1,100555265,100,1,7608888
5,100554488,15000,1,7608793
5,100554843,1000,1,7608839
3,100556302,1100,1,7608893
5,100554564,1000,1,7609214
12,100554823,40,1,7608831
1,100554738,100,1,7608817
2,100554738,100,1,7608818
5,100554438,700,1,7608789
5,100554595,1000,1,7608803
8,100554875,3000,9,7608849
5,100554875,13000,1,7608847
8,100553134,6000,9,7608747
5,100555113,2000,1,7608873
5,100554301,3000,1,7608768
5,100556511,2300,1,7608924
5,100555011,41000,1,7608865
2,100556304,600,1,7608894
12,100556304,100,1,7609300
5,100553658,500,1,7609218
5,100556655,1000,1,7608952
5,100556822,8000,1,7608976
12,100556079,2700,1,7609436
12,100557124,3400,1,7609032
5,100557124,80,1,7609033
5,100555738,7500,1,7608975
5,100557192,1200,1,7609044
5,100555685,1000,1,7608964
5,100557088,3000,1,7609027
5,100556891,3400,1,7608996
12,100556891,1000,9,7608997
5,100557035,2200,1,7609015
5,100557448,1000,1,7609097
5,100556109,1200,1,7609441
5,100556559,1400,1,7608935
12,100555567,1000,1,7609342
15,100556085,21000,9,7609437
5,100555765,2000,1,7608990
17,100557359,26000,9,7609084
5,100556548,3500,1,7608932
5,100556777,30000,1,7608967
3,100556657,10,1,7608954
2,100556771,600,1,7608966
5,100557072,27500,1,7609022
5,100555621,10,1,7609356
5,101733310,2000,1,7764085
16,101733667,2000,9,7764140
12,101733667,1600,1,7764139
5,101733181,1000,1,7764060
4,101735276,31000,5,7765244
5,101734390,1900,1,7764902
5,101735073,30300,1,7765010
5,101733001,4500,1,7764848
5,101732650,1500,1,7764805
5,101733974,3000,1,7765197
5,101732301,4000,1,7764749
8,101734693,13000,9,7765201
12,101732491,500,1,7763997
2,101731147,600,1,7763947
5,101732352,4400,1,7764755
5,101731651,6800,1,7764750
5,101732403,1500,1,7764760
5,101733958,18000,1,7764193
17,101732689,2100,1,7764026
12,101732689,12400,1,7764025
5,101732689,400,1,7764028
12,101731436,1300,1,7763946
16,101733216,7000,9,7764067
12,101733216,5000,1,7764068
5,101731691,16000,1,7763978
12,105550419,3200,1,8315247
5,104580072,2100,1,8167367
16,104580698,20000,9,8166934
12,104580075,7000,1,8167368
5,104580872,150000,1,8166952
16,104580872,102500,9,8166953
1,104581055,500,1,8167378
5,104581025,50,1,8166977
5,104580195,9000,1,8166871
15,104578478,500,9,8167202
5,104580970,2800,1,8166971
16,104578099,30000,9,8167259
5,104578099,20000,1,8166825
16,104579394,1000,9,8166870
17,104579394,2000,9,8167294
5,104580440,10,1,8166905
5,104578580,1000,1,8167220
5,104579382,2000,1,8167291
5,104581024,600,1,8166978
8,104579051,1000,9,8166852
5,104580280,2800,1,8166884
5,104578754,60000,1,8166802
7,104577856,29000,9,8167224
5,104577856,3200,1,8167223
5,104579152,2100,1,8167287
5,104580238,3400,1,8166879
5,104580008,6000,1,8167360
5,104580964,2000,1,8166969
5,104579096,1000,1,8167284
5,104579244,25000,1,8167278
5,104577937,6600,1,8166793
5,104577940,1500,1,8167237
1,104577470,2000,1,8166175
5,104577732,2000,1,8166758
15,104577656,1000,11,8166194
5,97055946,4000,1,7115194
5,97055950,1000,1,7115196
5,97056670,6500,1,7115847
5,97766073,1000,1,7219510
5,97766351,3000,1,7219516
5,98182413,20,1,7283140
5,98183326,1000,1,7284667
5,98600472,2400,1,7346055
5,99027246,500,1,7402989
5,99783495,10,1,7505278
5,99783542,5000,1,7505283
12,100552998,500,1,7608731
2,101730746,1000,1,7764660
5,102661905,2000,1,7883373
5,102661140,300,1,7882742
5,102662399,2000,1,7882836
5,96595091,500,1,7047370
5,96595217,59,1,7046432
5,98182756,530,1,7285197
5,96594714,530,1,7047317
5,96595213,100,1,7046431
5,97056933,500,1,7115890
5,96595221,2000,1,7046433
16,96595247,1000,9,7046438
5,96595265,2000,1,7046441
5,96595249,1600,1,7047356
5,97057215,1000,9,7116233
5,96595391,2000,1,7046459
5,96595241,3000,1,7046437
5,96595042,1000,1,7047365
5,97056876,500,1,7115884
5,97057110,1000,1,7115904
5,97057483,4000,1,7116280
2,97057656,1000,1,7116310
5,97057656,1000,1,7116311
5,97057485,102000,1,7116281
5,97058339,1500,1,7116288
5,97057041,2430,1,7115898
2,97058298,1000,1,7115929
5,97057618,500,1,7115942
5,97057636,500,1,7116306
5,97058300,10000,1,7115930
5,97057645,1899,1,7115948
5,97058201,2500,1,7115917
1,97058268,110,1,7115926
5,97057317,10,1,7116253
5,97057639,24500,1,7115947
5,97057105,2799,1,7115903
5,97057320,3500,1,7116255
5,97057147,220000,1,7116260
8,97057147,2000,9,7115911
5,97767480,3250,1,7219565
2,97767562,239,1,7219577
5,97767754,599,1,7219603
5,97767874,3000,1,7219621
2,97767874,18000,1,7219620
1,97767874,3000,1,7220332
5,97766702,4000,1,7220263
5,97767514,2500,1,7219573
5,97767058,20,1,7220325
5,97768429,100,1,7219673
5,97767855,3500,1,7219618
12,97766762,209,1,7220272
2,97766762,309,1,7220271
5,97766985,1000,1,7220314
5,97767583,5000,1,7220282
5,97767681,1000,1,7219595
5,97766980,4000,1,7220312
5,97766692,8000,1,7220260
5,97766741,1000,1,7220268
5,97767064,29010,1,7220327
8,97767064,9000,7,7220328
5,97767179,500,1,7220341
5,97767173,22000,1,7220339
11,97767173,16000,9,7220340
1,97768182,1000,1,7220342
5,97766829,1699,1,7220290
5,97766809,4000,1,7220288
2,97766809,10000,1,7219582
5,97767875,699,1,7219622
5,97766693,1000,1,7220261
5,97768461,1000,1,7220377
5,97767032,1300,1,7220322
2,97766753,1000,1,7220269
12,97766765,1000,1,7220273
5,97767978,859,1,7219635
5,97769512,2000,1,7219717
8,97768578,5000,9,7220397
5,97768578,10,1,7220398
8,97769070,2000,1,7219769
5,97768484,2000,1,7219678
5,97769786,200,1,7220460
5,97768774,1000,1,7220425
5,97769917,2500,1,7219786
5,97768897,250,1,7220448
5,98182854,3000,1,7285218
16,98182854,124000,9,7284801
17,98182854,32000,9,7285217
5,97768585,750,1,7220400
5,97768663,1000,1,7220414
5,98182826,3000,1,7285213
11,97768499,2000,1,7220385
12,97768499,6799,1,7220384
5,97768611,849,1,7220409
5,97768776,1500,1,7219718
5,97769082,1000,1,7219773
5,98182843,9970,1,7285216
5,97768467,27000,1,7219676
5,97769270,6000,1,7220380
5,98183920,1000,1,7284784
5,98183968,2000,1,7284795
5,97769023,1000,1,7219754
5,98183996,5000,1,7284800
5,98183924,1000,1,7284785
5,98183043,500,1,7284841
12,98183043,3200,1,7284840
5,98185317,2000,1,7285301
5,98184188,2000,1,7284837
5,98184456,1000,1,7284877
1,98183099,5700,1,7285259
2,98183099,3520,1,7285260
2,98184328,1500,1,7284862
5,98184328,1000,1,7284863
5,98185346,10,1,7285310
5,98184509,1399,1,7284884
5,98600124,1000,1,7347044
5,98601124,1100,1,7346138
5,98184174,4000,1,7284831
5,98601042,1000,1,7346127
5,98184383,3350,1,7284868
5,98601055,1000,1,7346129
5,98602512,3000,1,7346188
5,98601345,1000,1,7347071
5,98601666,800,1,7346194
5,98602419,1800,1,7346179
5,98602364,93000,1,7346169
12,98602364,1050,1,7346170
11,98602364,141000,9,7346168
5,98602390,6000,1,7346174
5,98602310,800,1,7346165
2,102592011,100,1,7871835
5,102592011,100,1,7872366
5,102592989,7200,1,7871833
12,99028159,40,1,7403108
2,99028159,6000,1,7403107
5,99029298,1000,1,7403827
5,99028604,400,1,7403168
2,99028604,119,1,7403169
5,99284464,40,1,7438567
5,99029234,10,1,7403136
5,99028125,1000,1,7403100
5,99284496,7000,1,7438570
5,99284500,1000,1,7438572
16,99284459,2500,9,7438566
5,99028659,1000,1,7403178
5,99028390,500,1,7403143
5,99283624,1699,1,7438026
5,99027044,1000,1,7403802
2,99029300,3000,1,7403828
1,99284712,70,1,7438602
15,99284712,5000,9,7438601
5,99284804,50,1,7438063
5,99284570,540,1,7438582
16,99284570,1000,11,7438581
5,99284779,1199,1,7438060
12,99284799,7540,1,7438623
2,99284799,1199,1,7438624
5,99283792,3700,1,7438045
5,99283820,100,1,7438051
5,99283688,10,1,7438036
1,100554331,89,1,7608773
5,99784199,,,7505010
8,105549999,189000,9,8314453
5,105549999,65549,1,8314452
5,99784259,1000,1,7505020
5,99785512,1000,1,7505057
5,99784620,2379,1,7505385
12,99784482,13000,5,7505371
1,99784281,2000,1,7505025
1,99784250,220,1,7505019
5,99785470,1850,1,7505374
5,99784339,,,7505033
5,99784576,1000,1,7505058
4,99785296,40000,9,7505353
16,99785296,67000,9,7505352
5,99784683,6700,1,7505072
5,99784541,,,7505053
5,99784403,5000,1,7505040
5,99784396,10,1,7505039
2,99784694,680,1,7505388
5,99784694,959,1,7505387
5,99784338,9000,1,7505032
5,100554805,2500,1,7608828
12,100554570,1000,9,7608799
5,100553706,,,7608807
5,100554786,50,1,7608824
5,100554569,2799,1,7608798
12,101731722,4599,1,7763983
5,101731722,29300,1,7763982
2,102593630,1000,1,7871893
15,101732317,1000,9,7764751
12,101732220,,,7763955
8,101732220,,,7764734
5,101732074,2000,1,7764037
12,101732923,1409,1,7764063
12,101733304,,,7764083
5,101731606,3200,1,7763965
5,101732277,8500,1,7764745
5,101731554,2000,1,7763960
5,101731597,900,1,7763963
5,101733240,2000,1,7764071
12,102594484,,,7872402
5,102594317,100,1,7872388
5,102593719,1000,4,7871912
12,102593735,419,1,7871915
4,102593735,3000,9,7871913
7,102593735,6000,9,7871914
4,102594357,100,5,7871873
5,102594585,500,1,7872411
5,102594384,7900,1,7872392
5,102594385,1400,1,7872394
5,102594529,1370,1,7872408
5,102593514,440,1,7871882
5,102594584,,,7871918
5,102594387,1010,1,7872395
4,102594310,10,1,7872386
17,96594658,1000,11,7046397
5,96594649,,,7047310
17,96593959,1000,11,7046394
5,96593962,21100,1,7046396
12,97056153,920,1,7115880
5,97766787,,,7220280
5,97766775,3060,1,7220275
2,97766775,8349,1,7220276
8,97766775,45000,9,7220277
5,97766788,419,1,7219579
1,97766777,,,7220278
12,97766777,,,7220279
12,97767591,2000,1,7219581
17,98183738,1000,11,7284756
15,97766790,5000,9,7220281
5,97766803,4000,1,7220285
2,97766845,1459,1,7220295
5,97766845,9039,1,7220293
12,97766845,260,1,7220294
5,97767611,11000,1,7220292
17,97766834,1000,11,7220291
17,97766847,1000,11,7220298
5,98182653,,,7283182
5,98183739,60000,1,7284757
5,98183761,3000,8,7283183
5,98183765,,,7284763
5,98599704,10000,1,7347001
12,98599704,2600,4,7346067
5,98600576,500,1,7347000
5,98600575,1300,1,7346066
5,99027629,3450,1,7403034
5,99026687,1500,1,7403735
12,99782711,1500,1,7505288
5,99782711,10699,1,7504954
5,99782710,5000,1,7504953
5,100553298,20699,1,7608172
5,100553297,6500,1,7608751
5,100553140,,,7608750
5,100553301,3500,1,7608173
2,104650543,,,8179553
5,102663233,2200,1,7883467
5,101732259,50,1,7764740
5,102663230,,,7883465
5,102663227,,,7883464
5,96594028,1100,1,7046402
5,96593978,2000,1,7046398
5,96593977,2000,1,7047313
5,96594701,5000,1,7047315
5,96594725,3000,1,7047318
5,96594727,4000,1,7047320
5,96594005,4000,1,7046401
5,97768469,2000,1,7220378
5,97058199,3000,1,7115916
1,97058302,300,1,7115931
5,97058383,4000,1,7115945
1,97058219,400,1,7115921
5,97057662,3500,1,7116313
12,97057666,1000,9,7116314
16,97057666,84000,9,7116315
5,97058348,56000,1,7115937
12,97057580,500,1,7116297
5,97058228,3000,1,7115924
2,97058228,3000,1,7116274
1,97057166,200,1,7115914
12,97767945,1500,1,7219632
17,97767945,30000,1,7219633
8,97767945,5000,9,7219631
12,97768295,17000,9,7220359
5,97767975,1700,1,7220345
5,97767127,5000,1,7220334
5,97767896,2000,1,7219624
5,97768186,500,1,7220343
5,97767899,2000,1,7219625
5,97768007,3000,1,7219642
5,97768332,110600,1,7220364
5,97767987,5000,1,7219637
5,105675661,1000,1,8333801
9,105676621,1000,1,8334513
5,97769002,8000,1,7220456
1,97769553,500,1,7220429
5,98183989,2000,1,7284799
5,97769650,1800,1,7219736
5,102662939,2000,1,7882980
5,104569055,5000,1,8165676
12,104569055,1100,1,8165678
5,105142801,2000,1,8251824
12,105675666,1000,1,8333804
5,105675666,1000,1,8333803
5,98184135,9000,1,7284825
1,98182946,1700,1,7284817
5,98182946,1800,1,7285225
5,98182967,5000,1,7285229
16,98182967,2000,9,7285230
1,98182832,1000,1,7284793
2,98184050,106000,1,7284810
5,98184038,5000,1,7284808
1,98184113,1800,1,7284823
5,105676699,1000,1,8334523
5,98184091,6000,1,7284814
5,99783777,3000,1,7505314
2,99783777,90,1,7505313
1,98599886,500,1,7347021
5,98600032,2000,1,7347035
5,98600787,29000,1,7346096
5,99026937,1400,1,7403073
5,98600799,7000,1,7346102
1,98599947,2000,1,7347027
5,98600779,5000,1,7346095
5,98599914,5000,1,7347022
5,99029180,5000,1,7403818
5,99027029,5000,1,7403797
8,99028110,12000,9,7403099
5,99028244,2000,1,7403117
8,105676658,1000,9,8333807
5,105676658,2000,1,8333806
5,99283687,1000,1,7438035
5,99284556,2000,1,7438031
8,99284556,2000,9,7438577
5,99284521,2000,1,7438029
2,99283679,300,1,7438033
5,99283681,3000,1,7438034
5,99284498,5000,1,7438571
12,99283726,3000,1,7438040
5,99283726,2000,1,7438039
5,100553501,8000,1,7608785
5,105675765,1000,1,8333825
5,105676709,1000,1,8333818
5,99783069,5000,1,7504992
8,99783069,3000,9,7504993
5,99784242,7000,1,7505017
8,99784242,5000,9,7505018
5,99784260,10000,1,7505344
8,99784141,2000,9,7505342
1,101731732,900,1,7763985
5,99785295,5000,1,7505036
5,99785208,14000,1,7505023
5,99784316,5000,1,7505028
5,99784371,7000,1,7505351
16,99785209,1000,9,7505346
8,99785209,2000,9,7505024
5,105675770,1000,1,8333826
5,105676625,1000,1,8334514
5,100554530,2000,1,7608796
5,100554479,3000,1,7608792
8,100553629,9000,9,7609213
5,100553672,5000,1,7608805
5,100554460,5000,1,7609203
5,100554613,2000,1,7608804
5,105675736,1000,1,8333819
5,101732053,3000,1,7764034
5,101732132,2000,1,7764045
5,101732885,2000,1,7764827
2,101732674,300,1,7764806
8,101732546,20000,9,7764003
1,101732546,7000,1,7764002
12,101732546,15000,9,7764004
12,101732549,2700,1,7764783
5,101732011,1200,1,7764030
5,101732154,40700,1,7764054
5,105675772,1000,1,8333827
5,104571076,1000,1,8165795
5,102665650,800,1,7883858
5,102664876,1100,1,7883812
5,102665613,3000,1,7883847
5,102664994,2000,1,7884355
5,102665568,10000,1,7883832
1,97768860,1030,1,7220439
2,97769666,1810,1,7219738
5,97769666,590,1,7220449
5,97769086,1000,1,7220475
5,97769113,1,1,7220481
7,97770127,39000,9,7220527
5,97770413,3000,1,7220526
5,98184536,1750,1,7284889
5,98599829,15000,1,7347013
8,98600683,8000,9,7346082
4,98599796,300,1,7347007
5,99026964,11640,1,7403789
5,104650791,340,1,8179594
5,104651777,1000,1,8180514
5,104651731,2000,1,8180508
1,104651817,8050,1,8179608
5,102663465,1000,1,7883522
5,102672190,,,7885806
2,96603354,1000,1,7047024
5,96603350,2000,1,7047023
5,96603349,2200,1,7047022
2,96603344,1000,1,7047019
5,97069600,400,1,7117793
16,97069605,20000,9,7117101
5,97069605,5700,1,7117796
4,97069611,2202000,1,7117104
5,97069631,10000,1,7117110
5,97069633,2000,1,7117800
12,97796617,500,1,7223846
5,97795586,10000,1,7224329
12,97796608,15000,1,7223845
