victim_id,circumstances_id,justifiable_force_id
100661146,9,
100791832,1,
102068573,1,
93810102,10,
93830173,1,
93842436,1,
94759508,1,
94092975,10,
94093063,1,
94097811,1,
93874298,1,
93874299,1,
94092472,1,
94092469,1,
94092993,1,
92737874,9,
93878304,1,
93880244,6,
93888722,10,
93860874,1,
93860874,6,
93869651,10,
93851435,1,
92244237,10,
92292193,1,
93895404,10,
98240803,10,
94125236,6,
94127368,1,
91403934,1,
90789820,1,
90794133,9,
102036592,1,
101955029,1,
101888705,10,
101924437,1,
102047279,1,
102047819,1,
101958030,1,
101998112,6,
101887163,10,
101887906,17,
100778936,1,
100788666,10,
100799622,6,
102083091,9,
100809565,10,
100683259,1,
101963239,9,
97167903,1,
97181753,9,
97181277,9,
97181277,1,
93264192,1,
92723804,10,
90791484,10,
90791461,10,
90791477,10,
90791479,10,
90802225,1,
93330857,1,
93330859,1,
93264777,1,
93272604,1,
92799626,1,
93825096,6,
93825840,1,
92754427,1,
92812996,9,
90824186,10,
90824286,1,
98332821,1,
98345122,1,
102018798,1,
98286768,9,
98313160,1,
98202389,9,
98218090,1,
100786081,1,
93771461,6,
93783307,1,
93785637,10,
98226750,8,
98226750,5,
97188394,9,
101338697,10,
101337370,1,
101354356,1,
100711007,1,
101357991,10,
100721263,9,
100750701,1,
100646308,1,
100649519,1,
100652043,1,
100639629,1,
100668152,8,
100672642,1,
100768543,1,
102079820,9,
100651271,1,
100800878,10,
100777263,6,
100778410,8,
100813788,10,
102043491,9,
102049057,1,
102055297,9,
102272222,1,
102135063,10,
93845491,1,
93273579,1,
92225972,8,
92226238,9,
92240103,10,
92234152,1,
92242866,6,
97191064,10,
93884323,2,
94107868,10,
94107866,10,
94109788,8,
94127277,1,
93268598,8,
94091562,10,
92266704,9,
90836180,1,
92732177,10,
92738385,6,
93885516,9,
93885516,2,
92249542,1,
92250873,1,
92260565,1,
92262759,1,
94094229,1,
93323510,1,
92245262,1,
92246739,1,
93831045,10,
92741817,1,
92746702,1,
93896074,10,
93895406,10,
100781843,9,
98226955,1,
98240806,10,
98250774,6,
98263929,1,
100794219,9,
92224116,1,
92246013,9,
93247691,10,
98321386,1,
97241182,1,
97244834,1,
97245139,1,
97240779,10,
97240775,10,
97237572,10,
97243283,1,
97247159,10,
92785908,9,
92786656,9,
92777603,4,
92320001,1,
93295481,9,
93308290,8,
92258542,10,
92258544,10,
93898179,1,
94108900,10,
94128782,1,
94139562,10,
92794409,9,
92309428,10,
92310924,1,
92311966,6,
94135910,10,
94145673,1,
95716099,10,
95716095,10,
97157347,10,
97182943,8,
97182943,9,
97183162,9,
97183162,8,
97183398,9,
100770427,1,
98218416,10,
98223734,9,
93824238,8,
93824238,9,
92279609,1,
92285291,1,
92287721,1,
92289601,1,
92289601,8,
93830761,1,
94133237,1,
94141729,1,
94114233,1,
94117401,1,
93292983,9,
92325850,1,
93792081,10,
93325553,1,
93272379,1,
95713112,10,
95719124,9,
97174958,10,
95745921,1,
95709505,1,
95713462,1,
97174127,1,
97174127,6,
97179748,1,
97184239,9,
97189745,1,
97188855,1,
100899036,1,
97178623,1,
102087189,1,
102087190,1,
98248982,9,
98260768,9,
98220252,6,
98305630,1,
98221975,1,
93825928,8,
93833126,1,
93858807,1,
93891417,1,
100909881,10,
94143091,10,
91365361,10,
91368092,2,
95746423,6,
97188369,10,
97197284,1,
97200137,9,
97136913,1,
98230716,9,
97202970,1,
97203024,6,
97138749,6,
97151489,10,
94146287,10,
95689140,2,
98248975,9,
98311685,9,
98311696,9,
98276064,1,
98220436,1,
98246392,1,
98200180,10,
98198220,10,
98341153,9,
101355054,1,
98279041,1,
98210802,9,
98220760,6,
98303655,10,
98309017,1,
98311997,10,
98232551,9,
98244073,10,
98247033,8,
98247033,9,
98250951,9,
98251594,1,
98251594,9,
101938206,10,
97184004,8,
97184004,9,
97164506,10,
93328291,1,
98245180,9,
98253072,9,
98253072,8,
94100270,1,
93769170,1,
94092843,9,
97148953,6,
94140510,1,
94108038,1,
95680566,1,
93912142,10,
93912536,1,
97225435,1,
97214804,1,
97225943,1,
97241364,9,
97211923,1,
97213815,1,
100877309,1,
97240774,10,
97241363,1,
97247158,10,
97247157,10,
100800361,1,
92283617,10,
92285091,9,
92285087,9,
93880953,1,
93805661,1,
93886961,1,
93886960,1,
92784648,9,
92795131,9,
92314963,1,
93273161,1,
93297768,1,
92264720,10,
92271491,1,
94135563,10,
94147719,1,
95693171,1,
95708677,9,
95715888,1,
95685329,1,
95687107,1,
97166772,1,
98211463,9,
98316159,10,
98316164,10,
98326804,1,
98221977,10,
92797504,10,
94092328,1,
94098662,10,
92806535,1,
92307379,10,
93828294,1,
92292204,9,
92293424,1,
92295201,1,
94141303,9,
94111659,10,
94112145,1,
94112145,9,
94150944,1,
95713106,10,
95712296,10,
95729551,1,
95738787,1,
95710143,1,
95674569,9,
97184240,9,
92320612,1,
92323856,1,
92324180,1,
93898581,10,
93884958,6,
101887166,9,
93325366,1,
93325366,6,
93841060,10,
101971192,10,
93849391,1,
93854455,1,
98226949,1,
98195179,9,
98194399,9,
98194405,9,
98210680,1,
98291336,10,
98239550,6,
98254386,9,
98218632,9,
94145625,9,
91378541,9,
91370503,1,
91373788,1,
93861455,9,
93902273,1,
93295637,9,
93300705,1,
95739104,1,
95751213,10,
97197281,1,
97180753,9,
97180753,8,
97136904,1,
97141220,1,
100803531,1,
98311699,9,
98320751,9,
98226872,9,
98227744,9,
98232667,1,
98232853,10,
98189168,10,
98193793,1,
98200178,10,
98346208,6,
98237350,9,
98237350,8,
98237820,9,
98237820,8,
98249012,10,
98231265,6,
98232550,9,
98233062,9,
98250949,9,
93247724,10,
93247996,9,
93261932,10,
98248441,9,
94149554,10,
93268708,1,
93881200,1,
93894661,9,
98234853,1,
93859216,1,
93880057,1,
92307923,10,
92764157,1,
93895013,10,
93894581,10,
94102443,9,
97149015,1,
94116989,1,
97171820,1,
95674097,1,
98308717,1,
97240868,1,
97241464,1,
97245028,1,
100801999,9,
98348957,1,
92283621,10,
92285089,9,
93883042,1,
93877217,10,
93284140,1,
93248399,1,
93254168,10,
94105903,10,
93304977,6,
93308907,8,
93315408,1,
92772187,1,
92778205,9,
92782140,6,
92793072,1,
92314624,1,
93295479,9,
93299412,9,
93306953,8,
92249611,1,
92258119,10,
92258547,10,
93259707,9,
94135913,10,
95698519,10,
95702049,9,
97182942,8,
97182942,9,
97158539,10,
98209256,1,
98315592,10,
98316894,10,
98321136,1,
94131030,1,
92814742,1,
92326023,10,
93279210,1,
93284665,10,
92307376,10,
92307378,10,
92311084,1,
93833391,1,
93311654,10,
92284115,9,
94141305,9,
94118817,9,
95713110,10,
95715572,1,
95740234,1,
95716074,1,
95674362,3,
97184495,6,
97184159,9,
95748263,1,
93298697,6,
93792078,10,
93912854,10,
94143449,6,
94143449,1,
93305490,9,
93858809,9,
102018599,9,
93895776,1,
98226960,1,
98232979,1,
98195182,9,
98194392,9,
98221974,1,
98231405,1,
95697321,1,
93769490,1,
93294922,2,
93870534,1,
93878573,1,
95744001,10,
95755795,10,
97188373,10,
97188372,10,
97135674,9,
97180469,8,
97173911,1,
97173116,6,
97182042,9,
97182042,8,
97206225,9,
97203871,6,
97141021,9,
97141222,1,
100803675,10,
98311995,6,
98322841,6,
98322841,1,
101881347,8,
98214348,1,
98226871,9,
98203343,10,
98351205,1,
98311775,10,
98338864,9,
101354338,1,
98215817,10,
98212621,10,
98199326,1,
100779541,1,
98253088,9,
98257676,1,
95688242,9,
95689601,6,
94149070,10,
94149072,10,
93262288,9,
93801943,10,
98248438,9,
100668593,1,
93877910,1,
94097764,1,
94098103,1,
93892706,10,
93893575,1,
92269968,1,
92282265,9,
93873374,9,
93876641,6,
92300879,6,
92302301,10,
92303453,6,
92771642,10,
92774964,1,
92285030,2,
93894584,10,
93894570,10,
94100427,10,
93770162,9,
94092657,1,
97142873,10,
93898761,1,
93905877,1,
95685317,9,
95689062,1,
95689064,1,
97232569,1,
97212422,1,
97228783,1,
100805424,9,
97231455,1,
100877414,1,
97243047,6,
102136227,1,
100766357,9,
100766355,9,
102122806,3,
93891832,1,
93893562,1,
93896111,1,
93871228,9,
93870567,9,
93806069,1,
93280972,10,
92224113,1,
92230157,3,
93891270,9,
93288887,1,
93288887,9,
92785910,9,
94131956,10,
94142612,1,
94155166,1,
97172668,1,
95707323,13,
95687314,9,
95702116,1,
97167413,10,
97247160,10,
100802003,9,
100662880,10,
98315594,10,
93299560,1,
92255672,9,
94108199,12,1
94131027,1,
92799902,6,
92804850,1,
92802014,10,
92807356,6,
92816884,10,
92329850,9,
93281637,1,
92314548,1,
92315675,1,
93315127,10,
93267818,1,
94111846,1,
94111846,6,
95724258,1,
95745924,1,
95722781,8,
95722781,9,
95724599,1,
97180634,1,
97178615,1,
97179029,1,
94118816,9,
94121760,10,
94131340,10,
93292979,9,
93293274,1,
92324181,1,
93898402,10,
93898579,10,
93272741,1,
93910229,10,
93302658,1,
93891284,1,
93893179,1,
93894449,9,
93895775,1,
98303581,9,
98303581,1,
98246223,1,
102083825,9,
91382750,6,
95692453,10,
91367875,1,
93902274,1,
93298750,6,
94146738,10,
95738969,1,
97188366,10,
97197729,1,
97197276,1,
97202820,1,
97202820,8,
98230725,9,
98230721,9,
97180383,9,
97180383,8,
97180369,9,
97180369,8,
97205551,1,
97218787,10,
100874380,10,
98203859,1,
98207271,1,
97213730,1,
97237058,9,
92276237,9,
93880732,1,
93881402,9,
93884717,1,
93885615,10,
94097998,9,
93873055,9,
92259575,1,
92268973,6,
93857910,1,
93858164,9,
93859215,1,
98235898,1,
93874116,9,
93876472,1,
95720615,1,
92759359,9,
92775776,9,
93891279,1,
93892241,10,
94094783,1,
94094785,1,
97153179,6,
97171817,1,
95668723,1,
95678513,6,
97216431,1,
100813606,1,
100813603,1,
97233154,1,
97230917,10,
97229433,1,
97229433,9,
97236520,1,
97236039,10,
97236040,4,
97240776,9,
97240773,10,
93889867,1,
92246011,10,
93247963,1,
94125881,1,
94127888,10,
93287626,1,
93308906,8,
92770151,10,
92780165,1,
92785918,9,
92785917,9,
92299147,4,
92302123,10,
97162826,10,
95694189,1,
95702118,1,
97183400,9,
97183396,9,
97184109,1,
97158542,10,
97247164,10,
97247161,10,
97247165,10,
97247483,10,
98349271,1,
98207655,10,
98332805,1,
98332804,1,
98220383,9,
98222208,1,
98222413,1,
93307793,8,
92249613,1,
92254991,9,
92258543,10,
92259048,10,
93258326,1,
93261492,1,
94108198,12,1
94131034,1,
94140258,1,
92804656,1,
94106966,1,
92799995,1,
92808880,1,
92331188,1,
92311800,1,
92314528,1,
93770959,1,
94131596,1,
98232495,9,
95726662,6,
95712504,1,
97186506,9,
97188014,9,
97189734,1,
93291427,1,
92321115,1,
93303648,6,
93851507,1,
93284276,9,
93289137,1,
98226954,1,
98291337,10,
98308646,1,
98255925,1,
98257324,10,
98269365,1,
98269365,8,
98218631,1,
93861084,1,
93902250,1,
91393967,1,
97180384,9,
97180384,8,
97180363,8,
97180363,9,
97182040,9,
97182040,8,
97203508,1,
97138829,1,
97141189,1,
97159229,1,
100784608,10,
98303833,1,
100874370,10,
98191822,10,
92272946,8,
92276537,1,
93874278,1,
93886144,1,
94097173,10,
94098259,1,
95741655,2,
92259993,1,
92280892,1,
98234855,1,
98234857,1,
98235377,9,
92299273,9,
92765663,10,
92288734,6,
93895010,10,
94100268,1,
100668149,9,
100668183,6,
100813604,1,
97235236,1,
100814723,1,
100792916,1,
97236710,10,
97243029,1,
97235650,1,
97240777,10,
97153186,6,
93905197,1,
102020358,1,
94097844,10,
94114799,1,
94124647,9,
95667793,10,
95679350,1,
95682703,1,
93869242,10,
93806070,1,
93806293,1,
92221342,10,
93246007,10,
93247908,2,
93252319,9,
93890727,10,
94106690,1,
93309609,1,
92321077,1,
92297626,9,
97245538,6,
97248958,1,
97249006,1,
98315596,10,
100651427,1,
94155164,1,
100813274,1,
95690555,1,
95690558,1,
95707319,9,
95710700,9,
97164484,1,
95683654,10,
95687313,9,
97181873,8,
97181873,9,
97182423,8,
97182423,9,
93306915,1,
92255815,1,
93816656,1,
94140905,1,
92792928,1,
92311086,1,
93825121,9,
93315476,1,
92288271,1,
93268700,1,
95701132,1,
94141886,1,
93292985,9,
93836984,1,
93277566,9,
94133851,6,
93302203,1,
93302616,6,
101971195,10,
101971190,10,
93856885,9,
93892394,10,
90800794,1,
98241230,9,
98257628,1,
98281932,1,
98226956,1,
98201776,9,
98205801,1,
98206569,6,
98206569,1,
95723815,9,
95723815,8,
95722784,8,
95722784,9,
97188625,1,
95743995,6,
102087191,9,
102087752,9,
93901686,6,
94146456,1,
102012987,10,
97188371,10,
97201520,2,
97204301,1,
97135677,9,
98230719,9,
98230735,9,
98230175,9,
97180380,8,
97180360,9,
97180360,8,
97180377,8,
97180377,9,
97180373,8,
97180373,9,
97181721,9,
97207699,8,
97203060,1,
97204807,6,
97197552,10,
97204072,9,
97204068,10,
98269364,1,
98269364,8,
102082550,10,
98228560,1,
90783391,1,
93292964,1,
97207608,10,
97208300,10,
97210131,6,
97210131,1,
97180390,9,
97180390,8,
97180620,1,
97181682,1,
94775994,1,
94775698,1,
94775929,10,
90801365,8,
93323541,10,
94154366,10,
94156210,1,
98243066,1,
98259601,10,
98220175,9,
100646554,1,
100674101,1,
100661086,9,
100661073,9,
100661092,9,
100660625,9,
100661083,9,
100881240,1,
100776897,9,
92816872,1,
92816417,1,
92817225,8,
95715504,1,
94776288,3,
94777831,1,
94158737,10,
95672035,1,
95684871,1,
93328479,10,
93265062,10,
100653266,1,
92753364,9,
91367085,1,
91371872,10,
93299796,1,
91372650,1,
92768039,1,
98190485,9,
98195493,10,
98195495,10,
98195929,1,
98212814,10,
98189408,10,
98190213,1,
98193087,9,
98231256,10,
98248552,9,
98266669,9,
93769360,10,
93769355,10,
94092684,10,
94093308,1,
94118079,10,
91403758,1,
93299337,1,
93310711,1,
93325238,1,
91407919,5,
91407418,1,
92785091,10,
93772291,8,
94096951,9,
94097053,1,
93320719,9,
92730947,9,
93246477,6,
94808189,1,
94819500,1,
94822757,1,
94822754,1,
95681426,10,
98242247,1,
98246438,9,
98303859,1,
98316701,6,
98290386,1,
98313939,9,
98283942,1,
101346946,9,
98235666,10,
98235662,10,
98250018,1,
98350271,1,
98344244,1,
98332680,10,
98269750,1,
100654135,9,
91414690,1,
91414742,1,
91414745,1,
98201524,10,
94099686,9,
93244142,1,
94108876,9,
92751530,10,
92276022,9,
92278890,8,
93246410,1,
93786200,10,
93796208,1,
93796683,1,
91427372,1,
91427531,10,
93882902,1,
90799250,1,
90801193,1,
93328749,1,
91360511,10,
90796889,1,
94828953,1,
94831991,1,
94835768,1,
93770072,6,
93314551,9,
97182231,8,
97182231,9,
97182233,9,
97182233,8,
97182561,10,
97149396,10,
97178658,1,
97184204,1,
90783716,1,
90782864,1,
90783869,1,
94152200,1,
94152198,1,
93316050,9,
90797615,1,
93323540,10,
97207613,10,
97210132,2,
94777759,9,
94770435,9,
94771755,1,
98265645,9,
100657910,1,
100667308,9,
100667304,9,
100814134,1,
100813619,1,
92222767,1,
90804161,1,
90804493,9,
94155855,1,
93771000,1,
94147066,1,
93328482,10,
93329790,1,
93254031,1,
92754952,10,
92756962,1,
94157462,9,
91365230,1,
91376014,1,
91377332,1,
91385121,1,
94779297,1,
94156126,10,
94156949,10,
93275444,1,
93280440,1,
91367744,1,
91383096,9,
92769336,10,
94092734,9,
94093173,1,
91398548,10,
91393353,1,
93321137,9,
93325239,1,
98195932,1,
98200979,1,
98189304,1,
94808391,1,
95676068,1,
95682430,1,
95683251,10,
91394109,10,
91405645,9,
93772288,10,
94094803,9,
94096953,9,
94120598,10,
94120996,1,
94122272,9,
92737896,9,
94124028,10,
94124029,10,
98268403,1,
98282799,1,
98286652,1,
98309406,9,
98283940,1,
98287286,1,
98225170,9,
98225164,9,
98247936,10,
98306133,2,
98314501,1,
98341087,1,
98266321,10,
100776968,1,
100732402,1,
91360488,3,
90789453,10,
93328009,1,
90791559,3,
90791559,2,
90792662,6,
94829471,1,
93791152,6,
98251108,9,
93328082,1,
93308773,6,
93778070,1,
94149553,10,
98253058,8,
98253058,9,
97182484,9,
97182564,1,
97199487,1,
97184383,9,
97184383,8,
90800158,1,
93325157,10,
97152895,1,
97181680,1,
94123326,1,
94777974,1,
94783724,6,
94775370,10,
94775816,10,
100651370,10,
100655856,9,
100661089,9,
100771844,9,
102114806,1,
102114825,1,
93305167,1,
90807638,1,
90807637,1,
93328178,1,
93328481,10,
91552177,1,
94091420,10,
91374377,1,
94156295,1,
94138163,1,
94140633,1,
94782742,10,
94155950,1,
95669886,10,
93298042,1,
93299394,9,
93310842,1,
93273193,8,
91388166,9,
93790254,6,
92758912,9,
92762587,10,
94094297,1,
91402566,10,
91402568,10,
91402565,10,
91402570,10,
93325523,1,
98190216,1,
98230944,8,
98193662,10,
98203065,9,
98203063,9,
94804447,10,
94811133,1,
94814081,1,
94814908,1,
95674477,1,
91398121,1,
91401516,10,
94097698,9,
91394424,10,
93245169,1,
92732512,10,
91414743,1,
93782556,10,
94098902,9,
98220348,10,
98220555,1,
98303860,1,
98309396,1,
98316286,9,
100661430,10,
98292522,1,
98284225,1,
98235172,10,
98235664,10,
98331274,6,
98326016,1,
98344541,9,
98267190,10,
98291533,1,
98291533,6,
100778306,8,
90805731,10,
91360490,3,
97172707,10,
100803530,1,
98311712,9,
98311491,9,
98311490,9,
98275133,1,
98218653,1,
98220435,1,
98246817,1,
98200183,10,
98204137,1,
102123014,1,
98333185,9,
98349152,1,
98237821,8,
98237821,9,
98237573,8,
98237573,6,
98239631,1,
98267805,1,
98264466,10,
98264469,10,
101356126,1,
98216933,9,
98218519,10,
98212624,10,
98213797,10,
95684729,9,
95684739,9,
94149460,1,
94149461,1,
93243234,1,
93802112,6,
98248972,9,
97182930,1,
97182930,8,
97182642,1,
97182642,8,
97184038,9,
97182470,9,
97184165,6,
97184165,8,
97184145,8,
97184145,9,
93313527,1,
94152969,1,
93292968,1,
90789763,10,
93324598,10,
97204464,1,
97204464,8,
97208070,1,
97209296,1,
97180386,8,
97180386,9,
98304658,10,
98303968,10,
98243718,6,
98250945,9,
98222135,6,
100653394,1,
100652354,1,
100648767,1,
100656289,1,
100656289,9,
100887847,9,
100661072,9,
100814135,1,
94156327,1,
93328842,10,
93328480,10,
93330251,1,
93769130,9,
93772323,1,
93825218,1,
91371871,10,
94158460,1,
94128330,10,
94777829,1,
94156813,1,
94156945,10,
91382973,10,
93293498,10,
93298760,1,
91372652,1,
91383099,9,
92758913,9,
92762904,1,
93769353,10,
94093838,10,
94094650,1,
94117857,9,
94118642,1,
91398083,1,
91402564,10,
98190599,1,
98199293,1,
98203128,1,
98230940,8,
98235633,6,
98247232,1,
98277895,1,
94804464,1,
94807955,1,
94811165,1,
94815459,1,
94822760,1,
92785093,10,
94096421,1,
94097589,1,
93784538,1,
94098487,1,
94122582,10,
94123737,1,
93250470,9,
93264766,10,
98245470,6,
98311478,9,
98320752,9,
98277408,10,
98214345,9,
98248714,1,
98257289,1,
98189127,8,
98311548,10,
98338863,9,
98273552,9,
98287555,2,
98212630,10,
98212629,10,
98212618,10,
98200049,6,
100778614,9,
94149459,1,
93247943,6,
100915169,1,
94149964,1,
94141236,1,
93277587,1,
97177728,1,
97182996,1,
97183067,10,
97175429,1,
97209418,6,
97196732,1,
97150117,1,
97163119,1,
97163121,1,
97184813,9,
97184813,8,
93295377,1,
93790316,1,
90782997,1,
102030274,6,
93307860,1,
93311456,1,
93803956,1,
93808235,10,
93326893,1,
97203119,6,
97207615,10,
97207607,10,
97208020,1,
97180388,8,
97180388,9,
97180604,1,
97180600,1,
97181678,8,
97181678,9,
98257675,1,
98214537,6,
100653635,1,
100663973,6,
101343291,1,
100814133,1,
92221994,1,
93811639,1,
90808011,1,
94155346,6,
94145972,10,
94147994,1,
93328476,10,
91552298,1,
92741997,1,
92741997,9,
94140228,1,
94779626,1,
93289168,10,
93275449,9,
93282218,1,
91382472,1,
91387588,9,
92761877,1,
92762308,10,
94118643,10,
91389018,1,
91389018,9,
93295090,1,
93307621,6,
93319273,1,
93319273,6,
93321693,9,
100815198,1,
98189412,10,
98190351,10,
98189584,1,
98198260,9,
98192354,1,
98228248,1,
98224298,1,
98193179,10,
98242899,5,
100658015,6,
94811164,1,
94827593,10,
93798496,8,
93800144,1,
93771272,10,
93867418,6,
93868683,1,
94095044,10,
94120342,1,
93321394,9,
94098267,1,
92736526,6,
91415205,9,
93784537,1,
93881251,9,
98253772,1,
98261606,10,
98212306,1,
98216164,1,
100694582,8,
98226487,1,
100766863,1,
100721390,1,
98306949,2,
98267435,1,
100786431,1,
98311703,9,
98311481,9,
98311690,9,
98311483,9,
98329091,9,
98219899,1,
98220125,6,
98193330,1,
98204136,1,
98345546,10,
98248470,10,
98261726,9,
98272897,10,
98287552,2,
98219717,9,
98228520,1,
98212627,10,
98193855,1,
95689602,6,
94148919,1,
94149071,10,
93255920,1,
93264143,11,5
93264556,8,
93264558,1,
98246973,10,
93277586,1,
93277588,1,
93296724,1,
97182228,8,
97182228,9,
97147243,9,
97151143,6,
98253061,8,
98253061,9,
93312837,9,
94151402,2,
94151402,8,
93880899,10,
93283936,9,
98250950,9,
100661091,9,
100661066,9,
100661097,9,
100665669,6,
97152894,6,
97180391,9,
97180391,8,
94775942,10,
94776115,10,
102115212,10,
102077384,9,
92837950,1,
92315866,1,
93811642,1,
90811723,1,
94154591,1,
93328170,9,
91550489,1,
91362216,9,
91362564,9,
92754958,10,
92754953,10,
101890751,10,
94130436,6,
94778542,1,
94155949,1,
95678438,9,
100760375,1,
100776479,1,
98189410,10,
98203437,1,
98205288,6,
98190211,1,
98246346,6,
91367743,1,
91370740,10,
93783996,6,
94093854,1,
94094299,1,
94093312,1,
91380292,9,
91387219,9,
91403129,9,
93321692,9,
94784564,9,
92793424,1,
93776506,1,
93862912,6,
94096960,9,
94096957,9,
94096959,9,
93321395,9,
94096196,10,
92730945,9,
92795118,6,
93877196,1,
93881580,1,
93882991,9,
94098360,9,
94098710,9,
94120440,8,
94124403,1,
93247017,9,
98193485,9,
98201551,1,
98203061,9,
98203062,10,
92751744,9,
92760871,8,
94132692,1,
94140374,1,
94140522,1,
94141146,1,
94145021,10,
94144514,1,
94771278,9,
94779291,1,
98330295,1,
100762336,1,
101946475,1,
101351705,1,
98335905,1,
98350803,1,
100774834,1,
102075288,1,
100782735,2,
100796869,1,
93846125,9,
93846211,1,
93874480,1,
95706321,1,
95682902,10,
100727658,8,
95667736,9,
95721022,1,
100715192,1,
100812496,6,
100672517,1,
101372823,1,
101391358,1,
101391358,6,
101353397,1,
101347204,6,
101383184,9,
100878038,1,
100792631,1,
100885443,6,
95718499,10,
93857738,1,
93858166,10,
93876530,6,
93877875,1,
95670149,1,
95691159,1,
94724689,1,
94734672,10,
95681980,1,
95683013,1,
93851742,1,
95727346,1,
94740619,10,
98191847,1,
98215069,9,
101345240,10,
98213572,10,
101351377,1,
98216490,10,
98336462,1,
98259338,9,
98259338,8,
94106074,10,
94106072,10,
94108866,9,
94108870,9,
94108090,9,
92750103,1,
93775851,10,
93780644,10,
93791764,1,
100658171,1,
93881377,1,
94102243,1,
94102243,8,
94103118,9,
93282527,10,
92284472,1,
92292547,6,
95740107,10,
95697288,10,
93824752,2,
100792721,1,
100768881,1,
98333719,1,
100788047,10,
100680887,1,
100687514,10,
94138226,1,
94144429,10,
94146089,1,
94769957,6,
95680226,1,
95690482,9,
94152197,1,
93878191,10,
102042524,1,
102042527,1,
95679038,9,
95708471,1,
98315646,1,
93887785,1,
95732761,10,
94831874,1,
95691386,9,
100677786,1,
100690693,6,
101355236,1,
101355957,1,
101391684,10,
101353633,9,
101354023,12,1
102008115,1,
101354872,10,
100881290,9,
94092590,1,
94092755,1,
94715582,1,
95718498,10,
101338224,1,
101342038,1,
93250869,1,
102027135,1,
95745710,10,
95719731,1,
95739434,1,
93857742,1,
93868147,1,
93877874,1,
93881923,1,
93884700,6,
93864229,1,
95737009,1,
95744749,1,
93328202,1,
92236638,1,
90793131,2,
90792603,9,
95683901,9,
91361863,1,
95695477,10,
95694619,10,
95696009,9,
95699783,1,
93771355,1,
92744777,6,
92270744,9,
93796681,1,
93243740,1,
100658183,1,
93881075,10,
93881374,1,
93290120,6,
92754757,9,
95747763,1,
94145282,1,
94770591,9,
94158918,1,
100751694,1,
100754101,9,
100756682,10,
100755923,9,
98333725,1,
98333723,1,
100784760,1,
93850438,1,
93877429,10,
95722248,9,
95723248,1,
95735225,10,
95705604,1,
95715154,16,
95717211,1,
95717214,1,
95687130,1,
94093784,1,
94098308,1,
94098629,10,
95720466,1,
95720466,8,
95724955,8,
95724955,1,
95725111,1,
95708729,1,
100795670,9,
101342871,10,
100699379,1,
101355178,1,
102060616,9,
100721835,9,
101356224,1,
94721889,1,
95705540,9,
93865178,1,
95726934,1,
93899606,1,
98221747,1,
98286651,6,
98309394,1,
98320170,1,
100691971,1,
100801823,1,
98288020,1,
98309409,9,
98283941,1,
98225169,9,
100712350,9,
98336118,10,
98347703,1,
98289997,9,
100785304,10,
90805723,10,
92251514,8,
90789454,10,
90789616,1,
93249982,9,
90793600,10,
97146270,1,
91360649,1,
98314720,1,
95695469,10,
95694629,10,
95699139,10,
93771722,1,
93770522,1,
93789167,10,
92737103,9,
92744641,9,
94107883,6,
94108875,9,
92746863,1,
92746864,1,
93786201,10,
93786199,10,
93247853,9,
100658193,1,
92752954,10,
92762067,8,
98320865,1,
98320380,9,
100793429,10,
100783542,1,
100796246,1,
100805903,1,
100805904,1,
100805146,1,
100801975,1,
100802216,10,
94141807,9,
94144510,1,
94146518,9,
95707420,1,
95710894,1,
93824057,1,
93878379,1,
95725126,1,
97184811,9,
97184811,8,
95750535,10,
93884404,10,
93894556,1,
95667739,9,
95722114,1,
94711195,9,
101369653,10,
100695029,9,
101355179,1,
101357162,10,
101354925,1,
100786045,1,
100792629,9,
100794175,1,
101366815,9,
94140072,1,
95753160,10,
95688290,10,
95691867,10,
95693015,10,
95752570,6,
93330112,1,
91412577,10,
92817222,8,
94832492,1,
95694627,10,
93765708,1,
93770257,1,
90800565,1,
90805212,10,
101890378,11,5
91364010,9,
93328748,1,
93328201,1,
93249978,9,
101889906,1,
91360622,1,
93249917,1,
93251232,9,
92748849,10,
93796684,1,
94730346,9,
91429757,9,
93797943,1,
93884676,10,
92752260,10,
92752259,1,
92764860,9,
95667901,9,
93806799,1,
98316759,1,
98320875,9,
100790191,1,
100789038,9,
100808002,1,
100803319,1,
100687512,10,
94136089,1,
94140478,1,
95698647,1,
94160837,1,
95690208,1,
95691093,1,
95746404,1,
95699361,8,
93883507,1,
95723683,1,
100810929,1,
100677089,1,
101372523,1,
101342639,1,
101342642,1,
101342644,1,
101355149,10,
101389181,1,
101354924,1,
102061145,1,
94092585,1,
95754523,1,
94715576,1,
95720433,8,
95720433,1,
100692403,1,
95707647,10,
95691388,9,
95694774,10,
95718393,1,
95745682,1,
93885213,1,
98249804,6,
98277685,10,
98223971,1,
98303570,1,
98316702,9,
98287268,1,
98309191,1,
98225163,9,
98235982,1,
98343797,1,
90805729,10,
93328462,10,
91359840,2,
95695466,10,
95694610,10,
95694623,10,
95698385,10,
93793515,9,
92743558,1,
94106259,9,
94108091,9,
92742238,10,
92749609,1,
92280551,1,
93245451,1,
93246408,1,
93772177,1,
93775850,10,
93784438,1,
93789906,9,
93796207,1,
93809754,1,
93243745,1,
100658213,1,
93882627,1,
93882897,1,
93894067,1,
94124513,1,
94126050,1,
93288858,10,
92283025,1,
92283022,1,
92288591,1,
92292880,1,
95667902,9,
98292827,10,
98292321,10,
98292324,10,
98314667,1,
98320374,1,
98320870,9,
98336897,1,
