victim_id,circumstances_id,justifiable_force_id
100737959,3,
98268597,9,
94092936,1,
94093156,1,
94094166,1,
94119111,9,
94119111,1,
90803971,8,
93892491,1,
92291589,9,
93295057,1,
92260991,1,
93804100,1,
93898386,10,
93901897,1,
94093234,1,
94114720,8,
94113977,8,
92744448,10,
91366832,9,
92310318,1,
92313568,10,
92313569,10,
92324846,1,
92324951,1,
93315386,1,
101932322,2,
101991004,10,
102030373,6,
101956593,1,
101913878,6,
101913878,8,
100720364,1,
101937672,10,
101968721,6,
101969932,10,
101971942,9,
101983572,1,
102017259,1,
101906609,2,
102035004,1,
102018902,1,
100755664,2,
100679640,1,
100774234,10,
100720783,1,
102014483,1,
100802300,1,
101378554,1,
101378556,1,
101382412,1,
101346333,1,
100809492,1,
100811120,1,
100771375,1,
100788039,1,
100813288,1,
100813590,9,
100813627,1,
102024045,1,
101932308,1,
93765576,1,
93765576,6,
93908323,1,
93910445,10,
92330743,1,
92728647,1,
92299489,1,
92299968,9,
93782485,1,
93783650,1,
93791735,10,
93793954,9,
93794387,1,
91402039,6,
98200399,10,
92822237,1,
90788216,10,
94122355,1,
98191254,10,
98213949,10,
98224980,2,
98224980,8,
98227615,6,
98192638,1,
98192641,1,
98237560,10,
100742325,7,
98244761,6,
98244835,10,
98250847,1,
97228269,1,
98270716,10,
98275394,10,
98297819,1,
90802577,1,
100648348,6,
94113980,8,
94118638,9,
90824129,10,
91405358,10,
92766035,1,
93772806,8,
91398377,10,
93859492,9,
93279329,1,
100772850,1,
101992309,1,
102092750,2,
102070702,10,
102072167,1,
102072166,1,
102024669,1,
101946845,1,
101351951,3,
102064884,1,
100795777,9,
100802287,10,
102067513,1,
102068152,1,
102069999,17,
102069398,1,
102070037,1,
102073223,1,
102034925,6,
102072144,6,
102074224,9,
101355411,9,
97248883,9,
98351238,1,
92269601,9,
91367487,1,
93808268,1,
92231650,6,
92276935,1,
92279016,1,
91395245,9,
94101163,1,
95721784,9,
101345840,10,
98312815,1,
98242724,1,
92243511,10,
92261139,1,
92261143,1,
93829440,1,
93886678,1,
92272482,9,
93287075,1,
93844399,8,
93844399,1,
93876346,1,
100661490,6,
93900281,10,
93902329,1,
93896368,1,
93896537,10,
92291860,1,
92292840,10,
91548344,10,
93294177,1,
93296776,1,
93804680,10,
93903820,1,
94104397,9,
92743516,10,
92326884,1,
93316354,10,
94737190,10,
98272930,1,
98262356,10,
98268595,9,
101956291,1,
101958464,5,
101958464,1,
101958465,5,
101958465,1,
101958467,1,
101958467,5,
101968090,1,
102037241,10,
100732056,8,
100732056,9,
102022676,1,
102030224,1,
101962332,10,
101969640,10,
101883062,1,
101946639,1,
101994823,1,
102017074,1,
102033286,6,
100686527,1,
100675981,9,
101884999,9,
101885080,3,
100711113,8,
100711113,6,
100774445,10,
101978059,1,
101982874,1,
100728706,6,
101366377,1,
100762606,1,
100774182,1,
100775682,10,
101378237,9,
101887101,1,
101890965,1,
101998571,6,
101913236,6,
100813499,1,
100794605,1,
102024499,1,
101895430,1,
93825113,1,
92815233,10,
92835729,9,
90826216,9,
92770666,1,
92249528,10,
94098697,1,
98189452,10,
98202795,10,
100743761,1,
97216110,9,
98264382,9,
98273255,9,
100646196,1,
98330993,1,
98330999,9,
94125249,1,
94127902,10,
94127207,6,
94127274,1,
90826128,1,
92792351,1,
92792348,1,
92804901,1,
100720384,6,
92763400,9,
92824602,1,
97133291,9,
94157877,10,
93279941,1,
93279934,1,
101892573,1,
101892575,1,
101992310,9,
102071579,1,
101884399,1,
102067523,1,
102029777,10,
98216955,1,
98243321,8,
98243321,9,
98218325,10,
98260833,10,
98281348,1,
98349163,9,
93787679,1,
93863557,1,
93863557,9,
90800187,1,
91403297,1,
92247859,9,
93256002,10,
93891707,9,
93862295,1,
93268180,10,
98231275,1,
98241690,1,
98286693,1,
98345466,8,
98292697,1,
100732269,10,
98264461,1,
98282237,1,
94121982,3,
90803972,1,
93898453,1,
93900002,1,
93904202,1,
93295060,1,
93298805,10,
92311787,1,
92313572,10,
92313965,10,
101882772,6,
101886153,1,
101889882,1,
101890803,1,
101931558,2,
101966788,9,
101966788,1,
101977712,1,
101898151,6,
101956752,9,
101886902,1,
101962964,1,
101960002,1,
101958559,1,
102021824,1,
101928075,10,
101969931,10,
102017946,1,
101969626,9,
102023263,1,
100677548,6,
100680144,1,
101885413,9,
101885415,9,
100774447,10,
100777920,1,
100737174,6,
100779575,1,
100745562,1,
100736487,1,
101378553,1,
101378552,1,
101351305,1,
101887281,10,
101891713,9,
101353685,1,
101367720,1,
100811167,1,
101391692,1,
101925936,10,
100813363,1,
100813496,1,
100803056,10,
98337212,1,
100813277,1,
92326595,1,
92815679,10,
100649196,9,
93892642,1,
90826344,1,
92768865,1,
97183118,8,
97183118,9,
97183774,8,
97183774,9,
98189454,10,
98190406,10,
98190394,10,
98209384,10,
98217326,9,
98190838,1,
98192637,1,
98238031,10,
101350622,9,
97238519,10,
92227222,9,
93279938,1,
93285003,6,
92826413,1,
92827701,1,
92827917,10,
92827916,10,
101892825,1,
100770123,1,
102006535,9,
102015518,1,
101924767,10,
101948484,9,
102106827,1,
102086105,10,
101967046,1,
102018950,10,
102019636,10,
100802102,1,
102068170,1,
102070033,1,
102069278,9,
102069890,9,
102070897,1,
102027640,10,
97247389,1,
98330997,10,
98221025,10,
98218589,1,
92238422,10,
92808818,1,
93772803,8,
93787753,1,
92261134,9,
93823093,1,
93857053,1,
93863554,1,
93863554,9,
90793628,10,
95720915,9,
95722419,1,
91402242,9,
93839396,1,
98218729,10,
98261879,10,
98229153,10,
98248703,9,
90805915,1,
90807642,2,
93885395,10,
93886680,10,
97203518,10,
93871217,1,
92266419,1,
93259985,1,
93262874,6,
93877484,1,
100660453,1,
94092654,10,
94092938,1,
98262351,10,
98266456,1,
93884696,1,
93903827,10,
93296293,8,
93296293,6,
93799941,10,
93904249,10,
93903637,10,
93903636,10,
93903642,10,
94095871,1,
92735198,9,
92744438,8,
100661034,6,
92321078,10,
92275694,9,
102036393,9,
101886994,1,
101962174,9,
101962174,8,
101937048,1,
101978795,1,
101969073,1,
101969638,10,
101969930,10,
101884777,1,
102017368,1,
100683306,1,
100677795,6,
100683492,1,
101884383,9,
100774703,10,
102014827,1,
101382414,1,
101351307,1,
100753261,1,
102025468,1,
100770534,1,
100773815,1,
100813649,9,
102024868,9,
102024085,10,
102024223,9,
102032643,1,
102032825,1,
93765119,1,
98333175,2,
98347219,1,
98194002,1,
98213878,1,
98213946,10,
98216064,1,
98216059,1,
98237568,10,
97215692,6,
101350623,9,
98270718,10,
90823832,1,
90825131,1,
93893677,9,
93893710,10,
92264114,1,
95727857,6,
92824604,1,
92807588,1,
92808819,1,
92810818,9,
95708975,9,
95708979,9,
91395702,1,
91398738,1,
93803823,9,
93279928,1,
92827915,10,
92827918,10,
102015515,1,
100776491,1,
102072163,1,
102136524,1,
101393499,6,
101937001,6,
101945297,6,
102067469,1,
100801537,1,
100802189,10,
102019638,10,
102064887,1,
102067515,1,
102067551,6,
102114201,9,
102074221,9,
101976149,1,
102028085,10,
102030135,1,
101966186,1,
101977704,1,
101978089,1,
101990986,1,
97246994,1,
98216824,9,
98343187,9,
98344013,9,
98243323,9,
98243323,8,
93826796,6,
93860856,9,
90786619,1,
93879573,1,
93879570,6,
100649204,9,
93892639,1,
93279228,6,
94122352,1,
92249573,10,
98308058,9,
98224503,1,
98253385,1,
98254779,1,
98256009,1,
98229676,10,
98229672,10,
98231469,3,
92257461,10,
92261140,1,
92250963,10,
93254503,9,
93256148,10,
93247991,1,
90796964,9,
93893000,1,
93851484,1,
98218187,6,
93859419,10,
94104239,8,
94104239,1,
94112401,1,
98272932,1,
98320665,10,
98325487,6,
98342623,1,
98260583,1,
98296353,1,
98267314,1,
100668958,1,
93890233,1,
92291857,1,
93312151,1,
93804380,10,
93889187,10,
94094158,10,
91367978,10,
92320468,10,
92321683,10,
92321539,1,
93317355,10,
92271818,9,
101959210,9,
101996565,1,
101919288,10,
101958127,1,
102024043,1,
101959756,1,
101937755,1,
102022672,1,
102033993,9,
101964082,1,
101964082,6,
101946926,1,
102016457,1,
102016480,1,
102016876,1,
102036997,1,
100771779,1,
90788833,10,
90790326,1,
90786801,9,
92836066,1,
100649200,9,
92813051,9,
93893916,1,
93279231,1,
90824828,1,
90825953,1,
92250485,10,
97181852,8,
97181852,9,
90791241,10,
98192154,10,
98204761,10,
98189453,10,
98210792,6,
98216055,1,
98216371,1,
98209130,6,
98247186,2,
98254680,9,
97218615,6,
97220955,1,
97222770,1,
97224052,10,
101350338,10,
101350655,9,
97236076,1,
97241423,1,
100747844,10,
98203398,1,
98211350,1,
90802576,1,
94126223,1,
94127313,10,
92239434,6,
91404666,10,
91405939,6,
92810245,1,
95711429,1,
93771981,8,
93772807,8,
91387413,1,
91395211,1,
91395213,1,
91400165,1,
101892574,1,
100791487,1,
100793893,1,
102106825,1,
100797547,1,
102020650,1,
101884402,1,
102068162,1,
102031096,6,
102034408,1,
101995606,1,
102074275,9,
102074833,9,
101884684,1,
102021828,1,
93825004,1,
90789443,1,
91403295,1,
93881376,10,
98342741,1,
98343185,9,
98343183,9,
98245899,10,
98310709,1,
98245030,9,
92261141,1,
93244283,10,
92265121,1,
93268181,10,
93875807,1,
98286695,1,
98235165,1,
98245868,10,
98246360,8,
98246360,1,
98331143,1,
100734016,9,
100734016,8,
98266452,1,
94107935,1,
90799792,10,
93296291,6,
93296291,8,
93307700,10,
92250212,10,
92251423,1,
93901896,1,
93903640,10,
94096869,9,
94111193,1,
94114721,8,
94114718,8,
92312049,1,
92313963,10,
92313571,10,
93315391,1,
92728086,1,
101958701,5,
101958701,1,
100721555,1,
101965886,1,
101983791,1,
102017077,1,
101905511,1,
100683495,1,
100774715,10,
100774709,10,
102006301,11,3
100751006,1,
100802694,1,
101378557,1,
101378555,1,
101382415,1,
100808838,10,
100810124,1,
101891711,9,
101984417,10,
100769585,1,
102000211,1,
100813301,1,
100788583,6,
100788583,1,
100788580,6,
102025128,6,
100798606,1,
101889123,9,
102024476,10,
102033931,1,
98290692,10,
98290865,10,
91389274,1,
93862898,1,
98247319,1,
94135076,10,
93821670,10,
93866762,1,
92786252,1,
100640900,5,
100641935,9,
102025334,1,
101894573,6,
100808506,9,
100809828,9,
102016812,10,
102035040,1,
102030066,10,
101966684,1,
102014285,10,
100792567,5,
102022478,1,
100804197,1,
102074920,1,
93884434,10,
94117698,1,
93321472,1,
93324741,1,
93325026,1,
91369609,1,
93287012,1,
93285041,6,
93254417,10,
93260377,9,
93829581,1,
93837633,8,
92318119,9,
97212312,1,
97216359,10,
97230760,8,
97229159,1,
93268511,10,
93302701,9,
93306845,9,
93315385,1,
93847000,9,
93295610,1,
93296993,6,
93299341,1,
93307831,9,
93313261,1,
92839733,2,
94120913,1,
93299401,8,
93249498,1,
93251058,1,
94746330,9,
100671420,8,
100673299,6,
100674120,1,
100674119,1,
101356547,1,
101887953,1,
101901631,1,
101388655,1,
100784610,10,
101960951,10,
100651778,1,
100652275,10,
101356035,1,
100810590,10,
100662723,1,
100670558,1,
100671473,9,
100806688,1,
101886278,9,
101886279,9,
101886280,9,
102063344,1,
100694569,1,
100774437,10,
97243181,10,
97246788,10,
93326950,1,
93313620,9,
91372094,1,
92727384,1,
93250579,2,
92208048,1,
92207237,10,
94158064,10,
93276093,9,
93278052,9,
91379759,1,
91392664,1,
92300924,9,
92300923,9,
92299969,9,
93845436,1,
93793368,9,
93825372,10,
92766208,10,
94126921,10,
93822731,1,
92806928,1,
93867311,8,
93876269,10,
93879847,10,
100641944,9,
100808400,9,
100808505,9,
100811696,10,
100811148,10,
101962451,1,
102034516,9,
100785761,2,
101886474,2,
101890332,10,
102070024,1,
102085027,1,
92216449,1,
93323375,1,
93325019,1,
92284544,1,
92285683,1,
92797276,1,
92810839,1,
94142915,6,
94139085,1,
92309570,9,
92313907,1,
92314076,10,
93251716,9,
93251718,9,
93286008,1,
93289135,10,
91392775,1,
93248084,1,
93249882,9,
93297721,1,
93298379,1,
93268661,1,
97217103,1,
97217190,1,
97230755,1,
97239022,1,
97245010,1,
93315502,1,
93323941,1,
93856835,6,
92211155,9,
92233514,9,
94102137,1,
94121683,6,
94121683,1,
93307902,1,
93257076,6,
93318961,10,
93325612,1,
93325615,10,
94093172,10,
101348752,9,
100875528,10,
101885181,1,
100791645,9,
100792489,1,
100794817,10,
101887957,1,
100802768,1,
100799079,1,
100738253,9,
100806540,9,
100663856,1,
100800471,10,
100811640,1,
100812547,10,
102108938,9,
101886281,8,
100785515,1,
100806486,1,
102272209,1,
101355771,1,
100760254,6,
100774063,1,
97238198,1,
97246775,1,
97246942,1,
93313617,9,
91363776,10,
93254340,10,
93871810,9,
93801859,1,
94158062,10,
91547566,1,
91362501,10,
92738013,1,
95723891,1,
90783739,1,
98284271,1,
92727067,10,
93774072,1,
93909849,1,
91383177,1,
92728641,1,
92300929,9,
91404132,1,
93784259,1,
93792425,9,
94135624,1,
94133523,1,
94143465,6,
94143465,1,
92208616,1,
92316121,1,
100641938,9,
102021959,9,
102033794,6,
102034031,1,
100808402,9,
101948430,1,
102017598,1,
101958343,8,
102033782,1,
100811687,10,
101963651,10,
101969527,9,
102015507,1,
101347136,10,
100774267,10,
102035053,9,
102022475,1,
100804194,1,
93887572,1,
92210690,10,
92226645,1,
91367576,10,
92810838,1,
100906569,10,
92812589,1,
93245404,10,
93248937,1,
93831122,10,
97233661,10,
97224469,1,
100761261,1,
93309541,1,
