suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,89416881,1,1,6314825
5,89416896,28,1,6314826
1,89416898,1,9,6314827
5,89416902,3,1,6314828
5,89416908,3,1,6314829
4,89416911,2,1,6314830
16,89416927,7,9,6314921
4,89416976,1,9,6314922
6,89416982,5,9,6314923
1,89422931,0.2,1,6314951
5,89422951,0.2,1,6314952
16,89422967,18,9,6314953
5,89416996,2,1,6315014
5,89430357,5.4,1,6315213
1,89430366,0.1,8,6315214
8,89430372,6,9,6315215
1,89430379,0.3,1,6315216
5,89422013,48,1,6315274
5,89416015,1,1,6315327
2,89416020,1,1,6315328
5,89416022,1,1,6315329
5,89416031,5.5,1,6315330
5,89416037,4.4,1,6315331
15,89422022,26,1,6315352
5,89422045,1,1,6315353
5,89422081,1,1,6315354
4,89422082,1,1,6315355
13,89422086,6,9,6315356
5,89418546,1.5,1,6315442
1,89418564,2.4,1,6315443
1,89418566,0.3,1,6315444
1,89418575,1.3,1,6315445
1,89418582,0.3,1,6315446
15,89422090,8,9,6315460
5,89422099,4,1,6315461
5,89429432,1,1,6315517
5,89429442,1,1,6315518
5,89429463,5,1,6315612
5,89429473,1,9,6315613
5,89429485,0.1,1,6315614
5,89429499,0,,6315615
8,89429505,3,9,6315616
5,89429509,2.4,1,6315617
5,89429517,1.1,1,6315618
5,89429518,2.5,1,6315619
1,89429520,1,1,6315620
1,89429528,4.3,1,6315621
2,89422275,122,1,6315712
5,89422281,3,1,6315713
8,89422295,1,9,6315714
5,89422299,2,9,6315715
1,89422314,0.1,1,6315716
8,89422322,5,9,6315850
1,89422326,1.4,1,6315851
4,89417680,10,1,6316015
5,89417691,1,1,6316016
4,89417699,75,9,6316017
5,89421334,2,1,6316031
5,89421374,1,9,6316179
5,89421378,1,1,6316180
5,89421381,2,1,6316181
5,89421397,1,9,6316182
5,89421404,1,3,6316183
5,89421413,1,1,6316184
1,89381661,2,1,6316291
5,89381668,2,1,6316292
16,89381678,3.5,1,6316293
12,89381682,16.25,9,6316294
17,89381713,1,9,6316295
5,89390199,9,9,6316340
5,89391399,1,1,6316344
5,89391408,1,1,6316345
5,89391416,1,1,6316346
16,89378145,1,1,6316370
16,89386667,5,9,6316399
17,89386673,1,9,6316400
5,89386677,1,9,6316401
5,89386698,1,1,6316402
4,89394530,1.2,1,6316437
5,89378191,1,1,6316447
5,89378201,3.19,1,6316448
5,89378218,4,1,6316449
4,89378236,6,9,6316450
5,89378247,1,1,6316566
5,89378254,1,1,6316567
16,89378257,5,9,6316568
5,89378267,1,1,6316569
4,89378273,1,9,6316570
5,89389334,3.3,1,6316727
5,89377236,1,3,6316760
4,89377240,1,9,6316761
4,89377244,1,9,6316762
5,89377249,0,,6316763
4,89377252,2,9,6316764
5,89389339,1,2,6316832
4,89389343,1,1,6316833
5,89394547,1,1,6316869
4,89394574,1,9,6316870
5,89394591,1,1,6316871
4,89394605,6,9,6316872
