victim_id,offense_id
79556524,84241848
79556525,84241647
79556525,84241648
79556526,84235026
79556527,84241649
79556528,84241849
79556529,84243716
79556530,84242232
79556531,84235027
79556532,84242233
79556533,84242234
79556534,84242235
79556535,84242235
79556611,84235035
79556611,84235036
79556536,84241850
79556537,84243717
79556538,84243717
79556539,84241650
79556539,84249559
79556540,84249560
79556543,84249561
79556541,84249561
79556542,84249561
79556544,84238869
79556545,84242236
79556546,84238870
79556546,84238871
79556547,84243718
79556548,84242237
79556549,84242238
79556550,84243719
79556551,84235028
79556552,84241851
79556552,84241852
79556553,84242239
79556607,84238032
79556554,84243720
79556555,84242240
79556556,84238872
79556557,84242241
79556558,84242241
79556559,84242241
79556560,84242241
79556561,84242241
79556562,84242241
79556563,84238024
79556569,84243721
79556564,84238873
79556565,84235029
79556566,84242242
79556567,84241853
79556568,84235030
79556571,84235032
79556572,84238874
79556609,84238033
79556609,84238034
79556570,84235031
79556573,84249562
79556574,84243722
79556575,84235033
79556576,84241854
79556600,84242246
79556577,84238025
79556578,84243723
79556579,84235034
79556580,84242243
79556581,84243724
79556582,84238026
79556583,84238026
79556584,84238027
79556585,84249563
79556586,84238875
79556587,84242244
79556588,84238028
79556589,84242245
79556594,84249564
79556595,84249565
79556596,84238878
79556597,84238878
79556598,84241855
79556599,84238879
79556601,84249566
79556602,84238880
79556602,84238881
79556603,84243725
79556603,84243726
79556604,84238030
79556590,84238876
79556591,84238029
79556592,84238029
79556593,84238877
79556605,84243004
79556605,84243005
79556606,84238031
79556608,84249567
79556610,84243006
79556614,84243007
79556623,84241857
79556646,84238038
79556612,84243727
79556613,84243728
79556613,84243729
79556615,84235037
79556616,84243730
79556617,84238035
79556618,84249568
79556619,84243731
79556620,84243731
79556621,84249569
79556622,84241856
79556624,84241858
79556625,84238882
79556626,84243732
79556630,84243008
79556629,84243734
79556627,84243733
79556628,84243733
79556631,84238036
79556632,84238883
79556633,84243009
79556634,84235038
79556635,84241859
79556636,84243010
79556641,84238886
79556637,84241860
79556638,84238884
79556639,84238885
79556640,84249570
79556642,84241861
79556643,84238037
79556644,84243011
79556645,84241862
79556647,84238887
79527748,84206457
79527749,84206457
79527750,84213767
79527751,84206458
79527752,84202209
79527753,84202210
79527754,84202211
79527755,84200066
79527756,84206057
79527757,84206459
79527758,84206058
79527759,84202212
79527760,84206460
79527761,84202213
79527762,84213768
79527763,84207213
79527763,84207214
79527765,84212240
79527766,84200067
79527764,84207215
79527767,84212241
79527768,84202096
79527769,84213769
