property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
89407097,63,100,,89395700
89401927,68,,,89409745
89416985,63,500,,89419186
89390807,24,100,,89443987
89390808,4,25,2014-07-16 00:00:00,89443988
89390809,4,25,,89443989
89401928,20,600,,89409746
89407098,26,700,,89395701
89407099,63,5,,89395702
89401929,13,35,2014-07-04 00:00:00,89409747
89390810,36,2500,,89443990
89390811,10,0,,89443991
89413323,63,60,,89406865
89401930,63,2,,89409748
89401931,7,600,,89409749
89401932,8,75,,89409750
89416987,63,100,,89419188
89390812,20,635,,89443992
89401933,16,2000,,89409751
89413324,20,1,,89406866
89413325,26,1000,,89406867
89401934,68,,,89409752
89407100,20,70,2014-07-23 00:00:00,89395703
89407101,20,70,,89395704
89401935,24,1500,,89409753
89412692,63,74,,89408042
89412693,38,250,,89408043
89390813,63,10,,89443993
89390814,63,60,,89443994
89416988,3,9000,,89419189
89407103,63,338,,89395706
89413326,62,600,,89406868
89416989,11,1,,89420321
89401936,61,300,,89409754
89416990,16,30,,89420322
89412694,68,,,89408044
89412695,10,0,,89408045
89413327,20,3094,,89406869
89412696,24,100,,89408046
89413328,57,50,,89406870
89397808,3,2000,2014-08-07 00:00:00,89401115
89397809,3,2000,,89401116
89390815,68,,,89443995
89412697,63,250,,89408047
89412698,63,40,,89408048
89401937,63,16,,89409755
89412699,63,15,,89408049
89416991,68,,,89420323
89413329,63,12,,89406871
89413330,11,1,,89406872
89397810,63,75,,89401117
89390816,20,260,,89443996
89413331,38,200,,89406873
89401938,63,145,,89409756
89390817,24,250,,89443997
89413332,10,0,,89406874
89390818,68,,,89443998
89390819,68,,,89443999
89397811,10,0,,89401118
89397812,11,1,,89401119
89401939,63,296,,89409757
89412700,8,60,,89408050
89412701,36,100,,89408051
89412702,45,371,,89408052
89412703,63,145,,89408053
89397813,3,200,,89401120
89412704,7,1,,89408054
89397814,26,200,,89401121
89412705,63,1,,89408055
89416992,50,18,,89420324
89413334,50,30,,89406876
89412706,25,1120,,89408056
89412707,4,20,,89408057
89397815,3,100,,89401122
89416993,4,100,,89420325
89401940,9,0,,89409758
89390820,63,25,,89444000
89397816,63,38,2014-08-30 00:00:00,89401123
89397817,63,38,,89401124
89413335,4,300,,89406877
89416994,63,100,,89420326
89412708,63,100,,89408058
89416998,63,25,,89420330
89397827,10,0,,89401134
89397828,11,1,,89401135
89407112,63,700,,89395715
89413345,57,34,,89406887
89416995,63,150,,89420327
89390821,61,300,,89444001
89401941,57,52,,89409759
89407104,63,20,,89395707
89401942,63,1440,,89409760
89401943,17,127,,89409761
89412709,37,500,,89408059
89390822,63,0,,89444002
89397818,63,50,,89401125
89390823,6,250,,89444003
89397819,63,55,,89401126
89397820,17,175,,89401127
89390824,10,0,,89444004
89416996,10,0,,89420328
89416997,11,2,,89420329
89407105,63,20,,89395708
89407106,17,1600,,89395709
89407107,20,275,,89395710
89401944,26,350,,89409762
89412710,22,0,,89408060
89412711,20,1000,,89408061
89412712,22,0,,89408062
89390825,63,36,,89444005
89401945,68,,,89409763
89401946,63,100,,89409764
89416999,11,1,,89420331
89390826,20,10,,89444006
89390827,63,45,,89444007
89413336,54,20,,89406878
89413337,63,240,,89406879
89412713,16,1,,89408063
89401947,63,100,,89409765
89407108,7,234,,89395711
89397821,38,100,,89401128
89407109,10,0,,89395712
89401948,61,300,,89409766
89407110,11,2,,89395713
89401949,68,,,89409767
89390829,9,0,,89444009
89413338,3,100,,89406880
89397822,7,750,,89401129
89397823,30,50,,89401130
89413341,3,2000,,89406883
89413342,45,15,,89406884
89417000,38,150,,89420332
89390830,4,50,,89444010
89407111,38,1316,,89395714
89413343,38,200,,89406885
89397824,63,150,,89401131
89413344,63,501,,89406886
89397847,10,0,,89402283
89417842,3,100,,89414403
89412716,26,75,,89408066
89413349,24,3000,,89406891
89412717,38,312,,89408067
89413350,11,2,,89406892
89390832,20,633,,89444012
89401953,10,0,,89409771
89401954,11,30,,89409772
89401955,4,75,2014-10-27 00:00:00,89409773
89401956,4,75,,89409774
89401957,7,400,,89409775
89401958,26,130,,89409776
89401959,27,100,,89409777
89401960,63,30,,89409778
89413351,26,300,,89406893
89413352,68,,,89406894
89390833,36,350,,89444013
89390834,42,3375,,89444014
89401961,63,500,,89409779
89401962,63,1,,89409780
89413355,63,20,,89406897
89401963,68,,,89409781
89401964,23,200,,89409782
89412718,20,140,,89408068
89412719,63,1,,89408069
89397829,62,175,,89401136
89413356,63,50,,89406898
89417843,3,100,,89414404
89412720,35,300,,89408070
89412721,6,100,,89409197
89412722,63,40,,89409198
89417844,46,8,,89414405
89397830,25,30,,89401137
89407115,38,300,,89395718
89397831,63,72,,89401138
89417848,63,10,,89414409
89417849,63,501,,89414410
89417001,68,,,89420333
89390831,63,200,,89444011
89397825,42,100,,89401132
89417002,68,,,89420334
89413346,38,150,,89406888
89413347,3,200,,89406889
89413348,61,1,,89406890
89407113,63,11,,89395716
89407114,66,60,,89395717
89397838,36,180,,89402274
89412733,41,1,,89409209
89417851,17,525,,89414412
89401950,4,100,2014-10-14 00:00:00,89409768
89401951,4,100,,89409769
89397826,63,100,,89401133
89401952,63,200,,89409770
89412714,3,1,,89408064
89417003,3,2000,,89420335
89417004,50,22,,89420336
89412715,11,1,,89408065
89401965,20,33,,89409783
89401966,63,450,,89409784
89401967,68,,,89409785
89413357,38,36,,89406899
89412723,17,500,,89409199
89412724,25,65,,89409200
89390835,25,50,2014-11-09 00:00:00,89444015
89390836,25,50,,89444016
89401968,10,0,,89409786
89401969,3,200,,89409787
89417845,63,100,,89414406
89413358,33,100,,89406900
89413359,34,10,,89406901
89413360,63,200,,89406902
89407116,3,200,,89395719
89413361,63,100,,89406903
89401970,63,36,,89409788
89390837,63,500,,89444017
89417846,63,200,,89414407
89417847,7,100,2014-11-11 00:00:00,89414408
89413362,63,50,,89406904
89407117,63,6,,89395720
89401971,36,500,,89409789
89397836,63,450,,89402272
89397832,7,300,,89401139
89397833,17,300,,89401140
89397834,20,252,,89401141
89397835,26,630,,89401142
89407118,27,45,,89395721
89407119,63,200,,89395722
89407120,27,118,,89395723
89413363,7,350,2014-11-15 00:00:00,89406905
89412725,57,10,,89409201
89412726,57,1500,,89409202
89412727,63,4500,,89409203
89401972,7,60,,89409790
89401973,63,30,,89409791
89407121,63,42,,89395724
89412728,3,1000,,89409204
89412729,63,300,,89409205
89417850,63,225,,89414411
89413364,20,42,,89406906
89390838,68,,,89444018
89412730,4,125,,89409206
89407122,10,0,,89395725
89407123,68,,,89395726
89407124,63,99,,89395727
89401974,9,0,,89409792
89413365,68,,,89406907
89401975,68,,,89409793
89413366,4,300,,89406908
89413367,43,30,,89406909
89413371,63,200,,89406913
89407125,58,200,,89395728
89397837,6,178,,89402273
89407126,38,30,,89395729
89390839,63,30,,89444019
89390840,63,48,,89445150
89412731,63,335,,89409207
89407127,63,25,,89395730
89407128,6,2500,,89395731
89407129,17,650,,89395732
89407130,36,325,,89395733
89407131,63,440,,89395734
89412732,25,25,,89409208
89397839,63,150,,89402275
89407132,10,0,,89395735
89407958,11,25,,89408944
89397840,64,2500,,89402276
89397841,63,40,,89402277
89413368,68,,,89406910
89413369,36,13,,89406911
89397842,61,500,,89402278
89390841,36,1201,,89445151
89390842,25,500,,89445152
89412734,63,20,,89409210
89401976,7,150,,89409794
89407959,20,300,,89408945
89397843,24,100,,89402279
89407960,3,200,,89408946
89407961,61,200,,89408947
89401977,63,2,,89409795
89390843,43,5,,89445153
89390844,60,170,,89445154
89413370,63,8,,89406912
89390845,10,0,,89445155
89397844,17,815,,89402280
89390846,63,54,,89445156
89397845,63,100,,89402281
89417852,63,300,,89414413
89390847,3,300,,89445157
89401978,8,10,,89409796
89417853,38,1,,89414414
89417854,10,0,,89414415
89417855,11,1,,89414416
89412735,3,2000,2015-01-26 00:00:00,89409211
89412736,3,2000,,89409212
89417856,38,400,,89414417
89407962,38,530,,89408948
89407963,3,1,2014-12-30 00:00:00,89408949
89407964,3,1,,89408950
89417857,3,300,,89414418
89390848,63,5,,89445158
89397846,61,600,,89402282
89417858,20,60,,89414419
89417859,7,89,,89414420
89412737,68,,,89409213
89412738,63,43,2014-01-02 00:00:00,89409214
89412739,63,50,,89409215
89413372,20,100,,89406914
89390849,68,,,89445159
89412740,63,825,,89409216
89413373,68,,,89406915
