offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
84238027,73090672,45,C,4,,,
84249563,73090673,35,C,13,,,
84238875,73090674,35,C,4,,,
84242244,73090675,5,C,34,,,
84238028,73090676,23,C,8,,,
84242245,73090677,45,C,21,,,
84249564,73091439,45,C,20,,,
84249565,73091440,45,C,20,,,
84238878,73091441,51,C,20,,,
84241855,73091442,2,C,20,,,
84238879,73091443,51,C,13,,,
84249566,73091445,2,C,20,,,
84238880,73091446,16,C,4,,,
84238881,73091446,35,C,4,,,
84243725,73091447,16,C,10,,,
84243726,73091447,35,C,10,,,
84238030,73091448,23,C,12,,,
84238876,73090678,45,C,21,,,
84238029,73090679,2,A,20,,,
84238877,73090680,49,C,20,0,N,
84243004,73091449,45,A,20,,,
84243005,73091449,46,A,20,,,
84238031,73091450,23,C,34,,,
84249567,73091452,11,C,34,,,
84243006,73091454,5,C,18,,,
84243007,73091457,47,C,20,,,
84241857,73091465,56,C,20,,,
84238038,73091486,4,C,20,,,
84243727,73091456,51,C,20,,,
84243728,73091456,16,C,20,,,
84243729,73091456,35,C,20,,,
84235037,73091458,45,C,20,,,
84243730,73091459,51,C,20,,,
84238035,73091460,56,C,4,,,
84249568,73091461,36,C,20,,,
84243731,73091462,49,C,20,0,N,
84249569,73091463,45,C,20,,,
84241856,73091464,23,C,12,,,
84241858,73091466,45,C,20,,,
84238882,73091467,14,C,20,,,
84243732,73091468,45,C,5,,,
84243008,73091470,49,C,20,0,N,
84243733,73091469,27,C,13,,,
84243734,73091469,35,C,13,,,
84238036,73091471,49,C,20,0,N,
84238883,73091472,23,C,8,,,
84243009,73091473,47,C,20,,,
84235038,73091474,23,C,8,,,
84241859,73091475,47,C,21,,,
84243010,73091476,5,C,13,,,
84238886,73091481,2,C,8,,,
84241860,73091477,23,C,12,,,
84238884,73091478,51,C,20,,,
84238885,73091479,23,C,8,,,
84249570,73091480,40,C,5,,,
84241861,73091482,49,C,4,0,N,
84238037,73091483,23,C,5,,,
84243011,73091484,45,C,20,,,
84241862,73091485,45,C,20,,,
84238887,73091487,47,C,20,,,
84206457,73065835,47,C,34,,,
84213767,73065836,51,C,40,,,
84206458,73065837,35,C,41,,,
84202209,73065838,51,C,40,,,
84202210,73065839,51,C,40,,,
84202211,73065840,45,C,20,,,
84200066,73065841,35,C,20,,,
84206057,73065842,28,C,20,,,
84206459,73065843,45,C,34,,,
84206058,73065844,5,C,41,,,
84202212,73065845,47,C,20,,,
84206460,73065846,21,C,34,,,
84202213,73065847,21,C,34,,,
84213768,73065848,45,C,20,,,
84207213,73065849,51,C,13,,,
84207214,73065849,5,C,13,,,
84212240,73065851,45,C,20,,,
84200067,73065852,45,C,23,,,
84207215,73065850,51,C,20,,,
84212241,73065853,39,C,13,,,
84202096,73065854,45,C,13,,,
84213769,73065855,35,C,20,,,
84207216,73065856,5,C,24,,,
84213770,73065857,45,C,20,,,
84202097,73065858,5,C,20,,,
84213771,73065859,14,C,13,,,
84202214,73065860,14,C,13,,,
84212242,73065861,14,A,13,,,
84202098,73065862,35,C,13,,,
84212243,73065863,14,C,20,,,
84212244,73065864,51,C,13,,,
84213772,73065865,51,C,41,,,
84213773,73065866,5,C,20,,,
84207217,73065867,39,C,41,,,
84206059,73065868,47,C,20,,,
84202215,73065869,14,C,13,,,
84202099,73065870,14,C,18,,,
84212245,73065871,14,C,20,,,
84213774,73065872,14,C,20,,,
84207218,73065873,14,C,20,,,
84213775,73065876,47,C,5,,,
84206060,73065874,16,C,13,,,
84206061,73065875,8,C,20,,,
84202216,73065877,45,C,20,,,
84202100,73065878,44,C,20,,,
84206062,73065879,16,C,13,,,
84206063,73065879,35,C,13,,,
84213776,73065880,7,C,18,,,
84207219,73065881,35,C,20,,,
84207220,73065882,35,C,13,,,
84202101,73065883,51,C,20,,,
84207221,73065884,35,C,13,,,
84202217,73065888,5,C,12,,,
84212247,73065892,5,C,13,,,
84202103,73065893,45,C,25,,,
84206064,73065885,5,C,5,,,
84213777,73065886,23,C,12,,,
84206065,73065887,45,C,20,,,
84202102,73065889,2,C,2,,,
84206066,73065890,45,C,20,,,
84212246,73065891,45,C,20,,,
84206067,73065894,35,C,20,,,
84202218,73065895,51,C,20,,,
84200068,73065896,35,C,20,,,
84200069,73065897,47,C,20,,,
84207222,73065898,5,C,20,,,
84206068,73065899,2,C,24,,,
84206069,73065900,45,C,41,,,
84202219,73065902,5,C,18,,,
84200070,73065903,5,C,36,,,
84202105,73065908,5,C,25,,,
84206070,73065909,20,C,20,,,
84213781,73066684,36,C,20,,,
84212248,73065901,35,C,13,,,
84202104,73065904,5,C,20,,,
84212249,73065905,45,C,20,,,
84200071,73065906,49,C,6,0,N,
84202220,73065907,5,C,13,,,
84212250,73065910,5,C,20,,,
84202221,73065911,5,C,20,,,
84206071,73065912,5,C,20,,,
84202106,73065913,5,C,20,,,
84200072,73065914,5,C,20,,,
84212251,73065915,51,C,20,,,
84202222,73065916,45,C,20,,,
84207223,73065917,45,C,6,,,
84206072,73065918,45,C,20,,,
84200073,73065919,45,C,20,,,
84200074,73065920,16,C,13,,,
84200075,73065920,35,C,13,,,
84202224,73066678,23,C,12,,,
84212252,73066679,45,C,36,,,
84213779,73066680,45,C,41,,,
84213780,73066681,51,C,20,,,
84202223,73065921,45,C,20,,,
84213778,73065922,45,C,20,,,
84202107,73066682,51,C,41,,,
84202225,73066683,5,C,20,,,
84202226,73066685,16,C,20,,,
84202227,73066685,35,C,20,,,
84207224,73066687,14,C,20,,,
84213782,73066688,23,C,12,,,
84202108,73066689,36,C,20,,,
84206073,73066690,45,C,20,,,
84200076,73066691,49,C,20,0,N,
84206074,73066692,45,C,20,,,
84200077,73066693,16,C,13,,,
84200078,73066693,35,C,13,,,
84202228,73066694,45,C,20,,,
84200079,73066695,11,C,20,,,
84202109,73066696,45,C,5,,,
84202110,73066696,28,C,5,,,
84206075,73066697,8,C,20,,,
84212253,73066698,51,C,20,,,
84207225,73066702,11,C,20,,,
84202229,73066699,47,C,20,,,
84202230,73066699,11,C,20,,,
84202231,73066699,2,C,20,,,
84213783,73066700,27,C,20,,,
84213784,73066700,5,C,20,,,
84213785,73066701,41,C,20,,,
84226016,73080519,35,C,20,,,
84222618,73080520,35,C,20,,,
84222993,73080521,16,C,20,,,
84222619,73080522,51,C,5,,,
84235002,73080530,2,A,20,,,
84222994,73080523,16,C,20,,,
84222995,73080523,35,C,20,,,
84235000,73080524,16,C,15,,,
84235001,73080525,35,C,20,,,
84222996,73080526,16,C,20,,,
84222997,73080526,35,C,20,,,
84222620,73080527,16,C,38,,,
84222621,73080527,35,C,38,,,
84230924,73080528,16,C,2,,,
84230925,73080528,39,C,2,,,
84213340,73080529,16,C,20,,,
84222998,73080531,51,C,20,,,
84222999,73080531,44,C,20,,,
84222622,73080532,11,C,20,,,
84222623,73080532,16,C,20,,,
84222624,73080532,35,C,20,,,
84213341,73080533,16,C,20,,,
84213342,73080534,35,C,20,,,
84215444,73080535,16,C,15,,,
84226017,73080537,45,C,12,,,
84213343,73080538,2,C,7,,,
84230926,73080539,45,C,20,,,
84214094,73080540,23,C,7,,,
84226018,73080541,51,C,20,,,
84223000,73080542,47,C,41,,,
84222625,73080543,45,C,12,,,
84214095,73080544,13,C,7,,,
84222626,73080545,47,C,20,,,
84215445,73080546,14,C,18,,,
84226019,73080547,45,C,25,,,
84226020,73080548,5,C,20,,,
84215446,73080549,45,C,7,,,
84223001,73080550,5,C,4,,,
84214096,73080552,35,C,41,,,
84214097,73080552,39,C,41,,,
84215456,73081380,45,C,20,,,
84230927,73080551,16,C,41,,,
84230928,73080553,45,C,20,,,
84226021,73080554,45,C,12,,,
84235003,73080555,45,C,12,,,
84230929,73080556,45,C,20,,,
84222627,73080557,5,C,20,,,
84235004,73080558,23,C,8,,,
84215447,73080559,45,C,18,,,
84222628,73080560,5,C,20,,,
84230930,73080561,45,C,7,,,
84235014,73081381,5,C,20,,,
84214098,73080562,5,C,4,,,
84226022,73080563,5,C,24,,,
84222629,73080564,5,C,20,,,
84235005,73080565,5,C,20,,,
84214099,73080566,14,C,13,,,
84214100,73080566,28,C,13,,,
84222630,73080567,40,C,21,,,
84222631,73080567,28,C,21,,,
84214101,73080568,5,C,20,,,
84235006,73080569,7,C,30,,,
84226023,73080570,5,C,20,,,
84226024,73080574,23,C,24,,,
84222632,73080571,51,C,13,,,
84230931,73080572,51,C,38,,,
84222633,73080573,23,C,24,,,
84222634,73080575,47,C,20,,,
84230932,73080576,5,C,20,,,
84223002,73080577,47,C,20,,,
84226025,73080578,44,C,20,,,
84226026,73080578,5,C,20,,,
84214103,73080584,23,C,23,,,
84223013,73081371,47,C,20,,,
84214102,73080579,49,C,20,0,N,
84215448,73080580,14,C,20,,,
84223003,73080581,45,C,20,,,
84226027,73080582,23,C,46,,,
84235007,73080583,23,C,24,,,
84222635,73080585,49,C,20,0,N,
84230933,73080586,23,C,7,,,
84215449,73080587,51,C,5,,,
84226028,73080588,2,C,3,,,
84222636,73080589,11,C,30,,,
84230934,73080590,5,C,13,,,
84223004,73080592,23,C,8,,,
84215450,73080591,5,C,8,,,
84223005,73081340,27,C,20,,,
84223006,73081341,5,C,18,,,
84235008,73081342,45,C,20,,,
84235009,73081342,28,C,20,,,
84235010,73081343,21,C,20,,,
84222637,73081344,27,C,3,,,
84226029,73081345,47,C,20,,,
84230935,73081347,47,C,14,,,
84226030,73081346,40,C,20,,,
84215451,73081348,23,C,46,,,
84214104,73081349,7,C,20,,,
84226031,73081350,51,C,12,,,
84223007,73081351,14,C,20,,,
84214105,73081352,45,C,20,,,
84222638,73081353,35,C,13,,,
84214106,73081354,14,C,13,,,
84222639,73081355,51,C,18,,,
84235011,73081356,49,C,20,0,N,
84226032,73081357,23,C,24,,,
84215452,73081358,16,C,41,,,
84215453,73081358,35,C,41,,,
84222640,73081359,49,C,18,0,N,
84222641,73081359,5,C,18,,,
84223008,73081360,5,C,20,,,
84226033,73081361,16,C,13,,,
84235012,73081362,45,C,20,,,
84223009,73081363,45,C,40,,,
84233131,73081364,5,C,14,,,
84214107,73081365,14,C,20,,,
84214108,73081366,51,C,25,,,
84223010,73081367,45,C,41,,,
84223011,73081368,14,C,25,,,
84223012,73081368,28,C,25,,,
84233893,73081369,16,C,13,,,
84233894,73081369,35,C,13,,,
84235013,73081370,45,C,20,,,
84214109,73081372,41,C,46,,,
84230936,73081373,44,C,3,,,
84230937,73081373,5,A,3,,,
84215454,73081374,5,C,20,,,
84214110,73081375,5,C,38,,,
84226034,73081376,5,C,20,,,
84226035,73081377,18,C,20,,,
84215455,73081378,5,C,13,,,
84223014,73081379,23,C,24,,,
84214111,73081382,44,C,5,,,
84223015,73081383,14,C,20,,,
84235015,73081384,5,C,20,,,
84223016,73081385,5,C,20,,,
84214112,73081386,51,C,20,,,
84223017,73081387,5,C,13,,,
84235763,73081388,5,C,13,,,
84230938,73081389,14,C,20,,,
84223020,73081398,45,C,41,,,
84233895,73081390,47,C,20,,,
84230939,73081391,14,C,30,,,
84235764,73081392,5,C,20,,,
84226036,73081393,14,C,20,,,
84226037,73081393,41,A,20,,,
84233896,73081394,47,C,20,,,
84223018,73081395,5,C,18,,,
84216203,73081396,5,C,20,,,
84215457,73081396,49,C,20,0,N,
84223019,73081397,14,C,20,,,
84226038,73081399,45,C,20,,,
84223021,73081403,5,C,13,,,
84223022,73081404,45,C,20,,,
84230940,73081405,16,C,13,,,
84230941,73081405,35,C,13,,,
84233897,73081406,51,C,20,,,
84223023,73081407,51,C,18,,,
84223024,73081408,16,C,20,,,
84233898,73081409,49,C,20,0,N,
84233899,73081410,5,C,20,,,
84230942,73081412,5,C,20,,,
84226039,73081413,51,C,20,,,
84223025,73081414,43,C,20,,,
84235765,73081415,5,C,11,,,
84226040,73081416,14,C,13,,,
84216204,73081417,51,C,20,,,
84230943,73081418,47,C,20,,,
84230944,73081419,47,C,20,,,
84233900,73081420,44,C,41,,,
84226041,73081421,20,C,18,,,
84230945,73081422,16,C,13,,,
84230946,73081422,35,C,13,,,
84216205,73081423,47,C,20,,,
84235766,73081424,5,C,20,,,
84226042,73081425,2,C,18,,,
84230281,73081426,5,C,18,,,
84231030,73081427,7,C,13,,,
84214113,73081428,5,C,13,,,
84223026,73081429,5,C,20,,,
84214114,73081430,16,C,7,,,
84214115,73081430,35,C,7,,,
84235767,73081431,49,C,20,0,N,
84226043,73081432,45,C,11,,,
84230947,73081433,45,C,20,,,
84235768,73081434,45,C,20,,,
84231031,73081435,47,C,20,,,
84230948,73081436,51,C,20,,,
84233901,73081437,20,C,10,,,
84214116,73081438,5,C,20,,,
84230949,73081439,45,C,20,,,
84231032,73081440,2,C,11,,,
84231033,73081441,35,C,20,,,
84226044,73081442,51,C,41,,,
84235769,73081443,5,C,20,,,
84231034,73081444,2,C,21,,,
84235770,73081445,51,C,41,,,
84214117,73081446,47,C,20,,,
84214118,73081446,2,C,20,,,
84231035,73081447,23,C,8,,,
84214119,73081448,14,C,18,,,
84233902,73081449,49,C,20,0,F,
84231036,73081450,51,C,20,,,
84214120,73081451,45,C,20,,,
84214121,73081451,11,C,20,,,
84233903,73081452,27,C,20,,,
84214122,73081453,45,C,25,,,
84231037,73081454,49,C,20,0,N,
84230950,73081455,45,C,5,,,
84231038,73081456,2,C,20,,,
84233906,73081460,45,C,7,,,
84223032,73081477,3,C,20,,,
84223037,73082250,39,C,11,,,
84233918,73082251,49,C,20,0,N,
84230956,73082253,23,C,24,,,
84214130,73082276,39,C,24,,,
84231039,73081457,51,C,20,,,
84233904,73081458,44,C,20,,,
84233905,73081458,5,C,20,,,
84230951,73081459,49,C,18,0,F,
84223027,73081461,49,C,20,0,N,
84214123,73081462,49,C,20,0,F,
84233907,73081463,16,C,18,,,
84233908,73081463,35,C,18,,,
84223028,73081464,16,C,20,,,
84235771,73081465,45,C,20,,,
84230952,73081466,45,C,20,,,
84214124,73081467,5,C,20,,,
84226045,73081468,27,C,20,,,
84223029,73081469,51,C,41,,,
84233909,73081470,35,C,20,,,
84226046,73081471,23,C,5,,,
84226047,73081471,5,C,5,,,
84231040,73081472,5,C,20,,,
84233910,73081473,47,C,20,,,
84230953,73081474,49,C,5,0,F,
84226048,73081475,14,C,46,,,
84223030,73081476,14,C,20,,,
84223031,73081476,5,C,20,,,
84214125,73081478,5,C,20,,,
84233911,73081479,51,C,20,,,
84231041,73081480,41,C,7,,,
84233912,73081481,39,C,41,,,
84223033,73081482,23,C,24,,,
84235772,73081483,51,C,21,,,
84235773,73081484,47,C,20,,,
84235774,73081485,16,C,13,,,
84233913,73081486,16,C,13,,,
84233914,73081486,35,C,13,,,
84223034,73081487,16,C,20,,,
84223035,73081487,35,C,20,,,
84223036,73081488,41,C,20,,,
84214126,73081489,16,C,13,,,
84214127,73081489,35,C,13,,,
84233915,73081490,51,C,20,,,
84231042,73081491,49,C,20,0,F,
84230954,73081492,27,C,20,,,
84233916,73081493,45,C,20,,,
84230955,73081494,5,C,25,,,
84233917,73081495,51,C,13,,,
84235775,73081496,39,C,13,,,
84231043,73082252,27,C,20,,,
84235776,73082254,51,C,20,,,
84214128,73082255,5,C,20,,,
84233919,73082256,27,C,20,,,
84230957,73082257,5,C,18,,,
84214129,73082258,5,C,20,,,
84230958,73082259,51,C,3,,,
84231044,73082260,45,C,3,,,
84231045,73082260,41,C,3,,,
84231046,73082260,46,C,3,,,
84233920,73082261,5,C,18,,,
84226049,73082262,5,C,36,,,
84230959,73082263,46,C,20,,,
84226050,73082264,5,C,20,,,
84223038,73082265,45,C,20,,,
84223039,73082266,41,C,25,,,
84226051,73082267,45,C,20,,,
84226052,73082267,28,C,20,,,
84226053,73082268,5,C,18,,,
84223040,73082269,27,C,20,,,
84235777,73082270,7,C,13,,,
84226806,73082271,49,C,20,0,F,
84235778,73082272,49,C,25,0,F,
84230960,73082273,45,C,25,,,
84230961,73082274,5,C,20,,,
84223041,73082275,35,C,13,,,
84230962,73082277,16,C,20,,,
84230963,73082277,35,C,20,,,
84235779,73082278,51,C,20,,,
84214131,73082279,47,C,20,,,
84231047,73082280,45,C,20,,,
84233921,73082281,51,C,46,,,
84230964,73082282,45,C,20,,,
84231048,73082283,51,C,20,,,
84223042,73082284,51,C,20,,,
84214132,73082285,23,C,12,,,
84235780,73082286,51,C,20,,,
84223043,73082287,49,C,20,0,N,
84214133,73082288,49,C,20,0,F,
84230965,73082289,49,C,20,0,N,
84223044,73082290,44,C,41,,,
84235781,73082291,45,C,20,,,
84214134,73082292,51,C,20,,,
84226807,73082293,5,C,20,,,
84214135,73082294,16,C,20,,,
84214136,73082294,35,C,20,,,
84231049,73082295,49,C,25,0,F,
84231050,73082296,47,C,20,,,
84226808,73082297,5,C,20,,,
84230966,73082298,49,C,20,0,F,
84231054,73082308,23,C,24,,,
84214137,73082309,14,C,20,,,
84226811,73082317,5,C,25,,,
84230971,73082338,45,C,13,,,
84239966,73083305,14,A,20,,,
84233922,73082299,35,C,20,,,
84235782,73082300,5,C,41,,,
84235783,73082301,5,C,13,,,
84223045,73082302,45,C,8,,,
84233923,73082303,45,C,20,,,
84226809,73082304,5,C,38,,,
84231051,73082305,16,C,13,,,
84231052,73082305,35,C,13,,,
84226810,73082306,5,C,20,,,
84231053,73082307,44,C,41,,,
84223046,73082310,45,C,41,,,
84230967,73082311,16,C,41,,,
84214138,73082312,45,C,20,,,
84231055,73082313,39,C,41,,,
84223047,73082314,39,C,41,,,
84233924,73082315,49,C,25,0,F,
84214139,73082316,5,C,20,,,
84226812,73082318,45,C,24,,,
84223048,73082319,5,C,13,,,
84233925,73082320,45,C,20,,,
84230968,73082321,56,C,20,,,
84223049,73082322,47,C,20,,,
84223050,73082323,5,C,20,,,
84233926,73082324,5,C,20,,,
84226813,73082325,49,C,20,0,N,
84233927,73082326,51,C,20,,,
84230969,73082327,5,C,20,,,
84235784,73082328,51,C,20,,,
84214140,73082329,49,C,25,0,N,
84223051,73082330,4,C,20,,,
84230970,73082331,36,C,20,,,
84223052,73082332,49,C,19,1,F,
84231056,73082333,45,C,13,,,
84235785,73082334,2,C,13,,,
84231057,73082335,23,C,24,,,
84214141,73082336,45,C,20,,,
84233928,73082337,47,C,20,,,
84223053,73082339,5,C,20,,,
84226814,73082340,14,A,20,,,
84235786,73082341,5,C,41,,,
84223054,73082342,41,C,20,,,
84230972,73082343,47,C,20,,,
84231058,73082344,47,C,3,,,
84230973,73082345,14,C,24,,,
84235787,73082346,29,C,20,,,
84235788,73082347,5,C,18,,,
84226815,73082348,20,C,20,,,
84223798,73082349,5,C,20,,,
84235789,73082350,44,C,20,,,
84223799,73082351,41,C,20,,,
84235790,73082352,51,C,20,,,
84230974,73082353,35,C,18,,,
84230975,73082397,23,C,7,,,
84233938,73082402,16,C,13,,,
84223813,73083165,14,C,20,,,
84226352,73083166,5,C,38,,,
84223814,73083167,45,C,20,,,
84223815,73083168,51,C,20,,,
84223816,73083168,44,C,20,,,
84231068,73083169,5,C,13,,,
84230979,73083170,15,A,20,,,
84226824,73083171,51,C,20,,,
84231069,73083172,51,C,41,,,
84236014,73083173,49,C,20,0,N,
84236015,73083174,16,C,20,,,
84231070,73083177,56,C,41,,,
84235820,73084131,45,C,24,,,
84235831,73084214,47,C,20,,,
84233929,73082354,2,C,25,,,
84226816,73082355,35,C,20,,,
84231059,73082356,51,C,13,,,
84231060,73082356,35,C,13,,,
84233930,73082357,23,C,7,,,
84233931,73082358,16,C,13,,,
84233932,73082358,35,C,13,,,
84231061,73082359,45,C,23,,,
84231062,73082360,2,C,20,,,
84214142,73082361,51,C,20,,,
84231063,73082362,16,C,13,,,
84231064,73082362,35,C,13,,,
84223800,73082363,16,C,20,,,
84223801,73082363,35,C,20,,,
84214143,73082364,5,C,38,,,
84214144,73082365,35,C,13,,,
84214145,73082366,51,C,20,,,
84233933,73082367,5,A,20,,,
84214146,73082368,14,C,20,,,
84226817,73082369,47,C,20,,,
84231065,73082370,49,C,20,0,N,
84226346,73082371,14,C,18,,,
84223802,73082372,56,C,20,,,
84223803,73082373,44,C,20,,,
84226347,73082374,39,C,41,,,
84233934,73082375,41,C,20,,,
84226348,73082376,51,C,20,,,
84223804,73082377,45,C,18,,,
84226818,73082378,49,C,20,0,F,
84226819,73082378,28,C,20,,,
84233935,73082379,14,A,18,,,
84233936,73082380,45,C,20,,,
84235791,73082381,14,C,20,,,
84223805,73082382,51,C,20,,,
84223806,73082382,11,C,20,,,
84223807,73082382,16,C,20,,,
84223808,73082383,14,C,20,,,
84223809,73082384,51,C,20,,,
84231066,73082385,45,C,20,,,
84226820,73082386,23,C,7,,,
84235792,73082387,47,C,25,,,
84235793,73082388,20,C,3,,,
84235794,73082389,45,C,20,,,
84223810,73082390,2,C,20,,,
84226349,73082391,28,C,20,,,
84226821,73082392,51,C,24,,,
84223811,73082393,47,C,20,,,
84226350,73082394,51,C,20,,,
84226822,73082395,7,C,20,,,
84223812,73082396,47,C,19,,,
84230976,73082398,49,C,20,0,F,
84233937,73082399,46,C,20,,,
84235795,73082400,51,C,13,,,
84226823,73082401,5,C,20,,,
84230977,73082403,13,C,20,,,
84226351,73082404,51,C,20,,,
84230978,73082405,14,C,13,,,
84231067,73082406,14,C,20,,,
84233963,73083289,2,C,20,,,
84235848,73085027,45,C,46,,,
84235849,73085027,11,C,46,,,
84235796,73083175,27,C,38,,,
84230980,73083176,5,C,20,,,
84230981,73083178,51,C,13,,,
84236016,73083179,14,C,20,,,
84226825,73083180,49,C,20,0,N,
84235797,73083181,49,C,20,0,N,
84233939,73083182,35,C,13,,,
84231071,73083183,51,C,20,,,
84230982,73083184,51,C,13,,,
84226353,73083185,45,C,20,,,
84226354,73083186,56,C,20,,,
84235798,73083187,35,C,20,,,
84230983,73083188,16,C,20,,,
84230984,73083188,35,C,20,,,
84226826,73083189,51,C,20,,,
84231072,73083190,51,C,20,,,
84233940,73083191,40,C,13,,,
84226827,73083192,51,C,20,,,
84226828,73083193,47,C,20,,,
84233941,73083194,5,C,18,,,
84230985,73083195,5,C,38,,,
84233942,73083196,14,C,20,,,
84230986,73083197,40,C,20,,,
84230987,73083197,5,C,20,,,
84231073,73083198,14,C,13,,,
84226355,73083199,28,C,13,,,
84226356,73083199,5,C,13,,,
84235799,73083200,49,C,20,0,F,
84233943,73083201,45,C,11,,,
84235800,73083202,51,C,18,,,
84231074,73083203,51,C,38,,,
84236017,73083204,45,C,38,,,
84231116,73084199,45,C,25,,,
84226357,73083205,49,C,20,0,F,
84226358,73083206,49,C,20,0,N,
84233944,73083207,45,C,20,,,
84230988,73083208,5,C,19,,,
84231075,73083209,47,C,20,,,
84231076,73083210,45,C,18,,,
84233945,73083211,41,C,20,,,
84233946,73083212,45,C,20,,,
84226359,73083213,51,C,20,,,
84226829,73083214,49,C,20,0,N,
84233947,73083215,16,C,20,,,
84226830,73083216,45,C,20,,,
84226831,73083216,41,C,20,,,
84236018,73083217,51,C,20,,,
84235801,73083218,45,C,18,,,
84236019,73083219,51,C,20,,,
84236020,73083220,35,C,20,,,
84230989,73083221,11,C,20,,,
84233948,73083222,51,C,20,,,
84231077,73083223,45,C,20,,,
84236021,73083224,49,C,20,0,F,
84236022,73083224,5,C,20,,,
84226832,73083225,5,C,20,,,
84230990,73083226,49,C,20,0,F,
84230991,73083226,5,C,20,,,
84231078,73083227,2,C,20,,,
84226833,73083228,51,C,20,,,
84233949,73083229,47,C,20,,,
84233950,73083230,49,C,20,0,F,
84233951,73083231,45,C,20,,,
84235802,73083232,49,C,20,0,N,
84233952,73083233,49,C,20,0,N,
84226834,73083234,28,C,20,,,
84226360,73083235,49,C,20,0,F,
84226361,73083235,5,C,20,,,
84230992,73083236,16,C,13,,,
84230993,73083236,35,C,13,,,
84231079,73083237,45,C,20,,,
84226835,73083238,41,C,7,,,
84233953,73083239,5,C,18,,,
84236023,73083240,47,C,20,,,
84230994,73083241,45,C,20,,,
84226836,73083242,14,C,13,,,
84226837,73083243,23,C,12,,,
84235803,73083244,35,C,20,,,
84236024,73083245,28,C,13,,,
84235804,73083246,14,C,13,,,
84231080,73083247,11,C,46,,,
84231081,73083247,16,C,46,,,
84231082,73083248,51,C,20,,,
84231083,73083248,49,C,20,0,F,
84231084,73083248,5,C,20,,,
84236025,73083249,51,C,20,,,
84230995,73083250,51,C,20,,,
84233954,73083251,51,C,20,,,
84226838,73083252,16,C,13,,,
84226839,73083252,35,C,13,,,
84226840,73083253,35,C,20,,,
84231085,73083254,45,C,21,,,
84231086,73083254,5,C,21,,,
84230996,73083255,5,C,13,,,
84226841,73083256,49,A,20,0,F,
84233955,73083257,2,C,20,,,
84230997,73083258,5,C,38,,,
84233956,73083259,49,C,5,0,N,
84233957,73083260,5,C,18,,,
84231087,73083261,51,C,20,,,
84231010,73084083,45,C,20,,,
84233968,73084088,23,C,7,,,
84236046,73084130,44,C,32,,,
84236026,73083262,14,C,13,,,
84226842,73083263,47,C,20,,,
84231088,73083264,27,C,13,,,
84236027,73083265,16,C,10,,,
84236028,73083265,35,C,10,,,
84233958,73083266,40,C,20,,,
84233959,73083267,51,C,25,,,
84231089,73083268,5,C,18,,,
84226362,73083269,47,C,20,,,
84226363,73083269,2,C,20,,,
84226364,73083269,41,C,20,,,
84226365,73083269,28,C,20,,,
84239960,73083270,47,C,20,,,
84239961,73083270,16,C,20,,,
84239962,73083271,51,C,20,,,
84226366,73083272,20,C,13,,,
84231090,73083273,51,C,20,,,
84230998,73083274,47,C,20,,,
84233960,73083275,44,C,13,,,
84233961,73083276,51,C,20,,,
84235805,73083277,51,C,25,,,
