victim_id,offender_id,relationship_id,nibrs_victim_offender_id
79548037,82371025,1,24631334
79548037,82371026,24,25469662
79548040,82371028,3,24976169
79548047,82371035,3,25134984
79548050,82371039,14,24631333
79548056,82371045,11,24976168
79548061,82371050,14,24631332
79548062,82371051,1,24631331
79548067,82371056,14,24629548
79548080,82372577,15,24567314
79548084,82372581,3,24860520
79548085,82372581,4,24860519
79548087,82372583,3,24327048
79548089,82372584,18,24411409
79548093,82372588,17,24860518
79548099,82372594,1,24327047
79548102,82372597,24,24327046
79548104,82372599,3,24327045
79548106,82372600,3,24327044
79548109,82372603,18,24667649
79548110,82372603,16,24667648
79548111,82372604,3,24667647
79548118,82372613,19,24667646
79548118,82372614,15,25369277
79548119,82372615,3,24667645
79548120,82372615,1,24667644
79548121,82372616,9,24667643
79548122,82372617,3,24667642
79548123,82372617,16,24667641
79548126,82372620,17,24667639
79549035,82372629,16,24667638
79549035,82372630,3,25369276
79548135,82372629,3,24667637
79548135,82372630,16,25369275
79549036,82372631,16,24976175
79549036,82372632,24,25369274
79549038,82372634,9,24667636
79549040,82372636,1,24667635
79549041,82372636,16,24667634
79549046,82372642,1,24667633
79549049,82372645,3,24667632
79549051,82372647,1,24667631
79549051,82372648,16,25369273
79549056,82372654,1,24667630
79549057,82372655,3,24667629
79549063,82372660,1,24667628
79549063,82372661,16,25469664
79549064,82372660,16,24667627
79549064,82372661,16,25469663
79549065,82372662,24,24667626
79549066,82372662,24,24667625
79549067,82372663,24,24411432
79549071,82372667,24,24667624
79549072,82372668,15,24667623
79549084,82372681,3,24667622
79549088,82372684,1,24667621
79549088,82372685,16,25369272
79549089,82372684,16,24667620
79549089,82372685,16,25369271
79549105,82372698,16,24667619
79549108,82372701,21,24667618
79549109,82372702,3,24140104
79549110,82372703,1,24667617
79549113,82372706,24,24667616
79549114,82372707,9,24140103
79549120,82372713,14,24976167
79549126,82372719,5,24631330
79549129,82372722,1,24631329
79550214,82374426,1,24976172
79549159,82372750,5,24631322
79549161,82372752,3,24976166
79549162,82372753,1,24631321
79549169,82372761,1,24631320
79549171,82372764,16,24976165
79549174,82372766,16,24976164
79549175,82372767,1,24631319
79549179,82372771,3,24631318
79549186,82372777,3,24976163
79549187,82372777,16,24976162
79549192,82372782,3,24631317
79549196,82372786,3,24631316
79549134,82372726,9,24631328
79549138,82372730,17,24631327
79549140,82372732,4,24631326
79549142,82372734,3,24631325
79549149,82372742,24,24631324
79549154,82372747,3,24631323
79549198,82372788,3,24976161
79549200,82372790,3,25134983
79549201,82372791,21,24631315
79549202,82372792,24,24411425
79550108,82372801,20,24631314
79550112,82372804,4,24604699
79550119,82372812,1,24631313
79550119,82372813,1,25364533
79550131,82372824,1,24629544
79550134,82372827,4,24629543
79550139,82372832,1,24629542
79550139,82372833,1,25364527
79550140,82372834,1,24629541
79550145,82372838,3,24629540
79550146,82372839,1,24976122
79550151,82372845,17,24592486
79550163,82372857,4,24411424
79550165,82372859,9,24592485
79550167,82374377,4,24667615
79550169,82374379,24,24667614
79550170,82374380,3,24976174
79550187,82374399,3,24667613
79550189,82374401,24,24667612
79550190,82374402,3,24667611
79550191,82374403,3,24667610
79550196,82374406,15,24604700
79550198,82374408,18,24411431
79550199,82374409,3,24976173
79550203,82374413,26,24667609
79550212,82374424,26,24667608
79550215,82374427,1,24922692
79550233,82374448,17,24976171
79550235,82374450,3,24667607
79550240,82374455,1,24600852
79550241,82374456,24,24667606
79550242,82374457,1,24667605
79550253,82374468,3,24667604
79550261,82374477,21,24667603
79550267,82374483,5,24667602
79550274,82374490,24,24631312
79550274,82374492,24,25548087
79550274,82374493,24,25566828
79550274,82374491,24,25469661
79551171,82374503,24,24631311
79551172,82374503,24,24631310
79551173,82374504,1,24631309
79551174,82374505,25,24631308
79551174,82374506,21,25364532
79551175,82374505,20,24631307
79551175,82374506,5,25364531
79551177,82374509,24,24631306
79551181,82374512,24,24631305
79551186,82374516,3,24631304
79551192,82374524,1,24631303
79551193,82374525,3,24631302
79551200,82374531,24,24631300
79551199,82374531,24,24631301
79551202,82374533,17,24631299
79551203,82374534,14,24631298
79551204,82374535,25,24631297
79551204,82374536,3,25364530
79551205,82374535,3,24631296
79551205,82374536,25,25364529
79551238,82374578,1,25134981
79555465,82379850,19,24369225
79551215,82374551,21,25134982
79551223,82374559,3,24631295
79551225,82374561,16,24631294
79551229,82374565,3,24629569
79556517,82380019,4,24327080
79551242,82374582,24,24629568
79551257,82374598,1,24592484
79551251,82374592,3,24411423
79551261,82374604,25,24592483
79551261,82374605,13,25358053
79551262,82374604,13,24592482
79551262,82374605,25,25358052
79551264,82374610,21,24592481
79551265,82374611,25,24592480
79551265,82374612,1,25358051
79551266,82374611,1,24592479
79551266,82374612,25,25358050
79551284,82374632,3,24592478
79551302,82374654,3,24592477
79552244,82376210,1,24667594
79552263,82376232,5,24667593
79552268,82376237,24,24411428
79552269,82376237,24,24411427
79552284,82376258,21,24413398
79551315,82374665,1,24592476
79552300,82376276,21,24413397
79552303,82376279,1,24413396
79552305,82376280,24,24413395
79552305,82376281,24,25337739
79552306,82376280,24,24413394
79552306,82376281,24,25337738
79552312,82376291,21,24413393
79552317,82376295,3,24413392
79552331,82376319,6,25079483
79552339,82376327,1,24413391
79552340,82376328,24,25212822
79552342,82376331,25,24413390
79552342,82376332,19,25337737
79552343,82376331,19,24413389
79552343,82376332,25,25337736
79552347,82376336,1,24413387
79552347,82376337,25,25337734
79552346,82376336,25,24413388
79552346,82376337,1,25337735
79552350,82376341,5,24411454
79552357,82376348,25,24413386
79552357,82376349,1,25481023
79552358,82376348,1,24413385
79552358,82376349,25,25481022
79552360,82376351,14,24413384
79552360,82376352,25,25332357
79552361,82376351,25,24413383
79552361,82376352,14,25332356
79552370,82376362,25,24369191
79552370,82376363,19,25332355
79552371,82376362,19,24369190
79552371,82376363,25,25332354
79552385,82376380,25,24369189
79552385,82376381,19,25332353
79552386,82376380,19,24369188
79552386,82376381,25,25332352
79552389,82376384,14,24369187
79553329,82376431,3,24369184
79553330,82376432,16,24369183
79553338,82376442,25,24369182
79553338,82376443,1,25475711
79553339,82376442,1,24369181
79553339,82376443,25,25475710
79553346,82376454,1,24922697
79553363,82377981,3,24462309
79553366,82377985,19,25344766
79553366,82377984,25,25212830
79553367,82377985,25,25344765
79553367,82377984,19,25212829
79553371,82377987,3,25079484
79553371,82377988,19,25344762
79553371,82377989,25,25520960
79553370,82377987,1,25079485
79553370,82377988,25,25344763
79553370,82377989,19,25520961
79553369,82377987,25,25079486
79553369,82377988,1,25344764
79553369,82377989,3,25520962
79553376,82377995,26,25212828
79553309,82376409,17,24369186
79553314,82376413,18,24411453
79553315,82376414,1,24369185
79553321,82376422,13,25177456
79553394,82378016,3,24413382
79553395,82378017,25,24413381
79553395,82378018,15,25337733
79553396,82378017,15,24413380
79553396,82378018,25,25337732
79553397,82378019,15,24413379
79553397,82378020,15,25337731
79553398,82378019,15,24413378
79553398,82378020,15,25337730
79553404,82378026,14,25079482
79553406,82378027,24,24413377
79553406,82378028,24,25337729
79553407,82378027,24,24413376
79553407,82378028,24,25337728
79553412,82378036,14,25079481
79553414,82378038,24,24413375
79553417,82378041,17,25079480
79553420,82378043,25,24413373
79553420,82378045,1,25486929
79553419,82378043,1,24413374
79553419,82378044,1,25337727
79553436,82378064,21,24413372
79553439,82378067,21,24413371
79553453,82378085,3,24413370
79553455,82378088,15,25337726
79553455,82378087,25,25212821
79553455,82378089,15,25520844
79553456,82378088,25,25337725
79553456,82378087,15,25212820
79553456,82378089,15,25520843
79553457,82378088,15,25337724
79553457,82378087,15,25212819
79553457,82378089,15,25520842
79553458,82378090,17,24413369
79553459,82378091,17,24413368
79553460,82378091,17,24413367
79554423,82378172,1,24369171
79554435,82378185,1,24369170
79553473,82378103,24,25212818
79553478,82378110,3,24413366
79554374,82378115,24,24369180
79554376,82378117,5,24369179
79554386,82378128,21,24369178
79554388,82378132,1,24369177
79554395,82378140,24,24369176
79554396,82378140,24,24369175
79554401,82378146,18,24411452
79554408,82378153,4,24369174
79554410,82378155,25,25079477
79554410,82378156,3,25332351
79554411,82378155,3,25079476
79554411,82378156,25,25332350
79554415,82378161,15,24369173
79554419,82378168,5,24369172
79554446,82378199,5,25177455
79554447,82378199,21,25177454
79554449,82378202,5,24327125
79554452,82378205,10,24327124
79554462,82378219,1,24327123
79554474,82378235,3,24327086
79554483,82378246,1,24327085
79554484,82378247,1,24327084
79554501,82379767,15,24413364
79554517,82379784,21,24413363
79554521,82379789,3,25079478
79554521,82379790,25,25337722
79554520,82379789,25,25079479
79554520,82379790,3,25337723
79554525,82379795,14,24413362
79554526,82379796,21,24413361
79554528,82379798,3,24413360
79554545,82379816,17,24369231
79554547,82379818,25,24369230
79554547,82379819,3,25332365
79554548,82379818,3,24369229
79554548,82379819,25,25332364
79554549,82379820,1,24369228
79555446,82379823,5,24369227
79555459,82379842,14,24369226
79555478,82379860,24,24369224
79555512,82379898,25,24327120
79555512,82379899,21,25324807
79555513,82379898,16,24327119
79555513,82379899,25,25324806
79555514,82379900,1,24327118
79555515,82379900,9,24327117
79555516,82379900,24,24327116
79555519,82379902,1,24327115
79555519,82379903,1,25486928
79555521,82379902,1,24327113
79555521,82379903,1,25486638
79555520,82379902,1,24327114
79555520,82379903,1,25486639
79555523,82379904,5,24327111
79555523,82379905,25,25334433
79555523,82379906,24,25519218
79555523,82379907,24,25566848
79555523,82379909,24,25584193
79555523,82379908,24,25580168
79555522,82379904,25,24327112
79555522,82379905,17,25334434
79555522,82379906,24,25519219
79555522,82379907,24,25566847
79555522,82379909,24,25584194
79555522,82379908,24,25580169
79555524,82379904,24,24327110
79555524,82379905,24,25334432
79555524,82379906,25,25519217
79555524,82379907,17,25566849
79555524,82379908,19,25578391
79555524,82379909,19,25583351
79555526,82379911,1,25079475
79555538,82379922,1,24327109
79555541,82379925,24,25079474
79555541,82379926,24,25324805
79555542,82379925,24,25079473
79555542,82379926,24,25324804
79555563,82379952,3,24327104
79556520,82380022,3,24327078
79555490,82379872,25,24369223
79555490,82379873,19,25324809
79555491,82379872,19,24369222
79555491,82379873,25,25324808
79555496,82379878,21,24327122
79555507,82379892,3,24327121
79555544,82379928,19,25079472
79555545,82379929,19,25079471
79555549,82379932,3,24327108
79555549,82379933,25,25396175
79555550,82379934,5,24327107
79555552,82379937,25,24327106
79555552,82379938,3,25475709
79555553,82379937,3,24327105
79555553,82379938,25,25475708
79555579,82379968,3,24327103
79555580,82379969,24,24327102
79555580,82379970,24,25324803
79555580,82379971,24,25541473
79555581,82379969,1,24327101
79555581,82379970,1,25324802
79555581,82379971,1,25541472
79555582,82379969,24,24327100
79555582,82379970,24,25324801
79555582,82379971,24,25541471
79555589,82379976,15,25177453
79555607,82380000,17,24327083
79555611,82380006,21,24327082
79555615,82380009,25,24327081
79555615,82380011,14,25324799
79556518,82380020,1,24327079
79556683,82381689,1,24327094
79556684,82381689,1,24327093
79556673,82381679,21,24327096
79556674,82381680,1,24327095
79556689,82381696,24,24411451
79528878,82352820,1,24369304
79528893,82352835,14,25070496
79528904,82352847,21,24369303
79528913,82352856,5,24329521
79528919,82352862,24,24329520
79528930,82352874,9,24329519
79528935,82352879,24,24329518
79528942,82352887,21,24329517
79528963,82352915,15,24329516
79529851,82352921,24,24329515
79529855,82352925,1,25054233
79529866,82352938,1,25054232
79529871,82352943,24,25070492
79529872,82352944,1,25054231
79529874,82352946,18,24329514
79529877,82352949,18,25054230
79529888,82352960,15,24329513
79529891,82352963,18,25054229
79529891,82352964,18,25457590
79529892,82352963,18,25054228
79529892,82352964,18,25457589
79532122,82356416,1,24631352
79532124,82356418,3,24631351
79536314,82360046,3,25132438
79536316,82360048,15,24594547
79536317,82360049,18,24594546
79536318,82360050,17,24594545
79532144,82356440,3,25132439
79532154,82356452,5,24295573
79532155,82356452,24,24295572
79533058,82356471,17,24594562
79533059,82356471,17,24594561
79536319,82360051,14,24594544
79536320,82360052,18,24594543
79536321,82360053,18,24594542
79533062,82356474,3,24634677
79533073,82356483,24,24594560
79533074,82356484,21,24594559
79533083,82356493,3,24594558
79533084,82356494,3,24594557
79533098,82356511,24,24592493
79533099,82356512,24,24592492
79533099,82356513,24,25334590
79536322,82360054,18,25132437
79533133,82356541,21,24592490
79533138,82356545,19,24592489
79533143,82356550,12,24592488
79533109,82356520,1,24421823
79533119,82356529,1,24592491
79533123,82356533,24,25132429
79536323,82360055,18,24594541
79533160,82356568,3,24592487
79533168,82356577,24,24551108
79533169,82356577,24,24551107
79533172,82356579,17,24551106
79533178,82356585,24,24551105
79533190,82356597,24,25132428
79533197,82356605,1,24551104
79533198,82356606,1,24295571
79533200,82356608,17,24047145
79536324,82360056,18,24594540
79536327,82360059,18,24594539
79536328,82360060,24,24594538
79536329,82360061,24,24594537
79534127,82358159,24,25132451
79534127,82358160,24,25408079
79534129,82358159,24,25132450
79534129,82358160,24,25408078
79534132,82358163,24,24667714
79534133,82358163,24,24667713
79534134,82358164,3,25132446
79534135,82358165,18,24421826
79534135,82358166,18,25334592
79536330,82360062,21,24594536
79534142,82358174,24,24631399
79534142,82358175,24,25364545
79534143,82358174,24,24631398
79534143,82358175,24,25364544
79534144,82358174,24,24631397
79534144,82358175,24,25364543
79534146,82358177,24,24631396
79534150,82358182,3,25132445
79534164,82358197,24,24631395
79534165,82358197,24,24631394
79534186,82358216,17,24631393
79534187,82358216,19,24631392
79534209,82358238,1,24140179
79534225,82358254,24,24631391
79534255,82358285,24,24594556
79534265,82358295,3,24594555
79534271,82358300,3,24594554
79536334,82360065,25,24592522
79536334,82360066,9,25358057
79536333,82360065,9,24594535
79536333,82360066,25,25358058
79534272,82358301,3,24594553
79535179,82358320,24,24594552
79535180,82358320,24,24594551
79535185,82358323,21,24594550
79535195,82358335,12,24594549
79536335,82360067,21,24592521
79536336,82360068,3,24592520
79535301,82358431,18,24247104
79535234,82358377,24,24594548
79536337,82360069,19,24592519
79535271,82358408,24,24551103
79535272,82358408,24,24551102
79535275,82358412,1,24551101
79535292,82358423,21,24551100
79535297,82358427,24,24631944
79535300,82358430,19,24551099
79535307,82358437,1,25132427
79535315,82358445,3,24551098
79535321,82359961,24,24631380
79535324,82359963,1,24631378
79535322,82359962,1,24631379
79535326,82359965,1,24295574
79535328,82359968,3,25132443
79535330,82359969,17,24631377
79535335,82359974,1,24631376
79536339,82360071,17,24592518
79536352,82360077,4,24592517
79536370,82360090,16,24592516
79536377,82360098,24,24592515
79536378,82360099,16,24592514
79536382,82360102,24,25132436
79536384,82360104,3,24592513
79536385,82360104,4,24592512
79536394,82360112,1,25132435
79536394,82360113,24,25490269
79536395,82360112,24,25132434
79536395,82360113,24,25490268
79536396,82360114,14,24592511
79536397,82360115,16,25132433
79536402,82360122,17,24592510
79536406,82360125,5,24592509
79536408,82360126,24,24592507
79536409,82360126,24,24592506
79536407,82360126,18,24592508
79536430,82360148,24,24551097
79536426,82360144,24,24047147
79536433,82360151,1,24551096
79536434,82360152,16,24551095
79536435,82360153,24,24631943
79536435,82360154,24,25407863
79536436,82360155,21,25132421
79537327,82360163,16,24551094
79537329,82360165,16,24551093
79537338,82360169,24,24551092
79537351,82360181,14,24551091
79537352,82360181,14,24551090
79537359,82360187,24,24551089
79537360,82360188,24,24551088
79537361,82360189,16,24551087
79537379,82360207,1,25132420
79537384,82360212,1,24551086
79537388,82360216,17,25132419
79537395,82360222,24,24047143
79537404,82360230,3,24551085
79537423,82360243,1,25132418
79537425,82360245,19,24618618
79537426,82360245,3,24618617
79537431,82360248,3,24551084
79537432,82360249,24,25132417
79537437,82360254,9,25132416
79537439,82360255,4,24551082
79537440,82360255,3,24551081
79537438,82360255,4,24551083
79537443,82361764,14,25132442
79537444,82361765,9,24631360
79537450,82361770,3,25132441
79537459,82361778,24,24631358
79537464,82361782,3,24631357
79537468,82361787,16,24631356
79537468,82361788,15,25364537
79537451,82361771,1,24631359
79537453,82361773,24,25132440
79537454,82361774,16,24140178
79537470,82361790,15,24140177
79537470,82361791,16,25364536
79537471,82361792,3,24631355
79537472,82361793,1,24631354
79537476,82361797,3,24631353
79537483,82361804,17,25132432
79537484,82361804,19,25132431
79529940,82353013,18,25054183
79529942,82353015,1,24329485
79529947,82353020,9,24329484
79529950,82353023,18,25054182
79529952,82353024,18,25054181
79529953,82353025,1,25054180
79529957,82353029,1,25054179
79529958,82353030,3,24329483
79529968,82354554,1,24369293
79529969,82354554,24,24369292
79532103,82356397,9,24421825
79529977,82354561,18,24369291
79529981,82354565,18,24369290
79529982,82354566,3,25054239
79529986,82354570,18,25054238
79529987,82354571,3,25054237
79529990,82354573,21,24329540
79529994,82354576,3,24329539
79529899,82352971,16,25054185
79529902,82352975,17,24329492
79529917,82352989,1,24329491
79529919,82352991,3,24329490
79529924,82352996,3,25054184
79529929,82353001,3,24329489
79529934,82353007,1,24329488
79529934,82353008,1,25324823
79529935,82353007,1,24329487
79529935,82353008,1,25324822
79529936,82353009,3,24329486
79530006,82354586,24,25054236
79530015,82354594,3,25070495
79530017,82354596,1,25054235
79530927,82354615,19,24329538
79530950,82354639,1,24329512
79530957,82354646,1,25054227
79530961,82354650,9,24329511
79530962,82354651,9,24329510
79530968,82354657,1,24329509
79530968,82354658,1,25484122
79531017,82354709,18,24329503
79531017,82354710,1,25324827
79531018,82354709,1,24329502
79531018,82354710,1,25324826
79531021,82354712,1,24568660
79531030,82354720,1,24329501
79531034,82354724,9,25054224
79531048,82354737,1,24329500
79531050,82354738,24,24329499
79530981,82354675,3,25054226
79530997,82354692,3,24329508
79530998,82354693,1,25054225
79531000,82354695,2,24329507
79531004,82354698,1,24329506
79531005,82354698,1,24329505
79531006,82354698,1,24329504
79531068,82354758,1,25054175
79532003,82354792,3,24329481
79532006,82354796,3,24282982
79532015,82354807,26,25054174
79532016,82354807,16,25054173
79532017,82354808,24,24282981
79532019,82354810,24,24282980
79532020,82354811,3,24568602
79532022,82354813,18,24282979
79532023,82354814,3,24282978
79532034,82354818,3,24282977
79532082,82356375,3,24631402
79532085,82356379,24,24140180
79532092,82356387,18,24421828
79532093,82356387,18,24421827
79532095,82356389,26,24631401
79532095,82356390,16,25289120
79532096,82356389,16,24631400
79532096,82356390,1,25289119
79532041,82354824,24,24282976
79532042,82354825,24,24282975
79532042,82354826,24,25319527
79532042,82354827,24,25519150
79532043,82354825,24,24282974
79532043,82354826,24,25319526
79532043,82354827,24,25519149
79532044,82354825,24,24282973
79532044,82354826,24,25319525
79532044,82354827,24,25519148
79532056,82354841,1,24432231
79532059,82354844,3,24282972
79532060,82354844,1,24282971
79532061,82356352,24,24631406
79532061,82356353,24,25364546
79532067,82356359,16,24631404
79532066,82356359,4,24631405
79532069,82356361,1,24634678
79532070,82356362,1,24631403
79537498,82361823,22,24592505
79538386,82361825,1,25132430
79538398,82361838,3,24592504
79538410,82361853,24,24592499
79538402,82361845,17,24592503
79538406,82361847,16,24592501
79538406,82361848,16,25358055
79538406,82361849,16,25522387
79538405,82361847,16,24592502
79538405,82361848,16,25358056
79538405,82361849,16,25522388
79538407,82361847,16,24592500
79538407,82361848,16,25358054
79538407,82361849,16,25522386
79538427,82361876,5,24592498
79538448,82361899,16,24047146
79538431,82361880,16,24421824
79538437,82361887,16,24592497
79538444,82361895,21,24592496
79538447,82361898,16,24592495
79538456,82361908,3,24592494
79538462,82361914,16,24551080
79538462,82361915,16,25490266
79538465,82361918,17,24551079
79538480,82361935,18,24551078
79538480,82361936,18,25353941
79538481,82361937,17,24551077
79538482,82361937,17,24551076
79539531,82363629,24,24327132
79538505,82361963,16,25132415
79538513,82361971,20,24551075
79538519,82361978,1,24551074
79538544,82362009,16,24551070
79538525,82361986,5,24551073
79538530,82361994,20,24551072
79538532,82361996,24,24551071
79538563,82362028,24,24551062
79540542,82363757,5,24280579
79539471,82363564,3,24369253
79539485,82363579,17,24327143
79539503,82363602,1,24327142
79539504,82363602,1,24327141
79539505,82363603,24,24327140
79539507,82363605,21,24327139
79539510,82363608,5,24327138
79539514,82363613,16,24327137
79539515,82363614,16,24327136
79539518,82363617,1,24327135
79539520,82363619,16,24327134
79539521,82363620,1,24327133
79539541,82363640,24,24327131
79539542,82363641,24,24631945
79540541,82363756,24,24280580
79539561,82363660,3,24327130
79539572,82363676,1,24295577
79539579,82363683,5,24280585
79539576,82363680,17,24280586
79539599,82363701,17,24280584
79539604,82363706,16,24280583
79539617,82363719,5,24280582
79539618,82363720,5,24280581
79539623,82363725,24,24755185
79540549,82363765,3,24280578
79540551,82363766,5,24280577
79540553,82363768,3,24233204
79540555,82363770,5,24280576
79540559,82363774,5,24233203
79540566,82363780,3,24233202
79540567,82363781,17,24280575
79540568,82363782,19,24280574
79540569,82363783,3,24844081
79540599,82363815,5,24844080
79540599,82363816,5,25402528
79540625,82363839,16,24844079
79540626,82363839,16,24844078
79540627,82363840,16,24844077
79540665,82365382,16,24282927
79540669,82365386,15,24282926
79540672,82365390,3,24282925
79540673,82365391,16,24755193
79540675,82365393,3,24282924
79540676,82365394,24,24282923
79540682,82365401,20,24282922
79540685,82365404,16,24755192
79540692,82365411,6,24233208
79540694,82365413,16,24755191
79540695,82365413,16,24755190
79540705,82365421,16,24233207
79541599,82365426,16,24233206
79541600,82365427,16,24755189
79540702,82365419,5,24282921
79541598,82365425,16,24282920
79541605,82365433,14,24755188
79541606,82365433,14,24755187
79541615,82365439,5,24280573
79541625,82365449,3,24755184
79541704,82365515,5,24233201
79541705,82365515,5,24233200
79541706,82365516,15,24280562
79541634,82365456,16,24755183
79541635,82365457,3,24280572
79541636,82365458,16,24755182
79542753,82365654,5,24844067
79541647,82365466,16,24755181
79541649,82365468,3,24280571
79541652,82365470,16,24755180
79541653,82365471,14,24280570
79541665,82365482,3,24755179
79541666,82365483,16,24280569
79541667,82365484,14,24755178
79541684,82365499,21,24280568
79541685,82365499,5,24280567
79541686,82365499,5,24280566
79541690,82365502,21,24280565
79541693,82365504,5,24280564
79541697,82365508,26,24755177
79541703,82365514,13,24280563
79541709,82365519,14,24755176
79541714,82365522,15,24280561
79541752,82365555,15,24755153
79541753,82365555,15,24755152
79541739,82365544,3,24280560
79541758,82365561,16,24844074
79541762,82365567,16,24844073
