agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
15807,PA0030200,PA0030200,Ford City Police Department,Ford City,1,City,,,9032,Ford City,42,PA,2259,Armstrong,42005,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,2897,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,1,0,16226,40.81238,-79.464129
16783,PA0430400,PA0430400,Hermitage Police Department,Hermitage,1,City,,,9087,Hermitage,42,PA,2299,Mercer,42085,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1962,,2016,2013,,16054,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,10,,,,2016,29,3,16148,41.300014,-80.252786
16490,PA0300400,PA0300400,"Cumberland Township Police Department, Greene County","Cumberland Township, Greene County",1,City,,,8869,Carmichaels,42,PA,2286,Greene,42059,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,,6425,6,"Cities from 2,500 thru 9,999",L,N,N,11,0,8,,,,2016,3,0,15320,39.847707,-80.225655
16236,PA0180500,PA0180500,Dunnstable Township Police Department,Dunnstable Township,1,City,,,9182,Lock Haven,42,PA,2274,Clinton,42035,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2008,,2016,2013,,1021,7,"Cities under 2,500",L,N,N,12,0,8,,,,2015,2,0,17745,41.245301,-77.649141
17121,PA0610200,PA0610200,Oil City Police Department,Oil City,1,City,,,9327,Oil City,42,PA,2317,Venango,42121,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,10149,5,"Cities from 10,000 thru 24,999",L,N,N,12,0,10,,,,2016,16,6,16301,41.40198,-79.754418
16316,PA0211800,PA0211800,Upper Allen Township Police Department,Upper Allen Township,1,City,,,9216,Mechanicsburg,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,2016,19476,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,22,1,17055,40.164782,-77.26344
16971,PA0520500,PA0520500,Milford Township Police Department,Milford Township,1,City,,,9231,Milford,42,PA,2308,Pike,42103,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1987,,2016,2014,2006,1481,7,"Cities under 2,500",L,Y,N,0,0,0,16975,PA052SP00,State Police: Pike County,,,,18337,41.325949,-75.031514
16810,PA0441200,PA0441200,Lewistown Police Department,Lewistown,1,City,,,9172,Lewistown,42,PA,2300,Mifflin,42087,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2011,,2016,2013,,8289,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,6,,,,2016,14,1,     ,40.61189,-77.620661
23187,PA0601100,PA0601100,Buffalo Valley Regional Police Department,Buffalo Valley Regional,1,City,,,9171,Lewisburg,42,PA,2316,Union,42119,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2012,,2016,2013,,12251,5,"Cities from 10,000 thru 24,999",L,N,N,12,0,5,,,,2016,15,1,17837,40.962179,-77.055475
16054,PA010SP00,PA010SP00,State Police: Butler County,State Police: Butler County,4,State Police,,,,,42,PA,2266,Butler,42019,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1964,,2016,2013,,70890,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,10,,,,2016,1,0,16001,40.913834,-79.91896
23236,PA0093000,PA0093000,State Park Rangers: Neshaminy,State Park Rangers: Neshaminy,6,Other State Agency,,,,,42,PA,2265,Bucks,42017,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2013,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,12,0,4,,,,2016,2,0,     ,40.336887,-75.10706
16401,PA023BF00,PA023BF00,Bureau of Forestry: Delaware County,Bureau of Forestry: Delaware County,6,Other State Agency,,,,,42,PA,2279,Delaware,42045,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1994,,2016,2013,,0,9D,"MSA counties under 10,000",L,Y,N,12,0,7,,,,2005,1,0,17101,39.91667,-75.398786
16599,PA0363100,PA0363100,Terre Hill Police Department,Terre Hill,1,City,,,8980,East Earl,42,PA,2292,Lancaster,42071,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1980,,2016,2013,2016,1375,7,"Cities under 2,500",L,Y,N,12,12,8,,,,2016,1,0,17519,40.041992,-76.250198
16916,PA0482200,PA0482200,Roseto Police Department,Roseto,1,City,,,9405,Roseto,42,PA,2304,Northampton,42095,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2006,,2016,2013,,1557,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2010,1,0,18013,40.752791,-75.307447
17191,PA063SP00,PA063SP00,State Police: Washington County,State Police: Washington County,4,State Police,,,,,42,PA,2319,Washington,42125,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1964,,2016,2013,,44081,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,10,,,,2016,1,0,15301,40.200005,-80.252132
23258,PA0611500,PA0611500,State Park Rangers: Oil Creek,State Park Rangers: Oil Creek,6,Other State Agency,,,,,42,PA,2317,Venango,42121,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2013,,2016,2013,,0,7,"Cities under 2,500",L,N,N,12,0,4,,,,2016,1,2,     ,41.40198,-79.754418
16579,PA0361000,PA0361000,Mount Joy Police Department,Mount Joy,1,City,,,9261,Mount Joy,42,PA,2292,Lancaster,42071,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,8153,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,12,1,17552,40.041992,-76.250198
16033,PA0100100,PA0100100,Butler Police Department,Butler,1,City,,,8858,Butler,42,PA,2266,Butler,42019,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,13275,5,"Cities from 10,000 thru 24,999",L,Y,N,8,0,9,,,,2016,23,1,16001,40.913834,-79.91896
16614,PA0364700,PA0364700,Mountville  Police Department,Mountville ,1,City,,,9149,Lancaster,42,PA,2292,Lancaster,42071,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2010,,2016,2013,,2858,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2016,1,0,17601,40.041992,-76.250198
17125,PA0611400,PA0611400,Polk Police Department,Polk,1,City,,,9367,Polk,42,PA,2317,Venango,42121,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,,795,7,"Cities under 2,500",L,N,N,12,0,8,,,,2016,2,0,16342,41.40198,-79.754418
15921,PA0063500,PA0063500,Central Berks Regional Police Department,Central Berks Regional,1,City,,,9384,Reading,42,PA,2262,Berks,42011,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,,9451,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,14,1,19606,40.413957,-75.92686
16797,PA0432100,PA0432100,Jamestown Police Department,Jamestown,1,City,,,9118,Jamestown,42,PA,2299,Mercer,42085,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,,596,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2009,1,0,16134,41.300014,-80.252786
16591,PA0362300,PA0362300,East Hempfield Township Police Department,East Hempfield Township,1,City,,,9151,Landisville,42,PA,2292,Lancaster,42071,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,,24287,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,10,,,,2016,33,4,17538,40.041992,-76.250198
16291,PA0201400,PA0201400,West Mead Township Police Department,West Mead Township,1,City,,,9215,Meadville,42,PA,2276,Crawford,42039,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1994,,2016,2013,,5138,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,2,0,16335,41.68684,-80.107811
15762,PA0025500,PA0025500,Bradford Woods Police Department,Bradford Woods,1,City,,,9569,Wexford,42,PA,2258,Allegheny,42003,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1979,,2016,2014,1996,1175,7,"Cities under 2,500",L,Y,N,0,0,0,15714,PA0021B00,Northern Regional,,,,15090,40.46892,-79.98092
15812,PA0030900,PA0030900,North Apollo Police Department,North Apollo,1,City,,,9470,Spring Church,42,PA,2259,Armstrong,42005,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2003,,2016,2014,2012,1266,7,"Cities under 2,500",L,Y,N,0,0,0,15827,PA003SP00,State Police: Armstrong County,2006,1,0,15686,40.81238,-79.464129
23503,PA0103000,PA0103000,Prospect Police Department,Prospect,1,City,,,9378,Prospect,42,PA,2266,Butler,42019,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2013,,2016,2013,,1138,7,"Cities under 2,500",L,Y,N,12,0,4,,,,,,,     ,40.913834,-79.91896
16008,PA0093500,PA0093500,"Springfield Township Police Department, Bucks County","Springfield Township, Bucks County",1,City,,,9382,Quakertown,42,PA,2265,Bucks,42017,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,,5026,6,"Cities from 2,500 thru 9,999",L,Y,N,10,0,9,,,,2016,5,0,18951,40.336887,-75.10706
17272,PA0670500,PA0670500,Dallastown Police Department,Dallastown,1,City,,,8943,Dallastown,42,PA,2323,York,42133,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2014,1988,4008,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,0,17293,PA0673200,York Area Regional,1985,4,0,17313,39.921751,-76.728889
17207,PA0650500,PA0650500,Latrobe Police Department,Latrobe,1,City,,,9158,Latrobe,42,PA,2321,Westmoreland,42129,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,8080,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2015,11,0,15650,40.311068,-79.466688
16623,PA0370000,PA0370000,Lawrence  County Sheriff's Office,Lawrence ,2,County,,,,,42,PA,2293,Lawrence,42073,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,0,8D,"Non-MSA counties under 10,000",L,N,N,12,0,6,,,,2016,18,5,16101,40.992735,-80.334446
17216,PA0651400,PA0651400,Arnold Police Department,Arnold,1,City,,,9296,New Kensington,42,PA,2321,Westmoreland,42129,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,4990,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,9,,,,2016,8,0,15068,40.311068,-79.466688
17049,PA0560200,PA0560200,Somerset Police Department,Somerset,1,City,,,9462,Somerset,42,PA,2312,Somerset,42111,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,6049,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,7,1,15501,39.981297,-79.028486
16557,PA0352500,PA0352500,Fell Township Police Department,Fell Township,1,City,,,9452,Simpson,42,PA,2291,Lackawanna,42069,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1987,,2016,2014,2000,2138,7,"Cities under 2,500",L,Y,N,0,0,0,16568,PA035SP00,State Police: Lackawanna County,1992,1,0,18407,41.44025,-75.609587
17353,PA46BCI0X,PA46BCI00,"State Police, Bureau of Criminal Investigation: Montgomery County","State Police, Bureau of Criminal Investigation: Montgomery County",4,State Police,,,,,42,PA,2302,Montgomery,42091,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2004,,2016,2013,,0,9E,MSA State Police,L,Y,N,12,0,10,,,,2007,5,0,,,
15656,PA0010500,PA0010500,"Cumberland Township Police Department, Adams County","Cumberland Township, Adams County",1,City,,,9049,Gettysburg,42,PA,2257,Adams,42001,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,,6199,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,6,0,17325,39.869471,-77.21773
17172,PA0633400,PA0633400,Twilight Police Department,Twilight,1,City,,,8883,Charleroi,42,PA,2319,Washington,42125,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1981,,2016,2014,2013,231,7,"Cities under 2,500",L,Y,N,0,0,0,23069,PA0636000,Charelroi Regional,,,,15022,40.200005,-80.252132
25372,PA0051000,PA0051000,State Park Rangers: Shawnee,State Park Rangers: Shawnee,6,Other State Agency,,,,,42,PA,2261,Bedford,42009,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2014,,2016,2013,,0,7,"Cities under 2,500",L,N,N,12,0,3,,,,2016,2,0,     ,39.99862,-78.494751
25654,PA0371200,PA0371200,County Detective: Lawrence County,County Detective: Lawrence County,5,Other,,,,,42,PA,2293,Lawrence,42073,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2015,,2016,2014,,0,7,"Cities under 2,500",M,N,N,4,0,0,,,,2016,6,10,16101,40.992735,-80.334446
16706,PA0401500,PA0401500,Ashley Police Department,Ashley,1,City,,,8783,Ashley,42,PA,2296,Luzerne,42079,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,,,2729,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,2,0,18706,41.172787,-75.976035
16229,PA017BF00,PA017BF00,Bureau of Forestry: Clearfield County,Bureau of Forestry: Clearfield County,6,Other State Agency,,,,,42,PA,2273,Clearfield,42033,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1995,,2016,2013,,0,8D,"Non-MSA counties under 10,000",L,N,N,12,0,7,,,,2007,1,0,17101,41.000249,-78.473749
15720,PA0021I00,PA0021I00,Leet Township Police Department,Leet Township,1,City,,,9018,Fairoaks,42,PA,2258,Allegheny,42003,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1979,,2016,,,1624,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2016,2,0,15003,40.46892,-79.98092
16887,PA046SP00,PA046SP00,State Police: Skippack,State Police: Skippack,4,State Police,,,,,42,PA,2302,Montgomery,42091,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1964,,2016,2013,,60154,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,10,,,,2016,1,0,19473,40.209999,-75.370201
16670,PA0390100,PA0390100,Allentown Police Department,Allentown,1,City,,,8772,Allentown,42,PA,2295,Lehigh,42077,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,119335,2,"Cities from 100,000 thru 249,000",L,N,Y,12,0,10,,,,2016,220,20,18101,40.614241,-75.590627
16384,PA0232800,PA0232800,Ridley Township Police Department,Ridley Township,1,City,,,9030,Folsom,42,PA,2279,Delaware,42045,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,31117,4,"Cities from 25,000 thru 49,999",L,Y,N,12,0,10,,,,2016,32,5,19033,39.91667,-75.398786
16116,PA0130000,PA0130000,Carbon County Sheriff's Office,Carbon,2,County,,,,,42,PA,2269,Carbon,42025,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2014,1998,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,16132,PA013SP00,State Police: Carbon County,1982,2,11,18229,40.918366,-75.705039
17334,PA27BCI0X,PA27BCI00,"State Police, Bureau of Criminal Investigation: Forest County","State Police, Bureau of Criminal Investigation: Forest County",4,State Police,,,,,42,PA,2283,Forest,42053,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,,0,8E,Non-MSA State Police,L,N,N,12,0,10,,,,2007,1,1,,,
16409,PA0240600,PA0240600,Jay Township Police Department,Jay Township,1,City,,,9552,Weedville,42,PA,2280,Elk,42047,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2014,1998,1990,7,"Cities under 2,500",L,N,N,0,0,0,16413,PA024SP00,State Police: Elk County,1975,1,0,15868,41.427334,-78.653938
16658,PA0381600,PA0381600,North Londonderry Township Police Department,North Londonderry Township,1,City,,,9338,Palmyra,42,PA,2294,Lebanon,42075,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,,8343,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,9,1,17078,40.367344,-76.458009
16624,PA0370100,PA0370100,Ellwood City Police Department,Ellwood City,1,City,,,8997,Ellwood City,42,PA,2293,Lawrence,42073,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,7627,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,10,2,16117,40.992735,-80.334446
16858,PA0462900,PA0462900,Upper Merion Township Police Department,Upper Merion Township,1,City,,,9134,King Of Prussia,42,PA,2302,Montgomery,42091,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1962,,2016,2013,,28693,4,"Cities from 25,000 thru 49,999",L,Y,N,12,0,10,,,,2016,64,16,19406,40.209999,-75.370201
25381,PA0182500,PA0182500,State Park Rangers: Kettle Creek,State Park Rangers: Kettle Creek,6,Other State Agency,,,,,42,PA,2274,Clinton,42035,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2014,,2016,2013,,0,7,"Cities under 2,500",L,N,N,10,0,2,,,,2016,1,8,     ,41.245301,-77.649141
15819,PA0031800,PA0031800,Cowanshannock Township  Police Department,Cowanshannock Township ,1,City,,,9322,Nu Mine,42,PA,2259,Armstrong,42005,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1983,,2016,2014,2012,2858,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,0,15827,PA003SP00,State Police: Armstrong County,2004,1,0,16244,40.81238,-79.464129
16268,PA0192200,PA0192200,Main Township Police Department,Main Township,1,City,,,8831,Bloomsburg,42,PA,2275,Columbia,42037,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2000,,2016,2013,,1311,7,"Cities under 2,500",L,Y,N,11,0,9,,,,2000,1,0,17815,41.045517,-76.40426
16904,PA0481000,PA0481000,Wilson Police Department,Wilson,1,City,,,8986,Easton,42,PA,2304,Northampton,42095,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,7809,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,8,,,,2016,12,1,18042,40.752791,-75.307447
16661,PA0382100,PA0382100,County Detective: Lebanon County,County Detective: Lebanon County,5,Other,,,,,42,PA,2294,Lebanon,42075,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1991,,2016,2013,,0,9D,"MSA counties under 10,000",L,Y,N,12,0,10,,,,2016,5,2,17042,40.367344,-76.458009
16374,PA0231800,PA0231800,Media Police Department,Media,1,City,,,9217,Media,42,PA,2279,Delaware,42045,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,5349,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,14,8,19063,39.91667,-75.398786
16438,PA0260200,PA0260200,Connellsville Police Department,Connellsville,1,City,,,8920,Connellsville,42,PA,2282,Fayette,42051,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,7485,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,14,1,15425,39.918725,-79.639946
16993,PA0540700,PA0540700,Pottsville Police Department,Pottsville,1,City,,,9376,Pottsville,42,PA,2310,Schuylkill,42107,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,13849,5,"Cities from 10,000 thru 24,999",L,N,N,12,0,9,,,,2016,23,0,17901,40.703682,-76.217788
16312,PA0211400,PA0211400,Mount Holly Springs Police Department,Mount Holly Springs,1,City,,,9259,Mount Holly Springs,42,PA,2277,Cumberland,42041,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1975,,2016,2013,,2033,7,"Cities under 2,500",L,Y,N,12,0,9,,,,2016,2,0,17065,40.164782,-77.26344
17240,PA0654300,PA0654300,Hempfield Township Police Department,Hempfield Township,1,City,,,9064,Greensburg,42,PA,2321,Westmoreland,42129,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2014,1986,41370,4,"Cities from 25,000 thru 49,999",L,Y,N,0,0,0,17253,PA065SP00,State Police: Westmoreland County,1999,6,1,15601,40.311068,-79.466688
16198,PA0155700,PA0155700,West Pikeland Township Police Department,West Pikeland Township,1,City,,,8886,Chester Springs,42,PA,2271,Chester,42029,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1999,,2016,2013,,4085,6,"Cities from 2,500 thru 9,999",L,Y,N,11,0,8,,,,2016,4,0,19425,39.973965,-75.749732
16055,PA0110000,PA0110000,Cambria  County Sheriff's Office,Cambria ,2,County,,,,,42,PA,2267,Cambria,42021,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,,,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,,,,2012,24,6,15931,40.497668,-78.711398
17367,PA60BCI0X,PA60BCI00,"State Police, Bureau of Criminal Investigation: Union County","State Police, Bureau of Criminal Investigation: Union County",4,State Police,,,,,42,PA,2316,Union,42119,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,,0,8E,Non-MSA State Police,L,N,N,12,0,10,,,,2007,7,0,,,
16703,PA0401200,PA0401200,Plymouth Police Department,Plymouth,1,City,,,9362,Plymouth,42,PA,2296,Luzerne,42079,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,5834,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,7,,,,2016,4,0,18651,41.172787,-75.976035
17018,PA0543400,PA0543400,Ryan Township Police Department,Ryan Township,1,City,,,8798,Barnesville,42,PA,2310,Schuylkill,42107,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,,2560,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,,,,18214,40.703682,-76.217788
15786,PA0028200,PA0028200,Glen Osborne Police Department,Glen Osborne,1,City,,,9431,Sewickley,42,PA,2258,Allegheny,42003,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2014,,540,7,"Cities under 2,500",L,Y,N,0,0,0,15729,PA0022300,Sewickley,1973,1,0,15143,40.46892,-79.98092
16692,PA0400100,PA0400100,Dallas Police Department,Dallas,1,City,,,8942,Dallas,42,PA,2296,Luzerne,42079,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,2784,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,4,0,18612,41.172787,-75.976035
16260,PA0191300,PA0191300,North Centre Township  Police Department,North Centre Township ,1,City,,,8820,Berwick,42,PA,2275,Columbia,42037,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1976,,2016,2014,2012,2143,7,"Cities under 2,500",L,Y,N,0,0,0,16279,PA019SP00,State Police: Columbia County,1987,2,0,18603,41.045517,-76.40426
16803,PA0440000,PA0440000,Mifflin County Sheriff's Office,Mifflin,2,County,,,,,42,PA,2300,Mifflin,42087,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2014,1998,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,16813,PA044SP00,State Police: Mifflin County,1982,4,0,17044,40.61189,-77.620661
16063,PA0110800,PA0110800,Dale Police Department,Dale,1,City,,,9129,Johnstown,42,PA,2267,Cambria,42021,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,1176,7,"Cities under 2,500",L,Y,N,11,0,9,,,,2015,2,0,15902,40.497668,-78.711398
15908,PA0062100,PA0062100,West Reading Police Department,West Reading,1,City,,,9564,West Reading,42,PA,2262,Berks,42011,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1960,,2016,2013,,4184,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,12,2,19611,40.413957,-75.92686
15821,PA0032100,PA0032100,"Bethel Township Police Department, Armstrong County","Bethel Township, Armstrong County",1,City,,,9032,Ford City,42,PA,2259,Armstrong,42005,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2007,,2016,2013,,1176,7,"Cities under 2,500",L,Y,N,0,0,8,,,,,,,16226,40.81238,-79.464129
17196,PA0640400,PA0640400,Lehigh Township Police Department,Lehigh Township,1,City,,,9060,Gouldsboro,42,PA,2320,Wayne,42127,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1990,,2016,,,1783,7,"Cities under 2,500",L,N,N,12,0,6,,,,,,,18424,41.647007,-75.293195
15761,PA0025400,PA0025400,Braddock Hills Police Department,Braddock Hills,1,City,,,9358,Pittsburgh,42,PA,2258,Allegheny,42003,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1973,,2016,2013,,1868,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,2,0,15221,40.46892,-79.98092
16013,PA0094100,PA0094100,Langhorne Manor  Police Department,Langhorne Manor ,1,City,,,9153,Langhorne Manor,42,PA,2265,Bucks,42017,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1976,,2016,2013,,1432,7,"Cities under 2,500",L,Y,N,12,0,7,,,,1982,6,0,19047,40.336887,-75.10706
17017,PA0543200,PA0543200,Cass Township Police Department,Cass Township,1,City,,,9239,Minersville,42,PA,2310,Schuylkill,42107,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1974,,2016,2013,,1898,7,"Cities under 2,500",L,N,N,12,0,7,,,,1977,1,0,17954,40.703682,-76.217788
23141,PA0407900,PA0407900,Wyoming Area School District,Wyoming Area School District,5,Other,,,,,42,PA,2296,Luzerne,42079,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,2012,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,12,0,3,,,,2016,1,0,18643,41.172787,-75.976035
15962,PA007BF00,PA007BF00,Bureau of Forestry: Blair County,Bureau of Forestry: Blair County,6,Other State Agency,,,,,42,PA,2263,Blair,42013,A,23388,PAUCR0001,Pennsylvania State Police Bureau of Research and Development,PA,1994,,2016,2013,,0,9D,"MSA counties under 10,000",L,Y,N,12,0,7,,,,2007,1,0,17101,40.497922,-78.310636
