victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
79556524,73090622,1,1,,,,,,,,,,,,,
79556525,73090623,1,1,,,,,,,,,,,,,
79556526,73090624,1,4,,,,5,61,M,1,2,R,,,,
79556527,73090625,1,4,,,,5,44,F,1,2,R,,,,
79556528,73090626,1,4,,,,5,26,F,1,2,R,,,,
79556529,73090627,1,4,,,,5,46,F,1,2,R,,,,
79556530,73090628,1,4,,,,5,46,F,1,2,R,,,,
79556531,73090629,1,4,,,,5,15,M,1,2,R,,,,
79556532,73090630,1,4,,,,5,50,F,1,2,R,,,,
79556533,73090631,1,4,,,,5,49,F,1,2,R,,,,
79556534,73090631,2,4,,,,5,54,M,1,2,R,,,,
79556535,73090631,3,4,,,,5,24,M,1,2,R,,,,
79556611,73091455,1,4,,,,5,25,M,1,2,R,,,,
79556536,73090633,1,4,,,,5,22,M,1,2,R,,,,
79556537,73090634,1,4,,,,5,22,M,1,2,R,,,,
79556538,73090634,2,4,,,,5,21,F,1,2,R,,,,
79556539,73090635,1,8,,,,,,,,,,,,,
79556540,73090636,1,4,,,,5,38,M,1,2,R,,,,
79556543,73090637,3,4,,,,5,57,M,1,2,R,,,,
79556541,73090637,1,4,,,,5,57,M,1,3,R,,,,
79556542,73090637,2,4,,,,5,17,M,2,2,R,,,,
79556544,73090638,1,8,,,,,,,,,,,,,
79556545,73090639,1,4,,,,5,31,M,1,2,R,,,,
79556546,73090640,1,8,,,,,,,,,,,,,
79556547,73090641,1,4,,,,5,27,M,1,2,R,,,,
79556548,73090642,1,4,,,,5,62,F,1,2,N,,,,
79556549,73090643,1,4,,,,5,21,F,1,2,R,,,,
79556550,73090644,1,1,,,,,,,,,,,,,
79556551,73090645,1,1,,,,,,,,,,,,,
79556552,73090646,1,4,,,,5,25,F,1,2,R,,,,
79556553,73090647,1,1,,,,,,,,,,,,,
79556607,73091451,1,4,,,,5,71,M,1,2,R,,,,
79556554,73090648,1,4,,,,5,22,F,1,2,R,,,,
79556555,73090649,1,1,,,,,,,,,,,,,
79556556,73090650,1,1,,,,,,,,,,,,,
79556557,73090651,1,4,,,,5,70,M,1,2,R,,,,
79556558,73090651,2,4,,,,5,69,M,1,2,R,,,,
79556559,73090651,3,4,,,,5,36,M,1,2,R,,,,
79556560,73090651,4,4,,,,5,70,M,1,2,R,,,,
79556561,73090651,5,4,,,,5,33,M,1,2,R,,,,
79556562,73090651,6,4,,,,5,54,M,1,2,R,,,,
79556563,73090652,1,4,,,,5,31,F,1,2,R,,,,
79556569,73090658,1,4,,,,5,77,F,1,2,R,,,,
79556564,73090653,1,8,,,,,,,,,,,,,
79556565,73090654,1,1,,,,,,,,,,,,,
79556566,73090655,1,1,,,,,,,,,,,,,
79556567,73090656,1,1,,,,,,,,,,,,,
79556568,73090657,1,8,,,,,,,,,,,,,
79556571,73090660,1,4,,,,5,9,F,1,2,R,,,,
79556572,73090661,1,4,,,,5,43,M,1,2,R,,,,
79556609,73091453,1,4,,,,5,29,M,1,2,R,,,,
79556570,73090659,1,4,,,,4,,F,1,2,R,,,,
79556573,73090662,1,4,,,,5,67,M,1,2,R,,,,
79556574,73090663,1,4,,,,5,65,F,1,2,R,,,,
79556575,73090664,1,4,,,,5,66,F,1,2,R,,,,
79556576,73090665,1,4,,,,5,64,M,1,2,R,,,,
79556600,73091444,1,4,,,,5,64,F,1,2,R,,,,
79556577,73090666,1,4,,,,5,60,M,1,2,R,,,,
