suspect_using_id,offense_id
4,84234805
4,84234806
4,84240786
4,84240787
4,84234807
4,84227231
4,84227232
4,84227233
4,84231916
4,84240788
4,84236125
4,84227234
4,84231821
4,84234808
4,84242854
4,84240789
4,84242855
4,84231822
4,84242856
4,84240790
4,84242857
4,84231917
4,84242858
4,84240791
4,84240792
4,84227235
4,84227236
4,84242859
4,84231823
4,84231918
4,84242860
4,84242861
4,84227237
4,84231919
4,84234809
4,84234810
4,84227241
4,84227239
4,84227240
4,84231920
4,84240793
4,84242862
4,84227242
4,84231824
4,84231825
4,84231826
4,84242863
4,84227243
4,84227244
4,84231921
4,84242864
4,84240794
4,84231828
4,84227245
4,84234811
4,84234812
4,84242865
4,84227249
4,84241784
4,84241786
4,84234824
4,84242875
4,84240799
4,84234801
4,84231911
4,84236120
4,84236121
4,84240782
4,84234802
4,84231818
4,84240807
4,84236903
4,84231942
4,84241776
4,84240818
4,84227246
4,84231829
4,84231830
4,84227247
4,84242866
4,84242867
4,84234813
4,84227248
4,84242868
4,84236127
4,84231831
4,84242869
4,84236128
4,84236129
4,84236130
4,84236882
4,84236883
4,84231832
4,84234814
4,84234815
4,84231922
4,84227250
4,84240795
4,84236884
4,84234817
1,84240796
2,84231923
4,84231833
4,84231924
4,84234818
4,84227251
4,84240797
3,84242870
4,84231925
4,84236885
4,84234819
4,84231926
4,84231927
3,84236886
3,84236887
4,84231928
4,84242871
4,84236888
4,84234820
3,84234821
4,84227252
4,84242872
4,84236889
4,84231929
4,84234822
1,84231834
4,84231930
4,84231931
4,84234823
4,84227253
4,84231835
4,84227254
4,84240798
4,84231932
4,84242873
4,84242874
4,84234825
4,84236890
4,84227255
4,84227256
1,84236891
4,84234826
4,84227257
4,84231933
4,84231934
4,84231836
4,84236892
4,84236893
4,84243619
2,84243620
4,84243621
4,84227258
4,84227259
4,84231837
4,84231838
4,84231839
4,84234827
3,84227260
3,84227261
4,84238794
4,84243622
4,84234828
4,84238795
4,84243623
4,84236894
3,84236895
4,84238796
4,84243624
4,84234829
4,84227262
4,84231935
4,84243625
4,84243626
4,84227263
4,84234830
4,84234831
4,84234832
4,84240800
1,84240801
4,84231936
4,84236896
4,84238797
4,84227266
4,84240802
4,84236899
4,84236902
4,84227273
4,84227274
4,84241773
4,84240808
4,84241774
4,84231939
4,84238799
1,84240809
4,84238800
4,84241775
4,84231940
4,84231941
4,84240810
4,84240811
4,84243630
4,84227275
4,84241777
4,84236904
4,84240812
4,84236905
4,84227276
4,84241778
4,84241779
4,84240813
4,84243631
4,84240814
4,84231943
4,84243632
4,84236906
4,84238801
4,84243633
4,84240815
4,84227277
4,84241780
4,84240816
4,84227278
4,84243634
4,84236907
4,84241781
4,84231944
4,84240817
4,84231945
4,84243635
4,84231946
4,84238802
4,84241782
4,84238831
4,84238023
4,84243636
4,84240819
4,84238803
4,84227279
4,84227280
4,84231947
4,84227281
4,84231949
4,84243642
4,84236911
4,84241789
4,84241792
3,84227264
3,84227265
4,84243627
4,84236897
4,84236898
4,84243628
4,84243629
4,84234833
4,84234834
4,84227267
4,84227268
3,84227269
3,84227270
4,84240803
1,84241770
4,84236900
4,84227271
4,84231937
4,84241772
4,84241771
4,84227272
4,84240804
4,84238798
4,84240805
4,84243654
4,84237214
4,84231938
4,84236901
4,84240806
4,84240841
4,84234242
4,84238804
4,84231948
4,84241783
4,84236908
4,84236909
4,84227282
4,84234217
4,84240820
4,84241785
4,84240821
4,84231950
4,84243637
4,84243638
4,84243639
4,84231951
4,84243640
4,84243641
4,84238805
4,84238806
4,84238807
4,84240822
4,84241787
4,84241788
4,84240823
4,84231952
4,84236910
4,84243643
4,84243644
4,84234218
4,84243645
4,84238808
4,84243646
4,84231953
4,84231954
4,84241790
4,84243647
4,84231955
4,84234219
4,84234220
4,84241791
4,84234221
4,84240824
4,84243648
4,84243649
4,84243650
4,84241793
4,84238809
4,84238810
4,84241794
4,84240825
4,84234222
3,84243651
3,84243652
4,84234223
4,84240826
4,84236912
4,84236913
4,84238811
4,84236914
4,84236915
4,84238812
1,84241795
3,84238813
4,84234224
4,84234225
4,84240827
4,84241796
4,84241797
4,84241798
4,84234226
4,84241800
4,84238818
4,84241806
4,84238821
2,84234234
4,84240839
4,84243669
4,84243670
4,84243671
4,84240840
4,84241807
4,84237216
4,84234235
4,84234236
4,84237217
4,84234237
4,84238822
4,84238823
4,84241808
4,84243672
4,84243673
4,84238824
4,84236927
4,84236928
4,84241809
4,84237218
4,84236931
4,84237223
4,84235025
4,84236945
4,84231956
4,84240828
4,84238814
4,84241799
4,84243653
4,84240829
4,84240830
4,84240831
4,84240832
4,84234227
4,84240833
4,84231957
4,84241801
4,84234228
3,84236916
4,84243655
4,84234229
4,84243656
4,84241802
4,84241803
4,84236917
4,84240834
4,84243657
4,84243658
4,84238815
4,84236918
4,84231958
4,84236919
4,84238816
4,84243659
4,84231959
4,84231960
4,84243660
4,84234230
4,84238817
4,84243661
4,84243662
4,84243663
4,84240835
4,84240836
4,84243664
4,84243665
4,84243666
4,84236920
4,84241804
4,84243667
4,84231961
4,84234231
4,84240837
4,84241805
4,84234232
4,84236921
3,84236922
4,84238819
4,84234233
4,84240838
4,84237215
4,84236923
4,84236924
4,84238820
4,84236925
4,84243668
4,84236926
4,84243674
4,84241810
4,84240842
4,84243675
4,84238825
4,84241811
4,84241812
4,84240843
4,84243676
4,84234238
4,84237219
4,84236929
4,84241813
3,84236930
4,84241814
4,84241815
4,84237220
4,84238826
4,84234239
4,84241816
4,84234240
4,84234241
4,84238827
4,84238828
4,84238829
4,84238830
4,84236932
4,84237221
4,84243677
4,84236933
1,84237222
4,84234243
4,84241817
4,84236934
4,84236935
4,84241818
4,84236936
4,84234244
4,84234245
1,84243678
4,84240844
4,84243679
4,84243680
4,84237224
4,84237225
4,84236937
4,84243681
4,84240845
3,84240846
4,84240847
4,84238832
4,84238833
4,84236938
3,84238834
4,84240848
4,84236939
4,84238835
4,84237226
4,84237227
4,84237228
4,84240849
4,84238836
4,84237229
4,84234246
4,84241819
4,84234247
4,84240850
4,84237230
4,84237231
4,84242229
4,84241847
4,84234256
4,84243693
4,84243694
4,84243682
4,84241820
4,84234248
4,84243683
3,84243684
1,84241821
4,84238837
4,84240851
4,84236940
4,84237232
4,84238838
4,84241822
4,84241823
4,84243685
4,84236941
4,84241824
4,84240852
4,84241634
4,84241645
4,84240853
4,84243686
4,84237233
4,84241825
4,84234249
3,84234250
3,84234251
4,84234252
4,84241826
3,84241827
4,84236942
4,84236943
4,84234253
4,84237234
4,84240854
4,84240855
4,84236944
1,84240856
4,84241618
4,84238839
4,84237235
4,84237236
4,84237237
4,84243687
4,84243688
4,84241828
4,84234254
4,84243689
4,84241619
4,84236946
4,84234255
4,84243690
4,84238840
4,84237238
4,84238841
4,84241620
3,84236947
3,84236948
4,84238842
4,84236949
4,84241621
4,84236950
4,84241829
4,84241830
4,84243691
4,84237239
4,84237240
4,84236951
4,84243692
1,84234258
4,84241831
4,84243696
4,84241625
4,84241834
4,84242220
4,84242221
4,84241626
4,84241835
4,84243697
4,84238851
4,84242222
4,84242223
4,84243698
4,84234265
4,84241627
4,84238852
4,84241628
4,84243699
4,84243700
4,84238853
4,84237248
4,84234266
4,84241836
4,84241629
3,84241630
3,84241631
4,84241632
4,84235017
4,84243704
4,84243705
4,84237252
4,84238022
4,84238843
4,84237241
4,84237242
4,84234259
4,84234260
4,84237243
4,84236952
4,84241622
4,84237244
4,84236953
4,84242217
4,84237245
4,84238844
4,84238845
4,84241623
4,84241624
4,84234261
4,84234262
4,84238846
3,84237246
3,84237247
4,84238847
4,84241832
4,84234263
4,84241833
3,84242218
3,84242219
4,84234264
4,84238848
4,84243695
4,84238849
4,84238850
4,84241837
4,84234267
4,84243701
4,84235016
4,84238854
4,84238855
4,84243702
4,84238856
4,84242224
4,84242225
4,84243703
4,84238857
4,84241633
4,84238858
4,84241635
4,84238859
4,84243706
4,84241838
4,84241839
4,84238860
4,84243707
4,84235018
4,84235019
4,84237249
4,84241636
4,84238861
4,84237250
4,84241840
4,84241637
4,84241841
4,84243708
4,84241638
4,84241639
4,84241640
4,84237251
4,84238862
4,84241641
4,84243709
4,84241642
4,84243710
4,84238863
4,84243711
4,84242226
4,84242227
4,84243712
1,84243713
4,84235020
4,84238018
4,84241643
4,84241842
3,84238864
3,84238865
4,84235021
4,84235022
4,84235023
4,84241843
4,84238866
4,84243714
4,84242228
4,84238019
4,84238020
4,84241644
4,84241844
4,84241845
4,84241846
4,84238021
4,84241646
4,84238868
4,84235024
4,84242231
4,84235042
4,84235043
4,84239635
3,84249574
1,84235044
3,84243014
3,84242628
3,84242629
3,84243012
4,84238040
3,84239629
4,84239630
4,84249571
3,84238888
3,84239626
3,84239627
4,84239631
3,84239632
3,84243738
3,84243739
4,84238042
3,84239628
4,84239633
4,84242630
4,84235039
3,84243735
4,84249573
3,84249575
4,84243736
4,84243737
3,84242626
3,84242627
3,84235040
3,84243740
4,84249576
1,84243013
4,84238041
3,84235041
3,84242631
4,84239636
4,84238043
4,84238039
4,84249572
4,84244491
3,84239634
3,84238044
3,84242632
4,84235045
4,84207241
4,84206844
4,84213800
4,84202133
4,84200091
4,84213801
4,84219210
4,84200092
4,84213802
4,84200094
4,84207242
4,84206845
4,84207243
4,84206846
4,84200093
3,84202134
4,84202252
4,84213803
4,84207244
4,84202135
4,84207245
4,84206847
4,84219211
4,84213804
4,84200095
4,84202253
4,84209139
4,84213805
4,84209140
4,84219212
4,84209141
4,84206848
4,84209142
4,84202254
4,84202255
4,84202256
4,84219213
4,84219214
4,84219215
4,84202257
4,84206849
4,84213806
4,84209143
4,84206850
4,84213807
4,84219216
4,84206851
4,84213808
4,84219217
4,84207246
4,84213809
4,84206852
4,84200096
4,84207247
4,84206853
4,84207248
4,84209144
4,84209145
4,84219218
4,84207249
4,84202258
4,84200097
4,84219219
4,84206854
4,84202259
4,84200098
4,84214764
4,84214765
4,84209146
4,84214766
4,84202260
4,84219220
4,84214767
4,84209147
4,84200099
4,84214768
4,84202261
4,84214769
4,84209148
4,84209149
4,84207250
4,84207251
4,84200100
4,84207252
4,84207253
4,84207254
4,84214770
4,84209150
4,84200101
4,84207255
4,84214771
4,84209151
4,84219221
4,84214772
4,84209152
4,84209153
4,84213810
4,84207256
4,84209154
4,84213811
4,84200102
4,84219222
3,84214773
4,84219223
4,84209155
4,84209156
4,84202262
4,84213812
3,84207257
4,84206615
4,84206616
4,84206617
4,84214774
4,84200103
4,84200104
4,84214775
4,84200105
4,84214776
4,84219224
